,what,is,the,term,for,the,highest,living,saint,?
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.5064792633056641,0.5171257257461548,0.22372882068157196,0.27568840980529785,0.19080747663974762,0.20544172823429108
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.4185989499092102,0.733189046382904,0.3223685622215271,0.3499443829059601,0.27986469864845276,0.1826142966747284
traditions,0.253129243850708,0.2456929087638855,0.26193809509277344,0.2183602750301361,0.2183205485343933,0.26193809509277344,0.2901851534843445,0.21032722294330597,0.24874462187290192,0.18007412552833557
passed,0.22233739495277405,0.17212356626987457,0.3173406720161438,0.1477636843919754,0.23234809935092926,0.3173406720161438,0.12724211812019348,0.10756279528141022,0.13049764931201935,0.12064517289400101
down,0.26226112246513367,0.16725905239582062,0.3325848877429962,0.16914713382720947,0.22538931667804718,0.3325848877429962,0.10344284772872925,0.09506383538246155,0.18300186097621918,0.13836295902729034
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.25269290804862976,0.314039945602417,0.40150508284568787,0.1877705305814743,0.21752916276454926,0.1431656926870346,0.19969791173934937
initiate,0.27222952246665955,0.13254444301128387,0.29260772466659546,0.19982127845287323,0.2901686131954193,0.29260772466659546,0.12461832910776138,0.02532520517706871,0.11049866676330566,0.22985298931598663
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3310292959213257,0.4451248347759247,0.535392165184021,0.21947018802165985,0.2300543487071991,0.20921090245246887,0.29463258385658264
initiate,0.27222952246665955,0.13254444301128387,0.29260772466659546,0.19982127845287323,0.2901686131954193,0.29260772466659546,0.12461832910776138,0.02532520517706871,0.11049866676330566,0.22985298931598663
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.4464869201183319,0.4933079481124878,0.22094981372356415,0.26278790831565857,0.22400714457035065,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.5064792633056641,0.5171257257461548,0.22372882068157196,0.27568840980529785,0.19080747663974762,0.20544172823429108
traceable,0.3080008029937744,0.31350529193878174,0.3439110219478607,0.24797533452510834,0.22385747730731964,0.3439110219478607,0.18570660054683685,0.22300724685192108,0.20027992129325867,0.24323347210884094
back,0.2965294420719147,0.20263513922691345,0.3612101674079895,0.13069544732570648,0.2631518244743347,0.3612101674079895,0.12312372773885727,0.14367897808551788,0.17551586031913757,0.2397768795490265
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3310292959213257,0.4451248347759247,0.535392165184021,0.21947018802165985,0.2300543487071991,0.20921090245246887,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,1.0,0.36945265531539917,0.3127744197845459,0.24700650572776794,0.22068053483963013
founder,0.14688730239868164,0.1966208815574646,0.24715600907802582,0.16137655079364777,0.1423083245754242,0.24715600907802582,0.11126494407653809,0.1432020366191864,0.2239055335521698,0.13665783405303955
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.26047757267951965,0.4185989499092102,0.733189046382904,0.3223685622215271,0.3499443829059601,0.27986469864845276,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,1.0,0.36945265531539917,0.3127744197845459,0.24700650572776794,0.22068053483963013
order,0.16634008288383484,0.19403748214244843,0.3284194767475128,0.14934277534484863,0.16561681032180786,0.3284194767475128,0.1818690448999405,0.21162132918834686,0.14323371648788452,0.13725648820400238
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.4726039469242096,0.5934505462646484,0.2254713773727417,0.27785244584083557,0.21988746523857117,0.4130953550338745
