,when,was,the,large,work,published,?
the,0.5091903209686279,0.48711544275283813,1.0,0.3828733265399933,0.2704800069332123,0.22017472982406616,0.22068053483963013
jews,0.2035551369190216,0.1935933530330658,0.24901628494262695,0.15765634179115295,0.20316407084465027,0.12571701407432556,0.16730794310569763
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.3404269814491272,0.37551814317703247,0.22629010677337646,0.20544172823429108
their,0.3682888448238373,0.2396296262741089,0.516537070274353,0.2902883291244507,0.3008926510810852,0.17387564480304718,0.1898253709077835
lies,0.1740482598543167,0.24644087255001068,0.3383781313896179,0.15911653637886047,0.08794710040092468,0.15449729561805725,0.14148172736167908
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.12569274008274078,0.251366525888443,0.17891167104244232,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2263888567686081,0.3283594250679016,0.2937801778316498,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.3404269814491272,0.37551814317703247,0.22629010677337646,0.20544172823429108
vom,0.20471853017807007,0.16699089109897614,0.15012764930725098,0.0651840940117836,0.12909899652004242,0.18929260969161987,0.13748297095298767
schem,0.1839994341135025,0.10564327239990234,0.20855504274368286,0.08384369313716888,0.2808244824409485,0.12396293133497238,0.2329084873199463
hamphoras,0.22173427045345306,0.2512259781360626,0.3304157555103302,0.34150928258895874,0.24362529814243317,0.16156549751758575,0.29241254925727844
und,0.14850947260856628,0.10551264137029648,0.16904859244823456,0.10460834205150604,0.2151389867067337,0.2524581551551819,0.12338054925203323
vom,0.20471853017807007,0.16699089109897614,0.15012764930725098,0.0651840940117836,0.12909899652004242,0.18929260969161987,0.13748297095298767
geschlecht,0.18337498605251312,0.236958846449852,0.259208619594574,0.1258898824453354,0.2582675516605377,0.26735711097717285,0.23958100378513336
christi,0.17079028487205505,0.27519893646240234,0.26092931628227234,0.19864162802696228,0.1073325127363205,0.10301244258880615,0.14968229830265045
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.1259251832962036,0.22960703074932098,0.18344631791114807,0.40561532974243164
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.23191727697849274,0.26663315296173096,0.26885396242141724,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.3828733265399933,0.2704800069332123,0.22017472982406616,0.22068053483963013
holy,0.16601495444774628,0.19543759524822235,0.2778179347515106,0.19633005559444427,0.1168174296617508,0.13817182183265686,0.18148104846477509
name,0.24618172645568848,0.2646567225456238,0.3171212375164032,0.1343102604150772,0.15755409002304077,0.19807353615760803,0.15381577610969543
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.3404269814491272,0.37551814317703247,0.22629010677337646,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.3828733265399933,0.2704800069332123,0.22017472982406616,0.22068053483963013
lineage,0.09435757994651794,0.17629212141036987,0.2478068619966507,0.27957162261009216,0.16056960821151733,0.14271675050258636,0.1394401341676712
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.3569655418395996,0.23473061621189117,0.23023100197315216,0.1826142966747284
christ,0.1822013109922409,0.2174820899963379,0.25124865770339966,0.15095461905002594,0.11505516618490219,0.12179744988679886,0.13772203028202057
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.12569274008274078,0.251366525888443,0.17891167104244232,0.42300865054130554
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2263888567686081,0.3283594250679016,0.2937801778316498,0.31091248989105225
both,0.435994029045105,0.2990766167640686,0.4931981563568115,0.3004479706287384,0.27712884545326233,0.10647377371788025,0.19455738365650177
published,0.1944759637117386,0.2896443009376526,0.22017472982406616,0.09713266789913177,0.33119451999664307,1.0,0.16280238330364227
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.2841601073741913,0.2753349542617798,0.26697060465812683,0.20430970191955566
1543,-0.055767565965652466,-0.028081929311156273,-0.029971811920404434,-0.032456379383802414,-0.10696804523468018,-0.03542705252766609,-0.04655180871486664
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.2263888567686081,0.3283594250679016,0.2937801778316498,0.31091248989105225
three,0.2820437252521515,0.2748996615409851,0.43452659249305725,0.21556000411510468,0.1984323114156723,0.20371723175048828,0.20928427577018738
years,0.3409145474433899,0.35855233669281006,0.2912273406982422,0.23470772802829742,0.19907118380069733,0.2186005860567093,0.1914375126361847
before,0.5650408267974854,0.38607707619667053,0.45900648832321167,0.21848250925540924,0.21733282506465912,0.16266971826553345,0.2507109045982361
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.19107265770435333,0.36648666858673096,0.2540745139122009,0.18075084686279297
death,0.21254116296768188,0.28516459465026855,0.21438048779964447,0.17729802429676056,0.21540111303329468,0.19972451031208038,0.21149799227714539
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2304532378911972,0.33121398091316223,0.23857341706752777,0.4130953550338745
