,in,addition,to,recirculating,water,",",what,do,condensers,do,?
of,0.5696388483047485,0.27503931522369385,0.41548454761505127,0.2666950821876526,0.2741255462169647,0.4946078956127167,0.33290785551071167,0.26150479912757874,0.27418017387390137,0.26150479912757874,0.1826142966747284
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.329440176486969,0.297396719455719,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.2800576388835907,0.30239659547805786,0.22068053483963013
steam,0.19852672517299652,0.1664600819349289,0.22894427180290222,0.22887155413627625,0.43059393763542175,0.2264556586742401,0.15672586858272552,0.20503544807434082,0.4333205819129944,0.20503544807434082,0.113324373960495
above,0.22744394838809967,0.24082520604133606,0.30495497584342957,0.24666719138622284,0.2373015284538269,0.2902800738811493,0.32341626286506653,0.392265260219574,0.27771350741386414,0.392265260219574,0.2521739900112152
its,0.3793783485889435,0.2755911350250244,0.3691340684890747,0.27890127897262573,0.2640035152435303,0.33157986402511597,0.30393704771995544,0.18495778739452362,0.18297918140888214,0.18495778739452362,0.15103481709957123
saturated,0.22390256822109222,0.2514175474643707,0.22931891679763794,0.3156769871711731,0.4511740803718567,0.25314030051231384,0.1989104300737381,0.3007393777370453,0.4461788535118103,0.3007393777370453,0.1959184855222702
vapour,0.22145935893058777,0.2130364179611206,0.31422847509384155,0.381117045879364,0.6054919362068176,0.25384289026260376,0.2707558274269104,0.20648977160453796,0.6412221789360046,0.20648977160453796,0.19151580333709717
point,0.24451331794261932,0.2193981558084488,0.3403111398220062,0.20937252044677734,0.2126591056585312,0.28971099853515625,0.3286605179309845,0.22790415585041046,0.2771778702735901,0.22790415585041046,0.19189560413360596
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2773422300815582,0.26706066727638245,1.0000001192092896,0.3087472915649414,0.3283645510673523,0.24600286781787872,0.3283645510673523,0.31091248989105225
and,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.30124691128730774,0.3054247498512268,0.6633074283599854,0.31309178471565247,0.276123583316803,0.25896522402763367,0.276123583316803,0.20544172823429108
various,0.266343355178833,0.381727010011673,0.33564820885658264,0.2888907790184021,0.27531349658966064,0.30093157291412354,0.26045072078704834,0.22750963270664215,0.2194240540266037,0.22750963270664215,0.12823495268821716
mechanisms,0.20443810522556305,0.21370476484298706,0.2500166893005371,0.2279808521270752,0.20376643538475037,0.1645701378583908,0.23776228725910187,0.2439737617969513,0.38619744777679443,0.2439737617969513,0.20209980010986328
to,0.45010748505592346,0.29394859075546265,1.0,0.25090697407722473,0.27858173847198486,0.44245919585227966,0.455847829580307,0.38876664638519287,0.2556270360946655,0.38876664638519287,0.29463258385658264
increase,0.25893163681030273,0.34898191690444946,0.3378143310546875,0.34034085273742676,0.269004762172699,0.20005576312541962,0.21153631806373596,0.25109392404556274,0.21683232486248016,0.25109392404556274,0.11119163036346436
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.329440176486969,0.297396719455719,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.2800576388835907,0.30239659547805786,0.22068053483963013
draft,0.19735127687454224,0.15711946785449982,0.20236501097679138,0.19911076128482819,0.10044160485267639,0.2209516018629074,0.20352119207382202,0.15512849390506744,0.24146948754787445,0.15512849390506744,0.1941390335559845
for,0.4322226941585541,0.39286839962005615,0.4451248347759247,0.2930895686149597,0.189085453748703,0.4464869201183319,0.3017193675041199,0.29510271549224854,0.1867891550064087,0.29510271549224854,0.264628142118454
fireboxes,0.2477077841758728,0.26639682054519653,0.3019212782382965,0.27823472023010254,0.3464474081993103,0.22962073981761932,0.2785678505897522,0.24925673007965088,0.38463133573532104,0.24925673007965088,0.26162189245224
.,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.27997756004333496,0.26634910702705383,0.6812511086463928,0.3567904531955719,0.3613996207714081,0.2457704097032547,0.3613996207714081,0.4130953550338745
