,in,what,years,did,bach,use,more,of,luther,'s,hymns,in,his,compositions,?
todes,0.2779771387577057,0.19504253566265106,0.2468869835138321,0.16004100441932678,0.2384418547153473,0.31127050518989563,0.2817409038543701,0.3211755156517029,0.13328097760677338,0.039949871599674225,0.3098103702068329,0.2779771387577057,0.1932172328233719,0.2893048822879791,0.2020115703344345
banden,0.22387251257896423,0.07215093076229095,0.1340467482805252,0.025816896930336952,0.3294254541397095,0.13313421607017517,0.10683738440275192,0.26390910148620605,0.24274879693984985,0.0653538778424263,0.19415032863616943,0.22387251257896423,0.11754043400287628,0.20617836713790894,0.10398679226636887
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
4,0.08310048282146454,-0.04324747622013092,0.02613690495491028,0.0646207332611084,0.15186645090579987,-0.006586939096450806,-0.09892169386148453,0.17227263748645782,0.016695555299520493,-0.0858617052435875,0.03762756660580635,0.08310048282146454,0.18466266989707947,0.1200612336397171,0.010515431873500347
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
as,0.3887844979763031,0.31749409437179565,0.234328031539917,0.3596470057964325,0.23173552751541138,0.3453201949596405,0.42839905619621277,0.3886612355709076,0.20242992043495178,-0.05775856226682663,0.15609335899353027,0.3887844979763031,0.3146366477012634,0.24368909001350403,0.27043893933296204
early,0.34672921895980835,0.2454567849636078,0.3695620000362396,0.32047218084335327,0.19327765703201294,0.22727534174919128,0.2593020796775818,0.30937549471855164,0.20602326095104218,0.03384959325194359,0.2436460703611374,0.34672921895980835,0.30639806389808655,0.2030481994152069,0.15272949635982513
as,0.3887844979763031,0.31749409437179565,0.234328031539917,0.3596470057964325,0.23173552751541138,0.3453201949596405,0.42839905619621277,0.3886612355709076,0.20242992043495178,-0.05775856226682663,0.15609335899353027,0.3887844979763031,0.3146366477012634,0.24368909001350403,0.27043893933296204
possibly,0.2390311360359192,0.30713677406311035,0.24143929779529572,0.30350416898727417,0.12508513033390045,0.26834094524383545,0.32585206627845764,0.35685303807258606,0.10694734007120132,0.012713257223367691,0.1500115841627121,0.2390311360359192,0.21372941136360168,0.2096863090991974,0.3334614038467407
1707,0.10112784057855606,0.05530192703008652,0.0928538590669632,0.05091797560453415,0.18508562445640564,0.111922986805439,0.07228141278028488,0.1263086199760437,0.040798500180244446,-0.03665955364704132,0.1405293494462967,0.10112784057855606,0.03524750843644142,0.2735331058502197,0.15624447166919708
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
in,1.0,0.30808621644973755,0.33554986119270325,0.2593238651752472,0.19327521324157715,0.2715643048286438,0.32563260197639465,0.5696388483047485,0.20523880422115326,-0.037580832839012146,0.1669730842113495,1.0,0.3598145842552185,0.21021728217601776,0.20430970191955566
his,0.3598145842552185,0.26976513862609863,0.3523389995098114,0.3546801507472992,0.2507949471473694,0.19605936110019684,0.23633438348770142,0.38364991545677185,0.27093374729156494,0.047556519508361816,0.20449216663837433,0.3598145842552185,0.9999998807907104,0.34487128257751465,0.18075084686279297
second,0.34510284662246704,0.19948028028011322,0.24535776674747467,0.20727969706058502,0.15301847457885742,0.20317557454109192,0.2036297470331192,0.353416383266449,0.094020314514637,-0.060212843120098114,0.17302671074867249,0.34510284662246704,0.29419460892677307,0.13712461292743683,0.17239587008953094
annual,0.2557781934738159,0.14798973500728607,0.18306349217891693,0.13183704018592834,0.0879528596997261,0.14485256373882294,0.18683560192584991,0.29535046219825745,0.10187903791666031,-0.022993717342615128,0.11919745802879333,0.2557781934738159,0.14725236594676971,0.11076709628105164,0.1083487942814827
cycle,0.20483464002609253,0.17920038104057312,0.23200777173042297,0.09123732149600983,0.21489499509334564,0.12795059382915497,0.19036895036697388,0.255176842212677,0.07404506951570511,-0.005367895122617483,0.213544100522995,0.20483464002609253,0.12761151790618896,0.21541112661361694,0.07156776636838913
(,0.3087427020072937,0.2411840260028839,0.21505801379680634,0.18979617953300476,0.13733388483524323,0.2174896001815796,0.20831379294395447,0.35032153129577637,0.1677781045436859,0.0012731997994706035,0.16744275391101837,0.3087427020072937,0.16098198294639587,0.19587670266628265,0.40561532974243164
1724,0.13371911644935608,0.08415815234184265,0.14328981935977936,0.04875494912266731,0.04886312782764435,0.05593559890985489,0.06734974682331085,0.1506768763065338,0.02431720308959484,0.02358180657029152,0.09062592685222626,0.13371911644935608,-0.05095677450299263,0.15168218314647675,0.13111154735088348
to,0.45010748505592346,0.455847829580307,0.23891852796077728,0.4452643394470215,0.17157365381717682,0.47261837124824524,0.47084665298461914,0.41548454761505127,0.18029534816741943,0.03782717138528824,0.11944201588630676,0.45010748505592346,0.3715193271636963,0.20024874806404114,0.29463258385658264
1725,0.11421222239732742,0.03217025101184845,0.0402379147708416,0.04154248163104057,0.007928889244794846,0.10480194538831711,0.04774024710059166,0.16222363710403442,0.0547606460750103,-0.0069503337144851685,-0.03392426297068596,0.11421222239732742,0.01013184990733862,0.06665350496768951,0.05538792908191681
),0.3326910734176636,0.26259949803352356,0.20000751316547394,0.18584993481636047,0.16679474711418152,0.23662498593330383,0.23179085552692413,0.3680361211299896,0.18587662279605865,0.021107977256178856,0.1819171905517578,0.3326910734176636,0.18606403470039368,0.20916619896888733,0.42300865054130554
ach,0.1497812420129776,0.09060277789831161,0.1115957647562027,0.07093913853168488,0.4370357096195221,0.1444215327501297,0.08264482021331787,0.17893241345882416,0.21521010994911194,0.07862450182437897,0.10739827901124954,0.1497812420129776,0.14189380407333374,0.0968848466873169,0.2080359309911728
gott,0.22407740354537964,0.17180165648460388,0.17036335170269012,0.20073828101158142,0.3783548176288605,0.050348855555057526,0.08930417150259018,0.15811894834041595,0.34552162885665894,0.035034749656915665,0.23895765841007233,0.22407740354537964,0.31132039427757263,0.18743953108787537,0.21327990293502808
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
vom,0.16865050792694092,0.14017586410045624,0.07684765011072159,0.1721247434616089,0.3578396439552307,0.12976482510566711,0.07752256840467453,0.12566734850406647,0.29986944794654846,0.024521203711628914,0.2888880968093872,0.16865050792694092,0.2113330215215683,0.22383421659469604,0.13748297095298767
himmel,0.2031034380197525,0.23518162965774536,0.1440942883491516,0.14398911595344543,0.4565966725349426,0.07333692163228989,0.12642988562583923,0.1372622549533844,0.31131693720817566,0.07465744018554688,0.28679904341697693,0.2031034380197525,0.2765289843082428,0.2813386619091034,0.2635270059108734
sieh,0.186122864484787,0.17874161899089813,0.14393998682498932,0.16556523740291595,0.2975127696990967,0.1521424651145935,0.12427479773759842,0.16875730454921722,0.2236400544643402,0.00707501033321023,0.3148687183856964,0.186122864484787,0.207596093416214,0.2232101708650589,0.21703167259693146
darein,0.2792006731033325,0.24237383902072906,0.15151949226856232,0.20401006937026978,0.28898876905441284,0.17731541395187378,0.12560555338859558,0.2173120528459549,0.2629992365837097,0.07241959124803543,0.14837612211704254,0.2792006731033325,0.2847454845905304,0.1348915994167328,0.24643126130104065
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
2,0.01447046548128128,-0.049862053245306015,-0.0660775750875473,-0.044790901243686676,-0.09435094892978668,-0.030575765296816826,-0.02531435526907444,-0.013777675107121468,0.05590825900435448,0.10492397099733353,-0.0036307750269770622,0.01447046548128128,0.0003525891515891999,-0.006537619046866894,0.001977203879505396
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
christ,0.16419753432273865,0.2615339457988739,0.19498896598815918,0.17013269662857056,0.2632921040058136,0.1346733570098877,0.1220613569021225,0.27289092540740967,0.2758595049381256,0.054941605776548386,0.39871615171432495,0.16419753432273865,0.23623991012573242,0.20909494161605835,0.13772203028202057
unser,0.12319236993789673,0.1419113427400589,0.07893786579370499,0.07905025780200958,0.245478555560112,0.10589486360549927,0.11909150332212448,0.14590568840503693,0.245738223195076,-0.013690034858882427,0.24097494781017303,0.12319236993789673,0.2042694389820099,0.19957633316516876,0.1237528845667839
herr,0.21342596411705017,0.15406423807144165,0.1790584921836853,0.14053761959075928,0.3502577543258667,0.14863517880439758,0.10635405033826828,0.1660774201154709,0.2730134427547455,0.08095104247331619,0.22492793202400208,0.21342596411705017,0.21485215425491333,0.24697035551071167,0.23141801357269287
zum,0.1991392821073532,0.21939845383167267,0.08878802508115768,0.15006405115127563,0.3635357618331909,0.1210423931479454,0.11703245341777802,0.20090119540691376,0.30528920888900757,0.009042576886713505,0.21937502920627594,0.1991392821073532,0.227187380194664,0.2283947914838791,0.18093763291835785
jordan,0.1776425987482071,0.13918498158454895,0.12001430243253708,0.16887551546096802,0.16619202494621277,0.10654966533184052,0.14046335220336914,0.25905120372772217,0.2172728329896927,-0.07075484842061996,0.15189698338508606,0.1776425987482071,0.24859373271465302,0.13430151343345642,0.10991371423006058
kam,0.11238466948270798,0.10272291302680969,0.1620834916830063,0.05176397040486336,0.2515953779220581,0.09842881560325623,0.1008199155330658,0.023213529959321022,0.09561187028884888,0.012663259170949459,0.11522399634122849,0.11238466948270798,0.10137667506933212,0.033335596323013306,0.22345200181007385
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
7,-0.02604081481695175,-0.1699475795030594,-0.10015291720628738,-0.147744283080101,-0.009024975821375847,-0.19583050906658173,-0.16263152658939362,-0.04983885586261749,0.021675800904631615,0.09292176365852356,-0.15780292451381683,-0.02604081481695175,-0.09576758742332458,-0.16562579572200775,-0.15092156827449799
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
nun,0.21031558513641357,0.12535716593265533,0.16032949090003967,0.140253484249115,0.21235248446464539,0.07144045829772949,0.12201384454965591,0.20417404174804688,0.2797187566757202,0.07585524022579193,0.4144361615180969,0.21031558513641357,0.19268853962421417,0.20216777920722961,0.18081775307655334
komm,0.14417237043380737,0.15932036936283112,0.09601622074842453,0.050135303288698196,0.24975967407226562,0.0800366923213005,0.06725123524665833,0.15127089619636536,0.2003755122423172,0.0754563957452774,0.10615988075733185,0.14417237043380737,0.13018561899662018,0.07802295684814453,0.23406080901622772
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
der,0.2422194629907608,0.15763898193836212,0.0651746317744255,0.1264456808567047,0.3083539307117462,0.14416716992855072,0.13887153565883636,0.2241462916135788,0.2851134240627289,0.05417625233530998,0.1339503526687622,0.2422194629907608,0.1927269697189331,0.2185564786195755,0.10571374744176865
heiden,0.2630346119403839,0.18510212004184723,0.1930638998746872,0.13151106238365173,0.2635667324066162,0.08465219289064407,0.11821481585502625,0.25212156772613525,0.2876211702823639,0.0001241594145540148,0.14124830067157745,0.2630346119403839,0.2063833624124527,0.07211604714393616,0.11846069991588593
heiland,0.2738163471221924,0.13331109285354614,0.23115397989749908,0.14397436380386353,0.2838410437107086,0.16301849484443665,0.122383251786232,0.2387819141149521,0.29983964562416077,0.05910671502351761,0.19806557893753052,0.2738163471221924,0.2403600662946701,0.1758417934179306,0.15920250117778778
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
62,-0.06154082342982292,-0.032169852405786514,0.1332472413778305,0.051892153918743134,0.13574101030826569,-0.08185796439647675,0.0018052369123324752,-0.12567876279354095,0.035643648356199265,0.023129170760512352,0.012295006774365902,-0.06154082342982292,0.11532197147607803,0.05636783689260483,0.11978938430547714
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
gelobet,0.3124103248119354,0.24997681379318237,0.26525992155075073,0.20660103857517242,0.33212074637413025,0.1527618169784546,0.2509992718696594,0.26278895139694214,0.33805209398269653,-0.0021860303822904825,0.31025373935699463,0.3124103248119354,0.3161148428916931,0.3207807242870331,0.2419670820236206
seist,0.21291907131671906,0.24127016961574554,0.2319011241197586,0.22497668862342834,0.3529793620109558,0.1447703093290329,0.09589602053165436,0.22146505117416382,0.22136835753917694,0.025597231462597847,0.3115079998970032,0.21291907131671906,0.27132880687713623,0.2693999409675598,0.18851986527442932
du,0.22358232736587524,0.10019232332706451,0.15240147709846497,0.12283498793840408,0.11876477301120758,0.15772296488285065,0.10508767515420914,0.19881431758403778,0.14201393723487854,0.10915599763393402,0.20746015012264252,0.22358232736587524,0.2398405820131302,0.21969525516033173,0.155681312084198
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
jesu,0.11603870987892151,0.16595783829689026,0.16276462376117706,0.11140173673629761,0.4013110399246216,0.050834547728300095,0.09977541118860245,0.15638050436973572,0.3002506494522095,0.022915257140994072,0.4057535231113434,0.11603870987892151,0.24498966336250305,0.35627481341362,0.1590167135000229
christ,0.16419753432273865,0.2615339457988739,0.19498896598815918,0.17013269662857056,0.2632921040058136,0.1346733570098877,0.1220613569021225,0.27289092540740967,0.2758595049381256,0.054941605776548386,0.39871615171432495,0.16419753432273865,0.23623991012573242,0.20909494161605835,0.13772203028202057
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
91,-0.025061726570129395,0.052932608872652054,0.012125181034207344,0.08400376886129379,0.03805975988507271,-0.05483945831656456,-0.023454273119568825,0.011928903870284557,-0.051346246153116226,0.014340667985379696,-0.011888483539223671,-0.025061726570129395,0.025360509753227234,0.00866816658526659,0.03706110641360283
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.300204873085022,0.34479495882987976,0.21089112758636475,0.34145063161849976,0.39880692958831787,0.5116966962814331,0.20796556770801544,0.06895173341035843,0.2313949018716812,0.4954058527946472,0.4234102666378021,0.29035723209381104,0.20544172823429108
aus,0.1328362226486206,0.18372462689876556,0.06787208467721939,0.14295589923858643,0.2808429002761841,0.12988921999931335,0.03130262345075607,0.10577663779258728,0.21375636756420135,0.11155453324317932,0.15562474727630615,0.1328362226486206,0.06269387155771255,0.15077024698257446,0.21818752586841583
tiefer,0.2468392252922058,0.1581072062253952,0.21728993952274323,0.15642046928405762,0.30272334814071655,0.17286792397499084,0.19872067868709564,0.23788242042064667,0.23750795423984528,0.09741011261940002,0.19123102724552155,0.2468392252922058,0.3203262984752655,0.2454187124967575,0.22696372866630554
not,0.3403114080429077,0.5449194312095642,0.2464347630739212,0.6481515765190125,0.19038240611553192,0.48439106345176697,0.4605548083782196,0.3307090103626251,0.21636232733726501,0.002583299996331334,0.1281745880842209,0.3403114080429077,0.2710725963115692,0.20404356718063354,0.41942933201789856
schrei,0.2101258784532547,0.1903093010187149,0.19105346500873566,0.16953948140144348,0.4383365511894226,0.12316033989191055,0.13261260092258453,0.20070432126522064,0.34601566195487976,0.06666036695241928,0.25122782588005066,0.2101258784532547,0.27829432487487793,0.3180566132068634,0.2005736380815506
ich,0.11638132482767105,0.12894415855407715,0.09557463228702545,0.09222115576267242,0.4033796787261963,0.11620264500379562,0.09628696739673615,0.08888904005289078,0.23894745111465454,0.03256341442465782,0.18381933867931366,0.11638132482767105,0.1538471132516861,0.24881456792354584,0.16696366667747498
zu,0.14858822524547577,0.17157815396785736,0.11529263108968735,0.15647944808006287,0.40860697627067566,0.1055855005979538,0.1134703978896141,0.1674511730670929,0.21456845104694366,0.014376603998243809,0.21417517960071564,0.14858822524547577,0.186818465590477,0.180538609623909,0.18317864835262299
dir,0.08869245648384094,0.1614450365304947,0.01327437162399292,0.0516330860555172,0.09687110036611557,0.12500223517417908,0.07015819847583771,0.15052399039268494,0.09664689749479294,0.018763218075037003,0.14179083704948425,0.08869245648384094,0.15312336385250092,0.17656080424785614,0.14335119724273682
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
bwv,0.2522047460079193,0.24373207986354828,0.18026147782802582,0.17070232331752777,0.5655262470245361,0.23178517818450928,0.23614375293254852,0.2688143253326416,0.29516690969467163,0.04545802250504494,0.395117849111557,0.2522047460079193,0.2480611652135849,0.5763002038002014,0.30875688791275024
38,0.033282700926065445,0.027150537818670273,0.08412976562976837,0.021970633417367935,0.03935037553310394,-0.04755137115716934,-0.017191972583532333,0.02749749645590782,-0.023724505677819252,0.019909508526325226,-0.07951357215642929,0.033282700926065445,0.12402007728815079,-0.02461756020784378,0.014457103796303272
",",0.5201468467712402,0.3087472915649414,0.2589467465877533,0.3015086054801941,0.23254862427711487,0.3276674151420593,0.3696524500846863,0.4946078956127167,0.23255878686904907,-0.0016132977325469255,0.2567901313304901,0.5201468467712402,0.3378419280052185,0.26998692750930786,0.31091248989105225
later,0.40857815742492676,0.2517229914665222,0.3774924874305725,0.38386887311935425,0.2422581911087036,0.17144101858139038,0.2855042517185211,0.3458743393421173,0.23796728253364563,0.05591587722301483,0.20579862594604492,0.40857815742492676,0.4538118839263916,0.22839383780956268,0.1417175978422165
ein,0.20643258094787598,0.1742001473903656,0.12237068265676498,0.08797629922628403,0.3848787248134613,0.18342261016368866,0.11078311502933502,0.1357971876859665,0.24216751754283905,0.03422592952847481,0.22077278792858124,0.20643258094787598,0.17462030053138733,0.13179980218410492,0.19649122655391693
