,what,name,was,given,to,the,plot,to,usurp,power,from,the,french,house,of,guise,?
reformed,0.19874340295791626,0.15290358662605286,0.32850387692451477,0.18464599549770355,0.20161932706832886,0.24013365805149078,0.13818131387233734,0.20161932706832886,0.2173679620027542,0.12182001769542694,0.17651623487472534,0.24013365805149078,0.08870064467191696,0.1387479156255722,0.2473689615726471,0.1654326170682907,0.11769431829452515
church,0.1944202184677124,0.1162993386387825,0.24960921704769135,0.1426880657672882,0.24439501762390137,0.23846197128295898,0.09632854163646698,0.24439501762390137,0.15468066930770874,0.13720189034938812,0.1894836276769638,0.23846197128295898,0.1596711128950119,0.2680213451385498,0.3079429268836975,0.27422070503234863,0.18081501126289368
),0.26259949803352356,0.2638341188430786,0.3267642855644226,0.25457310676574707,0.31236231327056885,0.3456730246543884,0.14283126592636108,0.31236231327056885,0.25912925601005554,0.20355020463466644,0.2672361731529236,0.3456730246543884,0.21857915818691254,0.19536921381950378,0.3680361211299896,0.3119330108165741,0.42300865054130554
involved,0.2673480808734894,0.06536778807640076,0.2577875554561615,0.18994136154651642,0.24297703802585602,0.2872544527053833,0.22473570704460144,0.24297703802585602,0.2082505226135254,0.17856551706790924,0.1712687909603119,0.2872544527053833,0.14813217520713806,0.1278017908334732,0.30147984623908997,0.1344478577375412,0.20599231123924255
in,0.30808621644973755,0.2459065467119217,0.45514053106307983,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.18982252478599548,0.45010748505592346,0.08240508288145065,0.16666220128536224,0.4274188280105591,0.6662389636039734,0.22093388438224792,0.20026938617229462,0.5696388483047485,0.24419718980789185,0.20430970191955566
the,0.42745697498321533,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.22070206701755524,0.535392165184021,0.13924844563007355,0.2647338807582855,0.40150508284568787,1.0,0.2555147111415863,0.2847244441509247,0.733189046382904,0.2755139470100403,0.22068053483963013
amboise,0.14464299380779266,0.21877717971801758,0.25171032547950745,0.1658821403980255,0.16150996088981628,0.3044542968273163,0.1300576776266098,0.16150996088981628,0.17687951028347015,0.16545136272907257,0.1474796086549759,0.3044542968273163,0.3322136104106903,0.29958948493003845,0.34488335251808167,0.44419950246810913,0.17595092952251434
plot,0.27055343985557556,0.043345510959625244,0.17129768431186676,0.1713646650314331,0.2934653162956238,0.22070206701755524,1.0000001192092896,0.2934653162956238,0.09565954655408859,0.22852863371372223,0.11954223364591599,0.22070206701755524,0.13793760538101196,0.17786389589309692,0.2079721987247467,0.2055513560771942,0.1946352869272232
of,0.33290785551071167,0.24075818061828613,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.2079721987247467,0.41548454761505127,0.11312620341777802,0.25273123383522034,0.4249346852302551,0.733189046382904,0.19450366497039795,0.285114049911499,1.0,0.2812090814113617,0.1826142966747284
1560,0.22952494025230408,0.16285039484500885,0.20374788343906403,0.1825425922870636,0.18811661005020142,0.19716040790081024,0.1579097956418991,0.18811661005020142,0.20192423462867737,0.21205228567123413,0.13873718678951263,0.19716040790081024,0.2739207148551941,0.14011657238006592,0.22796335816383362,0.30129534006118774,0.2310192584991455
:,-0.12022944539785385,-0.0774015560746193,0.002802103292196989,-0.050898440182209015,-0.09243495017290115,-0.03403344005346298,-0.11719043552875519,-0.09243495017290115,-0.10207017511129379,-0.0662846490740776,-0.056502215564250946,-0.03403344005346298,0.1675521433353424,-0.08033020794391632,-0.08807745575904846,0.04619428515434265,-0.07156077772378922
a,0.3320399522781372,0.26421117782592773,0.4508470594882965,0.3335871398448944,0.45503583550453186,0.5829201340675354,0.22975772619247437,0.45503583550453186,0.1235705092549324,0.21580491960048676,0.322764128446579,0.5829201340675354,0.24285779893398285,0.26758551597595215,0.5052502155303955,0.24915418028831482,0.23916715383529663
foiled,0.1363425850868225,0.10209376364946365,0.22188445925712585,0.20501157641410828,0.1774289906024933,0.19764667749404907,0.29570844769477844,0.1774289906024933,0.14864714443683624,0.17623116075992584,0.19403518736362457,0.19764667749404907,0.13011866807937622,0.1326536238193512,0.1836697906255722,0.14874733984470367,0.13962775468826294
attempt,0.2411041408777237,0.033245064318180084,0.2327374517917633,0.18474507331848145,0.4458620846271515,0.2614527940750122,0.28408119082450867,0.4458620846271515,0.2802923023700714,0.18053500354290009,0.17891797423362732,0.2614527940750122,0.15438298881053925,0.11738180369138718,0.21525268256664276,0.18843525648117065,0.16559520363807678
to,0.455847829580307,0.27806994318962097,0.3636345863342285,0.3428947925567627,1.0,0.535392165184021,0.2934653162956238,1.0,0.2580402195453644,0.27001675963401794,0.4069952368736267,0.535392165184021,0.1713797152042389,0.23688754439353943,0.41548454761505127,0.27124592661857605,0.29463258385658264
wrest,0.1864100694656372,0.22225746512413025,0.2482749968767166,0.1297684758901596,0.21099194884300232,0.20488014817237854,0.10654706507921219,0.21099194884300232,0.2393685132265091,0.1662168651819229,0.14999425411224365,0.20488014817237854,0.11866505444049835,0.20027093589305878,0.21714550256729126,0.1784040480852127,0.14676007628440857
power,0.22216427326202393,0.15199023485183716,0.1794997751712799,0.19449229538440704,0.27001675963401794,0.2647338807582855,0.22852863371372223,0.27001675963401794,0.16422903537750244,1.0000001192092896,0.21385204792022705,0.2647338807582855,0.10779871046543121,0.20123694837093353,0.25273123383522034,0.13021737337112427,0.15304024517536163
in,0.30808621644973755,0.2459065467119217,0.45514053106307983,0.2528568208217621,0.45010748505592346,0.6662389636039734,0.18982252478599548,0.45010748505592346,0.08240508288145065,0.16666220128536224,0.4274188280105591,0.6662389636039734,0.22093388438224792,0.20026938617229462,0.5696388483047485,0.24419718980789185,0.20430970191955566
france,0.17793065309524536,0.19448354840278625,0.2715669870376587,0.20522302389144897,0.2670897841453552,0.35517507791519165,0.16161473095417023,0.2670897841453552,0.08079279959201813,0.21432888507843018,0.20540620386600494,0.35517507791519165,0.5492131114006042,0.16502881050109863,0.3265724182128906,0.4135160446166992,0.15069349110126495
from,0.2737620174884796,0.2635002136230469,0.31171464920043945,0.28116533160209656,0.4069952368736267,0.40150508284568787,0.11954223364591599,0.4069952368736267,0.12333808094263077,0.21385204792022705,1.0,0.40150508284568787,0.19660584628582,0.21994347870349884,0.4249346852302551,0.16632097959518433,0.19969791173934937
the,0.42745697498321533,0.3171212375164032,0.48711544275283813,0.37508252263069153,0.535392165184021,1.0,0.22070206701755524,0.535392165184021,0.13924844563007355,0.2647338807582855,0.40150508284568787,1.0,0.2555147111415863,0.2847244441509247,0.733189046382904,0.2755139470100403,0.22068053483963013
influential,0.21743842959403992,0.13121388852596283,0.3755773901939392,0.23099103569984436,0.13114871084690094,0.2541041374206543,0.19917580485343933,0.13114871084690094,0.049650922417640686,0.23635420203208923,0.19181114435195923,0.2541041374206543,0.2725681662559509,0.19929328560829163,0.35619789361953735,0.1821884959936142,0.1465693712234497
house,0.200801283121109,0.1523294448852539,0.28759756684303284,0.08523046225309372,0.23688754439353943,0.2847244441509247,0.17786389589309692,0.23688754439353943,0.12426219880580902,0.20123694837093353,0.21994347870349884,0.2847244441509247,0.14403337240219116,0.9999998807907104,0.285114049911499,0.25201982259750366,0.13736455142498016
of,0.33290785551071167,0.24075818061828613,0.4069072902202606,0.39388060569763184,0.41548454761505127,0.733189046382904,0.2079721987247467,0.41548454761505127,0.11312620341777802,0.25273123383522034,0.4249346852302551,0.733189046382904,0.19450366497039795,0.285114049911499,1.0,0.2812090814113617,0.1826142966747284
guise,0.23484227061271667,0.17337271571159363,0.23492136597633362,0.2216288149356842,0.27124592661857605,0.2755139470100403,0.2055513560771942,0.27124592661857605,0.2623116374015808,0.13021737337112427,0.16632097959518433,0.2755139470100403,0.3929905295372009,0.25201982259750366,0.2812090814113617,0.9999998807907104,0.2730143666267395
.,0.3567904531955719,0.24737101793289185,0.40146201848983765,0.3169408142566681,0.4645031690597534,0.5934505462646484,0.18554088473320007,0.4645031690597534,0.20528262853622437,0.2141435295343399,0.41536515951156616,0.5934505462646484,0.2480926215648651,0.2607949376106262,0.5352458953857422,0.3160444498062134,0.4130953550338745
