,what,issues,may,prevent,women,from,working,outside,the,home,or,receiving,education,?
woman,0.2136753350496292,0.19176115095615387,0.2076648622751236,0.14075185358524323,0.5619240403175354,0.17318525910377502,0.1591673046350479,0.20124894380569458,0.2831476032733917,0.15610259771347046,0.23812520503997803,0.1597186177968979,0.22232623398303986,0.22504617273807526
from,0.2737620174884796,0.19454032182693481,0.23997589945793152,0.3330691456794739,0.17420825362205505,1.0,0.1803286075592041,0.28049299120903015,0.40150508284568787,0.29297688603401184,0.31242018938064575,0.29368889331817627,0.19191351532936096,0.19969791173934937
receiving,0.1824735403060913,0.23720848560333252,0.22778178751468658,0.2705896198749542,0.144051656126976,0.29368889331817627,0.21848511695861816,0.2581765055656433,0.3056924641132355,0.19429972767829895,0.34248220920562744,1.0,0.18707703053951263,0.11734168976545334
an,0.2821882665157318,0.15693901479244232,0.30457955598831177,0.24787792563438416,0.12665927410125732,0.20876385271549225,0.18882836401462555,0.19768257439136505,0.4207492768764496,0.09444248676300049,0.3096676766872406,0.1481393426656723,0.1506793051958084,0.19793890416622162
education,0.19940856099128723,0.26119673252105713,0.15223878622055054,0.14034810662269592,0.2989157736301422,0.19191351532936096,0.24962273240089417,0.1647409349679947,0.23982903361320496,0.24407222867012024,0.14504022896289825,0.18707703053951263,1.0,0.18067774176597595
or,0.33867141604423523,0.23356692492961884,0.399771511554718,0.40754249691963196,0.20650714635849,0.31242018938064575,0.2252151519060135,0.34863367676734924,0.4174870550632477,0.16767795383930206,1.0000001192092896,0.34248220920562744,0.14504022896289825,0.32389625906944275
working,0.2846863269805908,0.2895618975162506,0.2399349957704544,0.19571980834007263,0.1890105903148651,0.1803286075592041,1.0,0.20751163363456726,0.25857484340667725,0.14806626737117767,0.2252151519060135,0.21848511695861816,0.24962273240089417,0.17154020071029663
outside,0.3224688768386841,0.17191463708877563,0.2814694046974182,0.2963789999485016,0.1340896189212799,0.28049299120903015,0.20751163363456726,0.9999999403953552,0.3879719078540802,0.3146342635154724,0.34863367676734924,0.2581765055656433,0.1647409349679947,0.14839068055152893
the,0.42745697498321533,0.2638932764530182,0.2694292366504669,0.2841009497642517,0.279754102230072,0.40150508284568787,0.25857484340667725,0.3879719078540802,1.0,0.28978195786476135,0.4174870550632477,0.3056924641132355,0.23982903361320496,0.22068053483963013
home,0.1608789712190628,0.13211576640605927,0.09419737756252289,0.12511785328388214,0.14910061657428741,0.29297688603401184,0.14806626737117767,0.3146342635154724,0.28978195786476135,1.0,0.16767795383930206,0.19429972767829895,0.24407222867012024,0.0757145956158638
.,0.3567904531955719,0.23493336141109467,0.35826805233955383,0.24685528874397278,0.2560822069644928,0.41536515951156616,0.28468647599220276,0.28971612453460693,0.5934505462646484,0.3067048490047455,0.36683785915374756,0.277229905128479,0.27047446370124817,0.4130953550338745
