,who,did,the,u.s.,collaborate,with,on,an,earth,orbit,mission,in,1975,?
three,0.2491552233695984,0.2043166607618332,0.43452659249305725,0.06765685230493546,0.10494093596935272,0.35964319109916687,0.2742598354816437,0.1749064028263092,0.20400762557983398,0.1722889393568039,0.13945850729942322,0.34828072786331177,0.3022533655166626,0.20928427577018738
manned,0.20781661570072174,0.21665696799755096,0.2392944097518921,0.022122742608189583,0.0934775173664093,0.19048453867435455,0.22706209123134613,0.2113705724477768,0.34992241859436035,0.4742804169654846,0.496903657913208,0.1528020054101944,0.09904749691486359,0.17514055967330933
missions,0.25807425379753113,0.20864713191986084,0.26288601756095886,0.0485873781144619,0.2169295698404312,0.21365633606910706,0.2538504898548126,0.13683319091796875,0.2900218963623047,0.34307122230529785,0.8248506784439087,0.2733149528503418,0.06612728536128998,0.21422071754932404
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,-0.003064807504415512,0.19670256972312927,0.4080928862094879,0.46853652596473694,0.2605783939361572,0.18566735088825226,0.13808301091194153,0.2224319875240326,1.0,0.31352153420448303,0.20430970191955566
1973–74,0.09474260360002518,0.027540965005755424,0.2577359974384308,-0.002208871766924858,-0.05085673928260803,0.10033097863197327,0.1405075043439865,0.04337654635310173,0.19849421083927155,0.07586072385311127,0.0992559865117073,0.1532914936542511,0.30125489830970764,0.03444601222872734
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.030410487204790115,0.3157489001750946,0.4120737314224243,0.49057599902153015,0.3581022024154663,0.23186853528022766,0.19559532403945923,0.21226151287555695,0.5201468467712402,0.27064594626426697,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.011246231384575367,0.3159010112285614,0.5477725267410278,0.4077630043029785,0.2838519215583801,0.27524080872535706,0.1805662214756012,0.16932862997055054,0.4954058527946472,0.3077165186405182,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,1.0,0.06592652946710587,0.16017888486385345,0.4223487675189972,0.5107308030128479,0.4207492768764496,0.2801888585090637,0.1565481424331665,0.22673439979553223,0.6662389636039734,0.3418796956539154,0.22068053483963013
apollo–soyuz,0.2163417935371399,0.2162277102470398,0.24612511694431305,0.025138191878795624,0.13974107801914215,0.13240188360214233,0.21188543736934662,0.1814316213130951,0.3535296320915222,0.4814727306365967,0.4951927363872528,0.1810300648212433,0.06816621124744415,0.2480459362268448
test,0.14540761709213257,0.1707909107208252,0.19235259294509888,0.03392639011144638,0.23509342968463898,0.14787445962429047,0.22242271900177002,0.1440606564283371,0.12624478340148926,0.19076022505760193,0.236023411154747,0.1630522608757019,0.07465136051177979,0.19832737743854523
project,0.2255522608757019,0.18681181967258453,0.2027820199728012,-0.0008489917381666601,0.41981562972068787,0.19682161509990692,0.25128498673439026,0.1355700045824051,0.17193573713302612,0.24974919855594635,0.3999701142311096,0.16277937591075897,0.07603885233402252,0.30569031834602356
",",0.3365725874900818,0.3015086054801941,0.4933079481124878,0.030410487204790115,0.3157489001750946,0.4120737314224243,0.49057599902153015,0.3581022024154663,0.23186853528022766,0.19559532403945923,0.21226151287555695,0.5201468467712402,0.27064594626426697,0.31091248989105225
a,0.36608949303627014,0.2552328109741211,0.5829201340675354,0.0347411222755909,0.2055007666349411,0.3783375024795532,0.3848365545272827,0.44552403688430786,0.21121151745319366,0.19505570828914642,0.2477724254131317,0.539380669593811,0.26416853070259094,0.23916715383529663
joint,0.1359657198190689,0.14753364026546478,0.2854326069355011,-0.06027008965611458,0.1942594349384308,0.2725379467010498,0.18687814474105835,0.10659915208816528,0.09543658047914505,0.09140011668205261,0.18362344801425934,0.19035212695598602,0.04112683981657028,0.15804731845855713
earth,0.15992608666419983,0.15510493516921997,0.2801888585090637,-0.06795202195644379,0.12273306399583817,0.21692633628845215,0.20645220577716827,0.15274131298065186,1.0,0.514371395111084,0.25668099522590637,0.18566735088825226,0.1848706603050232,0.17717236280441284
orbit,0.12035219371318817,0.1529427319765091,0.1565481424331665,-0.09718900173902512,0.17160427570343018,0.15879200398921967,0.1829480081796646,0.1739663928747177,0.514371395111084,1.0000001192092896,0.3702660799026489,0.13808301091194153,0.15809720754623413,0.16621392965316772
mission,0.23207825422286987,0.1377914398908615,0.22673439979553223,-0.002929861657321453,0.19701232016086578,0.13122236728668213,0.21317659318447113,0.1624951809644699,0.25668099522590637,0.3702660799026489,1.0,0.2224319875240326,0.07773217558860779,0.19506393373012543
with,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.045639924705028534,0.31137320399284363,0.9999999403953552,0.40749499201774597,0.2730048894882202,0.21692633628845215,0.15879200398921967,0.13122236728668213,0.4080928862094879,0.3022579252719879,0.2433311939239502
the,0.3733934462070465,0.34736719727516174,1.0,0.06592652946710587,0.16017888486385345,0.4223487675189972,0.5107308030128479,0.4207492768764496,0.2801888585090637,0.1565481424331665,0.22673439979553223,0.6662389636039734,0.3418796956539154,0.22068053483963013
soviet,0.19540928304195404,0.20321983098983765,0.2312941700220108,-0.05879129841923714,0.18190200626850128,0.1796698123216629,0.1676383912563324,0.1334078162908554,0.22335371375083923,0.31722620129585266,0.23964111506938934,0.22826138138771057,0.008465944789350033,0.08693568408489227
union,0.16662479937076569,0.185054212808609,0.24421639740467072,0.015447264537215233,0.10980677604675293,0.19172410666942596,0.15769828855991364,0.15291360020637512,0.181195929646492,0.23271650075912476,0.26327186822891235,0.22726479172706604,0.08754181861877441,0.07797172665596008
in,0.2792111933231354,0.2593238651752472,0.6662389636039734,-0.003064807504415512,0.19670256972312927,0.4080928862094879,0.46853652596473694,0.2605783939361572,0.18566735088825226,0.13808301091194153,0.2224319875240326,1.0,0.31352153420448303,0.20430970191955566
1975,0.2054152637720108,0.1641349047422409,0.3418796956539154,0.08836692571640015,0.12187383323907852,0.3022579252719879,0.23024196922779083,0.16651199758052826,0.1848706603050232,0.15809720754623413,0.07773217558860779,0.31352153420448303,0.9999999403953552,0.19593262672424316
.,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.09558769315481186,0.2209598422050476,0.4446153938770294,0.49257001280784607,0.3581749200820923,0.2542925775051117,0.19304080307483673,0.2227463275194168,0.5591574311256409,0.27168160676956177,0.4130953550338745
