,in,what,year,did,harvard,president,joseph,willard,die,?
died,0.25881269574165344,0.11138711869716644,0.23179858922958374,0.2759808599948883,0.18459221720695496,0.23379772901535034,0.23633506894111633,0.203201562166214,0.3548888862133026,0.15254227817058563
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.24754071235656738,0.16959697008132935,0.14221104979515076,0.21607816219329834,0.18494991958141327,0.23916715383529663
year,0.3359307050704956,0.15184831619262695,1.0,0.21422851085662842,0.12264450639486313,0.25048401951789856,0.09898927062749863,0.14216189086437225,0.20662283897399902,0.18315006792545319
later,0.40857815742492676,0.2517229914665222,0.27576395869255066,0.38386887311935425,0.27995607256889343,0.17261546850204468,0.1917509287595749,0.24101942777633667,0.18247878551483154,0.1417175978422165
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2719281017780304,0.26552814245224,0.24271315336227417,0.29941198229789734,0.23915338516235352,0.31091248989105225
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26072487235069275,0.18811661005020142,0.12985283136367798,0.22429418563842773,0.18641351163387299,0.20430970191955566
1804,-0.04234183579683304,-0.05124351382255554,-0.11810065805912018,-0.06567509472370148,-0.12110753357410431,-0.1311069130897522,-0.17821824550628662,-0.26309365034103394,-0.09251707047224045,0.011757442727684975
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2719281017780304,0.26552814245224,0.24271315336227417,0.29941198229789734,0.23915338516235352,0.31091248989105225
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.24754071235656738,0.16959697008132935,0.14221104979515076,0.21607816219329834,0.18494991958141327,0.23916715383529663
struggle,0.19455546140670776,0.23432134091854095,0.18263085186481476,0.21746955811977386,0.17122559249401093,0.19481219351291656,0.1494353860616684,0.05602533742785454,0.2706354558467865,0.1330908089876175
broke,0.2562587857246399,0.23495598137378693,0.19967052340507507,0.29830706119537354,0.17551597952842712,0.076722152531147,0.1483304798603058,0.17588172852993011,0.15229962766170502,0.11610469967126846
out,0.3576207756996155,0.3633197546005249,0.2501937747001648,0.28413498401641846,0.17402110993862152,0.14307653903961182,0.11620687693357468,0.16750387847423553,0.20611724257469177,0.22020699083805084
over,0.3605569899082184,0.28007611632347107,0.2620522379875183,0.2535076439380646,0.12776897847652435,0.22208066284656525,0.12342365086078644,0.052712902426719666,0.19678771495819092,0.25742942094802856
their,0.34976133704185486,0.35142919421195984,0.20591455698013306,0.38078752160072327,0.12904533743858337,0.1401531845331192,0.10327523201704025,0.1334695965051651,0.20070841908454895,0.1898253709077835
replacements,0.21159377694129944,0.1971680223941803,0.20080716907978058,0.22211484611034393,0.17243455350399017,0.19180729985237122,0.13744938373565674,0.11228486895561218,0.12769046425819397,0.16121076047420502
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.254516065120697,0.26255303621292114,0.2262967973947525,0.29949474334716797,0.2658497095108032,0.4130953550338745
