,besides,constant,flooding,",",why,else,was,there,regulation,of,the,rhine,?
constant,0.19536210596561432,1.0,0.20612023770809174,0.21295993030071259,0.21365675330162048,0.22553789615631104,0.11607828736305237,0.24553555250167847,0.2798382341861725,0.25393494963645935,0.2037150114774704,0.20739522576332092,0.14516431093215942
flooding,0.2672949433326721,0.20612023770809174,0.9999999403953552,0.2945074141025543,0.28506532311439514,0.21254903078079224,0.19221648573875427,0.3244546949863434,0.1880142241716385,0.2168123722076416,0.24058853089809418,0.2048298716545105,0.2615346312522888
and,0.3610946238040924,0.26555773615837097,0.20465752482414246,0.6633074283599854,0.27806392312049866,0.2664144039154053,0.3740963041782379,0.4242868423461914,0.2633853554725647,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.20544172823429108
strong,0.22351931035518646,0.22861596941947937,0.21268269419670105,0.3008308410644531,0.2575831413269043,0.20649906992912292,0.21312883496284485,0.23779571056365967,0.22835060954093933,0.2524286210536957,0.22482411563396454,0.12139569967985153,0.11990999430418015
sedimentation,0.1656174212694168,0.2729339599609375,0.2946491837501526,0.23885005712509155,0.2079896181821823,0.20235124230384827,0.10663878917694092,0.23595930635929108,0.33642861247062683,0.2614911198616028,0.2617757022380829,0.17811830341815948,0.17398139834403992
in,0.3447916507720947,0.15271376073360443,0.263567179441452,0.5201468467712402,0.23227278888225555,0.22759012877941132,0.45514053106307983,0.5361666083335876,0.25001105666160583,0.5696388483047485,0.6662389636039734,0.24648422002792358,0.20430970191955566
the,0.367077499628067,0.2037150114774704,0.24058853089809418,0.4933079481124878,0.30742117762565613,0.19370581209659576,0.48711544275283813,0.47025805711746216,0.33589670062065125,0.733189046382904,1.0,0.30735138058662415,0.22068053483963013
western,0.15421782433986664,0.03346098214387894,0.19777454435825348,0.27542921900749207,0.10176598280668259,0.14557461440563202,0.2864105999469757,0.19878143072128296,0.1732844114303589,0.32974064350128174,0.37920868396759033,0.23680023849010468,0.17439141869544983
rhine,0.19046513736248016,0.20739522576332092,0.2048298716545105,0.167837992310524,0.08587279915809631,0.1539948284626007,0.18681856989860535,0.17993438243865967,0.16062843799591064,0.2548927664756775,0.30735138058662415,1.0,0.13754533231258392
delta,0.08527858555316925,0.12767039239406586,0.2177894413471222,0.2192559540271759,0.12943586707115173,0.10570105165243149,0.20297802984714508,0.13117176294326782,0.0052639818750321865,0.20736707746982574,0.22022446990013123,0.21930839121341705,0.14208948612213135
.,0.28636154532432556,0.24043156206607819,0.2607988119125366,0.6812511086463928,0.32909876108169556,0.30548352003097534,0.40146201848983765,0.43897318840026855,0.2651672661304474,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.4130953550338745
