,when,did,luther,write,the,hymn,from,depths,of,woe,i,cry,to,you,?
'',-0.07688097655773163,0.01978493109345436,-0.04572787508368492,0.05656430125236511,0.041273195296525955,-0.056234996765851974,-0.011389154009521008,-0.012946355156600475,0.13035868108272552,-0.020760677754878998,0.06827187538146973,0.06554465740919113,-0.009905828163027763,0.03718613088130951,0.018684765323996544
),0.2538422644138336,0.18584993481636047,0.18587662279605865,0.21409611403942108,0.3456730246543884,0.15801535546779633,0.2672361731529236,0.1903729885816574,0.3680361211299896,0.168732687830925,0.3128665089607239,0.1594366878271103,0.31236231327056885,0.3045962452888489,0.42300865054130554
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.6662389636039734,0.15935353934764862,0.4274188280105591,0.18334528803825378,0.5696388483047485,0.18172498047351837,0.22907796502113342,0.1753465086221695,0.45010748505592346,0.21252386271953583,0.20430970191955566
1523,-0.035242535173892975,-0.12093567103147507,0.004445450380444527,0.057671766728162766,-0.06523832678794861,0.0006380850099958479,-0.011752898804843426,0.04019453376531601,-0.0025677902158349752,-0.04003685712814331,0.005994552746415138,0.08291485160589218,-0.08963276445865631,-0.0891987755894661,-0.1076718270778656
as,0.4437963366508484,0.3596470057964325,0.20242992043495178,0.23155580461025238,0.48381632566452026,0.15318240225315094,0.3251767158508301,0.17517243325710297,0.3886612355709076,0.10808029025793076,0.28558287024497986,0.12810081243515015,0.42092081904411316,0.2761067748069763,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.5829201340675354,0.1312560737133026,0.322764128446579,0.1235322430729866,0.5052502155303955,0.20818650722503662,0.3155658543109894,0.19902612268924713,0.45503583550453186,0.334549218416214,0.23916715383529663
hymnic,0.25666871666908264,0.18124788999557495,0.32363268733024597,0.30452361702919006,0.26652225852012634,0.7424775958061218,0.2624126672744751,0.2657979428768158,0.2967688739299774,0.2501350939273834,0.2749810218811035,0.2615756094455719,0.18377777934074402,0.28561967611312866,0.26386120915412903
version,0.20694629848003387,0.21677692234516144,0.18143774569034576,0.2228025197982788,0.27268242835998535,0.19262230396270752,0.22506564855575562,0.12740762531757355,0.14166875183582306,0.195039302110672,0.2187117338180542,0.2122129201889038,0.24018406867980957,0.31600427627563477,0.2573966085910797
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.733189046382904,0.27317509055137634,0.4249346852302551,0.18997697532176971,1.0,0.13364584743976593,0.25849398970603943,0.192143514752388,0.41548454761505127,0.1774725764989853,0.1826142966747284
psalm,0.22665320336818695,0.19757528603076935,0.29639866948127747,0.34898820519447327,0.2587265372276306,0.5732090473175049,0.1912308633327484,0.20212964713573456,0.23457597196102142,0.2437051236629486,0.23454809188842773,0.19640745222568512,0.14810869097709656,0.25595828890800476,0.1857936531305313
130,0.04809997230768204,0.12860579788684845,0.0653156042098999,0.1286531686782837,0.12078866362571716,0.13675786554813385,0.11778415739536285,-0.1042722687125206,0.1288938671350479,0.08549363166093826,0.11767105758190155,0.06274137645959854,0.05107903108000755,0.030652722343802452,0.11677306145429611
and,0.4716290831565857,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.5171257257461548,0.1816401183605194,0.3601827025413513,0.3026125133037567,0.5116966962814331,0.12597474455833435,0.31928038597106934,0.17065483331680298,0.48971283435821533,0.34939926862716675,0.20544172823429108
sent,0.34522485733032227,0.3411059081554413,0.16650304198265076,0.25643301010131836,0.3010627329349518,0.17294597625732422,0.2365139275789261,0.15510758757591248,0.28923630714416504,0.15058864653110504,0.2149503380060196,0.19453905522823334,0.34694167971611023,0.19371938705444336,0.10903520882129669
it,0.4775012135505676,0.2993364930152893,0.15365919470787048,0.28565049171447754,0.6251175999641418,0.18387563526630402,0.325604110956192,0.2505561113357544,0.38761502504348755,0.14971469342708588,0.3444956839084625,0.21643997728824615,0.513711154460907,0.3833105266094208,0.25732165575027466
as,0.4437963366508484,0.3596470057964325,0.20242992043495178,0.23155580461025238,0.48381632566452026,0.15318240225315094,0.3251767158508301,0.17517243325710297,0.3886612355709076,0.10808029025793076,0.28558287024497986,0.12810081243515015,0.42092081904411316,0.2761067748069763,0.27043893933296204
a,0.44397395849227905,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.5829201340675354,0.1312560737133026,0.322764128446579,0.1235322430729866,0.5052502155303955,0.20818650722503662,0.3155658543109894,0.19902612268924713,0.45503583550453186,0.334549218416214,0.23916715383529663
sample,0.24194246530532837,0.14558300375938416,0.16743215918540955,0.2033897489309311,0.21526014804840088,0.1660471260547638,0.2401047796010971,0.26210540533065796,0.23023469746112823,0.13095591962337494,0.27692389488220215,0.13181239366531372,0.2193089872598648,0.32344040274620056,0.2070276141166687
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.535392165184021,0.1294938325881958,0.4069952368736267,0.25861412286758423,0.41548454761505127,0.21849431097507477,0.3140375316143036,0.15277507901191711,1.0,0.4194425344467163,0.29463258385658264
encourage,0.25388312339782715,0.33932557702064514,0.16028201580047607,0.3610144257545471,0.25321751832962036,0.2019292712211609,0.10008787363767624,0.20817704498767853,0.2560228705406189,0.2205478399991989,0.34069252014160156,0.08520304411649704,0.4254889488220215,0.4141700863838196,0.3081754148006439
evangelical,0.12281137704849243,0.13638198375701904,0.46746668219566345,0.12544280290603638,0.23743100464344025,0.3670145273208618,0.18316863477230072,0.04198281094431877,0.2919469177722931,0.11126392334699631,0.1467723548412323,0.12621931731700897,0.24407906830310822,0.14487013220787048,0.16597984731197357
colleagues,0.23700353503227234,0.2787981927394867,0.15299086272716522,0.23171018064022064,0.1930164247751236,0.09980878233909607,0.14526820182800293,0.20187368988990784,0.2139822542667389,0.2579202950000763,0.1810271292924881,0.08917969465255737,0.25015169382095337,0.1804724633693695,0.15860716998577118
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.4184085726737976,0.535392165184021,0.1294938325881958,0.4069952368736267,0.25861412286758423,0.41548454761505127,0.21849431097507477,0.3140375316143036,0.15277507901191711,1.0,0.4194425344467163,0.29463258385658264
write,0.27229171991348267,0.33173128962516785,0.14316920936107635,1.0,0.23380951583385468,0.3005315959453583,0.19640778005123138,0.14078190922737122,0.2147456258535385,0.2261134684085846,0.30950117111206055,0.23083293437957764,0.4184085726737976,0.37178128957748413,0.3189060389995575
psalm-hymns,0.21262909471988678,0.19258864223957062,0.31433340907096863,0.3931569755077362,0.24112920463085175,0.6869863271713257,0.22108732163906097,0.21610887348651886,0.27129223942756653,0.22424156963825226,0.23935569822788239,0.20359554886817932,0.15113094449043274,0.24472902715206146,0.19410622119903564
for,0.43402108550071716,0.318512886762619,0.12958186864852905,0.3243878483772278,0.4739971458911896,0.1612643152475357,0.314039945602417,0.15722820162773132,0.4185989499092102,0.1229337677359581,0.257647842168808,0.18120348453521729,0.4451248347759247,0.31656414270401,0.264628142118454
use,0.3298092782497406,0.32446643710136414,0.10849796235561371,0.3781275749206543,0.34342584013938904,0.11637894064188004,0.28012022376060486,0.2458125650882721,0.2750902473926544,0.06316221505403519,0.2535853981971741,0.19053713977336884,0.47261837124824524,0.434521347284317,0.32795652747154236
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.24632485210895538,0.6662389636039734,0.15935353934764862,0.4274188280105591,0.18334528803825378,0.5696388483047485,0.18172498047351837,0.22907796502113342,0.1753465086221695,0.45010748505592346,0.21252386271953583,0.20430970191955566
german,0.16090898215770721,0.2048940509557724,0.28169330954551697,0.15744724869728088,0.256483793258667,0.18321937322616577,0.18661607801914215,0.11649437248706818,0.2122138887643814,0.14904965460300446,0.17131662368774414,0.1499776989221573,0.15143753588199615,0.10963857173919678,0.13978645205497742
worship,0.16253983974456787,0.2547917664051056,0.24786995351314545,0.21225956082344055,0.2739982008934021,0.37755128741264343,0.15516434609889984,0.15847018361091614,0.2610277831554413,0.1687597781419754,0.2039925754070282,0.14690689742565155,0.2843751609325409,0.22293506562709808,0.17813213169574738
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.5934505462646484,0.18054819107055664,0.41536515951156616,0.25857874751091003,0.5352458953857422,0.184366375207901,0.33645379543304443,0.22585000097751617,0.4645031690597534,0.31283900141716003,0.4130953550338745
