,what,is,the,nickname,for,abc,'s,logo,from,the,2000,campaign,?
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.029698669910430908,0.01270448137074709,-0.04806871339678764,-0.03416389226913452,-0.06913861632347107,0.02677825279533863,0.029072100296616554,-0.14137421548366547,0.023346159607172012,0.0685480609536171
download,0.18668147921562195,0.16512975096702576,0.16570927202701569,0.11225738376379013,0.23528936505317688,0.16653543710708618,0.012937895022332668,0.24754372239112854,0.20154830813407898,0.16570927202701569,-0.0887373834848404,0.1903212070465088,0.27162855863571167
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.40150508284568787,1.0,-0.015081177465617657,0.2755736708641052,0.22068053483963013
dot,0.1564617156982422,0.17509232461452484,0.15523183345794678,0.12861570715904236,0.20353728532791138,0.16251800954341888,-0.0041047497652471066,0.23604033887386322,0.15630291402339935,0.15523183345794678,0.004590169060975313,0.1951814591884613,0.15106257796287537
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.010328101925551891,-0.04479556903243065,-0.05768610164523125,-0.04859459400177002,0.029102830216288567,-0.011389154009521008,0.041273195296525955,0.06590849906206131,-0.09677082300186157,0.018684765323996544
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1957998126745224,0.4464869201183319,0.2097204476594925,-0.0016132977325469255,0.20034073293209076,0.39760664105415344,0.4933079481124878,-0.03465369716286659,0.18021923303604126,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26108431816101074,0.44038116931915283,0.21331243216991425,0.04866964742541313,0.21248295903205872,0.322764128446579,0.5829201340675354,-0.03899485245347023,0.20502153038978577,0.23916715383529663
program,0.25047802925109863,0.17881494760513306,0.22986935079097748,0.12996847927570343,0.29441335797309875,0.28949791193008423,0.0445902980864048,0.23115241527557373,0.20039871335029602,0.22986935079097748,-0.05071546882390976,0.1863635629415512,0.1440187245607376
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.14653779566287994,0.44095608592033386,0.1991286277770996,0.03856118768453598,0.25611594319343567,0.38755592703819275,0.6521818041801453,-0.12876750528812408,0.1781868189573288,0.25814583897590637
would,0.45766422152519226,0.33626067638397217,0.4133751392364502,0.13792955875396729,0.39877474308013916,0.13780725002288818,0.036968596279621124,0.21358489990234375,0.26231399178504944,0.4133751392364502,-0.04817892983555794,0.26508092880249023,0.37178951501846313
cause,0.24883218109607697,0.218277707695961,0.2551237642765045,0.14493153989315033,0.255321204662323,0.10558179020881653,-0.04770376905798912,0.08236845582723618,0.2778934836387634,0.2551237642765045,-0.0918729230761528,0.171556755900383,0.240532785654068
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.40150508284568787,1.0,-0.015081177465617657,0.2755736708641052,0.22068053483963013
abc,0.1317344456911087,0.16037321090698242,0.2068762183189392,0.07197980582714081,0.22510288655757904,1.0000001192092896,0.06670809537172318,0.23574566841125488,0.12159302085638046,0.2068762183189392,0.0834399089217186,0.17480497062206268,0.19065172970294952
logo,0.21781428158283234,0.1738443821668625,0.2806010842323303,0.20161563158035278,0.2166183590888977,0.23574566841125488,0.036982785910367966,1.0000001192092896,0.13736656308174133,0.2806010842323303,0.012419573962688446,0.15661531686782837,0.23347119987010956
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.16497400403022766,0.4451248347759247,0.1762417107820511,0.03782717138528824,0.2215760052204132,0.4069952368736267,0.535392165184021,-0.05413077399134636,0.24738837778568268,0.29463258385658264
fly,0.16755075752735138,0.16673700511455536,0.20774713158607483,0.09595445543527603,0.16008193790912628,0.08935515582561493,0.017001571133732796,0.1400369256734848,0.22746983170509338,0.20774713158607483,-0.1204545870423317,-0.00312480959109962,0.14858663082122803
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.13722465932369232,0.3193374276161194,0.14110837876796722,-0.039796680212020874,0.15187934041023254,0.3577364683151245,0.40085816383361816,-0.16631372272968292,0.19408488273620605,0.14729668200016022
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.40150508284568787,1.0,-0.015081177465617657,0.2755736708641052,0.22068053483963013
screen,0.2579151391983032,0.1850069761276245,0.2616176903247833,0.07626928389072418,0.2733238935470581,0.18018165230751038,0.06398431211709976,0.2464861422777176,0.1493392139673233,0.2616176903247833,0.0596536323428154,0.14657533168792725,0.1954205334186554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.1929931789636612,0.5064792633056641,0.16453155875205994,0.06895173341035843,0.146534726023674,0.3601827025413513,0.5171257257461548,-0.004737076815217733,0.20802859961986542,0.20544172823429108
settle,0.3276752829551697,0.18667413294315338,0.2943725883960724,0.06913904845714569,0.17019139230251312,0.08705485612154007,-0.03139068931341171,0.09864198416471481,0.19305722415447235,0.2943725883960724,-0.13248227536678314,0.1712566465139389,0.19976577162742615
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.14081448316574097,0.4322226941585541,0.1697147786617279,-0.037580832839012146,0.1848117560148239,0.4274188280105591,0.6662389636039734,-0.0435720756649971,0.2438942790031433,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.20167101919651031,0.4739971458911896,0.2068762183189392,-0.01540423184633255,0.2806010842323303,0.40150508284568787,1.0,-0.015081177465617657,0.2755736708641052,0.22068053483963013
bottom-right,0.3421005606651306,0.25106877088546753,0.311588317155838,0.20084203779697418,0.25852102041244507,0.2140342891216278,-0.06104118376970291,0.2547442317008972,0.16049383580684662,0.311588317155838,-0.08933990448713303,0.14468908309936523,0.3546759784221649
corner,0.1708107590675354,0.2463834583759308,0.29742059111595154,0.09469791501760483,0.11594495177268982,0.10174081474542618,-0.012022392824292183,0.21576863527297974,0.20874769985675812,0.29742059111595154,-0.11300551146268845,0.08314360678195953,0.10029187798500061
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18442372977733612,0.4726039469242096,0.2567209303379059,-0.003708066651597619,0.2531629800796509,0.41536515951156616,0.5934505462646484,-0.03837863355875015,0.23225265741348267,0.4130953550338745
