,what,is,the,equality,of,forces,between,two,objects,exerting,force,on,each,other,?,?
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.3619561195373535,0.2816956341266632,0.23524847626686096,0.15484747290611267,0.18560174107551575,0.15823568403720856,0.2555555999279022,0.23490524291992188,0.13878796994686127,0.11057410389184952,0.16831502318382263,0.1528988480567932,0.1528988480567932
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2189975380897522,0.4946078956127167,0.2544684410095215,0.27714940905570984,0.35859420895576477,0.21213118731975555,0.2745073139667511,0.22091743350028992,0.49057599902153015,0.207483172416687,0.4446498453617096,0.31091248989105225,0.31091248989105225
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.19322898983955383,0.41827285289764404,0.18998397886753082,0.3829993009567261,0.4333336651325226,0.21321995556354523,0.25831761956214905,0.15703244507312775,0.40749499201774597,0.4100050628185272,0.44086363911628723,0.2433311939239502,0.2433311939239502
f,0.12896136939525604,0.20386354625225067,0.20223011076450348,0.13208791613578796,0.20653444528579712,0.12523220479488373,0.15959636867046356,0.1523670256137848,0.07046225666999817,0.10714928060770035,0.1982772797346115,0.12291212379932404,0.14652228355407715,0.09164298325777054,0.1749851107597351,0.1749851107597351
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.16820280253887177,0.4222904443740845,0.17645898461341858,0.33096179366111755,0.3555888831615448,0.22135072946548462,0.21525809168815613,0.21572981774806976,0.25462663173675537,0.3405378758907318,0.3308360278606415,0.18963319063186646,0.18963319063186646
the,0.42745697498321533,0.5823672413825989,1.0,0.2277037352323532,0.733189046382904,0.3134811818599701,0.39067012071609497,0.43858039379119873,0.24716724455356598,0.28657808899879456,0.2800885736942291,0.5107308030128479,0.470844566822052,0.44152235984802246,0.22068053483963013,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.09047146886587143,0.06780257821083069,0.10580282658338547,0.08136986941099167,0.07021170109510422,-0.006110888905823231,0.16756688058376312,0.08451810479164124,-0.03274054825305939,0.1741076558828354,0.10245004296302795,0.0685480609536171,0.0685480609536171
action,0.30170392990112305,0.20976395905017853,0.28415048122406006,0.19538401067256927,0.23570318520069122,0.25535789132118225,0.14178434014320374,0.1898241490125656,0.22436636686325073,0.30789369344711304,0.24923546612262726,0.2646212875843048,0.18442896008491516,0.23770739138126373,0.250188946723938,0.250188946723938
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.03279367834329605,0.13035868108272552,-0.10743251442909241,0.060806289315223694,-0.004284570459276438,0.024831928312778473,-0.0721772164106369,-0.09640523791313171,0.04238596186041832,-0.02088087610900402,0.021007593721151352,0.018684765323996544,0.018684765323996544
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.27724745869636536,0.5116966962814331,0.26456665992736816,0.40645647048950195,0.4671151638031006,0.2794862985610962,0.33812588453292847,0.24372100830078125,0.4077630043029785,0.2984027564525604,0.5504306554794312,0.20544172823429108,0.20544172823429108
−f,0.06301000714302063,0.1807069033384323,0.1293497234582901,0.17902544140815735,0.14896894991397858,0.04036777466535568,0.08049793541431427,0.025918034836649895,0.11711394786834717,0.06191270425915718,0.0617237351834774,0.05106838047504425,-0.031172556802630424,0.04940902814269066,0.14006592333316803,0.14006592333316803
the,0.42745697498321533,0.5823672413825989,1.0,0.2277037352323532,0.733189046382904,0.3134811818599701,0.39067012071609497,0.43858039379119873,0.24716724455356598,0.28657808899879456,0.2800885736942291,0.5107308030128479,0.470844566822052,0.44152235984802246,0.22068053483963013,0.22068053483963013
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.09047146886587143,0.06780257821083069,0.10580282658338547,0.08136986941099167,0.07021170109510422,-0.006110888905823231,0.16756688058376312,0.08451810479164124,-0.03274054825305939,0.1741076558828354,0.10245004296302795,0.0685480609536171,0.0685480609536171
reaction,0.304030179977417,0.19925570487976074,0.2163003534078598,0.2383796125650406,0.16853101551532745,0.23491306602954865,0.20636244118213654,0.2405363768339157,0.1676703244447708,0.2832656800746918,0.25704026222229004,0.1521531641483307,0.1741870939731598,0.21969203650951385,0.2138621062040329,0.2138621062040329
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.03279367834329605,0.13035868108272552,-0.10743251442909241,0.060806289315223694,-0.004284570459276438,0.024831928312778473,-0.0721772164106369,-0.09640523791313171,0.04238596186041832,-0.02088087610900402,0.021007593721151352,0.018684765323996544,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22462227940559387,0.5352458953857422,0.21802116930484772,0.30295518040657043,0.3524959683418274,0.23188386857509613,0.30312079191207886,0.2783275842666626,0.49257001280784607,0.31204065680503845,0.41511186957359314,0.4130953550338745,0.4130953550338745
