,how,did,tesla,know,he,was,being,struck,by,the,particle,?
",",0.22659391164779663,0.3015086054801941,0.20599327981472015,0.32349470257759094,0.40251094102859497,0.45456063747406006,0.34499165415763855,0.3179204761981964,0.3680937886238098,0.4933079481124878,0.2206975817680359,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.19560420513153076,0.32564523816108704,0.45427167415618896,0.3740963041782379,0.4286794066429138,0.2396697998046875,0.4289871156215668,0.5171257257461548,0.19256258010864258,0.20544172823429108
again,0.31300485134124756,0.35250324010849,0.07658610492944717,0.33324000239372253,0.40678638219833374,0.35373377799987793,0.38447973132133484,0.29814204573631287,0.28118622303009033,0.4104243218898773,0.22528447210788727,0.2679590880870819
at,0.2154216170310974,0.28390252590179443,0.16552478075027466,0.2786026895046234,0.3280475437641144,0.36707764863967896,0.2686914801597595,0.16073885560035706,0.2368064820766449,0.457212895154953,0.20394499599933624,0.21978627145290375
the,0.33890387415885925,0.34736719727516174,0.1324402391910553,0.31593990325927734,0.4571082592010498,0.48711544275283813,0.419739305973053,0.2575269043445587,0.4408751428127289,1.0,0.2507205605506897,0.22068053483963013
place,0.23435121774673462,0.24020224809646606,0.10752473026514053,0.27204400300979614,0.24724791944026947,0.26867109537124634,0.2188614457845688,0.18702155351638794,0.22235022485256195,0.4179787337779999,0.15530550479888916,0.2455766350030899
where,0.41728174686431885,0.24159270524978638,0.12761090695858002,0.36875680088996887,0.3705328106880188,0.20731619000434875,0.34980592131614685,0.21526552736759186,0.2641284465789795,0.5003893971443176,0.24096731841564178,0.24793872237205505
it,0.36714982986450195,0.2993364930152893,0.17596082389354706,0.4025348722934723,0.36018872261047363,0.4577186405658722,0.3926103413105011,0.23017513751983643,0.40926623344421387,0.6251175999641418,0.2632744014263153,0.25732165575027466
passed,0.2254447191953659,0.22102504968643188,0.081337571144104,0.21645471453666687,0.23837822675704956,0.2673497200012207,0.2320886105298996,0.2816139757633209,0.27371692657470703,0.3173406720161438,0.18379373848438263,0.12064517289400101
out,0.3963836133480072,0.28413498401641846,0.2017683982849121,0.3833218216896057,0.29240235686302185,0.28168347477912903,0.32819026708602905,0.20193226635456085,0.29497629404067993,0.39404502511024475,0.26285597681999207,0.22020699083805084
.,0.3287222981452942,0.35288307070732117,0.17949827015399933,0.3386111259460449,0.38061028718948364,0.40146201848983765,0.35574623942375183,0.22487977147102356,0.3936232924461365,0.5934505462646484,0.23767323791980743,0.4130953550338745
'',-0.0029843549709767103,0.01978493109345436,0.048713020980358124,0.06276578456163406,0.039060186594724655,0.04456103965640068,-0.015289289876818657,-0.08964534848928452,-0.010275691747665405,0.041273195296525955,0.015225550159811974,0.018684765323996544
