,what,is,the,major,us,city,that,the,is,the,university,located,?
river,0.13815869390964508,0.20670881867408752,0.2894456386566162,0.18837159872055054,0.17183595895767212,0.3428632318973541,0.1889113336801529,0.2894456386566162,0.20670881867408752,0.2894456386566162,0.25563105940818787,0.29117700457572937,0.15390869975090027
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3249945342540741,0.19746538996696472,0.3911624252796173,0.435920387506485,0.6662389636039734,0.5394441485404968,0.6662389636039734,0.3201795518398285,0.35149815678596497,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
allston,0.17020148038864136,0.2523926794528961,0.23489287495613098,0.20475655794143677,0.11850693076848984,0.25196290016174316,0.18591190874576569,0.23489287495613098,0.2523926794528961,0.23489287495613098,0.2896674573421478,0.21415013074874878,0.17989090085029602
neighborhood,0.12062139064073563,0.20414865016937256,0.20152483880519867,0.15751290321350098,0.10525140911340714,0.38386455178260803,0.1948266327381134,0.20152483880519867,0.20414865016937256,0.20152483880519867,0.19067342579364777,0.2861720621585846,0.048473283648490906
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2641255557537079,0.23568789660930634,0.32503411173820496,0.41498205065727234,0.733189046382904,0.4854315221309662,0.733189046382904,0.30646374821662903,0.32520920038223267,0.1826142966747284
boston,0.1650117039680481,0.09903766214847565,0.2297145575284958,0.22063711285591125,0.16403797268867493,0.23418574035167694,0.19806839525699615,0.2297145575284958,0.09903766214847565,0.2297145575284958,0.24943038821220398,0.09861075133085251,0.14705288410186768
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.29795366525650024,0.25715014338493347,0.2827445864677429,0.4731321930885315,0.5171257257461548,0.3859752118587494,0.5171257257461548,0.2665814459323883,0.24183952808380127,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
medical,0.2389855533838272,0.22198186814785004,0.2398311346769333,0.20003509521484375,0.1455814689397812,0.18900740146636963,0.24800917506217957,0.2398311346769333,0.22198186814785004,0.2398311346769333,0.3555335998535156,0.13738571107387543,0.13234087824821472
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29355156421661377,0.3120202422142029,0.35839709639549255,0.4137537479400635,0.4933079481124878,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.2678719460964203,0.31091248989105225
dental,0.22625620663166046,0.21066176891326904,0.2583918571472168,0.22510741651058197,0.13132530450820923,0.09762508422136307,0.2994542717933655,0.2583918571472168,0.21066176891326904,0.2583918571472168,0.2890690863132477,0.13462013006210327,0.12109649926424026
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.29355156421661377,0.3120202422142029,0.35839709639549255,0.4137537479400635,0.4933079481124878,0.4691906273365021,0.4933079481124878,0.3017033040523529,0.2678719460964203,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.29795366525650024,0.25715014338493347,0.2827445864677429,0.4731321930885315,0.5171257257461548,0.3859752118587494,0.5171257257461548,0.2665814459323883,0.24183952808380127,0.20544172823429108
public,0.1729622185230255,0.1980048567056656,0.22857438027858734,0.27563515305519104,0.2124563455581665,0.24330124258995056,0.2622828185558319,0.22857438027858734,0.1980048567056656,0.22857438027858734,0.35987716913223267,0.19267596304416656,0.19872993230819702
health,0.21460163593292236,0.1864514946937561,0.2340974360704422,0.18062514066696167,0.17097721993923187,0.16752304136753082,0.26122716069221497,0.2340974360704422,0.1864514946937561,0.2340974360704422,0.2633729875087738,0.09860628098249435,0.16094304621219635
schools,0.1820785105228424,0.2022145688533783,0.22905772924423218,0.21287967264652252,0.17016038298606873,0.22731362283229828,0.2649109661579132,0.22905772924423218,0.2022145688533783,0.22905772924423218,0.4070035517215729,0.20446833968162537,0.18349280953407288
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.21536177396774292,0.20678593218326569,0.19493703544139862,0.45265161991119385,0.40399202704429626,0.5330929756164551,0.40399202704429626,0.16609783470630646,0.24096766114234924,0.24591213464736938
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3249945342540741,0.19746538996696472,0.3911624252796173,0.435920387506485,0.6662389636039734,0.5394441485404968,0.6662389636039734,0.3201795518398285,0.35149815678596497,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.31775903701782227,0.25727739930152893,0.35769423842430115,0.5473989248275757,1.0,0.5823672413825989,1.0,0.263973206281662,0.407527357339859,0.22068053483963013
longwood,0.10147416591644287,0.21752086281776428,0.2812906801700592,0.1957586109638214,0.11851432174444199,0.3575839102268219,0.12325618416070938,0.2812906801700592,0.21752086281776428,0.2812906801700592,0.3531414866447449,0.3087013065814972,0.07470505684614182
medical,0.2389855533838272,0.22198186814785004,0.2398311346769333,0.20003509521484375,0.1455814689397812,0.18900740146636963,0.24800917506217957,0.2398311346769333,0.22198186814785004,0.2398311346769333,0.3555335998535156,0.13738571107387543,0.13234087824821472
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.21581394970417023,0.14507414400577545,0.41959723830223083,0.2566552460193634,0.37834644317626953,0.29283958673477173,0.37834644317626953,0.21217475831508636,0.42610666155815125,0.12640461325645447
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3054012954235077,0.3162994682788849,0.29856356978416443,0.4460422694683075,0.5934505462646484,0.4569662809371948,0.5934505462646484,0.290679007768631,0.28226932883262634,0.4130953550338745
