,how,many,seats,are,in,the,debating,chamber,?
parliament,0.13635116815567017,0.15748974680900574,0.45153921842575073,0.09480422735214233,0.2323146015405655,0.26521381735801697,0.34986957907676697,0.3028145730495453,0.1586504578590393
's,-0.026164190843701363,0.01698932610452175,0.06529513746500015,-0.008927806280553341,-0.037580832839012146,-0.01540423184633255,-0.08649440109729767,-0.0006521839532069862,-0.023395681753754616
elected,0.15145733952522278,0.13487686216831207,0.42297348380088806,0.08523022383451462,0.21190309524536133,0.23167964816093445,0.2982925772666931,0.13549230992794037,0.1966295689344406
msps,0.20041033625602722,0.21910056471824646,0.39952531456947327,0.33991923928260803,0.20608413219451904,0.3199247419834137,0.3205763101577759,0.18511226773262024,0.14526908099651337
and,0.33647966384887695,0.5296266674995422,0.2413434535264969,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.3078882694244385,0.2297973483800888,0.20544172823429108
2,-0.02554285153746605,-0.06294522434473038,-0.003503965213894844,-0.028399748727679253,0.01447046548128128,-0.019434669986367226,0.044319503009319305,-0.03745954856276512,0.001977203879505396
are,0.311818927526474,0.5655534863471985,0.1952616572380066,1.0,0.3841303884983063,0.40399202704429626,0.24967782199382782,0.13027484714984894,0.24591213464736938
seats,0.08405140787363052,0.1988271325826645,1.0,0.1952616572380066,0.26510122418403625,0.25880131125450134,0.27996712923049927,0.23827815055847168,0.10678832978010178
for,0.3308170735836029,0.40972793102264404,0.21698476374149323,0.3895993232727051,0.4322226941585541,0.4739971458911896,0.37123721837997437,0.2533634305000305,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.40399202704429626,0.6662389636039734,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
scottish,0.10600311309099197,0.12051273137331009,0.2863382399082184,0.15686963498592377,0.16512006521224976,0.21724988520145416,0.2291518598794937,0.07167870551347733,0.06442669779062271
law,0.18813064694404602,0.1860491931438446,0.12021413445472717,0.13009320199489594,0.24850773811340332,0.24548950791358948,0.25027501583099365,0.18498896062374115,0.1528988480567932
officers,0.19844265282154083,0.23738780617713928,0.23466137051582336,0.22431616485118866,0.23425941169261932,0.2831277847290039,0.23770523071289062,0.19104371964931488,0.14072641730308533
–,0.13681066036224365,0.12880176305770874,0.11536037176847458,0.08885963261127472,0.23687128722667694,0.2607575058937073,0.12261656671762466,0.11725639551877975,0.2714554965496063
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.40399202704429626,0.6662389636039734,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
lord,0.17180049419403076,0.1546841263771057,0.028620129451155663,0.13319167494773865,0.18930333852767944,0.2489406019449234,0.19743581116199493,0.189386248588562,0.09544310718774796
advocate,0.1473827064037323,0.15443776547908783,0.05426986515522003,0.14691078662872314,0.16992348432540894,0.16703304648399353,0.2762908637523651,0.12936937808990479,0.19954998791217804
and,0.33647966384887695,0.5296266674995422,0.2413434535264969,0.48576638102531433,0.4954058527946472,0.5171257257461548,0.3078882694244385,0.2297973483800888,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.40399202704429626,0.6662389636039734,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
solicitor,0.18159925937652588,0.17721843719482422,0.21064935624599457,0.11640110611915588,0.24985161423683167,0.2400369942188263,0.3236933648586273,0.19074863195419312,0.13810652494430542
general,0.19638104736804962,0.21976788341999054,0.20993751287460327,0.15219135582447052,0.259066641330719,0.28634732961654663,0.21122941374778748,0.11019203066825867,0.1972234547138214
for,0.3308170735836029,0.40972793102264404,0.21698476374149323,0.3895993232727051,0.4322226941585541,0.4739971458911896,0.37123721837997437,0.2533634305000305,0.264628142118454
scotland,0.1224040538072586,0.13961808383464813,0.20223256945610046,0.19172759354114532,0.24716059863567352,0.23846951127052307,0.22456811368465424,0.06605455279350281,0.09160218387842178
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.4062570035457611,0.5201468467712402,0.4933079481124878,0.2937410771846771,0.211589053273201,0.31091248989105225
who,0.4070430099964142,0.4149286150932312,0.20975743234157562,0.27294138073921204,0.2792111933231354,0.3733934462070465,0.27565452456474304,0.16918787360191345,0.26220351457595825
are,0.311818927526474,0.5655534863471985,0.1952616572380066,1.0,0.3841303884983063,0.40399202704429626,0.24967782199382782,0.13027484714984894,0.24591213464736938
not,0.4869767427444458,0.4369727373123169,0.2094612866640091,0.46186959743499756,0.3403114080429077,0.4310511648654938,0.3731076717376709,0.08182881027460098,0.41942933201789856
elected,0.15145733952522278,0.13487686216831207,0.42297348380088806,0.08523022383451462,0.21190309524536133,0.23167964816093445,0.2982925772666931,0.13549230992794037,0.1966295689344406
members,0.20418256521224976,0.25127971172332764,0.3095977008342743,0.31528955698013306,0.196792870759964,0.3321719169616699,0.29302701354026794,0.24257364869117737,0.10212311148643494
of,0.2480744868516922,0.37253960967063904,0.22482673823833466,0.39081433415412903,0.5696388483047485,0.733189046382904,0.32650312781333923,0.24295011162757874,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.40399202704429626,0.6662389636039734,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
parliament,0.13635116815567017,0.15748974680900574,0.45153921842575073,0.09480422735214233,0.2323146015405655,0.26521381735801697,0.34986957907676697,0.3028145730495453,0.1586504578590393
but,0.43101516366004944,0.46599987149238586,0.2449844926595688,0.47990062832832336,0.48674455285072327,0.4859698414802551,0.36828184127807617,0.15141212940216064,0.27921953797340393
are,0.311818927526474,0.5655534863471985,0.1952616572380066,1.0,0.3841303884983063,0.40399202704429626,0.24967782199382782,0.13027484714984894,0.24591213464736938
members,0.20418256521224976,0.25127971172332764,0.3095977008342743,0.31528955698013306,0.196792870759964,0.3321719169616699,0.29302701354026794,0.24257364869117737,0.10212311148643494
of,0.2480744868516922,0.37253960967063904,0.22482673823833466,0.39081433415412903,0.5696388483047485,0.733189046382904,0.32650312781333923,0.24295011162757874,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.40399202704429626,0.6662389636039734,1.0,0.36207282543182373,0.2594704031944275,0.22068053483963013
scottish,0.10600311309099197,0.12051273137331009,0.2863382399082184,0.15686963498592377,0.16512006521224976,0.21724988520145416,0.2291518598794937,0.07167870551347733,0.06442669779062271
government,0.21719732880592346,0.27652618288993835,0.29626014828681946,0.20126859843730927,0.3066793978214264,0.31798112392425537,0.2878675162792206,0.17529980838298798,0.18851417303085327
.,0.3287222981452942,0.3974229395389557,0.2494688183069229,0.3452940285205841,0.5591574311256409,0.5934505462646484,0.33765700459480286,0.1907585710287094,0.4130953550338745
