,what,do,a,great,majority,of,rocks,sampled,from,the,moon,show,?
earth,0.25883176922798157,0.19425350427627563,0.21121151745319366,0.16785404086112976,0.14823301136493683,0.2329314798116684,0.45692959427833557,0.24062901735305786,0.1997482180595398,0.2801888585090637,0.5198023319244385,0.1938711255788803,0.17717236280441284
rocks,0.24802041053771973,0.2351894974708557,0.2111329436302185,0.16736668348312378,0.14357112348079681,0.2664484679698944,0.9999999403953552,0.3058251440525055,0.2248125523328781,0.24413059651851654,0.3166230022907257,0.22410348057746887,0.17394492030143738
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.29579275846481323,0.30214112997055054,0.4946078956127167,0.30537211894989014,0.23688773810863495,0.39760664105415344,0.4933079481124878,0.18567080795764923,0.31928569078445435,0.31091248989105225
due,0.15204688906669617,0.15443827211856842,0.2190696746110916,0.11344382166862488,0.18792150914669037,0.2533245384693146,0.1643906682729721,0.19912974536418915,0.2898779809474945,0.22577603161334991,0.12342426925897598,0.18741782009601593,0.10954997688531876
to,0.455847829580307,0.38876664638519287,0.45503583550453186,0.1880372017621994,0.26316750049591064,0.41548454761505127,0.23520028591156006,0.1659175604581833,0.4069952368736267,0.535392165184021,0.17707908153533936,0.29833272099494934,0.29463258385658264
the,0.42745697498321533,0.30239659547805786,0.5829201340675354,0.2822027802467346,0.28757327795028687,0.733189046382904,0.24413059651851654,0.20454631745815277,0.40150508284568787,1.0,0.23613092303276062,0.319829523563385,0.22068053483963013
thick,0.21052372455596924,0.20855022966861725,0.33166056871414185,0.1082463189959526,0.13652507960796356,0.2399323731660843,0.3171360492706299,0.18589262664318085,0.22580288350582123,0.2423478215932846,0.21060727536678314,0.11455288529396057,0.1260182112455368
atmosphere,0.2530241310596466,0.14721478521823883,0.17583811283111572,0.1971305012702942,0.14176924526691437,0.1981431096792221,0.41538628935813904,0.2481614649295807,0.20540107786655426,0.24429655075073242,0.3327876925468445,0.18470355868339539,0.15636961162090302
.,0.3567904531955719,0.3613996207714081,0.50484299659729,0.2178412526845932,0.30306822061538696,0.5352458953857422,0.26481303572654724,0.20250104367733002,0.41536515951156616,0.5934505462646484,0.2040150910615921,0.3016606271266937,0.4130953550338745
,what,do,a,great,majority,of,rocks,sampled,from,the,moon,show,?
many,0.36131182312965393,0.38738366961479187,0.2872205972671509,0.30145081877708435,0.3566230833530426,0.37253960967063904,0.2921122908592224,0.25203952193260193,0.33099696040153503,0.4335206151008606,0.14061444997787476,0.3163606524467468,0.2124512493610382
show,0.29653704166412354,0.23687462508678436,0.24886544048786163,0.1592312902212143,0.11721747368574142,0.21383242309093475,0.22410348057746887,0.22320103645324707,0.2004580795764923,0.319829523563385,0.19382455945014954,0.9999999403953552,0.2520138621330261
signs,0.24093058705329895,0.2027144730091095,0.1515497863292694,0.15782047808170319,0.08414547145366669,0.21301622688770294,0.20457500219345093,0.13964322209358215,0.15651759505271912,0.21716304123401642,0.10627829283475876,0.2791813015937805,0.163486510515213
of,0.33290785551071167,0.26150479912757874,0.5052502155303955,0.3168134391307831,0.29706597328186035,1.0,0.2664484679698944,0.20707233250141144,0.4249346852302551,0.733189046382904,0.18815091252326965,0.21383242309093475,0.1826142966747284
being,0.3760843276977539,0.2324799746274948,0.3727131485939026,0.18913331627845764,0.25781264901161194,0.34885138273239136,0.19369454681873322,0.2155638039112091,0.32622846961021423,0.419739305973053,0.2102954089641571,0.24831008911132812,0.26743772625923157
subjected,0.3020525872707367,0.2154158055782318,0.2529391348361969,0.14151836931705475,0.25018054246902466,0.24000251293182373,0.1528499275445938,0.3221014142036438,0.18748334050178528,0.20886987447738647,0.0813639909029007,0.18435700237751007,0.2399642914533615
to,0.455847829580307,0.38876664638519287,0.45503583550453186,0.1880372017621994,0.26316750049591064,0.41548454761505127,0.23520028591156006,0.1659175604581833,0.4069952368736267,0.535392165184021,0.17707908153533936,0.29833272099494934,0.29463258385658264
high,0.20466077327728271,0.15005089342594147,0.22865821421146393,0.21161620318889618,0.19460004568099976,0.2803038954734802,0.1973739117383957,0.1779848337173462,0.193696990609169,0.28034812211990356,0.13610363006591797,0.13599787652492523,0.11137914657592773
pressure,0.2625555694103241,0.15047042071819305,0.23459996283054352,0.13629655539989471,0.18113715946674347,0.22627468407154083,0.21819379925727844,0.20602451264858246,0.16618163883686066,0.28285476565361023,0.18633873760700226,0.09490609914064407,0.142023503780365
shock,0.22932535409927368,0.17264966666698456,0.2799118757247925,0.16045857965946198,0.13549022376537323,0.17026126384735107,0.16302882134914398,0.22254683077335358,0.17048269510269165,0.2312299907207489,0.11492153257131577,0.2494136095046997,0.19073565304279327
waves,0.2342342883348465,0.19665779173374176,0.2314101755619049,0.16615071892738342,0.14213646948337555,0.22565768659114838,0.3727593719959259,0.2687124013900757,0.20577645301818848,0.2572701871395111,0.2844645380973816,0.19739697873592377,0.1603909134864807
that,0.6297725439071655,0.44533252716064453,0.47537946701049805,0.2783016562461853,0.3037298023700714,0.41498205065727234,0.2636556923389435,0.2589455246925354,0.3477667272090912,0.5473989248275757,0.28123724460601807,0.3486354649066925,0.32716336846351624
are,0.29724663496017456,0.41111594438552856,0.265255331993103,0.13090994954109192,0.3146342635154724,0.39081433415412903,0.33511796593666077,0.23152954876422882,0.2674213647842407,0.40399202704429626,0.16114117205142975,0.26362085342407227,0.24591213464736938
generated,0.2341722995042801,0.2677361071109772,0.24472475051879883,0.2026638686656952,0.16435258090496063,0.27549460530281067,0.17787586152553558,0.3068925142288208,0.23559388518333435,0.27684199810028076,0.16649840772151947,0.2721174657344818,0.28358349204063416
during,0.24137552082538605,0.1831897497177124,0.30341604351997375,0.2680865228176117,0.15277083218097687,0.3869180977344513,0.22882118821144104,0.22857323288917542,0.3186885714530945,0.4838213622570038,0.14574238657951355,0.2252446562051773,0.1325719803571701
impact,0.25162962079048157,0.23847129940986633,0.24985632300376892,0.21498042345046997,0.16392114758491516,0.21139270067214966,0.23106057941913605,0.21888472139835358,0.15606744587421417,0.22336715459823608,0.3090229630470276,0.18117070198059082,0.18429921567440033
events,0.269866019487381,0.15302862226963043,0.21595865488052368,0.17387516796588898,0.1257524937391281,0.20782610774040222,0.20506753027439117,0.1875193566083908,0.1923265904188156,0.3102840185165405,0.13063357770442963,0.24853204190731049,0.09835197776556015
.,0.3567904531955719,0.3613996207714081,0.50484299659729,0.2178412526845932,0.30306822061538696,0.5352458953857422,0.26481303572654724,0.20250104367733002,0.41536515951156616,0.5934505462646484,0.2040150910615921,0.3016606271266937,0.4130953550338745
