,what,does,education,in,an,area,where,there,is,high,demand,for,workers,tend,to,create,?
first,0.28086137771606445,0.2198687642812729,0.18416465818881989,0.4127444326877594,0.29757723212242126,0.19156944751739502,0.3238157331943512,0.2373337596654892,0.30889374017715454,0.15943139791488647,0.1887723207473755,0.3800288736820221,0.16062772274017334,0.1354551464319229,0.3792489171028137,0.23682352900505066,0.18701928853988647
increase,0.21153631806373596,0.19757407903671265,0.19425877928733826,0.25893163681030273,0.22955887019634247,0.29045042395591736,0.18746323883533478,0.28883108496665955,0.18273088335990906,0.31398773193359375,0.3741641640663147,0.26647913455963135,0.22989360988140106,0.3131714463233948,0.3378143310546875,0.36948710680007935,0.11119163036346436
and,0.31309178471565247,0.3461615741252899,0.308173805475235,0.4954058527946472,0.2838519215583801,0.3044000566005707,0.43859338760375977,0.4242868423461914,0.3859752118587494,0.2911888659000397,0.3240898847579956,0.5064792633056641,0.22632038593292236,0.35041332244873047,0.48971283435821533,0.290901243686676,0.20544172823429108
then,0.4072686731815338,0.2951544523239136,0.16360999643802643,0.36253848671913147,0.18823587894439697,0.22311830520629883,0.5403340458869934,0.3254609704017639,0.24618037045001984,0.21618099510669708,0.2857089042663574,0.3392637073993683,0.1629456877708435,0.19054877758026123,0.5203860402107239,0.2983251214027405,0.2884598970413208
decrease,0.20072416961193085,0.14950121939182281,0.16359281539916992,0.2277262806892395,0.1773955225944519,0.2978610098361969,0.16476966440677643,0.25223612785339355,0.18432794511318207,0.31989654898643494,0.30869415402412415,0.20651747286319733,0.14394024014472961,0.2862059772014618,0.2792290449142456,0.30930274724960327,0.08518534898757935
growth,0.1739405393600464,0.18474416434764862,0.251839816570282,0.2819603681564331,0.1870514452457428,0.23818586766719818,0.1894056499004364,0.22773556411266327,0.2256266176700592,0.2083626389503479,0.30011504888534546,0.24965375661849976,0.1811123639345169,0.3093004524707794,0.2701800763607025,0.20798476040363312,0.07547862827777863
as,0.31749409437179565,0.31202155351638794,0.2414141446352005,0.3887844979763031,0.37218472361564636,0.2407972663640976,0.35409465432167053,0.33535557985305786,0.43216490745544434,0.23253053426742554,0.21706032752990723,0.44774648547172546,0.18478275835514069,0.22845526039600372,0.42092081904411316,0.2565624415874481,0.27043893933296204
well,0.4154493808746338,0.3239245116710663,0.24292543530464172,0.36612698435783386,0.2743435502052307,0.24829234182834625,0.4122413992881775,0.3383244276046753,0.33406564593315125,0.2615814805030823,0.22885271906852722,0.46352139115333557,0.1920819729566574,0.32842662930488586,0.3422003388404846,0.27872541546821594,0.24815571308135986
as,0.31749409437179565,0.31202155351638794,0.2414141446352005,0.3887844979763031,0.37218472361564636,0.2407972663640976,0.35409465432167053,0.33535557985305786,0.43216490745544434,0.23253053426742554,0.21706032752990723,0.44774648547172546,0.18478275835514069,0.22845526039600372,0.42092081904411316,0.2565624415874481,0.27043893933296204
income,0.21837803721427917,0.18851257860660553,0.4021187722682953,0.1795814335346222,0.12479376047849655,0.23028410971164703,0.17280876636505127,0.2881235182285309,0.14559021592140198,0.19670991599559784,0.34710395336151123,0.27512091398239136,0.2732676565647125,0.2393396943807602,0.27188464999198914,0.1441674530506134,0.14935168623924255
inequality,0.30072227120399475,0.24271976947784424,0.4061594307422638,0.19402410089969635,0.17885848879814148,0.13417024910449982,0.188217431306839,0.2481875717639923,0.1953488290309906,0.22487330436706543,0.3875901401042938,0.256974995136261,0.3051680624485016,0.29676875472068787,0.24361056089401245,0.2656829059123993,0.23619021475315094
.,0.3567904531955719,0.3022993505001068,0.27047446370124817,0.5591574311256409,0.3581749200820923,0.2760866582393646,0.41390106081962585,0.43897318840026855,0.4569662809371948,0.24301011860370636,0.2543337345123291,0.4726039469242096,0.17509925365447998,0.21436026692390442,0.4645031690597534,0.2916513681411743,0.4130953550338745
