,how,many,seasons,did,nypd,blue,last,?
ten,0.26821833848953247,0.340677946805954,0.2470676749944687,0.22550487518310547,0.2006649225950241,0.1771538406610489,0.28314071893692017,0.14471080899238586
seasons,0.12353117763996124,0.1946718841791153,0.9999999403953552,0.18920958042144775,0.20934006571769714,0.223831444978714,0.23539626598358154,0.13766995072364807
",",0.22659391164779663,0.40610817074775696,0.2613678574562073,0.3015086054801941,0.29324811697006226,0.23822021484375,0.29026782512664795,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.24226845800876617,0.34736719727516174,0.2773469090461731,0.2734997570514679,0.3698786795139313,0.22068053483963013
drama,0.20377735793590546,0.19534842669963837,0.2070470005273819,0.19004322588443756,0.3602185547351837,0.13476136326789856,0.19842039048671722,0.21114452183246613
became,0.10954522341489792,0.25642040371894836,0.23394350707530975,0.3632316589355469,0.11957626044750214,0.12913264334201813,0.22279223799705505,0.11374033987522125
known,0.16194356977939606,0.30594465136528015,0.22987450659275055,0.25943970680236816,0.1566806435585022,0.146797776222229,0.20372287929058075,0.18314571678638458
for,0.3308170735836029,0.40972793102264404,0.26410943269729614,0.318512886762619,0.24766325950622559,0.20842581987380981,0.3043119013309479,0.264628142118454
its,0.22449488937854767,0.3319723308086395,0.18675126135349274,0.19922670722007751,0.1892191469669342,0.2326306849718094,0.12596635520458221,0.15103481709957123
boundary,0.1687021106481552,0.1669115573167801,0.12714461982250214,0.12121964991092682,0.18998366594314575,0.2091894894838333,0.1701224446296692,0.0720028504729271
pushing,0.2977924644947052,0.20330078899860382,0.08772984147071838,0.208004429936409,0.10288023203611374,0.13463689386844635,0.12606550753116608,0.2176675945520401
of,0.2480744868516922,0.37253960967063904,0.20746608078479767,0.2513895630836487,0.24223239719867706,0.23528409004211426,0.3052992522716522,0.1826142966747284
network,0.22464405000209808,0.21386827528476715,0.22451117634773254,0.08572790026664734,0.24435636401176453,0.16397789120674133,0.11574498564004898,0.17853789031505585
television,0.20427560806274414,0.23433995246887207,0.30674463510513306,0.17055591940879822,0.40075215697288513,0.12222079932689667,0.19744735956192017,0.16825827956199646
standards,0.310759574174881,0.2810951769351959,0.13137944042682648,0.23814676702022552,0.2665751576423645,0.14850102365016937,0.11897361278533936,0.2011813372373581
(,0.1676948219537735,0.1455259770154953,0.17566418647766113,0.18979617953300476,0.21178418397903442,0.25301891565322876,0.290768563747406,0.40561532974243164
particularly,0.33471497893333435,0.5202915668487549,0.16700425744056702,0.2694823145866394,0.18138863146305084,0.20712725818157196,0.17221085727214813,0.2644225060939789
its,0.22449488937854767,0.3319723308086395,0.18675126135349274,0.19922670722007751,0.1892191469669342,0.2326306849718094,0.12596635520458221,0.15103481709957123
occasional,0.2029143124818802,0.3350348174571991,0.23319949209690094,0.2508101463317871,0.22473713755607605,0.14102424681186676,0.2051607370376587,0.15913105010986328
use,0.39296725392341614,0.3544585704803467,0.10127812623977661,0.32446643710136414,0.24894151091575623,0.21423879265785217,0.23505158722400665,0.32795652747154236
of,0.2480744868516922,0.37253960967063904,0.20746608078479767,0.2513895630836487,0.24223239719867706,0.23528409004211426,0.3052992522716522,0.1826142966747284
graphic,0.19973501563072205,0.19383032619953156,0.11673751473426819,0.18208199739456177,0.23864679038524628,0.19601258635520935,0.12488273531198502,0.1509546935558319
language,0.2547633647918701,0.25805559754371643,0.0767042338848114,0.1788339912891388,0.0781627669930458,0.08661149442195892,0.14611005783081055,0.25349316000938416
and,0.33647966384887695,0.5296266674995422,0.2720052897930145,0.34479495882987976,0.3005577623844147,0.2053237110376358,0.25967320799827576,0.20544172823429108
rear,0.10222552716732025,0.15238980948925018,0.1340664029121399,0.12116721272468567,0.17638592422008514,0.2000795304775238,0.13075286149978638,0.08180076628923416
nudity,0.23015587031841278,0.3096553087234497,0.14796891808509827,0.22920279204845428,0.3655838668346405,0.10909343510866165,0.15001484751701355,0.29487842321395874
),0.17939934134483337,0.16602720320224762,0.1821039468050003,0.18584993481636047,0.2102033942937851,0.236105278134346,0.30915912985801697,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2613678574562073,0.3015086054801941,0.29324811697006226,0.23822021484375,0.29026782512664795,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.21146085858345032,0.2750149369239807,0.23006542026996613,0.28615784645080566,0.2768070101737976,0.25814583897590637
led,0.15437260270118713,0.2798413932323456,0.11945115774869919,0.3213953971862793,0.08188650757074356,0.06210914999246597,0.20123833417892456,0.09273858368396759
some,0.4180530905723572,0.7976660132408142,0.14897175133228302,0.42553430795669556,0.28018343448638916,0.24066627025604248,0.23175910115242004,0.2562315762042999
affiliates,0.09554769098758698,0.18764927983283997,0.3534626364707947,0.14054901897907257,0.2326333224773407,0.20857024192810059,0.10198885947465897,0.11092336475849152
to,0.44169697165489197,0.40243685245513916,0.19496004283428192,0.4452643394470215,0.22773155570030212,0.2423304319381714,0.30156898498535156,0.29463258385658264
initially,0.19832147657871246,0.2503814399242401,0.087350033223629,0.2628418803215027,0.11648494005203247,0.1367211639881134,0.1775292307138443,0.0699334517121315
refuse,0.2970655858516693,0.2671359181404114,0.10540954023599625,0.5181075930595398,0.13174067437648773,0.09335283935070038,0.17581862211227417,0.24834518134593964
to,0.44169697165489197,0.40243685245513916,0.19496004283428192,0.4452643394470215,0.22773155570030212,0.2423304319381714,0.30156898498535156,0.29463258385658264
air,0.11602716892957687,0.18447308242321014,0.21593470871448517,0.12297173589468002,0.20480388402938843,0.22039006650447845,0.10950960963964462,0.1491677612066269
the,0.33890387415885925,0.4335206151008606,0.24226845800876617,0.34736719727516174,0.2773469090461731,0.2734997570514679,0.3698786795139313,0.22068053483963013
show,0.33347421884536743,0.3163606524467468,0.2896372377872467,0.1697595715522766,0.3731895387172699,0.23297879099845886,0.2340158373117447,0.2520138621330261
in,0.2601168751716614,0.41474202275276184,0.2194332778453827,0.2593238651752472,0.28778156638145447,0.22384510934352875,0.30714505910873413,0.20430970191955566
its,0.22449488937854767,0.3319723308086395,0.18675126135349274,0.19922670722007751,0.1892191469669342,0.2326306849718094,0.12596635520458221,0.15103481709957123
first,0.27731001377105713,0.2931244373321533,0.18467745184898376,0.33691170811653137,0.17102588713169098,0.18507882952690125,0.5431418418884277,0.18701928853988647
season,0.13036081194877625,0.14251810312271118,0.8080282211303711,0.19368280470371246,0.17468681931495667,0.1644236296415329,0.24131526052951813,0.16793298721313477
.,0.3287222981452942,0.3974229395389557,0.2546960115432739,0.35288307070732117,0.30538663268089294,0.2285863310098648,0.3548945486545563,0.4130953550338745
