,who,kicked,the,field,goal,for,denver,on,the,first,drive,of,super,bowl,50,?
to,0.42656609416007996,0.2801065444946289,0.535392165184021,0.2647967040538788,0.37094977498054504,0.4451248347759247,0.23706497251987457,0.41031414270401,0.535392165184021,0.3792489171028137,0.291306734085083,0.41548454761505127,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
settle,0.23353661596775055,0.1761218160390854,0.2943725883960724,0.11251871287822723,0.1552138775587082,0.17019139230251312,0.10636330395936966,0.18805578351020813,0.2943725883960724,0.264683336019516,0.16714096069335938,0.2614152729511261,0.021714335307478905,0.11722352355718613,0.000177939553395845,0.19976577162742615
for,0.37110671401023865,0.21299658715724945,0.4739971458911896,0.24342265725135803,0.2554558217525482,0.9999999403953552,0.22017966210842133,0.36199691891670227,0.4739971458911896,0.3800288736820221,0.2716398239135742,0.4185989499092102,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
a,0.36608949303627014,0.2796778082847595,0.5829201340675354,0.2030690312385559,0.20853768289089203,0.44038116931915283,0.179859921336174,0.3848365545272827,0.5829201340675354,0.4287874400615692,0.24929353594779968,0.5052502155303955,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
3–0,0.009440748021006584,0.02429013140499592,-0.06119874119758606,-0.1044362410902977,-0.018242890015244484,-0.008301247842609882,0.028960395604372025,0.01561717875301838,-0.06119874119758606,0.003667311742901802,0.10436920821666718,-0.0447576567530632,0.04289241507649422,0.08748351037502289,-0.018978368490934372,0.0359797328710556
lead,0.19455209374427795,0.2704918086528778,0.21995973587036133,0.14786890149116516,0.12836824357509613,0.29822173714637756,0.23341892659664154,0.18420197069644928,0.21995973587036133,0.16851212084293365,0.21363525092601776,0.19835850596427917,0.13247919082641602,0.1691603809595108,-0.011630125343799591,0.14552436769008636
on,0.2340552806854248,0.220340758562088,0.5107308030128479,0.192391499876976,0.2157920002937317,0.36199691891670227,0.1561855524778366,0.9999999403953552,0.5107308030128479,0.3120559751987457,0.1695663183927536,0.3966929316520691,0.1569211632013321,0.1334993690252304,0.05590687692165375,0.2714994251728058
a,0.36608949303627014,0.2796778082847595,0.5829201340675354,0.2030690312385559,0.20853768289089203,0.44038116931915283,0.179859921336174,0.3848365545272827,0.5829201340675354,0.4287874400615692,0.24929353594779968,0.5052502155303955,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
brandon,0.2876533269882202,0.1813846081495285,0.1588345170021057,0.1278432160615921,0.14521808922290802,0.1954781413078308,0.35859453678131104,0.15651966631412506,0.1588345170021057,0.18101564049720764,0.1345982700586319,0.12892915308475494,0.1985379159450531,0.19992154836654663,-0.09443683922290802,0.2774931490421295
mcmanus,0.3399089574813843,0.25206872820854187,0.25801920890808105,0.13735942542552948,0.15743473172187805,0.18529914319515228,0.25093990564346313,0.21001732349395752,0.25801920890808105,0.250209242105484,0.08838864415884018,0.20956967771053314,0.1994776576757431,0.21166451275348663,-0.012302260845899582,0.2241760641336441
34-yard,0.27311256527900696,0.323016881942749,0.30504289269447327,0.24040213227272034,0.22027114033699036,0.24526268243789673,0.22969043254852295,0.2222878485918045,0.30504289269447327,0.2817394733428955,0.26609334349632263,0.20061713457107544,0.1697574406862259,0.18826882541179657,0.02393067069351673,0.11814969778060913
field,0.18098586797714233,0.1876479834318161,0.2105809599161148,1.0,0.26796361804008484,0.24342265725135803,0.17716234922409058,0.192391499876976,0.2105809599161148,0.15457358956336975,0.10428697615861893,0.20410659909248352,0.1592533439397812,0.15438513457775116,0.05493640899658203,0.11279727518558502
goal,0.24070286750793457,0.30448809266090393,0.2443244755268097,0.26796361804008484,1.0000001192092896,0.2554558217525482,0.15172222256660461,0.2157920002937317,0.2443244755268097,0.19681259989738464,0.27302247285842896,0.1838325709104538,0.08206433802843094,0.08366335183382034,-0.005796747747808695,0.1964566856622696
.,0.3541337847709656,0.2693699300289154,0.5934505462646484,0.23224417865276337,0.19919876754283905,0.4726039469242096,0.2573630213737488,0.49257001280784607,0.5934505462646484,0.4345304071903229,0.21262511610984802,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
