,what,was,the,most,recent,super,bowl,hosted,in,the,south,florida/miami,area,?
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.3906237483024597,0.3207632005214691,0.22938419878482819,0.24430087208747864,0.2607939839363098,0.4322226941585541,0.4739971458911896,0.17502866685390472,0.2614940404891968,0.20941852033138275,0.264628142118454
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,1.0,0.3701000511646271,0.22041858732700348,0.20814399421215057,0.18530581891536713,0.41416558623313904,0.47635307908058167,0.24453285336494446,0.1733209788799286,0.2143535614013672,0.2107497900724411
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.336320698261261,0.2035779356956482,0.1518537551164627,0.18353787064552307,0.1889495551586151,0.4080928862094879,0.4223487675189972,0.15469324588775635,0.20668640732765198,0.2303420901298523,0.2433311939239502
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.23625826835632324,0.284889817237854,0.2769954204559326,0.1471257209777832,0.24173325300216675,0.3758552670478821,0.3845241069793701,0.31787005066871643,0.3093608617782593,0.16119444370269775,0.14782847464084625
orleans,0.14538788795471191,0.25941523909568787,0.22309443354606628,0.19788497686386108,0.15657125413417816,0.1912957727909088,0.3010152578353882,0.11805979907512665,0.20925204455852509,0.22309443354606628,0.1771451085805893,0.45123177766799927,0.21813926100730896,0.13097690045833588
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.23620007932186127,0.21429277956485748,0.1971341073513031,0.16361013054847717,0.18757721781730652,0.3326910734176636,0.3456730246543884,0.2002217173576355,0.21877031028270721,0.18319392204284668,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.26883119344711304,0.22322475910186768,0.1810409277677536,0.27969205379486084,0.5201468467712402,0.4933079481124878,0.3256652057170868,0.2847869098186493,0.2664283812046051,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.336320698261261,0.2035779356956482,0.1518537551164627,0.18353787064552307,0.1889495551586151,0.4080928862094879,0.4223487675189972,0.15469324588775635,0.20668640732765198,0.2303420901298523,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.47635307908058167,0.31046223640441895,0.21959073841571808,0.21576224267482758,0.2576315402984619,0.6662389636039734,1.0,0.3129390776157379,0.2696992754936218,0.37834644317626953,0.22068053483963013
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,1.0,0.3701000511646271,0.22041858732700348,0.20814399421215057,0.18530581891536713,0.41416558623313904,0.47635307908058167,0.24453285336494446,0.1733209788799286,0.2143535614013672,0.2107497900724411
recent,0.24256184697151184,0.2536894679069519,0.31046223640441895,0.3701000511646271,1.0,0.2514570653438568,0.24412648379802704,0.17264527082443237,0.2857761085033417,0.31046223640441895,0.1576940417289734,0.22918380796909332,0.22170385718345642,0.2544887959957123
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.5404669642448425,0.3404715657234192,0.21711376309394836,0.19098831713199615,0.17686708271503448,0.4129433035850525,0.5514441132545471,0.2376968264579773,0.22329393029212952,0.22590439021587372,0.2673267424106598
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.3906858563423157,0.24504819512367249,0.19301097095012665,0.16827359795570374,0.196244016289711,0.33162933588027954,0.419739305973053,0.18755850195884705,0.244713693857193,0.19597968459129333,0.26743772625923157
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.22041858732700348,0.2514570653438568,1.0000001192092896,0.4848237931728363,0.1794566810131073,0.18576006591320038,0.21959073841571808,0.13015596568584442,0.2097877860069275,0.09147491306066513,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20814399421215057,0.24412648379802704,0.4848237931728363,1.0,0.17901405692100525,0.17236235737800598,0.21576224267482758,0.17958779633045197,0.3453962206840515,0.19680163264274597,0.21118052303791046
xliv,0.14278893172740936,0.25395458936691284,0.26059773564338684,0.1913214772939682,0.23360829055309296,0.5207219123840332,0.5515007376670837,0.2668789327144623,0.22347544133663177,0.26059773564338684,0.16614003479480743,0.3673718273639679,0.16978682577610016,0.25535592436790466
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.41416558623313904,0.2857761085033417,0.18576006591320038,0.17236235737800598,0.2707974314689636,1.0,0.6662389636039734,0.33642083406448364,0.24693997204303741,0.33632898330688477,0.20430970191955566
2010,0.2741409242153168,0.23825319111347198,0.31722962856292725,0.25009140372276306,0.20023919641971588,-0.0031138178892433643,0.020887387916445732,0.11778318136930466,0.2692960798740387,0.31722962856292725,0.43027618527412415,0.1135021299123764,0.2777068018913269,0.21232788264751434
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.25904062390327454,0.2757420241832733,0.21516893804073334,0.22959090769290924,0.5591574311256409,0.5934505462646484,0.2798699140548706,0.30783364176750183,0.2760866582393646,0.4130953550338745
