,has,there,ever,been,anyone,charged,with,importing,drugs,from,canada,for,personal,medicinal,use,?
there,0.42909398674964905,1.0,0.2422855794429779,0.3571467399597168,0.35085421800613403,0.13293306529521942,0.37390366196632385,0.3057798147201538,0.18040451407432556,0.2965545952320099,0.16968722641468048,0.3728419542312622,0.20614930987358093,0.20429673790931702,0.31810468435287476,0.29405656456947327
is,0.5668748617172241,0.3904260993003845,0.26543647050857544,0.39566612243652344,0.3013885021209717,0.13393916189670563,0.3250955045223236,0.20799052715301514,0.13498282432556152,0.27355384826660156,0.20416449010372162,0.43268078565597534,0.11115145683288574,0.1948036402463913,0.3357410430908203,0.22961433231830597
no,0.2747333347797394,0.40644893050193787,0.35576167702674866,0.2758704721927643,0.41256415843963623,0.15847842395305634,0.24678650498390198,0.2374114990234375,0.22191062569618225,0.19692718982696533,0.12011932581663132,0.306581974029541,0.22611351311206818,0.211875781416893,0.2816420793533325,0.32165053486824036
known,0.2451976239681244,0.20795854926109314,0.22728995978832245,0.2256493717432022,0.1319601684808731,0.1535930037498474,0.23440474271774292,0.18068835139274597,0.21370932459831238,0.18996182084083557,0.1377723515033722,0.363901823759079,0.12089374661445618,0.2643643617630005,0.22469715774059296,0.18314571678638458
case,0.22055089473724365,0.2921479344367981,0.2881578207015991,0.27033278346061707,0.34999972581863403,0.30371972918510437,0.2825133502483368,0.28900963068008423,0.1935398429632187,0.19219538569450378,0.16070877015590668,0.30355575680732727,0.2381017655134201,0.22316838800907135,0.3581794202327728,0.33232852816581726
of,0.3909035325050354,0.44397735595703125,0.22901833057403564,0.31685134768486023,0.1889777034521103,0.21960902214050293,0.41827285289764404,0.22929947078227997,0.21399663388729095,0.4249346852302551,0.24765145778656006,0.4185989499092102,0.26268208026885986,0.2978720963001251,0.2750902473926544,0.1826142966747284
any,0.3449929356575012,0.4219859838485718,0.4458613991737366,0.4025537073612213,0.6311467885971069,0.2481200098991394,0.34412381052970886,0.3870898485183716,0.26935476064682007,0.24951094388961792,0.24217425286769867,0.3944643437862396,0.30422431230545044,0.2375391125679016,0.44453081488609314,0.4113408327102661
u.s.,0.014947312884032726,0.01172493677586317,0.024188971146941185,0.007175118196755648,0.1331084966659546,0.09718623012304306,0.045639924705028534,0.07356318086385727,-0.03391871228814125,0.11246796697378159,-0.07576732337474823,0.11615988612174988,0.09703832119703293,-0.12468095868825912,0.03041156381368637,0.07886100560426712
citizens,0.14468781650066376,0.19642028212547302,0.17851758003234863,0.19141556322574615,0.3212449848651886,0.19882746040821075,0.16767141222953796,0.2295665293931961,0.21430540084838867,0.16245996952056885,0.2894318401813507,0.3080717921257019,0.22914987802505493,0.11751686781644821,0.20445479452610016,0.14885954558849335
buying,0.13246795535087585,0.2426951676607132,0.19363927841186523,0.1722468137741089,0.3441697955131531,0.25296837091445923,0.24311180412769318,0.41959258913993835,0.3203846216201782,0.21857406198978424,0.2052384316921234,0.34277477860450745,0.27918773889541626,0.20717695355415344,0.29975625872612,0.22927558422088623
canadian,0.12747350335121155,0.10843148827552795,0.207222580909729,0.14271433651447296,0.13046914339065552,0.06657177209854126,0.21529890596866608,0.10198133438825607,0.11514123529195786,0.11763115227222443,0.605009138584137,0.1746595799922943,0.08925912529230118,0.05355226993560791,0.15112069249153137,0.10011322796344757
drugs,0.16406132280826569,0.18040451407432556,0.09610341489315033,0.22266928851604462,0.29696857929229736,0.2503962814807892,0.19421935081481934,0.26823392510414124,1.0000001192092896,0.20306117832660675,0.12899747490882874,0.2985316216945648,0.22744089365005493,0.48333242535591125,0.32218441367149353,0.15436270833015442
for,0.450642853975296,0.3728419542312622,0.3162844479084015,0.39068686962127686,0.31789082288742065,0.17613565921783447,0.39140474796295166,0.39485353231430054,0.2985316216945648,0.314039945602417,0.20546558499336243,0.9999999403953552,0.2968088388442993,0.25114721059799194,0.47655582427978516,0.264628142118454
personal,0.1604534387588501,0.20614930987358093,0.21327409148216248,0.1771860420703888,0.32669597864151,0.19302281737327576,0.2251119166612625,0.24497760832309723,0.22744089365005493,0.1835961639881134,0.06969951838254929,0.2968088388442993,1.0,0.22486862540245056,0.23389269411563873,0.206199511885643
use,0.2701425552368164,0.31810468435287476,0.22278214991092682,0.27338850498199463,0.38680610060691833,0.12685605883598328,0.3356984257698059,0.3826996684074402,0.32218441367149353,0.28012022376060486,0.18599027395248413,0.47655582427978516,0.23389269411563873,0.3161035478115082,1.0,0.32795652747154236
with,0.44092974066734314,0.37390366196632385,0.24614813923835754,0.2804456949234009,0.24383048713207245,0.2160840779542923,0.9999999403953552,0.2504892647266388,0.19421935081481934,0.26272761821746826,0.224907785654068,0.39140474796295166,0.2251119166612625,0.22237946093082428,0.3356984257698059,0.2433311939239502
a,0.4670248031616211,0.4214206337928772,0.27561625838279724,0.3315402865409851,0.3355763852596283,0.21603477001190186,0.3783375024795532,0.2265884131193161,0.18365530669689178,0.322764128446579,0.2316429316997528,0.44038116931915283,0.23722487688064575,0.19549353420734406,0.30793872475624084,0.23916715383529663
prescription,0.10278894007205963,0.18886786699295044,0.07946759462356567,0.19404134154319763,0.3681122958660126,0.2927991449832916,0.20926649868488312,0.3055973947048187,0.5812135934829712,0.17107391357421875,0.14943329989910126,0.23479855060577393,0.23326481878757477,0.5539065599441528,0.3954066038131714,0.1977909505367279
",",0.3734780251979828,0.4587128460407257,0.2519058883190155,0.34873589873313904,0.2738763988018036,0.21726356446743011,0.4120737314224243,0.3167475759983063,0.1834760159254074,0.39760664105415344,0.2656905949115753,0.4464869201183319,0.23627051711082458,0.2807711958885193,0.3276674151420593,0.31091248989105225
who,0.2558172643184662,0.2844357192516327,0.362372487783432,0.3295723795890808,0.4373009502887726,0.23286627233028412,0.3282766342163086,0.21962645649909973,0.29238536953926086,0.27839982509613037,0.1054597720503807,0.37110671401023865,0.2505263686180115,0.1643369495868683,0.2265424281358719,0.26220351457595825
has,1.0,0.42909398674964905,0.2906934916973114,0.6162750124931335,0.22272782027721405,0.11019241064786911,0.44092974066734314,0.19503778219223022,0.16406132280826569,0.2621968984603882,0.13848671317100525,0.450642853975296,0.1604534387588501,0.2008701115846634,0.2701425552368164,0.15994466841220856
ever,0.2906934916973114,0.2422855794429779,1.0,0.4349551498889923,0.4633203148841858,0.17972610890865326,0.24614813923835754,0.2328152060508728,0.09610341489315033,0.20405036211013794,0.20605945587158203,0.3162844479084015,0.21327409148216248,0.08081728965044022,0.22278214991092682,0.3358461856842041
been,0.6162750124931335,0.3571467399597168,0.4349551498889923,0.9999998807907104,0.34537026286125183,0.20707252621650696,0.2804456949234009,0.2913873791694641,0.22266928851604462,0.27624839544296265,0.18180245161056519,0.39068686962127686,0.1771860420703888,0.19204267859458923,0.27338850498199463,0.24354910850524902
charged,0.11019241064786911,0.13293306529521942,0.17972610890865326,0.20707252621650696,0.25435853004455566,1.0,0.2160840779542923,0.14145657420158386,0.2503962814807892,0.1504635065793991,0.03628887981176376,0.17613565921783447,0.19302281737327576,0.1098266988992691,0.12685605883598328,0.1305682212114334
by,0.3254803419113159,0.20383623242378235,0.22504442930221558,0.39107078313827515,0.22689679265022278,0.2661855220794678,0.39731505513191223,0.14165037870407104,0.23394474387168884,0.3373257517814636,0.16533993184566498,0.3248702883720398,0.10708197951316833,0.13085754215717316,0.21048003435134888,0.17966607213020325
authorities,0.18934208154678345,0.285017728805542,0.18792326748371124,0.2970788776874542,0.269166499376297,0.2682732939720154,0.18359185755252838,0.24790440499782562,0.24241752922534943,0.17730996012687683,0.17790400981903076,0.22368201613426208,0.28821808099746704,0.12338168919086456,0.24058811366558075,0.17285770177841187
.,0.4105546176433563,0.43897318840026855,0.3149608373641968,0.33645182847976685,0.289960116147995,0.2187085747718811,0.4446153938770294,0.33485642075538635,0.23083394765853882,0.41536515951156616,0.2708069980144501,0.4726039469242096,0.2188207507133484,0.2708299458026886,0.3711656630039215,0.4130953550338745
