,who,designed,abc,'s,1998,new,graphic,design,?
``,0.02397952415049076,-0.05251215770840645,-0.04806871339678764,-0.03416389226913452,0.037132155150175095,-0.03575563058257103,-0.052798304706811905,-0.07792260497808456,0.0685480609536171
abc,0.14673753082752228,0.07537854462862015,1.0000001192092896,0.06670809537172318,-0.07656101137399673,0.20663127303123474,0.16287150979042053,0.131185382604599,0.19065172970294952
circle,0.10407144576311111,0.0987507626414299,0.0819765031337738,-0.051524288952350616,-0.010080154053866863,0.18609718978405,0.23970907926559448,0.11948458850383759,0.08528484404087067
'',0.024401003494858742,0.017010018229484558,-0.05768610164523125,-0.04859459400177002,-0.0364912785589695,-0.021915066987276077,0.07856467366218567,0.04564860090613365,0.018684765323996544
logo,0.15606588125228882,0.22360152006149292,0.23574566841125488,0.036982785910367966,-0.04935888573527336,0.2146148532629013,0.24944473803043365,0.3563442528247833,0.23347119987010956
on,0.2340552806854248,0.2350989580154419,0.2862928807735443,0.0026888418942689896,-0.03349076956510544,0.31106263399124146,0.2470027208328247,0.21461689472198486,0.2714994251728058
a,0.36608949303627014,0.28430381417274475,0.21331243216991425,0.04866964742541313,-0.06511568278074265,0.3214259147644043,0.24900485575199127,0.25211480259895325,0.23916715383529663
yellow,0.16457633674144745,0.12806153297424316,0.13941337168216705,-0.0019841264002025127,-0.17798633873462677,0.1503468155860901,0.12418820708990097,0.19417482614517212,0.142889603972435
background,0.18880468606948853,0.10772475600242615,0.1345415711402893,-0.0009064198820851743,-0.061759065836668015,0.18318749964237213,0.13999105989933014,0.13924269378185272,0.18481217324733734
(,0.2443375140428543,0.1161717101931572,0.183883935213089,0.0012731997994706035,0.029304249212145805,0.24608564376831055,0.1906183958053589,0.10962162166833878,0.40561532974243164
promotions,0.22206558287143707,0.14792311191558838,0.22880257666110992,-0.020309166982769966,0.12704916298389435,0.15205228328704834,0.1794254034757614,0.16416041553020477,0.23684287071228027
during,0.30551859736442566,0.1698603630065918,0.18870772421360016,0.011294117197394371,0.04356491565704346,0.19458933174610138,0.13473673164844513,0.12925274670124054,0.1325719803571701
this,0.3345087468624115,0.24903929233551025,0.16107726097106934,0.02106832154095173,0.0371025875210762,0.3234144449234009,0.22331441938877106,0.26571303606033325,0.3155723512172699
time,0.36634087562561035,0.1373012810945511,0.17553414404392242,0.01301188487559557,0.03778879716992378,0.2320125252008438,0.12342142313718796,0.17477509379386902,0.27391523122787476
also,0.47919341921806335,0.2500925362110138,0.2030053734779358,-0.0014726108638569713,-0.061967913061380386,0.30404865741729736,0.20630477368831635,0.2284145951271057,0.21848613023757935
featured,0.25015440583229065,0.2644224762916565,0.3030971884727478,-0.01579626277089119,-0.1675828993320465,0.2909139096736908,0.21170569956302643,0.228183776140213,0.2944096624851227
a,0.36608949303627014,0.28430381417274475,0.21331243216991425,0.04866964742541313,-0.06511568278074265,0.3214259147644043,0.24900485575199127,0.25211480259895325,0.23916715383529663
sequence,0.18304258584976196,0.15954901278018951,0.20994456112384796,0.007777556777000427,-0.15538372099399567,0.12808996438980103,0.18272261321544647,0.1719873696565628,0.1508881151676178
of,0.2827862501144409,0.2000347077846527,0.14607268571853638,-0.03817026689648628,-0.06454750150442123,0.343457967042923,0.23422564566135406,0.2522938847541809,0.1826142966747284
still,0.3870375156402588,0.22399993240833282,0.09773536026477814,0.033143531531095505,0.021441539749503136,0.19897222518920898,0.18455156683921814,0.22157981991767883,0.3039587736129761
photos,0.11315733194351196,0.18716786801815033,0.15936049818992615,0.03602032735943794,0.012869411148130894,0.17377053201198578,0.2739700973033905,0.17277638614177704,0.14363206923007965
of,0.2827862501144409,0.2000347077846527,0.14607268571853638,-0.03817026689648628,-0.06454750150442123,0.343457967042923,0.23422564566135406,0.2522938847541809,0.1826142966747284
the,0.3733934462070465,0.2559613883495331,0.2068762183189392,-0.01540423184633255,-0.047468025237321854,0.3845241069793701,0.21247245371341705,0.27913451194763184,0.22068053483963013
stars,0.17761290073394775,0.18933388590812683,0.19762872159481049,-0.021732112392783165,-0.09104572981595993,0.10513457655906677,0.22561299800872803,0.16020208597183228,0.08345213532447815
of,0.2827862501144409,0.2000347077846527,0.14607268571853638,-0.03817026689648628,-0.06454750150442123,0.343457967042923,0.23422564566135406,0.2522938847541809,0.1826142966747284
its,0.1326070874929428,0.21289053559303284,0.19045390188694,0.03202139586210251,-0.10233842581510544,0.2215755134820938,0.1760094165802002,0.29393360018730164,0.15103481709957123
programs,0.2319195568561554,0.2739870250225067,0.3454950749874115,0.06997905671596527,-0.009238083846867085,0.19773654639720917,0.2944933772087097,0.2657070755958557,0.16452431678771973
during,0.30551859736442566,0.1698603630065918,0.18870772421360016,0.011294117197394371,0.04356491565704346,0.19458933174610138,0.13473673164844513,0.12925274670124054,0.1325719803571701
the,0.3733934462070465,0.2559613883495331,0.2068762183189392,-0.01540423184633255,-0.047468025237321854,0.3845241069793701,0.21247245371341705,0.27913451194763184,0.22068053483963013
timeslot,0.2071317434310913,0.16190434992313385,0.3743515908718109,0.016723724082112312,-0.026109891012310982,0.23890064656734467,0.2128855139017105,0.21362552046775818,0.35402077436447144
card,0.17624050378799438,0.14836107194423676,0.09525087475776672,0.1059703603386879,-0.05127488076686859,0.13127008080482483,0.26776984333992004,0.21060743927955627,0.1601250171661377
as,0.3923053741455078,0.23383614420890808,0.2286096066236496,-0.05775856226682663,0.014476585201919079,0.24585270881652832,0.24910739064216614,0.21253643929958344,0.27043893933296204
well,0.3480316996574402,0.17608925700187683,0.11003991216421127,-0.0049502006731927395,0.004614649340510368,0.22021858394145966,0.2052479237318039,0.198128342628479,0.24815571308135986
as,0.3923053741455078,0.23383614420890808,0.2286096066236496,-0.05775856226682663,0.014476585201919079,0.24585270881652832,0.24910739064216614,0.21253643929958344,0.27043893933296204
the,0.3733934462070465,0.2559613883495331,0.2068762183189392,-0.01540423184633255,-0.047468025237321854,0.3845241069793701,0.21247245371341705,0.27913451194763184,0.22068053483963013
schedule,0.16836145520210266,0.17870387434959412,0.24818992614746094,0.019238965585827827,-0.056779682636260986,0.14268872141838074,0.15293332934379578,0.176839679479599,0.16743622720241547
sequence,0.18304258584976196,0.15954901278018951,0.20994456112384796,0.007777556777000427,-0.15538372099399567,0.12808996438980103,0.18272261321544647,0.1719873696565628,0.1508881151676178
that,0.45444270968437195,0.270294189453125,0.17440107464790344,0.04397977516055107,-0.005905407480895519,0.29177987575531006,0.19777728617191315,0.277990460395813,0.32716336846351624
began,0.1646115779876709,0.2191687673330307,0.2686883211135864,-0.026281554251909256,0.05138073116540909,0.22779060900211334,0.16111674904823303,0.1863679438829422,0.1370266228914261
each,0.27337536215782166,0.18492837250232697,0.14316539466381073,0.021750088781118393,-0.13229773938655853,0.270946204662323,0.16930803656578064,0.1893656700849533,0.21173812448978424
night,0.21137207746505737,0.17673157155513763,0.21145369112491608,0.023643653839826584,-0.09982248395681381,0.1480444371700287,0.08695080131292343,0.12374488264322281,0.13794848322868347
's,0.05599616840481758,0.026795532554388046,0.06670809537172318,0.9999999403953552,-0.03841366618871689,-0.008355522528290749,-0.011928278021514416,0.04322526603937149,-0.023395681753754616
prime,0.16031751036643982,0.19037854671478271,0.16913822293281555,-0.0056337774731218815,0.10242386162281036,0.15977969765663147,0.14541448652744293,0.16044104099273682,0.11276303976774216
time,0.36634087562561035,0.1373012810945511,0.17553414404392242,0.01301188487559557,0.03778879716992378,0.2320125252008438,0.12342142313718796,0.17477509379386902,0.27391523122787476
lineup,0.22116360068321228,0.1218629777431488,0.31382066011428833,-0.029212497174739838,-0.13371996581554413,0.25908732414245605,0.14350996911525726,0.19772838056087494,0.19030295312404633
),0.2457384318113327,0.08523888885974884,0.18381085991859436,0.021107977256178856,0.05677547678351402,0.253329336643219,0.21299824118614197,0.09917057305574417,0.42300865054130554
.,0.3541337847709656,0.24422594904899597,0.2567209303379059,-0.003708066651597619,-0.004213885869830847,0.35031336545944214,0.28019002079963684,0.24995818734169006,0.4130953550338745
