,how,did,luther,persuade,archbishop,albrecht,to,stop,the,sale,of,indulgences,?
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.22339296340942383,0.2240619957447052,0.2465837150812149,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.31091248989105225
whom,0.29626429080963135,0.3024649918079376,0.11776672303676605,0.35220882296562195,0.16109490394592285,0.1703462451696396,0.3108522593975067,0.05060120299458504,0.23752936720848083,0.10610120743513107,0.2070929855108261,0.23039692640304565,0.222135990858078
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.38905906677246094,0.2637402415275574,0.30674684047698975,0.385390967130661,0.2347853034734726,0.4571082592010498,0.20077987015247345,0.38706058263778687,0.17424233257770538,0.2089974731206894
shamed,0.2907457649707794,0.28455910086631775,0.1461893767118454,0.2926235795021057,0.07667674869298935,0.14134420454502106,0.210265651345253,0.3012301027774811,0.19607515633106232,0.22960488498210907,0.13057902455329895,0.30362266302108765,0.26377490162849426
into,0.2303972691297531,0.14888085424900055,0.12939998507499695,0.22250491380691528,0.06404408812522888,0.15528909862041473,0.38810545206069946,0.1951477974653244,0.39493247866630554,0.21133753657341003,0.32255905866622925,0.20037387311458588,0.15662476420402527
halting,0.2970115542411804,0.23011085391044617,0.23457300662994385,0.2617039382457733,0.21209248900413513,0.18714147806167603,0.2921876013278961,0.33911874890327454,0.3052327036857605,0.10882368683815002,0.25270286202430725,0.3585648238658905,0.27661779522895813
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.2472291737794876,0.1770705133676529,0.2253129929304123,0.535392165184021,0.25771772861480713,1.0,0.23683100938796997,0.733189046382904,0.24909545481204987,0.22068053483963013
sale,0.1846344769001007,0.17367155849933624,0.12257428467273712,0.16132409870624542,0.06634382158517838,0.18154597282409668,0.28558340668678284,0.19710654020309448,0.23683100938796997,1.0000001192092896,0.18532836437225342,0.3496772348880768,0.10629682242870331
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.2164749652147293,0.1995917707681656,0.21748308837413788,0.41548454761505127,0.2052845060825348,0.733189046382904,0.18532836437225342,1.0,0.28176620602607727,0.1826142966747284
indulgences,0.23322705924510956,0.2802750766277313,0.35804522037506104,0.336710125207901,0.3048850893974304,0.26642751693725586,0.2608080208301544,0.16640938818454742,0.24909545481204987,0.3496772348880768,0.28176620602607727,1.0,0.21964608132839203
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.21225427091121674,0.18122917413711548,0.2214725762605667,0.45010748505592346,0.20196323096752167,0.6662389636039734,0.2506190836429596,0.5696388483047485,0.18559019267559052,0.20430970191955566
his,0.24614305794239044,0.3546801507472992,0.27093374729156494,0.3946124315261841,0.2572711706161499,0.3068760931491852,0.3715193271636963,0.21663039922714233,0.4394008219242096,0.20112089812755585,0.38364991545677185,0.31932055950164795,0.18075084686279297
episcopates,0.18420541286468506,0.21248877048492432,0.3674435019493103,0.27299097180366516,0.4388844966888428,0.22116827964782715,0.3045133948326111,0.12435077875852585,0.33431607484817505,0.2162432223558426,0.3463689386844635,0.4677010476589203,0.24788737297058105
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.22339296340942383,0.2240619957447052,0.2465837150812149,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.31091248989105225
and,0.33647966384887695,0.34479495882987976,0.20796556770801544,0.29452574253082275,0.1674930453300476,0.2053811252117157,0.48971283435821533,0.2426174432039261,0.5171257257461548,0.2104409784078598,0.5116966962814331,0.19426552951335907,0.20544172823429108
a,0.29312583804130554,0.2552328109741211,0.17967689037322998,0.2423015832901001,0.13935941457748413,0.21076905727386475,0.45503583550453186,0.21033835411071777,0.5829201340675354,0.21573789417743683,0.5052502155303955,0.20999303460121155,0.23916715383529663
``,-0.01591024175286293,-0.029888948425650597,-0.013964727520942688,0.0055061811581254005,0.11610840260982513,-0.01733856089413166,0.06720756739377975,-0.030115485191345215,0.029072100296616554,-0.11691510677337646,0.06780257821083069,0.02252567745745182,0.0685480609536171
refutation,0.3339441418647766,0.2983253002166748,0.2354433834552765,0.3067530393600464,0.2355441153049469,0.21034495532512665,0.2965410649776459,0.2269175797700882,0.2631233036518097,0.2280440479516983,0.2683820128440857,0.4924006760120392,0.25253206491470337
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.2164749652147293,0.1995917707681656,0.21748308837413788,0.41548454761505127,0.2052845060825348,0.733189046382904,0.18532836437225342,1.0,0.28176620602607727,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.2472291737794876,0.1770705133676529,0.2253129929304123,0.535392165184021,0.25771772861480713,1.0,0.23683100938796997,0.733189046382904,0.24909545481204987,0.22068053483963013
argument,0.30735963582992554,0.23541302978992462,0.18680277466773987,0.2755599021911621,0.16646918654441833,0.12175936996936798,0.25077900290489197,0.2117345780134201,0.19591176509857178,0.13793839514255524,0.21542619168758392,0.2659689784049988,0.26588812470436096
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.2164749652147293,0.1995917707681656,0.21748308837413788,0.41548454761505127,0.2052845060825348,0.733189046382904,0.18532836437225342,1.0,0.28176620602607727,0.1826142966747284
latomus,0.16833461821079254,0.08823549747467041,0.1834120750427246,0.10550481826066971,0.270322322845459,0.3111008107662201,0.18209099769592285,0.1446341723203659,0.24255673587322235,0.07553565502166748,0.2545819878578186,0.16826766729354858,0.2018813192844391
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.22339296340942383,0.2240619957447052,0.2465837150812149,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.31091248989105225
'',-0.0029843549709767103,0.01978493109345436,-0.04572787508368492,0.032315149903297424,-0.03762958571314812,0.04986254498362541,-0.009905828163027763,0.02231205254793167,0.041273195296525955,0.0007728150230832398,0.13035868108272552,-0.015701621770858765,0.018684765323996544
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.21225427091121674,0.18122917413711548,0.2214725762605667,0.45010748505592346,0.20196323096752167,0.6662389636039734,0.2506190836429596,0.5696388483047485,0.18559019267559052,0.20430970191955566
which,0.4852597713470459,0.2750149369239807,0.17501473426818848,0.17152579128742218,0.08326083421707153,0.16253983974456787,0.5345056653022766,0.20576640963554382,0.6521818041801453,0.2328813374042511,0.5011631846427917,0.2764642536640167,0.25814583897590637
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.38905906677246094,0.2637402415275574,0.30674684047698975,0.385390967130661,0.2347853034734726,0.4571082592010498,0.20077987015247345,0.38706058263778687,0.17424233257770538,0.2089974731206894
expounded,0.31598564982414246,0.2521253824234009,0.11714974790811539,0.24457789957523346,0.20014488697052002,0.12405238300561905,0.3781939744949341,0.22005580365657806,0.30951830744743347,0.2608092427253723,0.26520082354545593,0.266449511051178,0.2458798885345459
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.2472291737794876,0.1770705133676529,0.2253129929304123,0.535392165184021,0.25771772861480713,1.0,0.23683100938796997,0.733189046382904,0.24909545481204987,0.22068053483963013
principle,0.31334149837493896,0.2072836458683014,0.2013913094997406,0.2284768670797348,0.13625015318393707,0.22685807943344116,0.22799374163150787,0.1916709840297699,0.24017377197742462,0.1152847483754158,0.2430231273174286,0.29205814003944397,0.2002675086259842
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.2164749652147293,0.1995917707681656,0.21748308837413788,0.41548454761505127,0.2052845060825348,0.733189046382904,0.18532836437225342,1.0,0.28176620602607727,0.1826142966747284
justification,0.31158220767974854,0.2430143803358078,0.27747613191604614,0.18395183980464935,0.2207666039466858,0.15096372365951538,0.23092837631702423,0.2205032855272293,0.26831284165382385,0.17330330610275269,0.2991276681423187,0.46689602732658386,0.4005378186702728
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.47129496932029724,0.17190921306610107,0.21759264171123505,1.0,0.31219643354415894,0.535392165184021,0.28558340668678284,0.41548454761505127,0.2608080208301544,0.29463258385658264
jacobus,0.0968247726559639,0.0953180268406868,0.28958070278167725,0.17755955457687378,0.35501620173454285,0.4071193039417267,0.12574000656604767,0.12353808432817459,0.2026187777519226,0.17831005156040192,0.23479323089122772,0.23537033796310425,0.0859723910689354
latomus,0.16833461821079254,0.08823549747467041,0.1834120750427246,0.10550481826066971,0.270322322845459,0.3111008107662201,0.18209099769592285,0.1446341723203659,0.24255673587322235,0.07553565502166748,0.2545819878578186,0.16826766729354858,0.2018813192844391
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.22339296340942383,0.2240619957447052,0.2465837150812149,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.230073943734169,0.4946078956127167,0.21256935596466064,0.31091248989105225
an,0.2520636022090912,0.22598257660865784,0.10983039438724518,0.1643964648246765,0.12850986421108246,0.16188593208789825,0.3138085603713989,0.20477499067783356,0.4207492768764496,0.17217691242694855,0.32280945777893066,0.14889271557331085,0.19793890416622162
orthodox,0.08184458315372467,0.1732916682958603,0.29058510065078735,0.22020785510540009,0.3898146450519562,0.14325456321239471,0.2280346155166626,0.07199323922395706,0.22059780359268188,0.12492318451404572,0.24173015356063843,0.41844743490219116,0.20826838910579681
theologian,0.12919069826602936,0.08529769629240036,0.37448811531066895,0.21054980158805847,0.4832589626312256,0.36089882254600525,0.11932258307933807,0.047720491886138916,0.15342873334884644,0.13078433275222778,0.17709659039974213,0.36568528413772583,0.1625964343547821
from,0.22939439117908478,0.20248863101005554,0.10716932266950607,0.21275846660137177,0.19305706024169922,0.1352754682302475,0.4069952368736267,0.2531625032424927,0.40150508284568787,0.21728399395942688,0.4249346852302551,0.1380952000617981,0.19969791173934937
louvain,0.16475459933280945,0.15442176163196564,0.23014017939567566,0.22327637672424316,0.3088276982307434,0.3231640160083771,0.23597337305545807,0.14092212915420532,0.28251221776008606,0.16403299570083618,0.28685858845710754,0.31144386529922485,0.19353747367858887
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.26393505930900574,0.2013315111398697,0.23622198402881622,0.4645031690597534,0.27782511711120605,0.5934505462646484,0.23010660707950592,0.5352458953857422,0.2219848930835724,0.4130953550338745
