,besides,publishing,to,the,christian,nobility,of,the,german,nation,and,on,the,babylonian,captivity,of,the,church,",",what,other,work,did,luther,produce,in,1520,?
to,0.3272998631000519,0.18528030812740326,1.0,0.535392165184021,0.19438040256500244,0.22161778807640076,0.41548454761505127,0.535392165184021,0.15143753588199615,0.2556411623954773,0.48971283435821533,0.41031414270401,0.535392165184021,0.16388097405433655,0.2241005152463913,0.41548454761505127,0.535392165184021,0.24439501762390137,0.44245919585227966,0.455847829580307,0.4193183183670044,0.3482864499092102,0.4452643394470215,0.18029534816741943,0.30018290877342224,0.45010748505592346,0.08302489668130875,0.29463258385658264
the,0.367077499628067,0.19456727802753448,0.535392165184021,1.0,0.19930796325206757,0.2749496400356293,0.733189046382904,1.0,0.256483793258667,0.39486879110336304,0.5171257257461548,0.5107308030128479,1.0,0.2713199555873871,0.21580778062343597,0.733189046382904,1.0,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.2704800069332123,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.6662389636039734,0.037181392312049866,0.22068053483963013
christian,0.13477058708667755,0.10251443833112717,0.19438040256500244,0.19930796325206757,1.0,0.20545291900634766,0.23494116961956024,0.19930796325206757,0.34288427233695984,0.173524871468544,0.210403174161911,0.17248551547527313,0.19930796325206757,0.22835023701190948,0.14411377906799316,0.23494116961956024,0.19930796325206757,0.4306148588657379,0.23595517873764038,0.17849333584308624,0.16918499767780304,0.1581438183784485,0.20078235864639282,0.36969617009162903,0.0389287993311882,0.17218929529190063,0.16043449938297272,0.1508396863937378
nobility,0.12282828986644745,0.16125273704528809,0.22161778807640076,0.2749496400356293,0.20545291900634766,1.0000001192092896,0.2703571617603302,0.2749496400356293,0.24790914356708527,0.2823742628097534,0.21488046646118164,0.08085590600967407,0.2749496400356293,0.23065036535263062,0.16027474403381348,0.2703571617603302,0.2749496400356293,0.29792776703834534,0.20298367738723755,0.21556347608566284,0.23744741082191467,0.20960065722465515,0.1939808428287506,0.1598687469959259,0.11437535285949707,0.2046278864145279,0.1624588966369629,0.18718111515045166
of,0.3665722906589508,0.22269268333911896,0.41548454761505127,0.733189046382904,0.23494116961956024,0.2703571617603302,1.0,0.733189046382904,0.2122138887643814,0.3102196156978607,0.5116966962814331,0.3966929316520691,0.733189046382904,0.19601956009864807,0.16027642786502838,1.0,0.733189046382904,0.3079429268836975,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.23473061621189117,0.2513895630836487,0.1719115972518921,0.19541172683238983,0.5696388483047485,0.07661939412355423,0.1826142966747284
the,0.367077499628067,0.19456727802753448,0.535392165184021,1.0,0.19930796325206757,0.2749496400356293,0.733189046382904,1.0,0.256483793258667,0.39486879110336304,0.5171257257461548,0.5107308030128479,1.0,0.2713199555873871,0.21580778062343597,0.733189046382904,1.0,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.2704800069332123,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.6662389636039734,0.037181392312049866,0.22068053483963013
german,0.18013671040534973,0.14069490134716034,0.15143753588199615,0.256483793258667,0.34288427233695984,0.24790914356708527,0.2122138887643814,0.256483793258667,1.0000001192092896,0.1572628766298294,0.25850871205329895,0.191445454955101,0.256483793258667,0.18850968778133392,0.10568956285715103,0.2122138887643814,0.256483793258667,0.16118204593658447,0.2478695809841156,0.1960553526878357,0.15382464230060577,0.20111188292503357,0.2048940509557724,0.28169330954551697,0.11506449431180954,0.21098364889621735,0.14383117854595184,0.13978645205497742
nation,0.16760674118995667,0.1492483764886856,0.2556411623954773,0.39486879110336304,0.173524871468544,0.2823742628097534,0.3102196156978607,0.39486879110336304,0.1572628766298294,1.0,0.2466844916343689,0.20550084114074707,0.39486879110336304,0.18013742566108704,0.16033463180065155,0.3102196156978607,0.39486879110336304,0.21878434717655182,0.2516145408153534,0.21990635991096497,0.25715702772140503,0.14404664933681488,0.23396416008472443,0.1225331723690033,0.14881201088428497,0.24983231723308563,0.07636688649654388,0.17865248024463654
",",0.340058833360672,0.32399630546569824,0.44245919585227966,0.4933079481124878,0.23595517873764038,0.20298367738723755,0.4946078956127167,0.4933079481124878,0.2478695809841156,0.2516145408153534,0.6633074283599854,0.49057599902153015,0.4933079481124878,0.18183858692646027,0.2357102781534195,0.4946078956127167,0.4933079481124878,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.3283594250679016,0.3015086054801941,0.23255878686904907,0.19927625358104706,0.5201468467712402,0.22411894798278809,0.31091248989105225
on,0.28633859753608704,0.21483109891414642,0.41031414270401,0.5107308030128479,0.17248551547527313,0.08085590600967407,0.3966929316520691,0.5107308030128479,0.191445454955101,0.20550084114074707,0.4077630043029785,0.9999999403953552,0.5107308030128479,0.15897154808044434,0.16563405096530914,0.3966929316520691,0.5107308030128479,0.1726921796798706,0.49057599902153015,0.34226128458976746,0.3410046398639679,0.26663315296173096,0.2670976221561432,0.19090485572814941,0.1774439811706543,0.46853652596473694,0.07902959734201431,0.2714994251728058
the,0.367077499628067,0.19456727802753448,0.535392165184021,1.0,0.19930796325206757,0.2749496400356293,0.733189046382904,1.0,0.256483793258667,0.39486879110336304,0.5171257257461548,0.5107308030128479,1.0,0.2713199555873871,0.21580778062343597,0.733189046382904,1.0,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.2704800069332123,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.6662389636039734,0.037181392312049866,0.22068053483963013
babylonian,0.16733857989311218,0.19392326474189758,0.16388097405433655,0.2713199555873871,0.22835023701190948,0.23065036535263062,0.19601956009864807,0.2713199555873871,0.18850968778133392,0.18013742566108704,0.21241827309131622,0.15897154808044434,0.2713199555873871,1.0,0.3117485046386719,0.19601956009864807,0.2713199555873871,0.14952711760997772,0.18183858692646027,0.1837731897830963,0.18462572991847992,0.15573234856128693,0.1685340702533722,0.156879261136055,0.12567992508411407,0.18502527475357056,0.07768150418996811,0.15804585814476013
captivity,0.13535013794898987,0.16815026104450226,0.2241005152463913,0.21580778062343597,0.14411377906799316,0.16027474403381348,0.16027642786502838,0.21580778062343597,0.10568956285715103,0.16033463180065155,0.2562742531299591,0.16563405096530914,0.21580778062343597,0.3117485046386719,1.0,0.16027642786502838,0.21580778062343597,0.1728924810886383,0.2357102781534195,0.15971042215824127,0.22970294952392578,0.21528716385364532,0.1880059838294983,0.1469104140996933,0.21530045568943024,0.2230125516653061,0.07576515525579453,0.17312611639499664
of,0.3665722906589508,0.22269268333911896,0.41548454761505127,0.733189046382904,0.23494116961956024,0.2703571617603302,1.0,0.733189046382904,0.2122138887643814,0.3102196156978607,0.5116966962814331,0.3966929316520691,0.733189046382904,0.19601956009864807,0.16027642786502838,1.0,0.733189046382904,0.3079429268836975,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.23473061621189117,0.2513895630836487,0.1719115972518921,0.19541172683238983,0.5696388483047485,0.07661939412355423,0.1826142966747284
the,0.367077499628067,0.19456727802753448,0.535392165184021,1.0,0.19930796325206757,0.2749496400356293,0.733189046382904,1.0,0.256483793258667,0.39486879110336304,0.5171257257461548,0.5107308030128479,1.0,0.2713199555873871,0.21580778062343597,0.733189046382904,1.0,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.2704800069332123,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.6662389636039734,0.037181392312049866,0.22068053483963013
church,0.09906179457902908,0.19299384951591492,0.24439501762390137,0.23846197128295898,0.4306148588657379,0.29792776703834534,0.3079429268836975,0.23846197128295898,0.16118204593658447,0.21878434717655182,0.1976170688867569,0.1726921796798706,0.23846197128295898,0.14952711760997772,0.1728924810886383,0.3079429268836975,0.23846197128295898,0.9999999403953552,0.2707274258136749,0.1944202184677124,0.18248632550239563,0.1676909178495407,0.16781097650527954,0.379041463136673,0.07678277045488358,0.2493300437927246,0.1376914232969284,0.18081501126289368
",",0.340058833360672,0.32399630546569824,0.44245919585227966,0.4933079481124878,0.23595517873764038,0.20298367738723755,0.4946078956127167,0.4933079481124878,0.2478695809841156,0.2516145408153534,0.6633074283599854,0.49057599902153015,0.4933079481124878,0.18183858692646027,0.2357102781534195,0.4946078956127167,0.4933079481124878,0.2707274258136749,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.3283594250679016,0.3015086054801941,0.23255878686904907,0.19927625358104706,0.5201468467712402,0.22411894798278809,0.31091248989105225
and,0.3610946238040924,0.24819931387901306,0.48971283435821533,0.5171257257461548,0.210403174161911,0.21488046646118164,0.5116966962814331,0.5171257257461548,0.25850871205329895,0.2466844916343689,1.0,0.4077630043029785,0.5171257257461548,0.21241827309131622,0.2562742531299591,0.5116966962814331,0.5171257257461548,0.1976170688867569,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.37551814317703247,0.34479495882987976,0.20796556770801544,0.2701570689678192,0.4954058527946472,0.09650196135044098,0.20544172823429108
on,0.28633859753608704,0.21483109891414642,0.41031414270401,0.5107308030128479,0.17248551547527313,0.08085590600967407,0.3966929316520691,0.5107308030128479,0.191445454955101,0.20550084114074707,0.4077630043029785,0.9999999403953552,0.5107308030128479,0.15897154808044434,0.16563405096530914,0.3966929316520691,0.5107308030128479,0.1726921796798706,0.49057599902153015,0.34226128458976746,0.3410046398639679,0.26663315296173096,0.2670976221561432,0.19090485572814941,0.1774439811706543,0.46853652596473694,0.07902959734201431,0.2714994251728058
the,0.367077499628067,0.19456727802753448,0.535392165184021,1.0,0.19930796325206757,0.2749496400356293,0.733189046382904,1.0,0.256483793258667,0.39486879110336304,0.5171257257461548,0.5107308030128479,1.0,0.2713199555873871,0.21580778062343597,0.733189046382904,1.0,0.23846197128295898,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.2704800069332123,0.34736719727516174,0.1759674996137619,0.23457570374011993,0.6662389636039734,0.037181392312049866,0.22068053483963013
freedom,0.13539935648441315,0.25024253129959106,0.24531033635139465,0.24307598173618317,0.1969612091779709,0.29724442958831787,0.26562249660491943,0.24307598173618317,0.17095504701137543,0.3286713659763336,0.23808901011943817,0.14023002982139587,0.24307598173618317,0.14899003505706787,0.2248002290725708,0.26562249660491943,0.24307598173618317,0.24909649789333344,0.2331300526857376,0.21405836939811707,0.22789159417152405,0.24059580266475677,0.21706336736679077,0.31829243898391724,0.03717896714806557,0.18632450699806213,0.09584420919418335,0.1626027375459671
of,0.3665722906589508,0.22269268333911896,0.41548454761505127,0.733189046382904,0.23494116961956024,0.2703571617603302,1.0,0.733189046382904,0.2122138887643814,0.3102196156978607,0.5116966962814331,0.3966929316520691,0.733189046382904,0.19601956009864807,0.16027642786502838,1.0,0.733189046382904,0.3079429268836975,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.23473061621189117,0.2513895630836487,0.1719115972518921,0.19541172683238983,0.5696388483047485,0.07661939412355423,0.1826142966747284
a,0.26277080178260803,0.19027459621429443,0.45503583550453186,0.5829201340675354,0.1843954622745514,0.20495207607746124,0.5052502155303955,0.5829201340675354,0.23789440095424652,0.23379194736480713,0.3739250600337982,0.3848365545272827,0.5829201340675354,0.16974599659442902,0.14896544814109802,0.5052502155303955,0.5829201340675354,0.19588641822338104,0.427140474319458,0.3320399522781372,0.2806335389614105,0.266241192817688,0.2552328109741211,0.17967689037322998,0.2757846415042877,0.539380669593811,0.022416094318032265,0.23916715383529663
christian,0.13477058708667755,0.10251443833112717,0.19438040256500244,0.19930796325206757,1.0,0.20545291900634766,0.23494116961956024,0.19930796325206757,0.34288427233695984,0.173524871468544,0.210403174161911,0.17248551547527313,0.19930796325206757,0.22835023701190948,0.14411377906799316,0.23494116961956024,0.19930796325206757,0.4306148588657379,0.23595517873764038,0.17849333584308624,0.16918499767780304,0.1581438183784485,0.20078235864639282,0.36969617009162903,0.0389287993311882,0.17218929529190063,0.16043449938297272,0.1508396863937378
.,0.28636154532432556,0.21847887337207794,0.4645031690597534,0.5934505462646484,0.2474701702594757,0.21993549168109894,0.5352458953857422,0.5934505462646484,0.2407633364200592,0.2852533757686615,0.588965117931366,0.49257001280784607,0.5934505462646484,0.1725197434425354,0.25267770886421204,0.5352458953857422,0.5934505462646484,0.28898224234580994,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.33121398091316223,0.35288307070732117,0.24907569587230682,0.2587496340274811,0.5591574311256409,0.1826719343662262,0.4130953550338745
