,who,is,denver,'s,defensive,coordinator,?
seasons,0.1471238136291504,0.18750202655792236,0.2944974899291992,0.02644028328359127,0.28508543968200684,0.18001686036586761,0.13766995072364807
",",0.3365725874900818,0.4691906273365021,0.25173696875572205,-0.0016132977325469255,0.238240584731102,0.26595932245254517,0.31091248989105225
the,0.3733934462070465,0.5823672413825989,0.2052404284477234,-0.01540423184633255,0.2644767463207245,0.2257796972990036,0.22068053483963013
team,0.22248858213424683,0.14871908724308014,0.18347741663455963,0.04450521618127823,0.29894882440567017,0.2685692012310028,0.11243411153554916
has,0.2558172643184662,0.5668748617172241,0.1570703387260437,-0.040683966130018234,0.19141976535320282,0.12188820540904999,0.15994466841220856
continued,0.15470513701438904,0.14516563713550568,0.1505223959684372,0.02139776200056076,0.14950324594974518,0.16767342388629913,0.10404038429260254
to,0.42656609416007996,0.42745086550712585,0.23706497251987457,0.03782717138528824,0.21831567585468292,0.21147672832012177,0.29463258385658264
set,0.19352185726165771,0.21148966252803802,0.16463486850261688,0.05998389050364494,0.2013164758682251,0.2586110830307007,0.1698019951581955
numerous,0.24434210360050201,0.14785398542881012,0.13332878053188324,-0.008055475540459156,0.17197296023368835,0.15214669704437256,0.0875130444765091
individual,0.30539795756340027,0.21069909632205963,0.14617708325386047,0.007690947037190199,0.14187179505825043,0.09853918850421906,0.2058374285697937
",",0.3365725874900818,0.4691906273365021,0.25173696875572205,-0.0016132977325469255,0.238240584731102,0.26595932245254517,0.31091248989105225
league,0.2161521464586258,0.1591515690088272,0.25544992089271545,0.0167086161673069,0.3081902265548706,0.26920315623283386,0.15941482782363892
and,0.41279885172843933,0.3859752118587494,0.20625516772270203,0.06895173341035843,0.22892872989177704,0.24121041595935822,0.20544172823429108
franchise,0.26402056217193604,0.202643483877182,0.3239319920539856,-0.032248400151729584,0.24784992635250092,0.2565670311450958,0.13445523381233215
records,0.1928240954875946,0.16368350386619568,0.1516251266002655,0.015400216914713383,0.08396381139755249,0.11220991611480713,0.12384546548128128
.,0.3541337847709656,0.4569662809371948,0.2573630213737488,-0.003708066651597619,0.21469862759113312,0.2239839881658554,0.4130953550338745
