,recently,a,more,detailed,model,of,the,earth,was,developed,.,seismologists,were,able,to,create,this,using,images,of,what,from,the,interior,of,the,earth,?
images,0.1633133590221405,0.2026885449886322,0.21457575261592865,0.39468351006507874,0.19303327798843384,0.2139289528131485,0.22232814133167267,0.23365189135074615,0.12238597869873047,0.1379389464855194,0.20531399548053741,0.19742077589035034,0.2116612046957016,0.20833611488342285,0.2165423482656479,0.30507487058639526,0.2721690535545349,0.29577168822288513,0.9999999403953552,0.2139289528131485,0.23456238210201263,0.22353748977184296,0.22232814133167267,0.2180226743221283,0.2139289528131485,0.22232814133167267,0.23365189135074615,0.22502069175243378
of,0.21953822672367096,0.5052502155303955,0.30478984117507935,0.34139877557754517,0.18271391093730927,1.0,0.733189046382904,0.2329314798116684,0.4069072902202606,0.21960023045539856,0.5352458953857422,0.22042883932590485,0.34038281440734863,0.23883962631225586,0.41548454761505127,0.23675619065761566,0.45148900151252747,0.24298200011253357,0.2139289528131485,1.0,0.33290785551071167,0.4249346852302551,0.733189046382904,0.31906411051750183,1.0,0.733189046382904,0.2329314798116684,0.1826142966747284
wave,0.08012105524539948,0.2574753165245056,0.157323956489563,0.1289665549993515,0.2067594826221466,0.2050720453262329,0.23117129504680634,0.22120054066181183,0.16078074276447296,0.2478470355272293,0.27744948863983154,0.344480037689209,0.1328369528055191,0.1525927633047104,0.2241983711719513,0.22022821009159088,0.23410721123218536,0.22885240614414215,0.18951371312141418,0.2050720453262329,0.21830487251281738,0.22896839678287506,0.23117129504680634,0.15216323733329773,0.2050720453262329,0.23117129504680634,0.22120054066181183,0.19408074021339417
speeds,0.22444166243076324,0.23149725794792175,0.33485764265060425,0.2512747347354889,0.18962988257408142,0.1700170487165451,0.21895723044872284,0.2851119339466095,0.18840493261814117,0.2571296691894531,0.1877630650997162,0.3253483474254608,0.17576710879802704,0.28303584456443787,0.3114930987358093,0.19283051788806915,0.2808719277381897,0.2558582127094269,0.1967824548482895,0.1700170487165451,0.2440633624792099,0.18341025710105896,0.21895723044872284,0.15093891322612762,0.1700170487165451,0.21895723044872284,0.2851119339466095,0.16825072467327118
inside,0.1866486370563507,0.35481444001197815,0.24904127418994904,0.15789033472537994,0.1791650354862213,0.2544495463371277,0.35313180088996887,0.2539364993572235,0.16262930631637573,0.16914789378643036,0.3128161132335663,0.14647096395492554,0.21396145224571228,0.2673444151878357,0.27900636196136475,0.3134143352508545,0.3167640268802643,0.33117595314979553,0.2259397804737091,0.2544495463371277,0.2567365765571594,0.21675673127174377,0.35313180088996887,0.290916383266449,0.2544495463371277,0.35313180088996887,0.2539364993572235,0.14505037665367126
the,0.2774651348590851,0.5829201340675354,0.39758381247520447,0.287728875875473,0.14028635621070862,0.733189046382904,1.0,0.2801888585090637,0.48711544275283813,0.24490751326084137,0.5934505462646484,0.2834262251853943,0.3906462490558624,0.3435857892036438,0.535392165184021,0.25265660881996155,0.6274310946464539,0.28364112973213196,0.22232814133167267,0.733189046382904,0.42745697498321533,0.40150508284568787,1.0,0.30233609676361084,0.733189046382904,1.0,0.2801888585090637,0.22068053483963013
earth,0.166434183716774,0.21121151745319366,0.19403211772441864,0.15480151772499084,0.07608746737241745,0.2329314798116684,0.2801888585090637,1.0,0.18661361932754517,0.11914043128490448,0.2542925775051117,0.3746615946292877,0.1662740856409073,0.17496968805789948,0.2486501932144165,0.20201264321804047,0.2956106662750244,0.20712430775165558,0.23365189135074615,0.2329314798116684,0.25883176922798157,0.1997482180595398,0.2801888585090637,0.19265501201152802,0.2329314798116684,0.2801888585090637,1.0,0.17717236280441284
in,0.32725074887275696,0.539380669593811,0.32563260197639465,0.23479875922203064,0.2267826348543167,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.45514053106307983,0.2498214840888977,0.5591574311256409,0.20912843942642212,0.3815755248069763,0.23456627130508423,0.45010748505592346,0.21287982165813446,0.45205554366111755,0.2717311978340149,0.1735273003578186,0.5696388483047485,0.30808621644973755,0.4274188280105591,0.6662389636039734,0.1942717432975769,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.20430970191955566
the,0.2774651348590851,0.5829201340675354,0.39758381247520447,0.287728875875473,0.14028635621070862,0.733189046382904,1.0,0.2801888585090637,0.48711544275283813,0.24490751326084137,0.5934505462646484,0.2834262251853943,0.3906462490558624,0.3435857892036438,0.535392165184021,0.25265660881996155,0.6274310946464539,0.28364112973213196,0.22232814133167267,0.733189046382904,0.42745697498321533,0.40150508284568787,1.0,0.30233609676361084,0.733189046382904,1.0,0.2801888585090637,0.22068053483963013
same,0.22725790739059448,0.4048157036304474,0.2824520468711853,0.15431982278823853,0.21815288066864014,0.3808329105377197,0.4583131968975067,0.25783753395080566,0.27172183990478516,0.20922377705574036,0.3682591915130615,0.2806827127933502,0.27093493938446045,0.22846099734306335,0.3205692768096924,0.20335765182971954,0.49053558707237244,0.3092328608036041,0.230635404586792,0.3808329105377197,0.3764382302761078,0.29289567470550537,0.4583131968975067,0.1805420219898224,0.3808329105377197,0.4583131968975067,0.25783753395080566,0.22649677097797394
way,0.27099135518074036,0.3330821096897125,0.40340936183929443,0.28181949257850647,0.18446935713291168,0.266871839761734,0.36217406392097473,0.2151922732591629,0.2418399453163147,0.17389217019081116,0.33520638942718506,0.28126218914985657,0.2970612645149231,0.44137269258499146,0.4772548973560333,0.3605658710002899,0.44083642959594727,0.4523937702178955,0.22555282711982727,0.266871839761734,0.4835909903049469,0.2694782316684723,0.36217406392097473,0.1254824995994568,0.266871839761734,0.36217406392097473,0.2151922732591629,0.31575819849967957
a,0.2841660678386688,1.0,0.3452818691730499,0.2346991002559662,0.29218459129333496,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.4508470594882965,0.286296546459198,0.50484299659729,0.19367516040802002,0.17203083634376526,0.2874686121940613,0.45503583550453186,0.3041161596775055,0.5422310829162598,0.32226553559303284,0.2026885449886322,0.5052502155303955,0.3320399522781372,0.322764128446579,0.5829201340675354,0.19262219965457916,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.23916715383529663
doctor,0.15290944278240204,0.22883038222789764,0.16165468096733093,0.11189261078834534,0.12729014456272125,0.16895952820777893,0.2820442318916321,0.16607566177845,0.19672659039497375,0.10243392735719681,0.22361043095588684,0.25875529646873474,0.11412792652845383,0.2136184722185135,0.22950075566768646,0.13800768554210663,0.16758373379707336,0.10380671918392181,0.12289533019065857,0.16895952820777893,0.20870667695999146,0.15658842027187347,0.2820442318916321,0.13964247703552246,0.16895952820777893,0.2820442318916321,0.16607566177845,0.1462511420249939
images,0.1633133590221405,0.2026885449886322,0.21457575261592865,0.39468351006507874,0.19303327798843384,0.2139289528131485,0.22232814133167267,0.23365189135074615,0.12238597869873047,0.1379389464855194,0.20531399548053741,0.19742077589035034,0.2116612046957016,0.20833611488342285,0.2165423482656479,0.30507487058639526,0.2721690535545349,0.29577168822288513,0.9999999403953552,0.2139289528131485,0.23456238210201263,0.22353748977184296,0.22232814133167267,0.2180226743221283,0.2139289528131485,0.22232814133167267,0.23365189135074615,0.22502069175243378
a,0.2841660678386688,1.0,0.3452818691730499,0.2346991002559662,0.29218459129333496,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.4508470594882965,0.286296546459198,0.50484299659729,0.19367516040802002,0.17203083634376526,0.2874686121940613,0.45503583550453186,0.3041161596775055,0.5422310829162598,0.32226553559303284,0.2026885449886322,0.5052502155303955,0.3320399522781372,0.322764128446579,0.5829201340675354,0.19262219965457916,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.23916715383529663
body,0.15276040136814117,0.26263290643692017,0.22450439631938934,0.20566043257713318,0.10354331135749817,0.25063133239746094,0.31682634353637695,0.2948257625102997,0.19372783601284027,0.16755066812038422,0.29751062393188477,0.19438649713993073,0.15840208530426025,0.21580953896045685,0.307265043258667,0.22937460243701935,0.314092218875885,0.22539570927619934,0.18550151586532593,0.25063133239746094,0.2143840193748474,0.16964858770370483,0.31682634353637695,0.2152709811925888,0.25063133239746094,0.31682634353637695,0.2948257625102997,0.20136451721191406
in,0.32725074887275696,0.539380669593811,0.32563260197639465,0.23479875922203064,0.2267826348543167,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.45514053106307983,0.2498214840888977,0.5591574311256409,0.20912843942642212,0.3815755248069763,0.23456627130508423,0.45010748505592346,0.21287982165813446,0.45205554366111755,0.2717311978340149,0.1735273003578186,0.5696388483047485,0.30808621644973755,0.4274188280105591,0.6662389636039734,0.1942717432975769,0.5696388483047485,0.6662389636039734,0.18566735088825226,0.20430970191955566
a,0.2841660678386688,1.0,0.3452818691730499,0.2346991002559662,0.29218459129333496,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.4508470594882965,0.286296546459198,0.50484299659729,0.19367516040802002,0.17203083634376526,0.2874686121940613,0.45503583550453186,0.3041161596775055,0.5422310829162598,0.32226553559303284,0.2026885449886322,0.5052502155303955,0.3320399522781372,0.322764128446579,0.5829201340675354,0.19262219965457916,0.5052502155303955,0.5829201340675354,0.21121151745319366,0.23916715383529663
ct,0.15220139920711517,0.15268878638744354,0.09801872074604034,0.1046488881111145,0.13089904189109802,0.1979752480983734,0.17415112257003784,0.033416617661714554,0.1506657749414444,0.14518268406391144,0.2558519244194031,0.1436690390110016,0.06106649711728096,0.13676320016384125,0.15145230293273926,0.20895670354366302,0.16180475056171417,0.18015509843826294,0.08105079084634781,0.1979752480983734,0.1796182245016098,0.17682696878910065,0.17415112257003784,0.16152432560920715,0.1979752480983734,0.17415112257003784,0.033416617661714554,0.17731444537639618
scan,0.22380098700523376,0.22811377048492432,0.2385953813791275,0.36112281680107117,0.15611021220684052,0.20521023869514465,0.19230526685714722,0.2238200306892395,0.1149015948176384,0.10825295746326447,0.1347285956144333,0.2502506673336029,0.08976078033447266,0.20653977990150452,0.2284097522497177,0.2411632090806961,0.2776747941970825,0.2801753282546997,0.33128395676612854,0.20521023869514465,0.2501791715621948,0.16561584174633026,0.19230526685714722,0.1558479517698288,0.20521023869514465,0.19230526685714722,0.2238200306892395,0.21560382843017578
.,0.2900089621543884,0.50484299659729,0.4070230722427368,0.2614998519420624,0.1938832700252533,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.40146201848983765,0.2569568455219269,1.0000001192092896,0.2054261565208435,0.3378238379955292,0.34544092416763306,0.4645031690597534,0.2916513681411743,0.500583827495575,0.3629456162452698,0.20531399548053741,0.5352458953857422,0.3567904531955719,0.41536515951156616,0.5934505462646484,0.261873334646225,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.4130953550338745
