,why,do,land,plants,have,more,and,smaller,chloroplasts,?
or,0.3391086459159851,0.39439281821250916,0.17952218651771545,0.34268948435783386,0.46389055252075195,0.41612157225608826,0.4713204801082611,0.3264560401439667,0.3088610768318176,0.32389625906944275
spread,0.22445589303970337,0.20397695899009705,0.15282779932022095,0.23262226581573486,0.27420684695243835,0.29887232184410095,0.2815358638763428,0.23402461409568787,0.2135464996099472,0.16482828557491302
out,0.33142736554145813,0.30558764934539795,0.22960658371448517,0.2509097158908844,0.3612789809703827,0.3380376398563385,0.3881998062133789,0.2592999339103699,0.21616721153259277,0.22020699083805084
may,0.25454580783843994,0.28230178356170654,0.15317511558532715,0.20440028607845306,0.35194188356399536,0.3057594895362854,0.34598252177238464,0.22794802486896515,0.20728635787963867,0.2768254578113556
be,0.4042811989784241,0.36575672030448914,0.18650540709495544,0.2669433653354645,0.5760743618011475,0.5445363521575928,0.41766801476478577,0.3126726448535919,0.2777445316314697,0.3324260413646698
the,0.30742117762565613,0.30239659547805786,0.28587454557418823,0.29499560594558716,0.40389683842658997,0.39758381247520447,0.5171257257461548,0.3588939607143402,0.23062430322170258,0.22068053483963013
reason,0.6080238819122314,0.3240116238594055,0.1971658319234848,0.2207549810409546,0.3973180651664734,0.3343133330345154,0.26490068435668945,0.15078413486480713,0.23885343968868256,0.3403966724872589
why,0.9999999403953552,0.42639148235321045,0.14311788976192474,0.24727660417556763,0.4418443739414215,0.3769288659095764,0.27806392312049866,0.20204110443592072,0.22792738676071167,0.5345069766044617
land,0.14311788976192474,0.12396524101495743,1.0000001192092896,0.3157452344894409,0.24725517630577087,0.22462385892868042,0.2874513864517212,0.17725230753421783,0.193926602602005,0.1432059109210968
plants,0.24727660417556763,0.2695476710796356,0.3157452344894409,1.0,0.31308507919311523,0.24404355883598328,0.3052898943424225,0.20718716084957123,0.5701043605804443,0.1473488062620163
evolved,0.16323396563529968,0.21061402559280396,0.24139463901519775,0.37272658944129944,0.37328389286994934,0.260335236787796,0.24750208854675293,0.30399438738822937,0.40821507573127747,0.1599971204996109
to,0.4100138247013092,0.38876664638519287,0.2885280251502991,0.27162864804267883,0.4544740617275238,0.47084665298461914,0.48971283435821533,0.2597835958003998,0.23370109498500824,0.29463258385658264
have,0.4418443739414215,0.49831271171569824,0.24725517630577087,0.31308507919311523,0.9999999403953552,0.49033403396606445,0.4711785912513733,0.36841920018196106,0.29091566801071167,0.32991164922714233
many,0.38531482219696045,0.38738366961479187,0.19642266631126404,0.3341540992259979,0.5841760635375977,0.48608261346817017,0.5296266674995422,0.319895476102829,0.25650450587272644,0.2124512493610382
small,0.2009722888469696,0.266916424036026,0.23505228757858276,0.2972499132156372,0.3501087725162506,0.286228209733963,0.35207539796829224,0.660792350769043,0.2841032147407532,0.13914890587329865
chloroplasts,0.22792738676071167,0.2621478736400604,0.193926602602005,0.5701043605804443,0.29091566801071167,0.244172602891922,0.21511349081993103,0.2325296401977539,0.9999999403953552,0.13049766421318054
instead,0.4018612504005432,0.36403313279151917,0.18920542299747467,0.1943751573562622,0.3414740264415741,0.3581869602203369,0.38524195551872253,0.2756657302379608,0.24632073938846588,0.2942638397216797
of,0.28464117646217346,0.26150479912757874,0.3057127296924591,0.29386165738105774,0.3802283704280853,0.30478984117507935,0.5116966962814331,0.30439993739128113,0.23179760575294495,0.1826142966747284
a,0.2667238116264343,0.26237669587135315,0.247930645942688,0.21329157054424286,0.338716596364975,0.3452818691730499,0.3739250600337982,0.26141878962516785,0.24622295796871185,0.23916715383529663
few,0.328403502702713,0.3024646043777466,0.2173304259777069,0.26800820231437683,0.4513930082321167,0.45440322160720825,0.39845648407936096,0.2803041636943817,0.20592214167118073,0.2334265559911728
big,0.2516357898712158,0.23803721368312836,0.16200044751167297,0.16788595914840698,0.27445417642593384,0.19706177711486816,0.30164432525634766,0.3905625641345978,0.13414564728736877,0.20497842133045197
ones,0.33214709162712097,0.3241814076900482,0.15171696245670319,0.26202476024627686,0.5054285526275635,0.46327778697013855,0.42323723435401917,0.3051269054412842,0.22590558230876923,0.28155767917633057
.,0.32909876108169556,0.3613996207714081,0.259204238653183,0.2542511522769928,0.41614407300949097,0.4070230722427368,0.588965117931366,0.24807988107204437,0.23868323862552643,0.4130953550338745
