,how,many,apollo,missions,were,manned,by,the,previous,mercury,and,gemini,veterans,?
on,0.32655060291290283,0.32520127296447754,0.16069947183132172,0.2538504898548126,0.2774328887462616,0.22706209123134613,0.33887791633605957,0.5107308030128479,0.24665234982967377,0.186717227101326,0.4077630043029785,0.25157874822616577,0.2600739896297455,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.2169172167778015,0.26288601756095886,0.3906462490558624,0.2392944097518921,0.4408751428127289,1.0,0.34706559777259827,0.2059478461742401,0.5171257257461548,0.24857638776302338,0.3290243446826935,0.22068053483963013
moon,0.209036186337471,0.14061444997787476,0.512973427772522,0.30764681100845337,0.15599286556243896,0.3893072307109833,0.2189643681049347,0.23613092303276062,0.13951115310192108,0.28807368874549866,0.2018347829580307,0.43889614939689636,0.06825549155473709,0.1442703753709793
on,0.32655060291290283,0.32520127296447754,0.16069947183132172,0.2538504898548126,0.2774328887462616,0.22706209123134613,0.33887791633605957,0.5107308030128479,0.24665234982967377,0.186717227101326,0.4077630043029785,0.25157874822616577,0.2600739896297455,0.2714994251728058
the,0.33890387415885925,0.4335206151008606,0.2169172167778015,0.26288601756095886,0.3906462490558624,0.2392944097518921,0.4408751428127289,1.0,0.34706559777259827,0.2059478461742401,0.5171257257461548,0.24857638776302338,0.3290243446826935,0.22068053483963013
last,0.24577783048152924,0.21182136237621307,0.19937099516391754,0.18065673112869263,0.25959286093711853,0.20612575113773346,0.24441376328468323,0.3698786795139313,0.410778284072876,0.12028484791517258,0.25967320799827576,0.170678049325943,0.26772454380989075,0.22371746599674225
mission,0.17383652925491333,0.160925030708313,0.4094500243663788,0.8248506784439087,0.16210246086120605,0.496903657913208,0.18301942944526672,0.22673439979553223,0.14877519011497498,0.21709232032299042,0.16932862997055054,0.38291406631469727,0.17848683893680573,0.19506393373012543
",",0.22659391164779663,0.40610817074775696,0.19808128476142883,0.2626538574695587,0.36755475401878357,0.1752677708864212,0.3680937886238098,0.4933079481124878,0.26843470335006714,0.24557945132255554,0.6633074283599854,0.20266446471214294,0.18481110036373138,0.31091248989105225
apollo,0.13699254393577576,0.13721908628940582,0.9999999403953552,0.3512161374092102,0.183358833193779,0.5195745825767517,0.1803566962480545,0.2169172167778015,0.14385348558425903,0.41751042008399963,0.15251155197620392,0.5220452547073364,0.13727416098117828,0.191528782248497
17,0.11148978024721146,0.08628290146589279,0.05491294339299202,0.14811448752880096,0.15060774981975555,0.12613645195960999,0.13851910829544067,0.10537172853946686,0.07873540371656418,0.12313176691532135,0.11462654173374176,0.022630516439676285,0.1685890108346939,0.17603135108947754
.,0.3287222981452942,0.3974229395389557,0.22384987771511078,0.2895781993865967,0.3378238379955292,0.2219262570142746,0.3936232924461365,0.5934505462646484,0.24575935304164886,0.22198538482189178,0.588965117931366,0.19767239689826965,0.2437395304441452,0.4130953550338745
