,which,airport,is,home,to,the,busiest,single,runway,in,the,world,?
passenger,0.21829505264759064,0.49021145701408386,0.19047372043132782,0.1270584762096405,0.2609814405441284,0.22676396369934082,0.5038601160049438,0.21766036748886108,0.4571661651134491,0.22410228848457336,0.22676396369934082,0.1418527513742447,0.13056927919387817
traffic,0.23032204806804657,0.4167071282863617,0.23107631504535675,0.14437562227249146,0.2721680998802185,0.2208961844444275,0.43630659580230713,0.1752958744764328,0.3373769521713257,0.16985389590263367,0.2208961844444275,0.14892107248306274,0.19721992313861847
),0.2758678197860718,0.1706002801656723,0.37732169032096863,0.14981858432292938,0.31236231327056885,0.3456730246543884,0.17511434853076935,0.19753961265087128,0.08060828596353531,0.3326910734176636,0.3456730246543884,0.22386978566646576,0.42300865054130554
;,-0.01244901679456234,0.02678789384663105,0.05324986204504967,0.08472496271133423,0.0979827418923378,0.09152708947658539,0.18399204313755035,0.1043407991528511,-0.024354087188839912,0.092739537358284,0.09152708947658539,0.09254426509141922,0.10349778085947037
san,0.190042182803154,0.21227765083312988,0.1594623327255249,0.16137748956680298,0.21651452779769897,0.2858080565929413,0.20352785289287567,0.17116442322731018,0.15566925704479218,0.2617562413215637,0.2858080565929413,0.1822192370891571,0.10952327400445938
diego,0.12495049089193344,0.22032442688941956,0.1608497053384781,0.21292376518249512,0.17890489101409912,0.20885010063648224,0.16080978512763977,0.20222727954387665,0.20089802145957947,0.2255222201347351,0.20885010063648224,0.2056870311498642,0.11438121646642685
international,0.2492714822292328,0.5339593887329102,0.19279639422893524,0.1566273272037506,0.21173149347305298,0.23719607293605804,0.361261785030365,0.1723230481147766,0.35518166422843933,0.26377472281455994,0.23719607293605804,0.3401140570640564,0.15335838496685028
airport,0.15827246010303497,0.9999998807907104,0.22916455566883087,0.2079487293958664,0.2481278032064438,0.2293178290128708,0.5352697968482971,0.09284281730651855,0.6041969656944275,0.2244764268398285,0.2293178290128708,0.12566566467285156,0.13105051219463348
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
busiest,0.2241467535495758,0.5352697968482971,0.2508534789085388,0.20688223838806152,0.19131967425346375,0.30110985040664673,1.0000001192092896,0.3078021705150604,0.3921981155872345,0.29075419902801514,0.30110985040664673,0.3097776174545288,0.15537287294864655
single,0.34546270966529846,0.09284281730651855,0.27151715755462646,0.13927645981311798,0.2593121826648712,0.29338565468788147,0.3078021705150604,0.9999998807907104,0.18240763247013092,0.23017926514148712,0.29338565468788147,0.15475274622440338,0.2151121199131012
runway,0.1935330331325531,0.6041969656944275,0.16376128792762756,0.16060498356819153,0.197613924741745,0.20204009115695953,0.3921981155872345,0.18240763247013092,0.9999999403953552,0.20606689155101776,0.20204009115695953,0.15578758716583252,0.10900069773197174
airport,0.15827246010303497,0.9999998807907104,0.22916455566883087,0.2079487293958664,0.2481278032064438,0.2293178290128708,0.5352697968482971,0.09284281730651855,0.6041969656944275,0.2244764268398285,0.2293178290128708,0.12566566467285156,0.13105051219463348
in,0.4840516746044159,0.2244764268398285,0.5394441485404968,0.30467477440834045,0.45010748505592346,0.6662389636039734,0.29075419902801514,0.23017926514148712,0.20606689155101776,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.29213306307792664,0.12566566467285156,0.24458536505699158,0.18891756236553192,0.26213452219963074,0.33604270219802856,0.3097776174545288,0.15475274622440338,0.15578758716583252,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
;,-0.01244901679456234,0.02678789384663105,0.05324986204504967,0.08472496271133423,0.0979827418923378,0.09152708947658539,0.18399204313755035,0.1043407991528511,-0.024354087188839912,0.092739537358284,0.09152708947658539,0.09254426509141922,0.10349778085947037
van,0.12843205034732819,0.0892050713300705,0.13741689920425415,0.13473111391067505,0.198682501912117,0.13541297614574432,0.13809889554977417,0.15363569557666779,0.1463003307580948,0.19506873190402985,0.13541297614574432,0.12287960201501846,0.15528257191181183
nuys,0.16520173847675323,0.2530364692211151,0.2384500801563263,0.3611910343170166,0.25613293051719666,0.28316059708595276,0.2490479201078415,0.1499076783657074,0.2971876561641693,0.382490336894989,0.28316059708595276,0.2416074573993683,0.20751376450061798
airport,0.15827246010303497,0.9999998807907104,0.22916455566883087,0.2079487293958664,0.2481278032064438,0.2293178290128708,0.5352697968482971,0.09284281730651855,0.6041969656944275,0.2244764268398285,0.2293178290128708,0.12566566467285156,0.13105051219463348
",",0.3658004403114319,0.2669869363307953,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.4933079481124878,0.26035505533218384,0.21322597563266754,0.21834664046764374,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
the,0.6521818041801453,0.2293178290128708,0.5823672413825989,0.28978195786476135,0.535392165184021,1.0,0.30110985040664673,0.29338565468788147,0.20204009115695953,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.29213306307792664,0.12566566467285156,0.24458536505699158,0.18891756236553192,0.26213452219963074,0.33604270219802856,0.3097776174545288,0.15475274622440338,0.15578758716583252,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
's,0.03856118768453598,-0.04957332834601402,0.02396530658006668,0.07170099765062332,0.03782717138528824,-0.01540423184633255,0.006174842361360788,0.02529025822877884,0.007952469401061535,-0.037580832839012146,-0.01540423184633255,0.11877062171697617,-0.023395681753754616
busiest,0.2241467535495758,0.5352697968482971,0.2508534789085388,0.20688223838806152,0.19131967425346375,0.30110985040664673,1.0000001192092896,0.3078021705150604,0.3921981155872345,0.29075419902801514,0.30110985040664673,0.3097776174545288,0.15537287294864655
general,0.19923317432403564,0.1885322779417038,0.20144300162792206,0.0894777700304985,0.24755197763442993,0.28634732961654663,0.18606281280517578,0.1963840126991272,0.12771229445934296,0.259066641330719,0.28634732961654663,0.1344487965106964,0.1972234547138214
aviation,0.17364005744457245,0.3925395607948303,0.15025636553764343,0.12948724627494812,0.18106655776500702,0.2703816592693329,0.3498811721801758,0.12426190823316574,0.35340946912765503,0.2580392062664032,0.2703816592693329,0.1904575675725937,0.1517462134361267
airport,0.15827246010303497,0.9999998807907104,0.22916455566883087,0.2079487293958664,0.2481278032064438,0.2293178290128708,0.5352697968482971,0.09284281730651855,0.6041969656944275,0.2244764268398285,0.2293178290128708,0.12566566467285156,0.13105051219463348
;,-0.01244901679456234,0.02678789384663105,0.05324986204504967,0.08472496271133423,0.0979827418923378,0.09152708947658539,0.18399204313755035,0.1043407991528511,-0.024354087188839912,0.092739537358284,0.09152708947658539,0.09254426509141922,0.10349778085947037
major,0.31470122933387756,0.18133412301540375,0.19079607725143433,0.20917731523513794,0.19240309298038483,0.31775903701782227,0.29682546854019165,0.18710987269878387,0.15584664046764374,0.3249945342540741,0.31775903701782227,0.24147333204746246,0.19788557291030884
commercial,0.28039100766181946,0.26055827736854553,0.2402932196855545,0.19584302604198456,0.2572329044342041,0.23051398992538452,0.3346411883831024,0.240707665681839,0.22688205540180206,0.2615188956260681,0.23051398992538452,0.22258545458316803,0.04216946288943291
airports,0.24161900579929352,0.8551590442657471,0.24539045989513397,0.2237408608198166,0.2841598093509674,0.297902911901474,0.5866501927375793,0.13402408361434937,0.5053470134735107,0.28724297881126404,0.297902911901474,0.20704953372478485,0.14285726845264435
at,0.3286694884300232,0.198924258351326,0.25906258821487427,0.260183721780777,0.36524343490600586,0.457212895154953,0.21847222745418549,0.12360288947820663,0.1803627759218216,0.4374977946281433,0.457212895154953,0.22825311124324799,0.21978627145290375
orange,0.20850969851016998,0.08654705435037613,0.20677390694618225,0.13657084107398987,0.21824884414672852,0.20814983546733856,0.09379705786705017,0.15901364386081696,0.06471708416938782,0.20098833739757538,0.20814983546733856,0.10254690051078796,0.1066059097647667
county,0.1709478199481964,0.28933992981910706,0.19461438059806824,0.18286332488059998,0.15845301747322083,0.21715226769447327,0.29379546642303467,0.16978751122951508,0.1642347127199173,0.31363439559936523,0.21715226769447327,0.1540473848581314,0.07680056244134903
",",0.3658004403114319,0.2669869363307953,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.4933079481124878,0.26035505533218384,0.21322597563266754,0.21834664046764374,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
bakersfield,0.16274645924568176,0.3182016611099243,0.19348205626010895,0.35355234146118164,0.22048959136009216,0.25596779584884644,0.33615702390670776,0.17165672779083252,0.29554131627082825,0.30744487047195435,0.25596779584884644,0.19608379900455475,0.14907705783843994
",",0.3658004403114319,0.2669869363307953,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.4933079481124878,0.26035505533218384,0.21322597563266754,0.21834664046764374,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
ontario,0.21397267282009125,0.13860999047756195,0.19484345614910126,0.1787622570991516,0.1554674208164215,0.23064923286437988,0.22298453748226166,0.15104609727859497,0.1319907009601593,0.2492024004459381,0.23064923286437988,0.15788505971431732,0.1380562037229538
",",0.3658004403114319,0.2669869363307953,0.4691906273365021,0.2790627181529999,0.44245919585227966,0.4933079481124878,0.26035505533218384,0.21322597563266754,0.21834664046764374,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
burbank,0.13956603407859802,0.2372087985277176,0.14307169616222382,0.30775269865989685,0.21294982731342316,0.2321508675813675,0.21829162538051605,0.14047394692897797,0.23256541788578033,0.2700030505657196,0.2321508675813675,0.23038795590400696,0.17736202478408813
and,0.506277859210968,0.1870041936635971,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.5171257257461548,0.21225601434707642,0.21896247565746307,0.18058571219444275,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
long,0.34186381101608276,0.176585391163826,0.28473302721977234,0.1626075655221939,0.30218687653541565,0.3075225353240967,0.23028242588043213,0.23311494290828705,0.25029271841049194,0.2759332060813904,0.3075225353240967,0.17942118644714355,0.19699987769126892
beach,0.20106564462184906,0.23925402760505676,0.19757364690303802,0.2629190683364868,0.18073761463165283,0.20261730253696442,0.31213900446891785,0.20283254981040955,0.2538997530937195,0.24073414504528046,0.20261730253696442,0.218809574842453,0.16120761632919312
;,-0.01244901679456234,0.02678789384663105,0.05324986204504967,0.08472496271133423,0.0979827418923378,0.09152708947658539,0.18399204313755035,0.1043407991528511,-0.024354087188839912,0.092739537358284,0.09152708947658539,0.09254426509141922,0.10349778085947037
and,0.506277859210968,0.1870041936635971,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.5171257257461548,0.21225601434707642,0.21896247565746307,0.18058571219444275,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
numerous,0.3937303423881531,0.08939657360315323,0.14785398542881012,0.1559121012687683,0.23493526875972748,0.3353725075721741,0.11152923107147217,0.1884356439113617,0.21429629623889923,0.30740252137184143,0.3353725075721741,0.26782575249671936,0.0875130444765091
smaller,0.42368072271347046,0.16258567571640015,0.22372925281524658,0.1267317831516266,0.2597835958003998,0.3588939607143402,0.22528786957263947,0.24188822507858276,0.1577717363834381,0.2774786055088043,0.3588939607143402,0.14192692935466766,0.17881669104099274
commercial,0.28039100766181946,0.26055827736854553,0.2402932196855545,0.19584302604198456,0.2572329044342041,0.23051398992538452,0.3346411883831024,0.240707665681839,0.22688205540180206,0.2615188956260681,0.23051398992538452,0.22258545458316803,0.04216946288943291
and,0.506277859210968,0.1870041936635971,0.3859752118587494,0.24667192995548248,0.48971283435821533,0.5171257257461548,0.21225601434707642,0.21896247565746307,0.18058571219444275,0.4954058527946472,0.5171257257461548,0.3246132433414459,0.20544172823429108
general,0.19923317432403564,0.1885322779417038,0.20144300162792206,0.0894777700304985,0.24755197763442993,0.28634732961654663,0.18606281280517578,0.1963840126991272,0.12771229445934296,0.259066641330719,0.28634732961654663,0.1344487965106964,0.1972234547138214
aviation,0.17364005744457245,0.3925395607948303,0.15025636553764343,0.12948724627494812,0.18106655776500702,0.2703816592693329,0.3498811721801758,0.12426190823316574,0.35340946912765503,0.2580392062664032,0.2703816592693329,0.1904575675725937,0.1517462134361267
airports,0.24161900579929352,0.8551590442657471,0.24539045989513397,0.2237408608198166,0.2841598093509674,0.297902911901474,0.5866501927375793,0.13402408361434937,0.5053470134735107,0.28724297881126404,0.297902911901474,0.20704953372478485,0.14285726845264435
.,0.45942068099975586,0.2181699424982071,0.4569662809371948,0.3067048490047455,0.4645031690597534,0.5934505462646484,0.21745024621486664,0.2360001504421234,0.1661781370639801,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
