,what,country,currently,has,a,group,who,call,themselves,huguenots,?
the,0.42745697498321533,0.30432501435279846,0.2945235073566437,0.4177538752555847,0.5829201340675354,0.30795547366142273,0.3733934462070465,0.26640447974205017,0.3444426357746124,0.30745792388916016,0.22068053483963013
society,0.23231269419193268,0.22110380232334137,0.0758553221821785,0.11762072145938873,0.22652459144592285,0.2653784453868866,0.2507454752922058,0.20215368270874023,0.2815976142883301,0.19993522763252258,0.1373005360364914
's,0.02692362666130066,0.0747150406241417,-0.0480838343501091,-0.040683966130018234,0.04866964742541313,-0.01093533169478178,0.05599616840481758,-0.021786727011203766,-0.02318161353468895,-0.00021272523736115545,-0.023395681753754616
genealogical,0.2808394730091095,0.2091902196407318,0.16024045646190643,0.13215665519237518,0.21327826380729675,0.21655310690402985,0.25370004773139954,0.1073363795876503,0.22282516956329346,0.22174470126628876,0.19768622517585754
research,0.237140491604805,0.11970259249210358,0.24483957886695862,0.2770863473415375,0.1935642808675766,0.24814368784427643,0.17335498332977295,0.14800472557544708,0.1552325338125229,0.08629520237445831,0.13481977581977844
services,0.16048473119735718,0.23066239058971405,0.21810762584209442,0.1396055817604065,0.24030502140522003,0.1810348480939865,0.24612601101398468,0.22460855543613434,0.1424778252840042,0.18690045177936554,0.1328447163105011
.,0.3567904531955719,0.26130348443984985,0.29744869470596313,0.4105546176433563,0.50484299659729,0.27268800139427185,0.3541337847709656,0.2601918876171112,0.20394743978977203,0.2170230895280838,0.4130953550338745
,what,country,currently,has,a,group,who,call,themselves,huguenots,?
[,0.010752761736512184,0.15014328062534332,0.06065249443054199,0.02594355121254921,0.03893941268324852,0.11757992953062057,0.011881873942911625,0.08452997356653214,0.013054008595645428,0.11062141507863998,0.011015460826456547
citation,0.26448965072631836,0.24553677439689636,0.14972254633903503,0.12277015298604965,0.24621744453907013,0.09706616401672363,0.11075354367494583,0.14715585112571716,0.1815095990896225,0.14196740090847015,0.3382055461406708
needed,0.3631289601325989,0.2059374898672104,0.15185493230819702,0.23918768763542175,0.2915569543838501,0.19962510466575623,0.22536601126194,0.2021261751651764,0.3379251956939697,0.1760949045419693,0.2863257825374603
],-0.03775298595428467,-0.06131766363978386,-0.025596963241696358,-0.004850034601986408,-0.049516137689352036,-0.028194081038236618,0.03976386412978172,-0.02234247513115406,0.05132601037621498,-0.03622718155384064,-0.0022520492784678936
a,0.3320399522781372,0.20991116762161255,0.2612716257572174,0.4670248031616211,1.0,0.2594761848449707,0.36608949303627014,0.2774817645549774,0.19371497631072998,0.20410758256912231,0.23916715383529663
diaspora,0.18129625916481018,0.31929811835289,0.20631647109985352,0.2152736485004425,0.1842598021030426,0.22662772238254547,0.21608157455921173,0.16650614142417908,0.22234949469566345,0.275752991437912,0.15431703627109528
of,0.33290785551071167,0.28866857290267944,0.2655649185180664,0.3909035325050354,0.5052502155303955,0.25542253255844116,0.2827862501144409,0.2378445267677307,0.2638634443283081,0.27577435970306396,0.1826142966747284
french,0.17393042147159576,0.19688838720321655,0.11488436907529831,0.16488692164421082,0.24285779893398285,0.10596541315317154,0.2756427824497223,0.16389577090740204,0.14011907577514648,0.4879878759384155,0.1386883556842804
australians,0.21888810396194458,0.3249242901802063,0.10846864432096481,0.16747181117534637,0.2011357694864273,0.21560794115066528,0.29970502853393555,0.19439314305782318,0.290312260389328,0.2725767195224762,0.1490229070186615
still,0.4548931419849396,0.25223085284233093,0.46148210763931274,0.2830006182193756,0.3478926122188568,0.13962285220623016,0.3870375156402588,0.263030081987381,0.33711379766464233,0.25910869240760803,0.3039587736129761
considers,0.3797418773174286,0.20481322705745697,0.20963600277900696,0.26575732231140137,0.34029877185821533,0.2547140121459961,0.3216301202774048,0.37477949261665344,0.40075966715812683,0.22843724489212036,0.28599849343299866
itself,0.3625122308731079,0.2337649166584015,0.19487521052360535,0.3172355592250824,0.4065200984477997,0.20261962711811066,0.1538408249616623,0.2558930218219757,0.40837809443473816,0.19840389490127563,0.17933900654315948
huguenot,0.1912020891904831,0.20042119920253754,0.09620358794927597,0.11063792556524277,0.22502337396144867,0.1790638267993927,0.32233482599258423,0.11666110903024673,0.21112482249736786,0.9459913372993469,0.1359742432832718
",",0.3087472915649414,0.27878350019454956,0.33041635155677795,0.3734780251979828,0.427140474319458,0.2809832692146301,0.3365725874900818,0.2670435905456543,0.19974499940872192,0.23394492268562317,0.31091248989105225
even,0.40872135758399963,0.27502280473709106,0.20891430974006653,0.36338135600090027,0.3278432786464691,0.21582670509815216,0.33644744753837585,0.2808059751987457,0.41193893551826477,0.24082474410533905,0.30082517862319946
after,0.21973377466201782,0.20467059314250946,0.21121478080749512,0.2195257842540741,0.3831600844860077,0.21563246846199036,0.32549580931663513,0.2089584618806839,0.23493123054504395,0.27856364846229553,0.16608688235282898
centuries,0.18983326852321625,0.2428128570318222,0.10034583508968353,0.24883827567100525,0.12476986646652222,0.12127991020679474,0.25522559881210327,0.1569494754076004,0.2533695697784424,0.3216169774532318,0.13179439306259155
of,0.33290785551071167,0.28866857290267944,0.2655649185180664,0.3909035325050354,0.5052502155303955,0.25542253255844116,0.2827862501144409,0.2378445267677307,0.2638634443283081,0.27577435970306396,0.1826142966747284
exile,0.1869683712720871,0.27700501680374146,0.09630771726369858,0.10914994776248932,0.17518585920333862,0.2523839473724365,0.28594133257865906,0.0660649910569191,0.22154462337493896,0.3267977237701416,0.0954928770661354
.,0.3567904531955719,0.26130348443984985,0.29744869470596313,0.4105546176433563,0.50484299659729,0.27268800139427185,0.3541337847709656,0.2601918876171112,0.20394743978977203,0.2170230895280838,0.4130953550338745
