,one,strategy,of,islamization,is,to,seize,power,by,what,methods,?
end,0.27769872546195984,0.18683455884456635,0.2215006798505783,0.19984745979309082,0.2179071456193924,0.3229445815086365,0.12875527143478394,0.2227461189031601,0.19136181473731995,0.29234179854393005,0.11412820219993591,0.12543344497680664
is,0.4544198513031006,0.2271415740251541,0.4854315221309662,0.2513604462146759,1.0,0.42745086550712585,0.14834517240524292,0.15234114229679108,0.3899846076965332,0.28837618231773376,0.17203092575073242,0.22961433231830597
a,0.4910551905632019,0.2418394386768341,0.5052502155303955,0.28518158197402954,0.658733606338501,0.45503583550453186,0.1691763550043106,0.21580491960048676,0.32094135880470276,0.3320399522781372,0.25402629375457764,0.23916715383529663
strategy,0.19053983688354492,1.0,0.27697277069091797,0.36278775334358215,0.2271415740251541,0.27855414152145386,0.25544843077659607,0.22666572034358978,0.2122485488653183,0.25034767389297485,0.3239132761955261,0.22400954365730286
of,0.4999135136604309,0.27697277069091797,1.0,0.31184104084968567,0.4854315221309662,0.41548454761505127,0.2697499096393585,0.25273123383522034,0.3646814823150635,0.33290785551071167,0.25110384821891785,0.1826142966747284
islamization,0.24535329639911652,0.36278775334358215,0.31184104084968567,1.0000001192092896,0.2513604462146759,0.29885247349739075,0.2148570567369461,0.24754126369953156,0.2702907919883728,0.3071947693824768,0.4227871894836426,0.24860025942325592
of,0.4999135136604309,0.27697277069091797,1.0,0.31184104084968567,0.4854315221309662,0.41548454761505127,0.2697499096393585,0.25273123383522034,0.3646814823150635,0.33290785551071167,0.25110384821891785,0.1826142966747284
society,0.14336618781089783,0.154164656996727,0.23646748065948486,0.3070005774497986,0.15995073318481445,0.20199917256832123,0.13624191284179688,0.14061497151851654,0.14365209639072418,0.23231269419193268,0.22386668622493744,0.1373005360364914
through,0.252647340297699,0.18050117790699005,0.3647414743900299,0.23171047866344452,0.27805060148239136,0.4062686562538147,0.1931510865688324,0.20083147287368774,0.3433202803134918,0.23167094588279724,0.2620648741722107,0.16913433372974396
state,0.23717761039733887,0.1730102300643921,0.34253445267677307,0.29070544242858887,0.2627358138561249,0.25557461380958557,0.14641927182674408,0.1831665188074112,0.2263980358839035,0.24273863434791565,0.12767751514911652,0.1160883978009224
power,0.25121957063674927,0.22666572034358978,0.25273123383522034,0.24754126369953156,0.15234114229679108,0.27001675963401794,0.30468642711639404,1.0000001192092896,0.21582826972007751,0.22216427326202393,0.1825016289949417,0.15304024517536163
seized,0.1466847062110901,0.14878928661346436,0.28512418270111084,0.19696679711341858,0.11296884715557098,0.16663368046283722,0.7782707214355469,0.3128253221511841,0.23897691071033478,0.1159934476017952,0.08353015035390854,0.14393222332000732
by,0.29445651173591614,0.2122485488653183,0.3646814823150635,0.2702907919883728,0.3899846076965332,0.33534231781959534,0.1599995344877243,0.21582826972007751,1.0000001192092896,0.2455483376979828,0.2609127461910248,0.17966607213020325
revolution,0.20096030831336975,0.26268723607063293,0.27144062519073486,0.3952554166316986,0.16210032999515533,0.18777814507484436,0.2866406738758087,0.29337045550346375,0.2466987818479538,0.1946869045495987,0.18928152322769165,0.1727980077266693
or,0.4022330939769745,0.21785184741020203,0.3792596757411957,0.33012455701828003,0.41870999336242676,0.38921234011650085,0.21287353336811066,0.23362433910369873,0.30274316668510437,0.33867141604423523,0.30921050906181335,0.32389625906944275
invasion,0.19750601053237915,0.23253893852233887,0.256956547498703,0.33360686898231506,0.17979073524475098,0.2535645365715027,0.369752436876297,0.20099687576293945,0.2219076007604599,0.22275975346565247,0.08396250009536743,0.18923960626125336
;,0.03110813908278942,0.013419585302472115,0.054534342139959335,0.03416788950562477,0.05324986204504967,0.0979827418923378,-0.044117581099271774,0.013952549546957016,0.10469875484704971,0.10986888408660889,-0.016105705872178078,0.10349778085947037
at,0.32580816745758057,0.2468128204345703,0.42558613419532776,0.1386374533176422,0.25906258821487427,0.36524343490600586,0.16340018808841705,0.06751500070095062,0.2368064820766449,0.2838611304759979,0.16875573992729187,0.21978627145290375
the,0.5514441132545471,0.2895500361919403,0.733189046382904,0.3623676598072052,0.5823672413825989,0.535392165184021,0.23163673281669617,0.2647338807582855,0.4408751428127289,0.42745697498321533,0.22011874616146088,0.22068053483963013
other,0.45956575870513916,0.22130097448825836,0.38583824038505554,0.2770150601863861,0.25895947217941284,0.4193183183670044,0.19203533232212067,0.20244340598583221,0.3321913778781891,0.341873437166214,0.2755984961986542,0.24682199954986572
``,0.1164957657456398,-0.0046146162785589695,0.06780257821083069,0.11037320643663406,0.058766357600688934,0.06720756739377975,0.13621029257774353,0.02305009216070175,-0.030704375356435776,0.008517155423760414,0.02150542289018631,0.0685480609536171
reformist,0.16851483285427094,0.1541711986064911,0.26933014392852783,0.4432099163532257,0.14999455213546753,0.1871950924396515,0.25807690620422363,0.13948386907577515,0.22465138137340546,0.13760991394519806,0.199502095580101,0.11901694536209106
'',0.036477331072092056,-0.05622294172644615,0.13035868108272552,0.006581000983715057,0.0793738141655922,-0.009905828163027763,0.08699652552604675,0.03610771894454956,-0.010275691747665405,0.08143015950918198,0.002043419983237982,0.018684765323996544
pole,0.22305232286453247,0.14526306092739105,0.1531827300786972,0.1283329278230667,0.16423338651657104,0.24604812264442444,0.11692067235708237,0.19255006313323975,0.1205916553735733,0.11203241348266602,0.15644164383411407,0.07938457280397415
islamists,0.25711750984191895,0.23111264407634735,0.22912132740020752,0.6728447675704956,0.20125271379947662,0.28735893964767456,0.2941271960735321,0.22190402448177338,0.2683607339859009,0.26342982053756714,0.27193278074264526,0.17165705561637878
work,0.2831950783729553,0.28177592158317566,0.23473061621189117,0.2862030565738678,0.22475390136241913,0.3482864499092102,0.16825614869594574,0.1541198492050171,0.25005507469177246,0.3762225806713104,0.3458229601383209,0.2621155381202698
to,0.4025384783744812,0.27855414152145386,0.41548454761505127,0.29885247349739075,0.42745086550712585,1.0,0.2586917579174042,0.27001675963401794,0.33534231781959534,0.455847829580307,0.2978132367134094,0.29463258385658264
islamize,0.2534913420677185,0.25601062178611755,0.28804445266723633,0.7784650325775146,0.2302442491054535,0.3172019124031067,0.33794131875038147,0.20791198313236237,0.259407103061676,0.2813030779361725,0.26603785157203674,0.22461138665676117
society,0.14336618781089783,0.154164656996727,0.23646748065948486,0.3070005774497986,0.15995073318481445,0.20199917256832123,0.13624191284179688,0.14061497151851654,0.14365209639072418,0.23231269419193268,0.22386668622493744,0.1373005360364914
gradually,0.25134146213531494,0.13997183740139008,0.25775328278541565,0.3101263642311096,0.14753946661949158,0.34974226355552673,0.20014232397079468,0.2739071249961853,0.26866433024406433,0.29329201579093933,0.30455514788627625,0.09310194849967957
``,0.1164957657456398,-0.0046146162785589695,0.06780257821083069,0.11037320643663406,0.058766357600688934,0.06720756739377975,0.13621029257774353,0.02305009216070175,-0.030704375356435776,0.008517155423760414,0.02150542289018631,0.0685480609536171
from,0.32194891571998596,0.17534421384334564,0.4249346852302551,0.16616952419281006,0.27355384826660156,0.4069952368736267,0.18215103447437286,0.21385204792022705,0.3373257517814636,0.2737620174884796,0.1720103919506073,0.19969791173934937
the,0.5514441132545471,0.2895500361919403,0.733189046382904,0.3623676598072052,0.5823672413825989,0.535392165184021,0.23163673281669617,0.2647338807582855,0.4408751428127289,0.42745697498321533,0.22011874616146088,0.22068053483963013
bottom,0.23546966910362244,0.07079805433750153,0.2214360237121582,0.196945920586586,0.21165522933006287,0.2297661155462265,0.13249197602272034,0.14656972885131836,0.11877786368131638,0.22912470996379852,0.1365455687046051,0.21899469196796417
up,0.30488982796669006,0.14211052656173706,0.32945773005485535,0.18908049166202545,0.2853454053401947,0.40375280380249023,0.2106056958436966,0.17929516732692719,0.2738759219646454,0.28591108322143555,0.15372130274772644,0.1819818764925003
'',0.036477331072092056,-0.05622294172644615,0.13035868108272552,0.006581000983715057,0.0793738141655922,-0.009905828163027763,0.08699652552604675,0.03610771894454956,-0.010275691747665405,0.08143015950918198,0.002043419983237982,0.018684765323996544
.,0.4123194217681885,0.24061113595962524,0.5352458953857422,0.27074337005615234,0.4569662809371948,0.4645031690597534,0.18259404599666595,0.2141435295343399,0.3936232924461365,0.3567904531955719,0.20495489239692688,0.4130953550338745
