,how,many,tons,of,live,plants,were,found,to,live,in,one,square,kilometer,of,the,amazon,rainforest,in,1999,?
acres,0.1119794100522995,0.20931728184223175,0.3292246460914612,0.17438827455043793,0.24716320633888245,0.3059922158718109,0.18033523857593536,0.08989064395427704,0.20350097119808197,0.24716320633888245,0.1980547159910202,0.17714782059192657,0.3877204954624176,0.3741309940814972,0.17438827455043793,0.1636062115430832,0.22399988770484924,0.3613474369049072,0.1980547159910202,-0.0855884775519371,0.15370787680149078
),0.17939934134483337,0.16602720320224762,0.18811027705669403,0.3680361211299896,0.20233401656150818,0.17061775922775269,0.1566188633441925,0.16750772297382355,0.31236231327056885,0.20233401656150818,0.3326910734176636,0.31658053398132324,0.1760134994983673,0.14701823890209198,0.3680361211299896,0.3456730246543884,0.131951242685318,0.16588199138641357,0.3326910734176636,0.03568542003631592,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,1.0,0.27734068036079407,0.29386165738105774,0.34038281440734863,0.2982911467552185,0.41548454761505127,0.27734068036079407,0.5696388483047485,0.4999135136604309,0.2585134208202362,0.24783381819725037,1.0,0.733189046382904,0.20143137872219086,0.22522282600402832,0.5696388483047485,0.06211002916097641,0.1826142966747284
amazon,0.16216763854026794,0.22591036558151245,0.19077828526496887,0.20143137872219086,0.23784711956977844,0.27369287610054016,0.11476065963506699,0.20789004862308502,0.17033490538597107,0.23784711956977844,0.12227833271026611,0.17098593711853027,0.20306317508220673,0.19467444717884064,0.20143137872219086,0.260541707277298,1.0000001192092896,0.48046615719795227,0.12227833271026611,-0.06544918566942215,0.18144656717777252
rainforest,0.15943723917007446,0.30444011092185974,0.18732109665870667,0.22522282600402832,0.33638131618499756,0.433334618806839,0.1720571517944336,0.28745049238204956,0.23412610590457916,0.33638131618499756,0.2207682877779007,0.2546979784965515,0.23421312868595123,0.2783083915710449,0.22522282600402832,0.2571161389350891,0.48046615719795227,1.0,0.2207682877779007,-0.11496643722057343,0.1917492002248764
can,0.49246567487716675,0.4275496006011963,0.23945315182209015,0.2603091299533844,0.21473845839500427,0.2870660424232483,0.2566237151622772,0.24230946600437164,0.4979398250579834,0.21473845839500427,0.26527702808380127,0.34032124280929565,0.1677469164133072,0.2195505052804947,0.2603091299533844,0.312528520822525,0.20863984525203705,0.2311638742685318,0.26527702808380127,-0.1070849671959877,0.3226337134838104
contain,0.2636528015136719,0.35166433453559875,0.32574567198753357,0.30574339628219604,0.1774274855852127,0.3543321490287781,0.3160918951034546,0.29978108406066895,0.28093209862709045,0.1774274855852127,0.23975171148777008,0.3207961916923523,0.13085952401161194,0.1764078438282013,0.30574339628219604,0.26383090019226074,0.1483050286769867,0.21071332693099976,0.23975171148777008,-0.09096107631921768,0.18853069841861725
about,0.44264400005340576,0.3800397515296936,0.30342283844947815,0.40939709544181824,0.3380143344402313,0.24194830656051636,0.29814305901527405,0.2971428334712982,0.391953706741333,0.3380143344402313,0.39797019958496094,0.35568177700042725,0.2330014556646347,0.35823291540145874,0.40939709544181824,0.37995871901512146,0.20610886812210083,0.30380958318710327,0.39797019958496094,0.015069167129695415,0.302409827709198
"90,790",-0.07016457617282867,-0.10485893487930298,-0.08336720615625381,0.005144704598933458,0.004636150784790516,-0.10896005481481552,0.024736467748880386,0.19935782253742218,-0.1220620647072792,0.004636150784790516,0.062095146626234055,0.02595076523721218,-0.09544383734464645,0.007046961225569248,0.005144704598933458,-0.011889870278537273,-0.060974836349487305,-0.04423822835087776,0.062095146626234055,0.09940620511770248,0.0006351384799927473
tonnes,0.21806004643440247,0.24116253852844238,0.7033534049987793,0.20021985471248627,0.176047220826149,0.29634496569633484,0.2650124430656433,0.2858527600765228,0.2187187820672989,0.176047220826149,0.16524656116962433,0.240767240524292,0.1253436803817749,0.33601850271224976,0.20021985471248627,0.22186078131198883,0.20356623828411102,0.26668137311935425,0.16524656116962433,0.01001889817416668,0.17092333734035492
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,1.0,0.27734068036079407,0.29386165738105774,0.34038281440734863,0.2982911467552185,0.41548454761505127,0.27734068036079407,0.5696388483047485,0.4999135136604309,0.2585134208202362,0.24783381819725037,1.0,0.733189046382904,0.20143137872219086,0.22522282600402832,0.5696388483047485,0.06211002916097641,0.1826142966747284
living,0.16140781342983246,0.3044293522834778,0.09749525040388107,0.3499443829059601,0.5108150839805603,0.28706395626068115,0.30441248416900635,0.2608191668987274,0.2300543487071991,0.5108150839805603,0.3253810405731201,0.24753230810165405,0.21918942034244537,0.15848347544670105,0.3499443829059601,0.3127744197845459,0.1754138022661209,0.2981078326702118,0.3253810405731201,-0.0934196263551712,0.18362653255462646
plants,0.2699413597583771,0.3341540992259979,0.24491183459758759,0.29386165738105774,0.2075652778148651,1.0,0.22395555675029755,0.2663109004497528,0.27162864804267883,0.2075652778148651,0.2697395086288452,0.19641777873039246,0.18403023481369019,0.1284957081079483,0.29386165738105774,0.29499560594558716,0.27369287610054016,0.433334618806839,0.2697395086288452,-0.21692579984664917,0.1473488062620163
.,0.3287222981452942,0.3974229395389557,0.2302369326353073,0.5352458953857422,0.32964062690734863,0.2542511522769928,0.3378238379955292,0.3618174195289612,0.4645031690597534,0.32964062690734863,0.5591574311256409,0.4123194217681885,0.2698345184326172,0.20356018841266632,0.5352458953857422,0.5934505462646484,0.262887567281723,0.25713270902633667,0.5591574311256409,0.037616800516843796,0.4130953550338745
