,what,year,did,the,flood,that,impacted,the,meuse,take,place,?
south,0.15388517081737518,0.18804097175598145,0.1510593444108963,0.3129390776157379,0.21829523146152496,0.1571199595928192,0.23757342994213104,0.3129390776157379,0.2827702462673187,0.12392246723175049,0.1957217901945114,0.12336621433496475
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.22012197971343994,0.41498205065727234,0.2348475158214569,0.733189046382904,0.20204558968544006,0.29282352328300476,0.2685627043247223,0.1826142966747284
today,0.3814660608768463,0.1571766436100006,0.30291810631752014,0.35740926861763,0.1634962111711502,0.3898550271987915,0.1419578492641449,0.35740926861763,0.12816621363162994,0.17888009548187256,0.2106284350156784,0.17338968813419342
's,0.02692362666130066,-0.04087831452488899,0.05069678649306297,-0.01540423184633255,0.04508885741233826,0.04397977516055107,0.00119389605242759,-0.01540423184633255,0.036204323172569275,0.02030942589044571,-0.03236493840813637,-0.023395681753754616
line,0.2245367169380188,0.13994695246219635,0.14681050181388855,0.29789501428604126,0.1417490690946579,0.2470489740371704,0.10667471587657928,0.29789501428604126,0.26629650592803955,0.15979284048080444,0.20709238946437836,0.16271452605724335
merwede-oude,0.11618790775537491,0.20235347747802734,0.13561832904815674,0.24134695529937744,0.1901254653930664,0.1602528840303421,0.1494482159614563,0.24134695529937744,0.5335342884063721,0.061923157423734665,0.15539604425430298,0.16854119300842285
maas,0.13124726712703705,0.14245763421058655,0.15728236734867096,0.1690772920846939,0.2121351808309555,0.13337361812591553,0.14501166343688965,0.1690772920846939,0.5680901408195496,0.06943172961473465,0.08599094301462173,0.1508096158504486
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.535392165184021,0.2131204903125763,0.5436353087425232,0.21139752864837646,0.535392165184021,0.17968733608722687,0.4075521230697632,0.3346366882324219,0.29463258385658264
the,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.2599719166755676,0.5473989248275757,0.2348020076751709,1.0,0.28249096870422363,0.31620436906814575,0.4179787337779999,0.22068053483963013
north,0.18673177063465118,0.18207356333732605,0.16732536256313324,0.36298373341560364,0.21283888816833496,0.17482423782348633,0.22174552083015442,0.36298373341560364,0.3197983205318451,0.15240003168582916,0.23010730743408203,0.11829731613397598
sea,0.19525039196014404,0.12579944729804993,0.1665116548538208,0.30363768339157104,0.2606792747974396,0.2267688512802124,0.16209177672863007,0.30363768339157104,0.2636064291000366,0.17053347826004028,0.13960953056812286,0.15551945567131042
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.19103416800498962,0.4731321930885315,0.2718685269355774,0.5171257257461548,0.19935591518878937,0.296702116727829,0.2813849449157715,0.20544172823429108
formed,0.15451857447624207,0.14354060590267181,0.17168700695037842,0.28813210129737854,0.16137485206127167,0.2487153261899948,0.3746340274810791,0.28813210129737854,0.19899822771549225,0.15025594830513,0.17443977296352386,0.09686966985464096
an,0.2821882665157318,0.17045794427394867,0.22598257660865784,0.4207492768764496,0.17761492729187012,0.365763783454895,0.1640254706144333,0.4207492768764496,0.10567357391119003,0.20120757818222046,0.20706063508987427,0.19793890416622162
archipelago-like,0.22752943634986877,0.10662855207920074,0.13333700597286224,0.30338016152381897,0.21304845809936523,0.24725870788097382,0.3206181824207306,0.30338016152381897,0.22942385077476501,0.16859842836856842,0.23265859484672546,0.1324818879365921
estuary,0.16203543543815613,0.09907075017690659,0.09577276557683945,0.32509705424308777,0.28302425146102905,0.21043157577514648,0.25001415610313416,0.32509705424308777,0.42840638756752014,0.1316021978855133,0.2518960237503052,0.17284251749515533
with,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.4223487675189972,0.11970382183790207,0.4154358208179474,0.2337174117565155,0.4223487675189972,0.1673470437526703,0.21222369372844696,0.18794342875480652,0.2433311939239502
waal,0.18199798464775085,0.0835561528801918,0.12280487269163132,0.14903073012828827,0.18850372731685638,0.17867431044578552,0.1841200739145279,0.14903073012828827,0.45813530683517456,0.15336139500141144,0.08152016252279282,0.11904393881559372
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.5171257257461548,0.19103416800498962,0.4731321930885315,0.2718685269355774,0.5171257257461548,0.19935591518878937,0.296702116727829,0.2813849449157715,0.20544172823429108
lek,0.05934940651059151,0.1642601042985916,0.1293519288301468,0.17809559404850006,0.14071126282215118,0.09492924064397812,0.1020587757229805,0.17809559404850006,0.25181058049201965,0.06532923877239227,0.18202315270900726,0.12949015200138092
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.23594464361667633,0.4460422694683075,0.24438737332820892,0.5934505462646484,0.23117180168628693,0.3045158088207245,0.2844318151473999,0.4130953550338745
