,was,the,school,officially,associated,with,any,denomination,?
was,1.0000001192092896,0.48711544275283813,0.25740107893943787,0.4353274703025818,0.16673633456230164,0.27411898970603943,0.22746296226978302,0.17174744606018066,0.18412111699581146
never,0.3237079679965973,0.31617826223373413,0.1845068335533142,0.32892438769340515,0.15308907628059387,0.30927345156669617,0.44243109226226807,0.11846322566270828,0.24137508869171143
affiliated,0.1505669206380844,0.2365114837884903,0.24219857156276703,0.2884046733379364,0.41628992557525635,0.26106855273246765,0.20816512405872345,0.3371211290359497,0.09345421195030212
with,0.27411898970603943,0.4223487675189972,0.13135014474391937,0.18278151750564575,0.3939831554889679,0.9999999403953552,0.34412381052970886,0.16310179233551025,0.2433311939239502
any,0.22746296226978302,0.4525727927684784,0.13658900558948517,0.2116701602935791,0.30219972133636475,0.34412381052970886,1.0,0.24844494462013245,0.4113408327102661
particular,0.20213615894317627,0.4066357910633087,0.19285376369953156,0.11588254570960999,0.37670525908470154,0.34431731700897217,0.5791717171669006,0.2914530336856842,0.2741454839706421
denomination,0.17174744606018066,0.26250898838043213,0.1840249001979828,0.2397838681936264,0.2363220453262329,0.16310179233551025,0.24844494462013245,0.9999999403953552,0.2643771171569824
",",0.45456063747406006,0.4933079481124878,0.27141863107681274,0.27735915780067444,0.27184680104255676,0.4120737314224243,0.3237466514110565,0.24402782320976257,0.31091248989105225
but,0.36023372411727905,0.4859698414802551,0.20407751202583313,0.24431507289409637,0.16926196217536926,0.4495173394680023,0.5102438926696777,0.20372752845287323,0.27921953797340393
many,0.260356068611145,0.4335206151008606,0.20931920409202576,0.1544301062822342,0.2743540108203888,0.35744401812553406,0.39810672402381897,0.21010518074035645,0.2124512493610382
of,0.4069072902202606,0.733189046382904,0.2391800880432129,0.27491217851638794,0.3077163100242615,0.41827285289764404,0.3769088089466095,0.2670862376689911,0.1826142966747284
its,0.3518870174884796,0.559237003326416,0.17151296138763428,0.346831351518631,0.22643549740314484,0.3087116777896881,0.362114816904068,0.23760540783405304,0.15103481709957123
earliest,0.25501716136932373,0.32825469970703125,0.12582619488239288,0.20194172859191895,0.2540028393268585,0.14942985773086548,0.2419826090335846,0.18497151136398315,0.139415442943573
graduates,0.21165502071380615,0.24565158784389496,0.5887929201126099,0.15624499320983887,0.15148137509822845,0.18856869637966156,0.22273389995098114,0.28587812185287476,0.11479247361421585
went,0.49310487508773804,0.3345835506916046,0.3504471778869629,0.17136503756046295,0.10847865045070648,0.22259940207004547,0.1481349915266037,0.11458181589841843,0.12109432369470596
on,0.3909217119216919,0.5107308030128479,0.2388053983449936,0.27121078968048096,0.17161807417869568,0.40749499201774597,0.2894362509250641,0.15491412580013275,0.2714994251728058
to,0.3636345863342285,0.535392165184021,0.24496325850486755,0.2423039823770523,0.2648659348487854,0.4239959120750427,0.46410247683525085,0.195559561252594,0.29463258385658264
become,0.3147440552711487,0.31731709837913513,0.18646250665187836,0.20644277334213257,0.1727442592382431,0.2542296051979065,0.28263992071151733,0.17739421129226685,0.19511328637599945
clergymen,0.25783997774124146,0.2615272104740143,0.2691948115825653,0.1929517239332199,0.18931438028812408,0.1883639544248581,0.26569586992263794,0.4242003858089447,0.15024298429489136
in,0.45514053106307983,0.6662389636039734,0.26157811284065247,0.33332085609436035,0.23328746855258942,0.4080928862094879,0.3135753571987152,0.19585151970386505,0.20430970191955566
congregational,0.20951367914676666,0.28122052550315857,0.2951519191265106,0.2338857650756836,0.1689806878566742,0.1707022339105606,0.2643054723739624,0.5320565700531006,0.19381017982959747
and,0.3740963041782379,0.5171257257461548,0.2752758264541626,0.18821144104003906,0.30157923698425293,0.5477725267410278,0.3363793194293976,0.18625058233737946,0.20544172823429108
unitarian,0.22160692512989044,0.1875770092010498,0.23821724951267242,0.28928086161613464,0.1989459991455078,0.14165948331356049,0.1556098908185959,0.4567384123802185,0.18884947896003723
churches,0.1949601173400879,0.2626241147518158,0.23158803582191467,0.22193628549575806,0.22167718410491943,0.21990472078323364,0.21215349435806274,0.5642691850662231,0.19824735820293427
.,0.40146201848983765,0.5934505462646484,0.24214158952236176,0.2769482433795929,0.2184346318244934,0.4446153938770294,0.39295488595962524,0.2725091278553009,0.4130953550338745
