,what,is,the,name,of,the,satellite,that,measured,the,amount,of,dust,?
each,0.3353266417980194,0.2954041659832001,0.470844566822052,0.15708614885807037,0.38460010290145874,0.470844566822052,0.11691509932279587,0.46111494302749634,0.28927627205848694,0.470844566822052,0.3607456386089325,0.38460010290145874,0.15729188919067383,0.21173812448978424
year,0.15184831619262695,0.2402215600013733,0.3609684407711029,0.27400609850883484,0.2578314542770386,0.3609684407711029,0.14653939008712769,0.2826407253742218,0.18661636114120483,0.3609684407711029,0.2676939368247986,0.2578314542770386,0.10882840305566788,0.18315006792545319
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.21978627145290375
15,-0.01077192835509777,-0.00426758686080575,-0.011810222640633583,-0.025953078642487526,-0.02319195494055748,-0.011810222640633583,-0.07609573751688004,-0.06895352154970169,-0.11819065362215042,-0.011810222640633583,-0.0657435953617096,-0.02319195494055748,0.09154774993658066,-0.010706285014748573
degrees,0.2201736718416214,0.1945093870162964,0.22473014891147614,0.10095016658306122,0.22668468952178955,0.22473014891147614,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.1299446076154709
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.1751140058040619,0.2891985774040222,0.32918402552604675,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.12088293582201004
longitude,0.2653953433036804,0.20099380612373352,0.2508544325828552,0.17174842953681946,0.17390240728855133,0.2508544325828552,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.19342944025993347
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
across,0.24809791147708893,0.21617691218852997,0.3816230297088623,0.14446979761123657,0.2936134934425354,0.3816230297088623,0.23825125396251678,0.33602073788642883,0.3032621145248413,0.3816230297088623,0.22617805004119873,0.2936134934425354,0.21413765847682953,0.17034576833248138
"1,600",0.0013495675520971417,0.07306808233261108,0.04439349099993706,-0.040001705288887024,-0.00895964726805687,0.04439349099993706,0.023032164201140404,0.11611638218164444,0.2338145524263382,0.04439349099993706,0.16557635366916656,-0.00895964726805687,0.08849801123142242,0.05657687783241272
miles,0.1893789917230606,0.22951029241085052,0.25706055760383606,0.08791102468967438,0.2263605147600174,0.25706055760383606,0.2153729647397995,0.16484005749225616,0.33142396807670593,0.25706055760383606,0.08502805978059769,0.2263605147600174,0.20904326438903809,0.09363767504692078
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.40561532974243164
"2,600",0.015221815556287766,0.11243394017219543,0.11931554228067398,-0.021257519721984863,0.05123365670442581,0.11931554228067398,0.20597591996192932,0.12260016798973083,0.15069657564163208,0.11931554228067398,0.03110876865684986,0.05123365670442581,0.09819567203521729,0.02350315824151039
km,0.1805391013622284,0.24258680641651154,0.21376769244670868,0.1773443967103958,0.2376161366701126,0.21376769244670868,0.26901382207870483,0.1602332592010498,0.29542267322540283,0.21376769244670868,0.11047820746898651,0.2376161366701126,0.16242605447769165,0.08180338144302368
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.42300865054130554
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.1520776003599167,0.36136594414711,0.39856547117233276,0.19734211266040802,0.3882925808429718,0.30557629466056824,0.39856547117233276,0.3027430474758148,0.36136594414711,0.22320112586021423,0.25742942094802856
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.22068053483963013
atlantic,0.16333554685115814,0.2232125848531723,0.31052014231681824,0.19916373491287231,0.22176773846149445,0.31052014231681824,0.20694757997989655,0.2559850513935089,0.1332535743713379,0.31052014231681824,0.17499598860740662,0.22176773846149445,0.20432595908641815,0.15355663001537323
ocean,0.21858152747154236,0.2728777229785919,0.3185477554798126,0.19259655475616455,0.25798606872558594,0.3185477554798126,0.28730934858322144,0.27191728353500366,0.22087125480175018,0.3185477554798126,0.15344691276550293,0.25798606872558594,0.2810789942741394,0.15205028653144836
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.40561532974243164
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.18756690621376038,0.4300730526447296,0.4566698372364044,0.18163447082042694,0.6049469113349915,0.24720537662506104,0.4566698372364044,0.3786327540874481,0.4300730526447296,0.27638301253318787,0.2562315762042999
dust,0.1907336562871933,0.17347866296768188,0.2346910536289215,0.11548902094364166,0.25486329197883606,0.2346910536289215,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.15803812444210052
falls,0.1882239729166031,0.24868997931480408,0.2708098292350769,0.14605654776096344,0.23047612607479095,0.2708098292350769,0.09535422176122665,0.17870967090129852,0.15183322131633759,0.2708098292350769,0.162252739071846,0.23047612607479095,0.22196342051029205,0.15918700397014618
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.2684553265571594,0.3239944875240326,0.1615571826696396,0.39493247866630554,0.2708504796028137,0.32255905866622925,0.200248584151268,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.22068053483963013
atlantic,0.16333554685115814,0.2232125848531723,0.31052014231681824,0.19916373491287231,0.22176773846149445,0.31052014231681824,0.20694757997989655,0.2559850513935089,0.1332535743713379,0.31052014231681824,0.17499598860740662,0.22176773846149445,0.20432595908641815,0.15355663001537323
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
then,0.4072686731815338,0.24618037045001984,0.4297412931919098,0.2490658462047577,0.2937326431274414,0.4297412931919098,0.1493672877550125,0.455153226852417,0.19083963334560394,0.4297412931919098,0.25205758213996887,0.2937326431274414,0.18881799280643463,0.2884598970413208
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.21978627145290375
35,-0.016979239881038666,-0.033989109098911285,-0.04927394539117813,-0.03728538379073143,-0.05862995982170105,-0.04927394539117813,-0.05767668038606644,-0.05084999278187752,-0.066204734146595,-0.04927394539117813,0.03481365367770195,-0.05862995982170105,-0.09235742688179016,-0.044106997549533844
degrees,0.2201736718416214,0.1945093870162964,0.22473014891147614,0.10095016658306122,0.22668468952178955,0.22473014891147614,0.1442958116531372,0.2528930604457855,0.3672249913215637,0.22473014891147614,0.26437124609947205,0.22668468952178955,0.10859503597021103,0.1299446076154709
west,0.1946573108434677,0.25201764702796936,0.32918402552604675,0.1751140058040619,0.2891985774040222,0.32918402552604675,0.22738578915596008,0.14288705587387085,0.20123276114463806,0.32918402552604675,0.05387193337082863,0.2891985774040222,0.1870882660150528,0.12088293582201004
longitude,0.2653953433036804,0.20099380612373352,0.2508544325828552,0.17174842953681946,0.17390240728855133,0.2508544325828552,0.32511448860168457,0.2028481513261795,0.37446337938308716,0.2508544325828552,0.2073470801115036,0.17390240728855133,0.18386469781398773,0.19342944025993347
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.11450952291488647,0.42558613419532776,0.457212895154953,0.16997875273227692,0.3183255195617676,0.24601459503173828,0.457212895154953,0.22508464753627777,0.42558613419532776,0.11504963040351868,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.22068053483963013
eastern,0.2263268083333969,0.2375388890504837,0.3928247392177582,0.16027866303920746,0.33281487226486206,0.3928247392177582,0.20829667150974274,0.23358812928199768,0.15833841264247894,0.3928247392177582,0.10734222829341888,0.33281487226486206,0.14646625518798828,0.20060817897319794
coast,0.2200622260570526,0.25204822421073914,0.28366661071777344,0.15518057346343994,0.2811681628227234,0.28366661071777344,0.21423767507076263,0.19411782920360565,0.15810547769069672,0.28366661071777344,0.10121537744998932,0.2811681628227234,0.17937426269054413,0.15869849920272827
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.1826142966747284
south,0.15388517081737518,0.27680471539497375,0.3129390776157379,0.21417751908302307,0.33382371068000793,0.3129390776157379,0.22418555617332458,0.1571199595928192,0.22016523778438568,0.3129390776157379,0.04964972659945488,0.33382371068000793,0.20622549951076508,0.12336621433496475
america,0.2517423629760742,0.1998184472322464,0.37090015411376953,0.15000012516975403,0.28803038597106934,0.37090015411376953,0.11617395281791687,0.28841280937194824,0.15401369333267212,0.37090015411376953,0.1575353443622589,0.28803038597106934,0.16416385769844055,0.19333907961845398
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
27.7,-0.34679582715034485,-0.30881425738334656,-0.24633660912513733,-0.13733065128326416,-0.25649863481521606,-0.24633660912513733,-0.19517023861408234,-0.3937903344631195,-0.2235599011182785,-0.24633660912513733,-0.3490774631500244,-0.25649863481521606,-0.14614100754261017,-0.3020332455635071
million,0.22197039425373077,0.19962359964847565,0.277012437582016,0.1288416087627411,0.21686489880084991,0.277012437582016,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.23092924058437347
tons,0.15041828155517578,0.19309166073799133,0.20730508863925934,0.10389826446771622,0.19702266156673431,0.20730508863925934,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.19717051088809967
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.17470206320285797,0.2264307141304016,0.19702157378196716,0.33289089798927307,0.1956038922071457,0.35032153129577637,0.14481011033058167,0.40561532974243164
15,-0.01077192835509777,-0.00426758686080575,-0.011810222640633583,-0.025953078642487526,-0.02319195494055748,-0.011810222640633583,-0.07609573751688004,-0.06895352154970169,-0.11819065362215042,-0.011810222640633583,-0.0657435953617096,-0.02319195494055748,0.09154774993658066,-0.010706285014748573
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.15292277932167053,0.19953428208827972,0.21490740776062012,0.10871724784374237,0.19162102043628693,0.21317414939403534,0.21490740776062012,0.2841183543205261,0.19953428208827972,0.15758822858333588,0.21441808342933655
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.19569383561611176,0.23478686809539795,0.18266436457633972,0.3456730246543884,0.19204795360565186,0.3680361211299896,0.14174848794937134,0.42300865054130554
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.1826142966747284
dust,0.1907336562871933,0.17347866296768188,0.2346910536289215,0.11548902094364166,0.25486329197883606,0.2346910536289215,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.15803812444210052
fall,0.26931828260421753,0.13360679149627686,0.3639753758907318,0.09947919100522995,0.2854328155517578,0.3639753758907318,0.16431868076324463,0.2639525830745697,0.16108930110931396,0.3639753758907318,0.1813085973262787,0.2854328155517578,0.27373093366622925,0.1656162142753601
over,0.28007611632347107,0.2159561663866043,0.39856547117233276,0.1520776003599167,0.36136594414711,0.39856547117233276,0.19734211266040802,0.3882925808429718,0.30557629466056824,0.39856547117233276,0.3027430474758148,0.36136594414711,0.22320112586021423,0.25742942094802856
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.22068053483963013
amazon,0.16355936229228973,0.15197539329528809,0.260541707277298,0.11814214289188385,0.20143137872219086,0.260541707277298,0.12525847554206848,0.2228476107120514,0.1639031171798706,0.260541707277298,0.1940114051103592,0.20143137872219086,0.13802170753479004,0.18144656717777252
basin,0.1565224826335907,0.2273138016462326,0.24553915858268738,0.19457437098026276,0.2557278275489807,0.24553915858268738,0.2144104689359665,0.21932947635650635,0.24656406044960022,0.24553915858268738,0.19711507856845856,0.2557278275489807,0.27528029680252075,0.14685653150081635
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
132,-0.01920124515891075,0.11768200993537903,0.11011011153459549,0.04393980652093887,0.06018123775720596,0.11011011153459549,-0.039217352867126465,0.036231908947229385,0.042611800134181976,0.11011011153459549,0.06651568412780762,0.06018123775720596,0.10969820618629456,-0.08056160807609558
million,0.22197039425373077,0.19962359964847565,0.277012437582016,0.1288416087627411,0.21686489880084991,0.277012437582016,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.23092924058437347
tons,0.15041828155517578,0.19309166073799133,0.20730508863925934,0.10389826446771622,0.19702266156673431,0.20730508863925934,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.19717051088809967
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.1826142966747284
dust,0.1907336562871933,0.17347866296768188,0.2346910536289215,0.11548902094364166,0.25486329197883606,0.2346910536289215,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.15803812444210052
remain,0.29587244987487793,0.2643626928329468,0.33184581995010376,0.10734425485134125,0.29009148478507996,0.33184581995010376,0.07148096710443497,0.36095982789993286,0.19491848349571228,0.33184581995010376,0.27069091796875,0.29009148478507996,0.16293659806251526,0.1868363618850708
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.18927223980426788,0.435920387506485,0.23880761861801147,0.6662389636039734,0.2569429874420166,0.5696388483047485,0.19673727452754974,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22563834488391876,0.5473989248275757,0.279002845287323,1.0,0.3336862325668335,0.733189046382904,0.2346910536289215,0.22068053483963013
air,0.10361403971910477,0.2280944287776947,0.2877824306488037,0.06703422218561172,0.24196814000606537,0.2877824306488037,0.21185119450092316,0.19720019400119781,0.17650164663791656,0.2877824306488037,0.17064699530601501,0.24196814000606537,0.3066830337047577,0.1491677612066269
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.20065933465957642,0.4137537479400635,0.21980631351470947,0.4933079481124878,0.21125462651252747,0.4946078956127167,0.23566173017024994,0.31091248989105225
43,0.038966357707977295,-0.026897309347987175,0.04104308411478996,-0.021289728581905365,-0.04567742347717285,0.04104308411478996,0.005204884335398674,0.019183846190571785,-0.011905810795724392,0.04104308411478996,0.03479593247175217,-0.04567742347717285,-0.043060291558504105,0.06043510511517525
million,0.22197039425373077,0.19962359964847565,0.277012437582016,0.1288416087627411,0.21686489880084991,0.277012437582016,0.22081425786018372,0.2637370228767395,0.2135595977306366,0.277012437582016,0.3056185245513916,0.21686489880084991,0.19205474853515625,0.23092924058437347
tons,0.15041828155517578,0.19309166073799133,0.20730508863925934,0.10389826446771622,0.19702266156673431,0.20730508863925934,0.06889510154724121,0.2261660397052765,0.3513738811016083,0.20730508863925934,0.3637048304080963,0.19702266156673431,0.2439376562833786,0.19717051088809967
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.1683834195137024,0.41498205065727234,0.26447921991348267,0.733189046382904,0.2541177570819855,1.0,0.25486329197883606,0.1826142966747284
dust,0.1907336562871933,0.17347866296768188,0.2346910536289215,0.11548902094364166,0.25486329197883606,0.2346910536289215,0.29698875546455383,0.26238390803337097,0.23971869051456451,0.2346910536289215,0.2806089520454407,0.25486329197883606,1.0,0.15803812444210052
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.40399202704429626,0.12365440279245377,0.45265161991119385,0.24699005484580994,0.40399202704429626,0.2873819172382355,0.39081433415412903,0.2122032791376114,0.24591213464736938
windblown,0.2304677665233612,0.248886838555336,0.3168978691101074,0.2836463451385498,0.2747642695903778,0.3168978691101074,0.22122317552566528,0.3038787245750427,0.30358463525772095,0.3168978691101074,0.20405791699886322,0.2747642695903778,0.36643874645233154,0.2240144908428192
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.14566761255264282,0.4731321930885315,0.19594891369342804,0.5171257257461548,0.2668909728527069,0.5116966962814331,0.19462935626506805,0.20544172823429108
falls,0.1882239729166031,0.24868997931480408,0.2708098292350769,0.14605654776096344,0.23047612607479095,0.2708098292350769,0.09535422176122665,0.17870967090129852,0.15183322131633759,0.2708098292350769,0.162252739071846,0.23047612607479095,0.22196342051029205,0.15918700397014618
