,why,was,it,thought,that,ctenophores,were,a,poor,diet,for,other,animals,?
in,0.23227278888225555,0.45514053106307983,0.5130809545516968,0.24524326622486115,0.435920387506485,0.1814151555299759,0.3815755248069763,0.539380669593811,0.23408232629299164,0.19314610958099365,0.4322226941585541,0.39989137649536133,0.26300355792045593,0.20430970191955566
marine,0.14793537557125092,0.14990459382534027,0.1841871291399002,0.16032971441745758,0.2114097625017166,0.4189549684524536,0.17330197989940643,0.24027733504772186,0.13502170145511627,0.27636101841926575,0.19650663435459137,0.19642479717731476,0.3240569829940796,0.1407923698425293
food,0.2284805178642273,0.17583929002285004,0.2451106756925583,0.2558872401714325,0.2860657870769501,0.2952769100666046,0.175348162651062,0.24320901930332184,0.2710930109024048,0.3596982955932617,0.3431052565574646,0.2845616638660431,0.3948392868041992,0.15376032888889313
chains,0.21240945160388947,0.1631845235824585,0.198777973651886,0.19066718220710754,0.23444439470767975,0.3169567883014679,0.2205599844455719,0.19505742192268372,0.1215483695268631,0.2128487080335617,0.223199263215065,0.2904929518699646,0.24913829565048218,0.11840091645717621
because,0.5926418900489807,0.3841400742530823,0.4849289059638977,0.533913791179657,0.6503599286079407,0.19875071942806244,0.3762696087360382,0.42230045795440674,0.3994849920272827,0.1996140480041504,0.4676002562046051,0.3994961678981781,0.2974538803100586,0.2528740465641022
it,0.376611590385437,0.4577186405658722,0.9999999403953552,0.3732614517211914,0.5921133160591125,0.19476552307605743,0.25487732887268066,0.5452592968940735,0.20349231362342834,0.17466296255588531,0.32171204686164856,0.36282607913017273,0.21757186949253082,0.25732165575027466
was,0.23341619968414307,1.0000001192092896,0.4577186405658722,0.42560186982154846,0.33670201897621155,0.05756163224577904,0.590133786201477,0.4508470594882965,0.23301246762275696,0.11115091294050217,0.3863949179649353,0.14651623368263245,0.16088683903217316,0.18412111699581146
thought,0.4569070637226105,0.42560186982154846,0.3732614517211914,1.0000001192092896,0.520185112953186,0.28449246287345886,0.40236467123031616,0.3342154324054718,0.2449018657207489,0.17841190099716187,0.303140789270401,0.28904253244400024,0.2766619920730591,0.2600135803222656
their,0.2619993984699249,0.2396296262741089,0.3067983090877533,0.3099284768104553,0.4266771972179413,0.34535476565361023,0.43277356028556824,0.29698723554611206,0.25417450070381165,0.26607611775398254,0.3406745493412018,0.456295371055603,0.3606222867965698,0.1898253709077835
low,0.23409032821655273,0.18105973303318024,0.27361348271369934,0.15133532881736755,0.2722960412502289,0.15408530831336975,0.1711515188217163,0.24393533170223236,0.3941434621810913,0.2192162573337555,0.19718985259532928,0.23681192100048065,0.22630614042282104,0.10658930987119675
ratio,0.16727417707443237,0.1015365719795227,0.23440663516521454,0.14776945114135742,0.22278380393981934,0.25569844245910645,0.1472097784280777,0.22021861374378204,0.19860149919986725,0.19772601127624512,0.2172289341688156,0.2148844450712204,0.13731026649475098,0.13298895955085754
of,0.28464117646217346,0.4069072902202606,0.38761502504348755,0.34673458337783813,0.41498205065727234,0.2626190483570099,0.34038281440734863,0.5052502155303955,0.23458099365234375,0.22600968182086945,0.4185989499092102,0.38583824038505554,0.2599885165691376,0.1826142966747284
organic,0.19546326994895935,0.12388869374990463,0.22004501521587372,0.16939795017242432,0.27067801356315613,0.4545048475265503,0.16775955259799957,0.20014724135398865,0.21206119656562805,0.29715999960899353,0.21899288892745972,0.24157676100730896,0.3560706675052643,0.18969349563121796
matter,0.40258944034576416,0.18972504138946533,0.30816566944122314,0.3096214234828949,0.44028252363204956,0.29155829548835754,0.21120181679725647,0.25967463850975037,0.23192502558231354,0.21537049114704132,0.2296326607465744,0.3490182161331177,0.29987984895706177,0.269619345664978
to,0.4100138247013092,0.3636345863342285,0.513711154460907,0.3858291208744049,0.5436353087425232,0.2038351595401764,0.31913647055625916,0.45503583550453186,0.2869894206523895,0.17240996658802032,0.4451248347759247,0.4193183183670044,0.28293174505233765,0.29463258385658264
salt,0.17995189130306244,0.1458667814731598,0.2512882351875305,0.1695989966392517,0.21156950294971466,0.2724117338657379,0.15230733156204224,0.21912558376789093,0.15251116454601288,0.22627316415309906,0.21143542230129242,0.2320012003183365,0.19879741966724396,0.14733973145484924
and,0.27806392312049866,0.3740963041782379,0.40957894921302795,0.34702804684638977,0.4731321930885315,0.20973104238510132,0.42175528407096863,0.3739250600337982,0.31649142503738403,0.19380119442939758,0.5064792633056641,0.5504306554794312,0.3589221239089966,0.20544172823429108
water,0.22638919949531555,0.18750394880771637,0.31979092955589294,0.24445408582687378,0.3326379060745239,0.32252225279808044,0.17986807227134705,0.2979097068309784,0.14710165560245514,0.24977734684944153,0.189085453748703,0.2921212315559387,0.35692790150642395,0.14731885492801666
made,0.259998619556427,0.3433256447315216,0.3944323658943176,0.328612744808197,0.3437977731227875,0.18635278940200806,0.32412371039390564,0.3180864453315735,0.1478397250175476,0.16161660850048065,0.3147922456264496,0.2986699640750885,0.19771292805671692,0.17218779027462006
them,0.4654969573020935,0.23709723353385925,0.44355401396751404,0.4065401256084442,0.5601773262023926,0.2769405245780945,0.4602346122264862,0.3151612877845764,0.2680353820323944,0.17070375382900238,0.41447147727012634,0.5832898020744324,0.43141818046569824,0.35435691475868225
a,0.2667238116264343,0.4508470594882965,0.5452592968940735,0.3342154324054718,0.47537946701049805,0.25153061747550964,0.17203083634376526,1.0,0.24187558889389038,0.2057834267616272,0.44038116931915283,0.2806335389614105,0.2420264482498169,0.23916715383529663
poor,0.21022289991378784,0.23301246762275696,0.20349231362342834,0.2449018657207489,0.29014962911605835,0.1285889446735382,0.25780510902404785,0.24187558889389038,1.0,0.2143404185771942,0.2900572121143341,0.1883959323167801,0.18998578190803528,0.12937016785144806
diet,0.1155734732747078,0.11115091294050217,0.17466296255588531,0.17841190099716187,0.23690956830978394,0.37976571917533875,0.1529075652360916,0.2057834267616272,0.2143404185771942,1.0,0.15320824086666107,0.21936558187007904,0.2948344945907593,0.10425104945898056
for,0.3869043290615082,0.3863949179649353,0.32171204686164856,0.303140789270401,0.4137635827064514,0.1783297061920166,0.33592689037323,0.44038116931915283,0.2900572121143341,0.15320824086666107,0.9999999403953552,0.3273986279964447,0.26254770159721375,0.264628142118454
other,0.321101576089859,0.14651623368263245,0.36282607913017273,0.28904253244400024,0.5570666193962097,0.2790910303592682,0.4041554927825928,0.2806335389614105,0.1883959323167801,0.21936558187007904,0.3273986279964447,0.9999999403953552,0.33722957968711853,0.24682199954986572
animals,0.2666506767272949,0.16088683903217316,0.21757186949253082,0.2766619920730591,0.3000275194644928,0.523098886013031,0.2710593342781067,0.2420264482498169,0.18998578190803528,0.2948344945907593,0.26254770159721375,0.33722957968711853,1.0000001192092896,0.16430135071277618
.,0.32909876108169556,0.40146201848983765,0.5593622326850891,0.3521888852119446,0.4460422694683075,0.22269779443740845,0.3378238379955292,0.50484299659729,0.2311597615480423,0.21237871050834656,0.4726039469242096,0.41511186957359314,0.27480828762054443,0.4130953550338745
