,what,space,station,supported,three,manned,missions,in,1973-1974,?
that,0.6297725439071655,0.2368461638689041,0.18958641588687897,0.33392322063446045,0.3407050371170044,0.208269864320755,0.20651644468307495,0.435920387506485,-0.023432768881320953,0.32716336846351624
supported,0.16402992606163025,0.0992002859711647,0.1421874463558197,1.0000001192092896,0.1852128505706787,0.16795019805431366,0.1863953173160553,0.22075232863426208,-0.009766835719347,0.11593948304653168
three,0.24888746440410614,0.19709010422229767,0.19222508370876312,0.1852128505706787,1.0,0.18182465434074402,0.20720647275447845,0.34828072786331177,0.15656301379203796,0.20928427577018738
manned,0.16094419360160828,0.4009856879711151,0.32651251554489136,0.16795019805431366,0.18182465434074402,1.0000001192092896,0.5398932099342346,0.1528020054101944,0.09238918870687485,0.17514055967330933
missions,0.21898438036441803,0.35818853974342346,0.2629515826702118,0.1863953173160553,0.20720647275447845,0.5398932099342346,1.0,0.2733149528503418,0.16457468271255493,0.21422071754932404
in,0.30808621644973755,0.17648501694202423,0.21784305572509766,0.22075232863426208,0.34828072786331177,0.1528020054101944,0.2733149528503418,1.0,0.15821076929569244,0.20430970191955566
1973–74,0.14776252210140228,0.06822068244218826,0.09453941881656647,0.07141143083572388,0.18124330043792725,0.04003448411822319,0.12138744443655014,0.1532914936542511,0.41255542635917664,0.03444601222872734
",",0.3087472915649414,0.2285580337047577,0.2482491284608841,0.2703314423561096,0.3347506821155548,0.1752677708864212,0.2626538574695587,0.5201468467712402,0.1561478078365326,0.31091248989105225
and,0.31309178471565247,0.22901733219623566,0.19091129302978516,0.3113573491573334,0.3826501965522766,0.21635916829109192,0.2856438457965851,0.4954058527946472,0.07939039170742035,0.20544172823429108
the,0.42745697498321533,0.24495907127857208,0.23609806597232819,0.27276676893234253,0.43452659249305725,0.2392944097518921,0.26288601756095886,0.6662389636039734,0.17222656309604645,0.22068053483963013
apollo–soyuz,0.18732047080993652,0.41975659132003784,0.2822878360748291,0.12848466634750366,0.13478055596351624,0.6181666254997253,0.4450109601020813,0.1810300648212433,0.1541203409433365,0.2480459362268448
test,0.2596650719642639,0.22115054726600647,0.14318683743476868,0.1393115371465683,0.10648032277822495,0.3078019320964813,0.23600627481937408,0.1630522608757019,-0.07760723680257797,0.19832737743854523
project,0.27033838629722595,0.28891924023628235,0.22300483286380768,0.1927732527256012,0.12092211097478867,0.23101463913917542,0.3073377013206482,0.16277937591075897,0.008490346372127533,0.30569031834602356
",",0.3087472915649414,0.2285580337047577,0.2482491284608841,0.2703314423561096,0.3347506821155548,0.1752677708864212,0.2626538574695587,0.5201468467712402,0.1561478078365326,0.31091248989105225
a,0.3320399522781372,0.20296213030815125,0.21760036051273346,0.21957339346408844,0.3025658130645752,0.1981727033853531,0.2459585964679718,0.539380669593811,0.04685445874929428,0.23916715383529663
joint,0.18112199008464813,0.1507481336593628,0.13605259358882904,0.26634451746940613,0.21393606066703796,0.09351818263530731,0.15136054158210754,0.19035212695598602,-0.0016593540785834193,0.15804731845855713
earth,0.25883176922798157,0.3202928602695465,0.1374855488538742,0.19504013657569885,0.20400762557983398,0.34992241859436035,0.2900218963623047,0.18566735088825226,0.12965360283851624,0.17717236280441284
orbit,0.19471463561058044,0.4323244094848633,0.28378814458847046,0.11369737982749939,0.1722889393568039,0.4742804169654846,0.34307122230529785,0.13808301091194153,0.1777135580778122,0.16621392965316772
mission,0.2317502647638321,0.3416440784931183,0.29844197630882263,0.11656171083450317,0.13945850729942322,0.496903657913208,0.8248506784439087,0.2224319875240326,0.1887403130531311,0.19506393373012543
with,0.2464839518070221,0.1992894560098648,0.13595768809318542,0.2909988462924957,0.35964319109916687,0.19048453867435455,0.21365633606910706,0.4080928862094879,-0.026824282482266426,0.2433311939239502
the,0.42745697498321533,0.24495907127857208,0.23609806597232819,0.27276676893234253,0.43452659249305725,0.2392944097518921,0.26288601756095886,0.6662389636039734,0.17222656309604645,0.22068053483963013
soviet,0.12922172248363495,0.28100618720054626,0.21726174652576447,0.21390403807163239,0.1481119692325592,0.3022095859050751,0.2766767144203186,0.22826138138771057,0.01300684455782175,0.08693568408489227
union,0.1396910548210144,0.15852117538452148,0.23725195229053497,0.20195183157920837,0.1587013304233551,0.2553478479385376,0.2587457597255707,0.22726479172706604,0.11152399331331253,0.07797172665596008
in,0.30808621644973755,0.17648501694202423,0.21784305572509766,0.22075232863426208,0.34828072786331177,0.1528020054101944,0.2733149528503418,1.0,0.15821076929569244,0.20430970191955566
1975,0.24193862080574036,0.11185967922210693,0.22291114926338196,0.1032661646604538,0.3022533655166626,0.09904749691486359,0.06612728536128998,0.31352153420448303,0.21582163870334625,0.19593262672424316
.,0.3567904531955719,0.2385488897562027,0.20999185740947723,0.29144924879074097,0.34968629479408264,0.2219262570142746,0.2895781993865967,0.5591574311256409,0.146619975566864,0.4130953550338745
