,what,does,it,mean,for,a,knot,to,be,considered,indecomposable,?
knot,0.21109230816364288,0.16911430656909943,0.2125512808561325,0.2775024473667145,0.17183829843997955,0.28559839725494385,1.0,0.259644478559494,0.22730737924575806,0.16694112122058868,0.25825056433677673,0.15629135072231293
that,0.6297725439071655,0.4764937460422516,0.5921133160591125,0.3935231864452362,0.4137635827064514,0.47537946701049805,0.21447725594043732,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.32295817136764526,0.32716336846351624
is,0.28837618231773376,0.4403602182865143,0.6328473687171936,0.3152560591697693,0.43268078565597534,0.658733606338501,0.2545997202396393,0.42745086550712585,0.4819129705429077,0.4096149802207947,0.2830645740032196,0.22961433231830597
indecomposable,0.26062121987342834,0.26559576392173767,0.34618309140205383,0.20559947192668915,0.2940187454223633,0.32994407415390015,0.25825056433677673,0.30037859082221985,0.3825744688510895,0.25365594029426575,1.0,0.2572121024131775
in,0.30808621644973755,0.214483380317688,0.5130809545516968,0.2099098116159439,0.4322226941585541,0.539380669593811,0.12287154048681259,0.45010748505592346,0.3481820821762085,0.28591203689575195,0.27747970819473267,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.4739971458911896,0.5829201340675354,0.1897794008255005,0.535392165184021,0.4248143136501312,0.4028765559196472,0.30357447266578674,0.22068053483963013
sense,0.3673125207424164,0.3114851117134094,0.3328757882118225,0.3875361382961273,0.29151713848114014,0.27587276697158813,0.24362699687480927,0.29030367732048035,0.2750726640224457,0.25793537497520447,0.2228245586156845,0.25268280506134033
that,0.6297725439071655,0.4764937460422516,0.5921133160591125,0.3935231864452362,0.4137635827064514,0.47537946701049805,0.21447725594043732,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.32295817136764526,0.32716336846351624
it,0.45803478360176086,0.34188351035118103,0.9999999403953552,0.30435773730278015,0.32171204686164856,0.5452592968940735,0.2125512808561325,0.513711154460907,0.5203388929367065,0.3332322835922241,0.34618309140205383,0.25732165575027466
can,0.34502777457237244,0.5156301856040955,0.3819273114204407,0.3466622233390808,0.35690054297447205,0.3915780484676361,0.2555607557296753,0.4979398250579834,0.5791122913360596,0.22579099237918854,0.4092124104499817,0.3226337134838104
not,0.5449194312095642,0.6355478763580322,0.4651523232460022,0.38741493225097656,0.39280617237091064,0.3791346549987793,0.2131994664669037,0.5149973034858704,0.5788898468017578,0.41997629404067993,0.356879323720932,0.41942933201789856
be,0.3929833769798279,0.28696945309638977,0.5203388929367065,0.3655017018318176,0.3801851272583008,0.39883795380592346,0.22730737924575806,0.4972836375236511,1.0,0.41927069425582886,0.3825744688510895,0.3324260413646698
written,0.25412634015083313,0.2023848444223404,0.32082226872444153,0.17955803871154785,0.25893163681030273,0.22976966202259064,0.1612534075975418,0.18544813990592957,0.22968649864196777,0.26052436232566833,0.24402573704719543,0.21451954543590546
as,0.31749409437179565,0.31202155351638794,0.4461488723754883,0.27253609895706177,0.44774648547172546,0.39550232887268066,0.14248475432395935,0.42092081904411316,0.5230465531349182,0.4031961262226105,0.27476245164871216,0.27043893933296204
the,0.42745697498321533,0.35928019881248474,0.6251175999641418,0.25977957248687744,0.4739971458911896,0.5829201340675354,0.1897794008255005,0.535392165184021,0.4248143136501312,0.4028765559196472,0.30357447266578674,0.22068053483963013
knot,0.21109230816364288,0.16911430656909943,0.2125512808561325,0.2775024473667145,0.17183829843997955,0.28559839725494385,1.0,0.259644478559494,0.22730737924575806,0.16694112122058868,0.25825056433677673,0.15629135072231293
sum,0.2714475691318512,0.2171662151813507,0.16246220469474792,0.2606574296951294,0.2368583381175995,0.21291501820087433,0.22624611854553223,0.23063914477825165,0.2493368238210678,0.2661631107330322,0.21971352398395538,0.1473705917596817
of,0.33290785551071167,0.3119818866252899,0.38761502504348755,0.27551960945129395,0.4185989499092102,0.5052502155303955,0.20162220299243927,0.41548454761505127,0.33904364705085754,0.4190242290496826,0.29055076837539673,0.1826142966747284
two,0.23363454639911652,0.2100418359041214,0.28080877661705017,0.16877402365207672,0.34734001755714417,0.3289857804775238,0.1721099466085434,0.3343428373336792,0.28515341877937317,0.20864328742027283,0.288598895072937,0.19645625352859497
nontrivial,0.37116363644599915,0.30889055132865906,0.3414580523967743,0.26237496733665466,0.31010836362838745,0.2950969636440277,0.17144279181957245,0.25986307859420776,0.36914530396461487,0.34745559096336365,0.3369227945804596,0.3419364094734192
knots,0.19074532389640808,0.1353965401649475,0.19634251296520233,0.17812208831310272,0.24975959956645966,0.248383566737175,0.725105881690979,0.2467050552368164,0.20032180845737457,0.08347932249307632,0.2329791933298111,0.1457868218421936
.,0.3567904531955719,0.3022993505001068,0.5593622326850891,0.21881133317947388,0.4726039469242096,0.50484299659729,0.16064757108688354,0.4645031690597534,0.4383580684661865,0.29356086254119873,0.3614097237586975,0.4130953550338745
