,what,is,the,citation,for,the,pierce,v.,society,of,sisters,case,?
1972,-0.19211961328983307,-0.017347048968076706,0.017579182982444763,-0.09745902568101883,-0.09573608636856079,0.017579182982444763,0.06766995787620544,-0.05186852812767029,-0.07305958122015,0.07561471313238144,-0.011996281333267689,-0.11715561151504517,-0.13323214650154114
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23686788976192474,0.3639558255672455,0.3456730246543884,0.2522576153278351,0.0044390130788087845,0.11955338716506958,0.3680361211299896,0.18550218641757965,0.2503088414669037,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.024930493906140327,0.0293948445469141,0.09152708947658539,0.019754813984036446,-0.04147130250930786,0.0793188139796257,0.054534342139959335,0.052838314324617386,-0.029111087322235107,0.10349778085947037
pierce,0.13912583887577057,0.1852693259716034,0.2549101412296295,0.16120167076587677,0.2132827490568161,0.2549101412296295,1.0,-0.059682268649339676,0.15384991466999054,0.2293238788843155,0.19202807545661926,0.16884936392307281,0.16230438649654388
v.,0.017213884741067886,-0.05407535284757614,-0.028345759958028793,-0.11939650774002075,0.00569364707916975,-0.028345759958028793,-0.059682268649339676,1.0,-0.022651439532637596,-0.02588406391441822,-0.004155030474066734,-0.03772502392530441,0.13179227709770203
society,0.23231269419193268,0.15995073318481445,0.2789285480976105,0.20616909861564636,0.21769006550312042,0.2789285480976105,0.15384991466999054,-0.022651439532637596,0.9999998807907104,0.23646748065948486,0.12308769673109055,0.09881655126810074,0.1373005360364914
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.22959956526756287,0.4185989499092102,0.733189046382904,0.2293238788843155,-0.02588406391441822,0.23646748065948486,1.0,0.15117692947387695,0.24743439257144928,0.1826142966747284
sisters,0.1374872773885727,0.12762703001499176,0.15165339410305023,0.13134151697158813,0.11004185676574707,0.15165339410305023,0.19202807545661926,-0.004155030474066734,0.12308769673109055,0.15117692947387695,1.0,0.08838903158903122,0.12711647152900696
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23433831334114075,0.4464869201183319,0.4933079481124878,0.2930167019367218,0.011836257763206959,0.20629194378852844,0.4946078956127167,0.23247653245925903,0.2977246046066284,0.31091248989105225
268,0.1758880615234375,-0.03150087222456932,-0.03500863164663315,0.12448889762163162,0.04206788167357445,-0.03500863164663315,-0.11662136763334274,-0.020080575719475746,-0.15165583789348602,-0.1578667014837265,-0.13807807862758636,0.09943818300962448,0.2116832286119461
u.s.,0.11178889125585556,-0.05269147455692291,0.06592652946710587,0.006917671300470829,0.11615988612174988,0.06592652946710587,0.0335930734872818,-0.00042049455805681646,-0.1284509152173996,0.011562774889171124,-0.017632106319069862,0.025508321821689606,0.07886100560426712
510,0.11724446713924408,0.1863097846508026,0.28801628947257996,-0.06753740459680557,0.07791807502508163,0.28801628947257996,0.10674016177654266,0.05751439183950424,0.23882675170898438,0.2778202295303345,0.09120944142341614,-0.11277034133672714,0.02240603417158127
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22305864095687866,0.3357032239437103,0.33289089798927307,0.24921026825904846,0.012761279009282589,0.11421491950750351,0.35032153129577637,0.16511857509613037,0.2248619794845581,0.40561532974243164
1925,-0.120728500187397,-0.07176447659730911,-0.10762115567922592,-0.12035756558179855,-0.06646494567394257,-0.10762115567922592,0.02695149928331375,-0.052273940294981,0.03784375637769699,-0.12286579608917236,-0.07272564619779587,-0.14395661652088165,-0.044753383845090866
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23686788976192474,0.3639558255672455,0.3456730246543884,0.2522576153278351,0.0044390130788087845,0.11955338716506958,0.3680361211299896,0.18550218641757965,0.2503088414669037,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.024930493906140327,0.0293948445469141,0.09152708947658539,0.019754813984036446,-0.04147130250930786,0.0793188139796257,0.054534342139959335,0.052838314324617386,-0.029111087322235107,0.10349778085947037
meyer,0.12931697070598602,0.19446708261966705,0.2379395067691803,0.06209195777773857,0.1331986039876938,0.2379395067691803,0.2077193260192871,0.025041569024324417,0.11084206402301788,0.14492850005626678,0.17934486269950867,0.12162093073129654,0.18144120275974274
v.,0.017213884741067886,-0.05407535284757614,-0.028345759958028793,-0.11939650774002075,0.00569364707916975,-0.028345759958028793,-0.059682268649339676,1.0,-0.022651439532637596,-0.02588406391441822,-0.004155030474066734,-0.03772502392530441,0.13179227709770203
nebraska,0.15826059877872467,0.15890847146511078,0.2070923149585724,0.11242444813251495,0.15791726112365723,0.2070923149585724,0.302010178565979,-0.08598365634679794,0.12077777832746506,0.1714753955602646,0.17439427971839905,0.12436820566654205,0.146102637052536
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23433831334114075,0.4464869201183319,0.4933079481124878,0.2930167019367218,0.011836257763206959,0.20629194378852844,0.4946078956127167,0.23247653245925903,0.2977246046066284,0.31091248989105225
262,0.242139533162117,0.0020865865517407656,0.006700088735669851,0.06506599485874176,0.0003856074472423643,0.006700088735669851,0.007831664755940437,0.07694753259420395,0.0010023124050348997,-0.02648850344121456,0.206601083278656,0.07927417010068893,0.298300564289093
u.s.,0.11178889125585556,-0.05269147455692291,0.06592652946710587,0.006917671300470829,0.11615988612174988,0.06592652946710587,0.0335930734872818,-0.00042049455805681646,-0.1284509152173996,0.011562774889171124,-0.017632106319069862,0.025508321821689606,0.07886100560426712
390,-0.004997712559998035,-0.02600889652967453,-0.04787406697869301,-0.17389918863773346,-0.11070117354393005,-0.04787406697869301,-0.05828075110912323,-0.021536633372306824,0.015704458579421043,-0.03995900973677635,0.11341681331396103,-0.09281597286462784,-0.01989002525806427
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.22305864095687866,0.3357032239437103,0.33289089798927307,0.24921026825904846,0.012761279009282589,0.11421491950750351,0.35032153129577637,0.16511857509613037,0.2248619794845581,0.40561532974243164
1923,-0.123641736805439,0.022437162697315216,-0.020846471190452576,0.02978362701833248,-0.011015714146196842,-0.020846471190452576,0.02713988907635212,-0.06729938834905624,-0.02885347232222557,0.06799059361219406,-0.06021188199520111,-0.054412830621004105,-0.009934643283486366
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23686788976192474,0.3639558255672455,0.3456730246543884,0.2522576153278351,0.0044390130788087845,0.11955338716506958,0.3680361211299896,0.18550218641757965,0.2503088414669037,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2370804250240326,0.4726039469242096,0.5934505462646484,0.27776646614074707,-0.006057249382138252,0.18022798001766205,0.5352458953857422,0.1887364685535431,0.32712292671203613,0.4130953550338745
