,who,is,the,final,judge,of,right,and,wrong,?
conscience,0.3009462356567383,0.21721133589744568,0.19696292281150818,0.1595591902732849,0.2656191289424896,0.22477462887763977,0.23507678508758545,0.2396935075521469,0.3613337278366089,0.23370258510112762
vs.,0.08805154263973236,0.04992976784706116,0.1071983203291893,0.20332424342632294,0.03749900683760643,0.1071038618683815,0.11602552980184555,0.0473664216697216,0.1037125512957573,0.13077275454998016
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
collective,0.15793709456920624,0.24028818309307098,0.27278316020965576,0.1140773668885231,0.14681975543498993,0.3373034596443176,0.15738758444786072,0.2910601496696472,0.14516733586788177,0.18214865028858185
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.24325628578662872,0.2617768347263336,0.5352458953857422,0.2597152590751648,0.588965117931366,0.28903380036354065,0.4130953550338745
,who,is,the,final,judge,of,right,and,wrong,?
even,0.33644744753837585,0.28202980756759644,0.37996912002563477,0.16129715740680695,0.13869431614875793,0.34735506772994995,0.24898862838745117,0.4625037908554077,0.3797740936279297,0.30082517862319946
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.24625235795974731,0.25238069891929626,0.5052502155303955,0.2849915027618408,0.3739250600337982,0.31342315673828125,0.23916715383529663
good,0.3108983039855957,0.24055646359920502,0.2735973596572876,0.2709614336490631,0.20243988931179047,0.2696770131587982,0.27164143323898315,0.3426591157913208,0.4463428258895874,0.3187684714794159
form,0.137381911277771,0.3218395411968231,0.29286009073257446,0.17977972328662872,0.06379929929971695,0.29600051045417786,0.17164136469364166,0.30469027161598206,0.134669691324234,0.1463010311126709
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24563951790332794,0.18874549865722656,1.0,0.22473211586475372,0.5116966962814331,0.16435322165489197,0.1826142966747284
government,0.27194860577583313,0.20343491435050964,0.31798112392425537,0.10241425037384033,0.20511503517627716,0.3475167155265808,0.167730450630188,0.2859337627887726,0.26449301838874817,0.18851417303085327
is,0.24293622374534607,1.0,0.5823672413825989,0.1859603077173233,0.25163978338241577,0.4854315221309662,0.22718656063079834,0.3859752118587494,0.22142094373703003,0.22961433231830597
“,-0.035637419670820236,-0.040780652314424515,-0.004561804234981537,0.06144699081778526,0.0783151164650917,0.006646031979471445,0.011198863387107849,-0.03324910253286362,-0.018189793452620506,-0.043535903096199036
liable,0.24637022614479065,0.19300270080566406,0.2040098011493683,0.11889247596263885,0.22240576148033142,0.16264715790748596,0.16432666778564453,0.13950246572494507,0.31008586287498474,0.2388528287410736
to,0.42656609416007996,0.42745086550712585,0.535392165184021,0.26099109649658203,0.23062574863433838,0.41548454761505127,0.31834647059440613,0.48971283435821533,0.3418787121772766,0.29463258385658264
be,0.3371641933917999,0.4819129705429077,0.4248143136501312,0.16302402317523956,0.1564931869506836,0.33904364705085754,0.28686586022377014,0.41766801476478577,0.37516680359840393,0.3324260413646698
abused,0.3878318965435028,0.10930340737104416,0.12672726809978485,0.08196943998336792,0.21758615970611572,0.16576024889945984,0.20196546614170074,0.22703509032726288,0.3701436221599579,0.23559819161891937
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2635152339935303,0.21714644134044647,0.5116966962814331,0.27311667799949646,1.0,0.2498084008693695,0.20544172823429108
perverted,0.3043346703052521,0.18498817086219788,0.25394973158836365,0.17096483707427979,0.24984459578990936,0.26393094658851624,0.18987074494361877,0.2421150654554367,0.3773276209831238,0.18894191086292267
before,0.31244513392448425,0.25183290243148804,0.45900648832321167,0.3350951671600342,0.2920835316181183,0.3282964527606964,0.2490382045507431,0.3518902659416199,0.3127358555793762,0.2507109045982361
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
people,0.3933800458908081,0.34254953265190125,0.36838498711586,0.06065114587545395,0.23908941447734833,0.3251037895679474,0.21693569421768188,0.3016039729118347,0.2767139673233032,0.23739641904830933
can,0.2602734863758087,0.44256699085235596,0.312528520822525,0.1444803923368454,0.1231655552983284,0.2603091299533844,0.2777777910232544,0.3675691485404968,0.34596842527389526,0.3226337134838104
act,0.2015037089586258,0.18206438422203064,0.28682878613471985,0.16121841967105865,0.1811223030090332,0.2802577316761017,0.15988953411579132,0.2776535749435425,0.16276831924915314,0.1482519507408142
through,0.17793183028697968,0.27805060148239136,0.44071322679519653,0.23073270916938782,0.13208922743797302,0.3647414743900299,0.21032559871673584,0.3666759729385376,0.2366209775209427,0.16913433372974396
it.,0.03744467720389366,0.11690036207437515,0.21995218098163605,0.08793038129806519,0.0203559510409832,0.1305232048034668,0.04147971048951149,0.04669416323304176,0.09217728674411774,0.16862548887729645
”,-0.01526990532875061,-0.03237918019294739,-0.13169695436954498,0.003303979057818651,0.05336186662316322,-0.06583167612552643,-0.02967221662402153,-0.06984598934650421,-0.027216924354434013,0.014230710454285145
moreover,0.2507081925868988,0.2429884523153305,0.33288028836250305,0.16174569725990295,0.1057286337018013,0.28200021386146545,0.14035564661026,0.36561357975006104,0.27225783467292786,0.25369012355804443
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.24864837527275085,0.2974090576171875,0.4946078956127167,0.24165019392967224,0.6633074283599854,0.28518038988113403,0.31091248989105225
even,0.33644744753837585,0.28202980756759644,0.37996912002563477,0.16129715740680695,0.13869431614875793,0.34735506772994995,0.24898862838745117,0.4625037908554077,0.3797740936279297,0.30082517862319946
if,0.3758285641670227,0.30927813053131104,0.33724796772003174,0.21843838691711426,0.20377486944198608,0.2557544410228729,0.33105990290641785,0.3498523235321045,0.48530086874961853,0.4441644251346588
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.24625235795974731,0.25238069891929626,0.5052502155303955,0.2849915027618408,0.3739250600337982,0.31342315673828125,0.23916715383529663
government,0.27194860577583313,0.20343491435050964,0.31798112392425537,0.10241425037384033,0.20511503517627716,0.3475167155265808,0.167730450630188,0.2859337627887726,0.26449301838874817,0.18851417303085327
did,0.34038686752319336,0.19247472286224365,0.34736719727516174,0.24226084351539612,0.20122376084327698,0.2513895630836487,0.26817142963409424,0.34479495882987976,0.3570742607116699,0.3023456633090973
express,0.1710122525691986,0.16342021524906158,0.19177916646003723,0.16778233647346497,0.16547739505767822,0.1764339953660965,0.11391855776309967,0.18311074376106262,0.1607384830713272,0.13246142864227295
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
voice,0.2275296300649643,0.20807290077209473,0.19344258308410645,0.20413267612457275,0.16943921148777008,0.1260928511619568,0.13874277472496033,0.24227581918239594,0.15423926711082458,0.17046543955802917
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24563951790332794,0.18874549865722656,1.0,0.22473211586475372,0.5116966962814331,0.16435322165489197,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
people,0.3933800458908081,0.34254953265190125,0.36838498711586,0.06065114587545395,0.23908941447734833,0.3251037895679474,0.21693569421768188,0.3016039729118347,0.2767139673233032,0.23739641904830933
",",0.3365725874900818,0.4691906273365021,0.4933079481124878,0.24864837527275085,0.2974090576171875,0.4946078956127167,0.24165019392967224,0.6633074283599854,0.28518038988113403,0.31091248989105225
this,0.3345087468624115,0.480927973985672,0.6274310946464539,0.2752659320831299,0.15621988475322723,0.45148900151252747,0.3456582725048065,0.42353692650794983,0.4015366733074188,0.3155723512172699
fact,0.3179011940956116,0.3122292160987854,0.32878658175468445,0.12643608450889587,0.18360647559165955,0.3007645010948181,0.18199355900287628,0.29109814763069153,0.41434037685394287,0.2798655927181244
would,0.3632977604866028,0.33626067638397217,0.4133751392364502,0.25731417536735535,0.2160416543483734,0.3353942930698395,0.3161163032054901,0.34921059012413025,0.3864603340625763,0.37178951501846313
not,0.369414746761322,0.3776007890701294,0.4310511648654938,0.19054581224918365,0.2156722992658615,0.3307090103626251,0.3370451331138611,0.39099299907684326,0.46521833539009094,0.41942933201789856
compel,0.26256614923477173,0.16770228743553162,0.23554523289203644,0.24139787256717682,0.2608344554901123,0.26866891980171204,0.19702182710170746,0.20521235466003418,0.2621515095233917,0.19059628248214722
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
obedience,0.3264343738555908,0.23345303535461426,0.258289635181427,0.12491199374198914,0.2623201608657837,0.3141970634460449,0.17657099664211273,0.26443198323249817,0.2670736610889435,0.20169153809547424
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24563951790332794,0.18874549865722656,1.0,0.22473211586475372,0.5116966962814331,0.16435322165489197,0.1826142966747284
individuals,0.349673330783844,0.23137153685092926,0.3022412955760956,0.12421974539756775,0.19977931678295135,0.27365922927856445,0.25150227546691895,0.2956017851829529,0.20093904435634613,0.20243582129478455
who,0.9999998807907104,0.24293622374534607,0.3733934462070465,0.16870783269405365,0.3118523359298706,0.2827862501144409,0.2704642713069916,0.41279885172843933,0.3043161630630493,0.26220351457595825
disagree,0.3582748770713806,0.19938750565052032,0.23200152814388275,0.1878204345703125,0.2531372308731079,0.22792287170886993,0.29678645730018616,0.2679430842399597,0.4637226164340973,0.37936678528785706
with,0.3282766342163086,0.3250955045223236,0.4223487675189972,0.21215812861919403,0.08674230426549911,0.41827285289764404,0.19092322885990143,0.5477725267410278,0.22392813861370087,0.2433311939239502
what,0.40942975878715515,0.28837618231773376,0.42745697498321533,0.20972409844398499,0.30616456270217896,0.33290785551071167,0.38502591848373413,0.31309178471565247,0.5828129053115845,0.5051238536834717
is,0.24293622374534607,1.0,0.5823672413825989,0.1859603077173233,0.25163978338241577,0.4854315221309662,0.22718656063079834,0.3859752118587494,0.22142094373703003,0.22961433231830597
being,0.44037187099456787,0.4445112943649292,0.419739305973053,0.17588981986045837,0.25605595111846924,0.34885138273239136,0.27225571870803833,0.4286794066429138,0.3542790710926056,0.26743772625923157
said,0.391315758228302,0.2595660388469696,0.3024602234363556,0.2243424355983734,0.26634708046913147,0.29014745354652405,0.165008082985878,0.2940692901611328,0.4004943370819092,0.28991883993148804
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.24325628578662872,0.2617768347263336,0.5352458953857422,0.2597152590751648,0.588965117931366,0.28903380036354065,0.4130953550338745
,who,is,the,final,judge,of,right,and,wrong,?
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
individual,0.30539795756340027,0.21069909632205963,0.3706541955471039,0.2206738442182541,0.22772987186908722,0.3372420072555542,0.277554988861084,0.30311039090156555,0.20702733099460602,0.2058374285697937
is,0.24293622374534607,1.0,0.5823672413825989,0.1859603077173233,0.25163978338241577,0.4854315221309662,0.22718656063079834,0.3859752118587494,0.22142094373703003,0.22961433231830597
the,0.3733934462070465,0.5823672413825989,1.0,0.3543182611465454,0.21985375881195068,0.733189046382904,0.33901116251945496,0.5171257257461548,0.25067222118377686,0.22068053483963013
final,0.16870783269405365,0.1859603077173233,0.3543182611465454,1.0000001192092896,0.2238948792219162,0.24563951790332794,0.18298883736133575,0.2635152339935303,0.168295755982399,0.17315025627613068
judge,0.3118523359298706,0.25163978338241577,0.21985375881195068,0.2238948792219162,1.0000001192092896,0.18874549865722656,0.2566908001899719,0.21714644134044647,0.2849407196044922,0.1870231032371521
of,0.2827862501144409,0.4854315221309662,0.733189046382904,0.24563951790332794,0.18874549865722656,1.0,0.22473211586475372,0.5116966962814331,0.16435322165489197,0.1826142966747284
right,0.2704642713069916,0.22718656063079834,0.33901116251945496,0.18298883736133575,0.2566908001899719,0.22473211586475372,1.0,0.27311667799949646,0.4562161862850189,0.27135515213012695
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.2635152339935303,0.21714644134044647,0.5116966962814331,0.27311667799949646,1.0,0.2498084008693695,0.20544172823429108
wrong,0.3043161630630493,0.22142094373703003,0.25067222118377686,0.168295755982399,0.2849407196044922,0.16435322165489197,0.4562161862850189,0.2498084008693695,1.0,0.4657740890979767
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.24325628578662872,0.2617768347263336,0.5352458953857422,0.2597152590751648,0.588965117931366,0.28903380036354065,0.4130953550338745
