,what,other,terminology,is,considered,much,more,destructive,?
defects,0.19250653684139252,0.25534558296203613,0.1444673091173172,0.248048335313797,0.22463156282901764,0.22037114202976227,0.2611462473869324,0.21365995705127716,0.11700957268476486
justifying,0.43036285042762756,0.2635721266269684,0.32018357515335083,0.17693863809108734,0.3628365695476532,0.26510173082351685,0.2787402868270874,0.32877591252326965,0.43052729964256287
rebellion,0.20742425322532654,0.17529958486557007,0.09865521639585495,0.16987597942352295,0.14948628842830658,0.23023590445518494,0.172183096408844,0.1898687779903412,0.10071789473295212
must,0.30362528562545776,0.33371371030807495,0.16043750941753387,0.3093329071998596,0.26855698227882385,0.22590410709381104,0.2487267553806305,0.12278454005718231,0.23707495629787445
be,0.3929833769798279,0.4629868268966675,0.2301444411277771,0.4819129705429077,0.41927069425582886,0.3977218568325043,0.5445363521575928,0.20750242471694946,0.3324260413646698
much,0.45316147804260254,0.3761230409145355,0.21380725502967834,0.3156087100505829,0.2904464900493622,0.9999998807907104,0.5936280488967896,0.3172619342803955,0.23442231118679047
more,0.3484537899494171,0.49628373980522156,0.21422025561332703,0.2946030795574188,0.34512007236480713,0.5936280488967896,1.0,0.3013438880443573,0.27894994616508484
serious,0.3481818735599518,0.3352339565753937,0.267459511756897,0.19329771399497986,0.35103797912597656,0.4058070778846741,0.4092865586280823,0.4351488947868347,0.23093265295028687
than,0.29388150572776794,0.5105555653572083,0.1979050636291504,0.2839990258216858,0.3166120946407318,0.632695198059082,0.726518988609314,0.23746739327907562,0.24917294085025787
those,0.44466671347618103,0.5963296890258789,0.2109222561120987,0.2352088838815689,0.31510454416275024,0.42796790599823,0.4783404469490051,0.2865399420261383,0.3328189253807068
justifying,0.43036285042762756,0.2635721266269684,0.32018357515335083,0.17693863809108734,0.3628365695476532,0.26510173082351685,0.2787402868270874,0.32877591252326965,0.43052729964256287
disobedience,0.3298627436161041,0.24770691990852356,0.22011755406856537,0.21453623473644257,0.23693662881851196,0.18627820909023285,0.2029244303703308,0.254560649394989,0.19890835881233215
",",0.3087472915649414,0.4446498453617096,0.23080453276634216,0.4691906273365021,0.32932984828948975,0.36182254552841187,0.3696524500846863,0.24092638492584229,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.2263316512107849,0.3859752118587494,0.3359341621398926,0.38395699858665466,0.39880692958831787,0.23655502498149872,0.20544172823429108
if,0.5277165174484253,0.3864276111125946,0.2311575561761856,0.30927813053131104,0.2923738658428192,0.4070741534233093,0.3938486874103546,0.26549744606018066,0.4441644251346588
one,0.376489520072937,0.45956575870513916,0.18173913657665253,0.4544198513031006,0.4084182679653168,0.3110751807689667,0.42017561197280884,0.2738228142261505,0.2673267424106598
can,0.34502777457237244,0.454561322927475,0.22664444148540497,0.44256699085235596,0.22579099237918854,0.39803463220596313,0.4044358730316162,0.2557333707809448,0.3226337134838104
not,0.5449194312095642,0.4341118037700653,0.2711385488510132,0.3776007890701294,0.41997629404067993,0.4392215311527252,0.4605548083782196,0.26255708932876587,0.41942933201789856
justify,0.4040449857711792,0.22314363718032837,0.21192073822021484,0.12031934410333633,0.3050484359264374,0.2674484848976135,0.2641324996948242,0.32276463508605957,0.3789809048175812
civil,0.15091551840305328,0.17309200763702393,0.08912484347820282,0.16941262781620026,0.1520952433347702,0.1829502135515213,0.17124666273593903,0.15673857927322388,0.1494513899087906
rebellion,0.20742425322532654,0.17529958486557007,0.09865521639585495,0.16987597942352295,0.14948628842830658,0.23023590445518494,0.172183096408844,0.1898687779903412,0.10071789473295212
",",0.3087472915649414,0.4446498453617096,0.23080453276634216,0.4691906273365021,0.32932984828948975,0.36182254552841187,0.3696524500846863,0.24092638492584229,0.31091248989105225
then,0.4072686731815338,0.308794766664505,0.13723687827587128,0.24618037045001984,0.13687272369861603,0.29331350326538086,0.2772486209869385,0.1776861846446991,0.2884598970413208
one,0.376489520072937,0.45956575870513916,0.18173913657665253,0.4544198513031006,0.4084182679653168,0.3110751807689667,0.42017561197280884,0.2738228142261505,0.2673267424106598
can,0.34502777457237244,0.454561322927475,0.22664444148540497,0.44256699085235596,0.22579099237918854,0.39803463220596313,0.4044358730316162,0.2557333707809448,0.3226337134838104
not,0.5449194312095642,0.4341118037700653,0.2711385488510132,0.3776007890701294,0.41997629404067993,0.4392215311527252,0.4605548083782196,0.26255708932876587,0.41942933201789856
justify,0.4040449857711792,0.22314363718032837,0.21192073822021484,0.12031934410333633,0.3050484359264374,0.2674484848976135,0.2641324996948242,0.32276463508605957,0.3789809048175812
a,0.3320399522781372,0.2806335389614105,0.2895476818084717,0.658733606338501,0.36109375953674316,0.2958075702190399,0.3452818691730499,0.23326475918293,0.23916715383529663
civil,0.15091551840305328,0.17309200763702393,0.08912484347820282,0.16941262781620026,0.1520952433347702,0.1829502135515213,0.17124666273593903,0.15673857927322388,0.1494513899087906
disobedients,0.3241478204727173,0.3325466513633728,0.2414568066596985,0.22793690860271454,0.24556326866149902,0.23327496647834778,0.25965648889541626,0.2687913477420807,0.18925230205059052
',0.3245812654495239,0.20509733259677887,0.25286149978637695,0.5508411526679993,0.2726886570453644,0.23434685170650482,0.20702357590198517,0.20193177461624146,0.330942302942276
use,0.3453877568244934,0.389494389295578,0.39603081345558167,0.3357410430908203,0.3013906180858612,0.38976505398750305,0.3766981065273285,0.1982073336839676,0.32795652747154236
of,0.33290785551071167,0.38583824038505554,0.19657523930072784,0.4854315221309662,0.4190242290496826,0.2671096920967102,0.30478984117507935,0.21505078673362732,0.1826142966747284
force,0.16915984451770782,0.1906614750623703,0.17019830644130707,0.22036980092525482,0.09322097152471542,0.23203714191913605,0.18687720596790314,0.23120827972888947,0.1650998443365097
and,0.31309178471565247,0.5504306554794312,0.2263316512107849,0.3859752118587494,0.3359341621398926,0.38395699858665466,0.39880692958831787,0.23655502498149872,0.20544172823429108
violence,0.24788525700569153,0.24008210003376007,0.2350180745124817,0.17799268662929535,0.2038554698228836,0.19987091422080994,0.22072415053844452,0.35919874906539917,0.20634515583515167
and,0.31309178471565247,0.5504306554794312,0.2263316512107849,0.3859752118587494,0.3359341621398926,0.38395699858665466,0.39880692958831787,0.23655502498149872,0.20544172823429108
refusal,0.3242574632167816,0.2296406328678131,0.1355867087841034,0.20584021508693695,0.214651420712471,0.23356802761554718,0.2506864666938782,0.21108663082122803,0.21465960144996643
to,0.455847829580307,0.4193183183670044,0.17471660673618317,0.42745086550712585,0.2954166829586029,0.40610215067863464,0.47084665298461914,0.24978958070278168,0.29463258385658264
submit,0.2869082987308502,0.22729116678237915,0.07494674623012543,0.09407678246498108,0.11137980222702026,0.16218018531799316,0.2315271496772766,0.13254675269126892,0.27356526255607605
to,0.455847829580307,0.4193183183670044,0.17471660673618317,0.42745086550712585,0.2954166829586029,0.40610215067863464,0.47084665298461914,0.24978958070278168,0.29463258385658264
arrest,0.19790410995483398,0.21983444690704346,0.14446239173412323,0.17170242965221405,0.16925664246082306,0.07193717360496521,0.1481357216835022,0.17347575724124908,0.1830197125673294
.,0.3567904531955719,0.41511186957359314,0.19457882642745972,0.4569662809371948,0.29356086254119873,0.3374604284763336,0.4070230722427368,0.23250842094421387,0.4130953550338745
