,what,group,was,responsible,for,causing,more,violence,in,wittenberg,?
visionary,0.2683846950531006,0.22091752290725708,0.236996129155159,0.20760762691497803,0.15486350655555725,0.14951489865779877,0.14146775007247925,0.24638722836971283,0.20782579481601715,0.18221640586853027,0.14263148605823517
zealots,0.22073322534561157,0.2267858386039734,0.23343349993228912,0.18179580569267273,0.3093709349632263,0.24930456280708313,0.31569379568099976,0.3049452304840088,0.2653430998325348,0.17078055441379547,0.17626868188381195
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
the,0.42745697498321533,0.30795547366142273,0.48711544275283813,0.3305104374885559,0.4739971458911896,0.2816545367240906,0.39758381247520447,0.25465771555900574,0.6662389636039734,0.31221258640289307,0.22068053483963013
so-called,0.361295610666275,0.247576504945755,0.41175779700279236,0.32857027649879456,0.3170488178730011,0.31597864627838135,0.3708331286907196,0.23227441310882568,0.4370424151420593,0.24531549215316772,0.28986620903015137
zwickau,0.20605064928531647,0.17986083030700684,0.23087860643863678,0.13922066986560822,0.1396188586950302,0.12124498933553696,0.22500523924827576,0.10456711053848267,0.2857849597930908,0.5347408056259155,0.14503100514411926
prophets,0.2965644299983978,0.1383279711008072,0.16574695706367493,0.15743115544319153,0.17227964103221893,0.15367907285690308,0.19157341122627258,0.22891546785831451,0.11411770433187485,0.23629382252693176,0.2357759326696396
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
arrived,0.25085949897766113,0.17183369398117065,0.363562673330307,0.1956440508365631,0.1708100289106369,0.21529358625411987,0.17768679559230804,0.13179899752140045,0.2573651373386383,0.154778853058815,0.1681029200553894
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
preaching,0.296420693397522,0.1627260148525238,0.22692738473415375,0.19068846106529236,0.22008126974105835,0.21912096440792084,0.21486303210258484,0.3566255271434784,0.2435474395751953,0.253431499004364,0.20984579622745514
revolutionary,0.15823614597320557,0.18658220767974854,0.3165914714336395,0.14992959797382355,0.15224315226078033,0.13837622106075287,0.11241426318883896,0.2577451765537262,0.22016291320323944,0.13289691507816315,0.1343436986207962
doctrines,0.3114076256752014,0.14571475982666016,0.15352709591388702,0.2091389298439026,0.16154825687408447,0.12275572121143341,0.23036183416843414,0.294053852558136,0.18019697070121765,0.12347501516342163,0.22992970049381256
such,0.23989605903625488,0.23581965267658234,0.12487147748470306,0.2124599665403366,0.36098620295524597,0.25808846950531006,0.5065661668777466,0.18494771420955658,0.2704046070575714,0.12466069310903549,0.17851735651493073
as,0.31749409437179565,0.2519444227218628,0.3677520453929901,0.25070908665657043,0.44774648547172546,0.19677193462848663,0.42839905619621277,0.22102874517440796,0.3887844979763031,0.24344627559185028,0.27043893933296204
the,0.42745697498321533,0.30795547366142273,0.48711544275283813,0.3305104374885559,0.4739971458911896,0.2816545367240906,0.39758381247520447,0.25465771555900574,0.6662389636039734,0.31221258640289307,0.22068053483963013
equality,0.2506782114505768,0.19664636254310608,0.1769106537103653,0.19596783816814423,0.26320788264274597,0.10342466831207275,0.19518715143203735,0.3827934265136719,0.1692870706319809,0.25212904810905457,0.19821703433990479
of,0.33290785551071167,0.25542253255844116,0.4069072902202606,0.37070101499557495,0.4185989499092102,0.2885251045227051,0.30478984117507935,0.21331627666950226,0.5696388483047485,0.296735942363739,0.1826142966747284
man,0.21916821599006653,0.170151948928833,0.3030987083911896,0.1354788839817047,0.22439523041248322,0.18837787210941315,0.22071774303913116,0.14498895406723022,0.19554144144058228,0.15420247614383698,0.2528940737247467
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
adult,0.2068360149860382,0.15981896221637726,0.1706767976284027,0.13920649886131287,0.2190706878900528,0.14579641819000244,0.25011393427848816,0.23556803166866302,0.2174263745546341,0.14667613804340363,0.14439715445041656
baptism,0.23295360803604126,0.1009235829114914,0.1538742482662201,0.1403757780790329,0.14573749899864197,0.17418481409549713,0.13495735824108124,0.25473538041114807,0.12040549516677856,0.24751347303390503,0.18744641542434692
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
and,0.31309178471565247,0.3510662019252777,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.293680340051651,0.39880692958831787,0.2652360200881958,0.4954058527946472,0.2583361864089966,0.20544172823429108
christ,0.2615339457988739,0.07416240125894547,0.2174820899963379,0.15835462510585785,0.1445605307817459,0.19317352771759033,0.1220613569021225,0.22577722370624542,0.16419753432273865,0.22298327088356018,0.13772203028202057
's,0.02692362666130066,-0.01093533169478178,0.008974763564765453,0.002397976815700531,-0.07241261005401611,-0.13326315581798553,0.032942235469818115,0.05901326611638069,-0.037580832839012146,0.0032721450552344322,-0.023395681753754616
imminent,0.2698324918746948,0.16203263401985168,0.2528129816055298,0.35307496786117554,0.2486034333705902,0.40408575534820557,0.18275988101959229,0.2976685166358948,0.2594987452030182,0.13805203139781952,0.181133434176445
return,0.18344242870807648,0.13633307814598083,0.12940508127212524,0.14104889333248138,0.23464316129684448,0.18567520380020142,0.18595798313617706,0.15180078148841858,0.1852470338344574,0.13176433742046356,0.14655634760856628
.,0.3567904531955719,0.27268800139427185,0.40146201848983765,0.2309054434299469,0.4726039469242096,0.23749417066574097,0.4070230722427368,0.22271575033664703,0.5591574311256409,0.30842825770378113,0.4130953550338745
,what,group,was,responsible,for,causing,more,violence,in,wittenberg,?
the,0.42745697498321533,0.30795547366142273,0.48711544275283813,0.3305104374885559,0.4739971458911896,0.2816545367240906,0.39758381247520447,0.25465771555900574,0.6662389636039734,0.31221258640289307,0.22068053483963013
reforms,0.18993237614631653,0.1167931780219078,0.29584622383117676,0.1958712935447693,0.1740860790014267,0.1618528962135315,0.22060520946979523,0.3000873625278473,0.21114581823349,0.2388179749250412,0.09706777334213257
provoked,0.21818923950195312,0.15410712361335754,0.26774653792381287,0.294207900762558,0.2423025220632553,0.373960942029953,0.28067976236343384,0.4445951282978058,0.19886942207813263,0.09936294704675674,0.20225588977336884
disturbances,0.2838555574417114,0.12308663129806519,0.18305853009223938,0.27915114164352417,0.17681288719177246,0.4313782751560211,0.28381288051605225,0.4211542308330536,0.2716692388057709,0.0607520155608654,0.11455879360437393
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
including,0.18328791856765747,0.2925799489021301,0.21884717047214508,0.25214883685112,0.42507120966911316,0.25172123312950134,0.31868070363998413,0.2269551306962967,0.35857823491096497,0.1407141387462616,0.1633303165435791
a,0.3320399522781372,0.2594761848449707,0.4508470594882965,0.22119273245334625,0.44038116931915283,0.23259559273719788,0.3452818691730499,0.2158076912164688,0.539380669593811,0.24799036979675293,0.23916715383529663
revolt,0.21133480966091156,0.13061490654945374,0.25198274850845337,0.07590992748737335,0.07323264330625534,0.1981726884841919,0.12979233264923096,0.3402756452560425,0.1841784566640854,0.16996951401233673,0.13996845483779907
by,0.2455483376979828,0.2915726900100708,0.4752357602119446,0.3226776123046875,0.3248702883720398,0.22396227717399597,0.2627272307872772,0.21456557512283325,0.370934396982193,0.22712822258472443,0.17966607213020325
the,0.42745697498321533,0.30795547366142273,0.48711544275283813,0.3305104374885559,0.4739971458911896,0.2816545367240906,0.39758381247520447,0.25465771555900574,0.6662389636039734,0.31221258640289307,0.22068053483963013
augustinian,0.20099180936813354,0.18029944598674774,0.3005293011665344,0.13231641054153442,0.08916649967432022,0.09180351346731186,0.19478973746299744,0.22770068049430847,0.23696105182170868,0.3054367005825043,0.19610492885112762
friars,0.19789285957813263,0.15195389091968536,0.21004866063594818,0.10647764056921005,0.10384394228458405,0.1648295819759369,0.09044349938631058,0.16308829188346863,0.23699404299259186,0.332760751247406,0.11377087235450745
against,0.24561616778373718,0.2582053244113922,0.22972732782363892,0.24975019693374634,0.3262052536010742,0.23931455612182617,0.18851351737976074,0.38095101714134216,0.27273955941200256,0.10768638551235199,0.18095137178897858
their,0.35142919421195984,0.31846651434898376,0.2396296262741089,0.2912881076335907,0.3406745493412018,0.2528553903102875,0.36147117614746094,0.23967260122299194,0.34976133704185486,0.16331329941749573,0.1898253709077835
prior,0.2537507116794586,0.09166718274354935,0.29096508026123047,0.30741018056869507,0.31561535596847534,0.17133617401123047,0.22371190786361694,0.16966791450977325,0.24521231651306152,0.10960797965526581,0.16978254914283752
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
the,0.42745697498321533,0.30795547366142273,0.48711544275283813,0.3305104374885559,0.4739971458911896,0.2816545367240906,0.39758381247520447,0.25465771555900574,0.6662389636039734,0.31221258640289307,0.22068053483963013
smashing,0.22869591414928436,0.1927303820848465,0.20670926570892334,0.13274621963500977,0.2421490103006363,0.30597224831581116,0.23936519026756287,0.21455535292625427,0.18748503923416138,0.16163142025470734,0.15601906180381775
of,0.33290785551071167,0.25542253255844116,0.4069072902202606,0.37070101499557495,0.4185989499092102,0.2885251045227051,0.30478984117507935,0.21331627666950226,0.5696388483047485,0.296735942363739,0.1826142966747284
statues,0.10677443444728851,0.09024377167224884,0.23293402791023254,0.076820969581604,0.17261387407779694,0.14688386023044586,0.17523610591888428,0.1568017154932022,0.20076963305473328,0.1958441138267517,0.08013036102056503
and,0.31309178471565247,0.3510662019252777,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.293680340051651,0.39880692958831787,0.2652360200881958,0.4954058527946472,0.2583361864089966,0.20544172823429108
images,0.23456238210201263,0.1432083547115326,0.12238597869873047,0.03827996179461479,0.16108547151088715,0.16912910342216492,0.21457575261592865,0.21938742697238922,0.1735273003578186,0.14346449077129364,0.22502069175243378
in,0.30808621644973755,0.2304753065109253,0.45514053106307983,0.24309778213500977,0.4322226941585541,0.25844457745552063,0.32563260197639465,0.2653872072696686,1.0,0.2511049211025238,0.20430970191955566
churches,0.17877253890037537,0.16440986096858978,0.1949601173400879,0.13497363030910492,0.18980154395103455,0.18757836520671844,0.21994681656360626,0.2361658662557602,0.2825169265270233,0.2783623933792114,0.19824735820293427
",",0.3087472915649414,0.2809832692146301,0.45456063747406006,0.2192283272743225,0.4464869201183319,0.2622236907482147,0.3696524500846863,0.2299048751592636,0.5201468467712402,0.23876431584358215,0.31091248989105225
and,0.31309178471565247,0.3510662019252777,0.3740963041782379,0.29945531487464905,0.5064792633056641,0.293680340051651,0.39880692958831787,0.2652360200881958,0.4954058527946472,0.2583361864089966,0.20544172823429108
denunciations,0.3025420308113098,0.1791897565126419,0.19011476635932922,0.1673843115568161,0.2878872752189636,0.10274384170770645,0.2522994577884674,0.21230685710906982,0.2204301655292511,0.25639793276786804,0.28315261006355286
of,0.33290785551071167,0.25542253255844116,0.4069072902202606,0.37070101499557495,0.4185989499092102,0.2885251045227051,0.30478984117507935,0.21331627666950226,0.5696388483047485,0.296735942363739,0.1826142966747284
the,0.42745697498321533,0.30795547366142273,0.48711544275283813,0.3305104374885559,0.4739971458911896,0.2816545367240906,0.39758381247520447,0.25465771555900574,0.6662389636039734,0.31221258640289307,0.22068053483963013
magistracy,0.15125048160552979,0.09954682737588882,0.2829400897026062,0.22712409496307373,0.1697477251291275,0.07439061254262924,0.0907740667462349,0.25165706872940063,0.23133563995361328,0.342861145734787,0.10738279670476913
.,0.3567904531955719,0.27268800139427185,0.40146201848983765,0.2309054434299469,0.4726039469242096,0.23749417066574097,0.4070230722427368,0.22271575033664703,0.5591574311256409,0.30842825770378113,0.4130953550338745
