,what,is,blamed,for,causing,the,sharp,drop,in,fish,catches,in,the,black,sea,and,the,sea,of,azov,?
western,0.2454150915145874,0.2572968304157257,0.12393325567245483,0.15054884552955627,0.12031827121973038,0.37920868396759033,0.11226668953895569,0.11277110874652863,0.35160520672798157,0.11073111742734909,0.17303992807865143,0.35160520672798157,0.37920868396759033,0.21290867030620575,0.24595922231674194,0.27210789918899536,0.37920868396759033,0.24595922231674194,0.32974064350128174,0.19258512556552887,0.17439141869544983
atlantic,0.16333554685115814,0.2232125848531723,0.14514751732349396,0.18211744725704193,0.2671712338924408,0.31052014231681824,0.14135296642780304,0.2152244597673416,0.23876288533210754,0.20944005250930786,0.27559369802474976,0.23876288533210754,0.31052014231681824,0.20371773838996887,0.39262792468070984,0.22233547270298004,0.31052014231681824,0.39262792468070984,0.22176773846149445,0.24252475798130035,0.15355663001537323
ctenophore,0.2381439507007599,0.23042532801628113,0.11911779642105103,0.1643882542848587,0.16817405819892883,0.2813475728034973,0.2842768728733063,0.182394877076149,0.1891518235206604,0.43588101863861084,0.27496790885925293,0.1891518235206604,0.2813475728034973,0.24124380946159363,0.3315829038619995,0.19002923369407654,0.2813475728034973,0.3315829038619995,0.2790392339229584,0.25514623522758484,0.2190871685743332
mnemiopsis,0.3030424118041992,0.28297117352485657,0.1522926539182663,0.25431740283966064,0.22404682636260986,0.23440246284008026,0.2932876646518707,0.17257502675056458,0.19060823321342468,0.2590174376964569,0.1476496011018753,0.19060823321342468,0.23440246284008026,0.20939147472381592,0.24282921850681305,0.22967760264873505,0.23440246284008026,0.24282921850681305,0.264727383852005,0.212117001414299,0.3170430064201355
leidyi,0.288722425699234,0.2439575493335724,0.1274731606245041,0.2520224153995514,0.1105162501335144,0.2985493838787079,0.13748444616794586,0.17538468539714813,0.3367040455341339,0.16951769590377808,0.15389792621135712,0.3367040455341339,0.2985493838787079,0.18349872529506683,0.1633916199207306,0.26506441831588745,0.2985493838787079,0.1633916199207306,0.31192028522491455,0.28200262784957886,0.3032957911491394
was,0.22111038863658905,0.5810302495956421,0.3108411133289337,0.3863949179649353,0.1618882715702057,0.48711544275283813,0.11500541120767593,0.12729547917842865,0.45514053106307983,0.10527832061052322,0.19582368433475494,0.45514053106307983,0.48711544275283813,0.1419273465871811,0.18031850457191467,0.3740963041782379,0.48711544275283813,0.18031850457191467,0.4069072902202606,0.117275170981884,0.18412111699581146
accidentally,0.24162557721138,0.22281010448932648,0.31895729899406433,0.20696485042572021,0.35924530029296875,0.2573339343070984,0.21391749382019043,0.23044966161251068,0.2539341449737549,0.19101758301258087,0.4053495526313782,0.2539341449737549,0.2573339343070984,0.1625044345855713,0.12145590782165527,0.2419019192457199,0.2573339343070984,0.12145590782165527,0.16036903858184814,0.21311712265014648,0.2163393795490265
introduced,0.09417270123958588,0.18314895033836365,0.16338440775871277,0.2018822282552719,0.1672491580247879,0.242969810962677,0.1261393278837204,0.24091100692749023,0.2614979147911072,0.20949895679950714,0.20008842647075653,0.2614979147911072,0.242969810962677,0.087015800178051,0.15340259671211243,0.27894338965415955,0.242969810962677,0.15340259671211243,0.23328952491283417,0.09202621132135391,0.16386865079402924
into,0.2180619090795517,0.2619607150554657,0.1773349940776825,0.231735959649086,0.3227423429489136,0.39493247866630554,0.17929747700691223,0.15721403062343597,0.38021373748779297,0.23486129939556122,0.2668197453022003,0.38021373748779297,0.39493247866630554,0.0980280339717865,0.2345193475484848,0.36597734689712524,0.39493247866630554,0.2345193475484848,0.32255905866622925,0.19504722952842712,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,0.2461363822221756,0.4739971458911896,0.2816545367240906,1.0,0.20238399505615234,0.2759656608104706,0.6662389636039734,0.23185352981090546,0.26279017329216003,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.22068053483963013
black,0.12054000794887543,0.20887219905853271,0.11724064499139786,0.2090286761522293,0.1155744343996048,0.28466513752937317,0.18405146896839142,0.09366635233163834,0.20407067239284515,0.18556618690490723,0.20626968145370483,0.20407067239284515,0.28466513752937317,1.0,0.1989918053150177,0.24407927691936493,0.28466513752937317,0.1989918053150177,0.23966942727565765,0.24027134478092194,0.15159966051578522
sea,0.19525039196014404,0.22288988530635834,0.1522158533334732,0.17241841554641724,0.1976320743560791,0.30363768339157104,0.21178340911865234,0.21258486807346344,0.2302369773387909,0.3753899931907654,0.28212970495224,0.2302369773387909,0.30363768339157104,0.1989918053150177,1.0,0.30105236172676086,0.30363768339157104,1.0,0.2707739472389221,0.3487842082977295,0.15551945567131042
and,0.31309178471565247,0.3859752118587494,0.2473568171262741,0.5064792633056641,0.293680340051651,0.5171257257461548,0.2658560276031494,0.2385902851819992,0.4954058527946472,0.2571234405040741,0.2357134222984314,0.4954058527946472,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.20544172823429108
sea,0.19525039196014404,0.22288988530635834,0.1522158533334732,0.17241841554641724,0.1976320743560791,0.30363768339157104,0.21178340911865234,0.21258486807346344,0.2302369773387909,0.3753899931907654,0.28212970495224,0.2302369773387909,0.30363768339157104,0.1989918053150177,1.0,0.30105236172676086,0.30363768339157104,1.0,0.2707739472389221,0.3487842082977295,0.15551945567131042
of,0.33290785551071167,0.4854315221309662,0.23866800963878632,0.4185989499092102,0.2885251045227051,0.733189046382904,0.18021084368228912,0.1734435260295868,0.5696388483047485,0.2105162888765335,0.18386352062225342,0.5696388483047485,0.733189046382904,0.23966942727565765,0.2707739472389221,0.5116966962814331,0.733189046382904,0.2707739472389221,1.0,0.21088971197605133,0.1826142966747284
azov,0.22748391330242157,0.16239745914936066,0.14828132092952728,0.12816758453845978,0.18634341657161713,0.23515892028808594,0.1457371860742569,0.15434278547763824,0.16842807829380035,0.21643052995204926,0.24338842928409576,0.16842807829380035,0.23515892028808594,0.24027134478092194,0.3487842082977295,0.19502732157707214,0.23515892028808594,0.3487842082977295,0.21088971197605133,0.9999998807907104,0.1760127991437912
via,0.16736915707588196,0.18325740098953247,0.08748745173215866,0.1971353143453598,0.19270890951156616,0.23979412019252777,0.0163480993360281,0.1181156262755394,0.19981135427951813,0.0802040547132492,0.1803314983844757,0.19981135427951813,0.23979412019252777,0.05472724884748459,0.10602956265211105,0.20018906891345978,0.23979412019252777,0.10602956265211105,0.1293322592973709,0.08931523561477661,0.19443516433238983
the,0.42745697498321533,0.5823672413825989,0.2461363822221756,0.4739971458911896,0.2816545367240906,1.0,0.20238399505615234,0.2759656608104706,0.6662389636039734,0.23185352981090546,0.26279017329216003,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.22068053483963013
ballast,0.18656377494335175,0.2905329763889313,0.14131200313568115,0.25274932384490967,0.2706376016139984,0.26772168278694153,0.26148897409439087,0.239241361618042,0.2580361068248749,0.2491796910762787,0.31260257959365845,0.2580361068248749,0.26772168278694153,0.13499027490615845,0.2514350116252899,0.30308085680007935,0.26772168278694153,0.2514350116252899,0.24479739367961884,0.2776786983013153,0.10565948486328125
tanks,0.12450781464576721,0.13024704158306122,0.22983059287071228,0.22632211446762085,0.262775719165802,0.2629270851612091,0.12224707007408142,0.1732010394334793,0.2162904292345047,0.3083881735801697,0.2768419682979584,0.2162904292345047,0.2629270851612091,0.1975085735321045,0.21421179175376892,0.30689284205436707,0.2629270851612091,0.21421179175376892,0.18444781005382538,0.24291348457336426,0.1436709761619568
of,0.33290785551071167,0.4854315221309662,0.23866800963878632,0.4185989499092102,0.2885251045227051,0.733189046382904,0.18021084368228912,0.1734435260295868,0.5696388483047485,0.2105162888765335,0.18386352062225342,0.5696388483047485,0.733189046382904,0.23966942727565765,0.2707739472389221,0.5116966962814331,0.733189046382904,0.2707739472389221,1.0,0.21088971197605133,0.1826142966747284
ships,0.18164707720279694,0.1527765691280365,0.20939457416534424,0.27495136857032776,0.25381916761398315,0.279244989156723,0.1726042926311493,0.14129553735256195,0.2328297346830368,0.24157293140888214,0.33005446195602417,0.2328297346830368,0.279244989156723,0.1404688060283661,0.41655799746513367,0.27834877371788025,0.279244989156723,0.41655799746513367,0.2382369190454483,0.16789183020591736,0.18477600812911987
",",0.3087472915649414,0.4691906273365021,0.21747229993343353,0.4464869201183319,0.2622236907482147,0.4933079481124878,0.2532254755496979,0.21217185258865356,0.5201468467712402,0.220574751496315,0.25164684653282166,0.5201468467712402,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.6633074283599854,0.4933079481124878,0.30078184604644775,0.4946078956127167,0.2248634397983551,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2473568171262741,0.5064792633056641,0.293680340051651,0.5171257257461548,0.2658560276031494,0.2385902851819992,0.4954058527946472,0.2571234405040741,0.2357134222984314,0.4954058527946472,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.20544172823429108
has,0.20338068902492523,0.5668748617172241,0.18062183260917664,0.450642853975296,0.2203073501586914,0.4177538752555847,0.17828091979026794,0.17183345556259155,0.4173259735107422,0.18163102865219116,0.2411484271287918,0.4173259735107422,0.4177538752555847,0.21553783118724823,0.15683573484420776,0.43716782331466675,0.4177538752555847,0.15683573484420776,0.3909035325050354,0.1086028665304184,0.15994466841220856
been,0.2567804455757141,0.39566612243652344,0.2756321430206299,0.39068686962127686,0.23935844004154205,0.3563927710056305,0.1776299625635147,0.1567569524049759,0.3515113592147827,0.1879459172487259,0.17175672948360443,0.3515113592147827,0.3563927710056305,0.1587599813938141,0.1618814766407013,0.3424558639526367,0.3563927710056305,0.1618814766407013,0.31685134768486023,0.0998792052268982,0.24354910850524902
blamed,0.21846549212932587,0.10809805989265442,1.0,0.23336070775985718,0.42016106843948364,0.2461363822221756,0.17502567172050476,0.14470675587654114,0.19296689331531525,0.16434672474861145,0.26590457558631897,0.19296689331531525,0.2461363822221756,0.11724064499139786,0.1522158533334732,0.2473568171262741,0.2461363822221756,0.1522158533334732,0.23866800963878632,0.14828132092952728,0.14765259623527527
for,0.3017193675041199,0.43268078565597534,0.23336070775985718,0.9999999403953552,0.17406979203224182,0.4739971458911896,0.16187167167663574,0.2267320305109024,0.4322226941585541,0.14880593121051788,0.21854782104492188,0.4322226941585541,0.4739971458911896,0.2090286761522293,0.17241841554641724,0.5064792633056641,0.4739971458911896,0.17241841554641724,0.4185989499092102,0.12816758453845978,0.264628142118454
causing,0.24770919978618622,0.17441625893115997,0.42016106843948364,0.17406979203224182,1.0,0.2816545367240906,0.26574209332466125,0.30491799116134644,0.25844457745552063,0.20285126566886902,0.35326075553894043,0.25844457745552063,0.2816545367240906,0.1155744343996048,0.1976320743560791,0.293680340051651,0.2816545367240906,0.1976320743560791,0.2885251045227051,0.18634341657161713,0.1852436512708664
sharp,0.17051073908805847,0.18698756396770477,0.17502567172050476,0.16187167167663574,0.26574209332466125,0.20238399505615234,0.9999999403953552,0.2930469810962677,0.1889141947031021,0.2260696291923523,0.248716801404953,0.1889141947031021,0.20238399505615234,0.18405146896839142,0.21178340911865234,0.2658560276031494,0.20238399505615234,0.21178340911865234,0.18021084368228912,0.1457371860742569,0.10235925018787384
drops,0.1808709353208542,0.2734919786453247,0.20760105550289154,0.18831056356430054,0.3392561376094818,0.293539822101593,0.280169278383255,0.6332626342773438,0.19557978212833405,0.24113892018795013,0.4631332457065582,0.19557978212833405,0.293539822101593,0.17434629797935486,0.2798141837120056,0.2587619721889496,0.293539822101593,0.2798141837120056,0.2201315313577652,0.24261583387851715,0.12476576864719391
in,0.30808621644973755,0.5394441485404968,0.19296689331531525,0.4322226941585541,0.25844457745552063,0.6662389636039734,0.1889141947031021,0.18230557441711426,1.0,0.21571144461631775,0.253505676984787,1.0,0.6662389636039734,0.20407067239284515,0.2302369773387909,0.4954058527946472,0.6662389636039734,0.2302369773387909,0.5696388483047485,0.16842807829380035,0.20430970191955566
fish,0.18598103523254395,0.20566876232624054,0.16434672474861145,0.14880593121051788,0.20285126566886902,0.23185352981090546,0.2260696291923523,0.19302472472190857,0.21571144461631775,0.9999999403953552,0.35762181878089905,0.21571144461631775,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.2571234405040741,0.23185352981090546,0.3753899931907654,0.2105162888765335,0.21643052995204926,0.1945318728685379
catches,0.19078238308429718,0.2856714129447937,0.26590457558631897,0.21854782104492188,0.35326075553894043,0.26279017329216003,0.248716801404953,0.27638840675354004,0.253505676984787,0.35762181878089905,1.0,0.253505676984787,0.26279017329216003,0.20626968145370483,0.28212970495224,0.2357134222984314,0.26279017329216003,0.28212970495224,0.18386352062225342,0.24338842928409576,0.17583297193050385
by,0.2455483376979828,0.3899846076965332,0.29725486040115356,0.3248702883720398,0.22396227717399597,0.4408751428127289,0.14750729501247406,0.1648848056793213,0.370934396982193,0.1509995460510254,0.21134626865386963,0.370934396982193,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.4289871156215668,0.4408751428127289,0.19145366549491882,0.3646814823150635,0.10786983370780945,0.17966607213020325
eating,0.2731613218784332,0.21025004982948303,0.2550193667411804,0.2282763421535492,0.28123044967651367,0.2264447957277298,0.28471142053604126,0.20279641449451447,0.2061828225851059,0.39562085270881653,0.29196682572364807,0.2061828225851059,0.2264447957277298,0.14428521692752838,0.23818005621433258,0.2720959186553955,0.2264447957277298,0.23818005621433258,0.21395421028137207,0.1584172546863556,0.24161317944526672
both,0.3361809551715851,0.31409940123558044,0.23568163812160492,0.3887220323085785,0.2452029585838318,0.4931981563568115,0.2139270007610321,0.24918867647647858,0.3960166871547699,0.20252588391304016,0.1762700080871582,0.3960166871547699,0.4931981563568115,0.20485025644302368,0.21250498294830322,0.5503310561180115,0.4931981563568115,0.21250498294830322,0.3565710783004761,0.13179145753383636,0.19455738365650177
fish,0.18598103523254395,0.20566876232624054,0.16434672474861145,0.14880593121051788,0.20285126566886902,0.23185352981090546,0.2260696291923523,0.19302472472190857,0.21571144461631775,0.9999999403953552,0.35762181878089905,0.21571144461631775,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.2571234405040741,0.23185352981090546,0.3753899931907654,0.2105162888765335,0.21643052995204926,0.1945318728685379
larvae,0.186910018324852,0.19354569911956787,0.14054326713085175,0.15823028981685638,0.2100738286972046,0.22907966375350952,0.19909845292568207,0.22865188121795654,0.16830629110336304,0.44382596015930176,0.34595614671707153,0.16830629110336304,0.22907966375350952,0.19294065237045288,0.32635697722435,0.2113076150417328,0.22907966375350952,0.32635697722435,0.21030089259147644,0.21955400705337524,0.18174287676811218
and,0.31309178471565247,0.3859752118587494,0.2473568171262741,0.5064792633056641,0.293680340051651,0.5171257257461548,0.2658560276031494,0.2385902851819992,0.4954058527946472,0.2571234405040741,0.2357134222984314,0.4954058527946472,0.5171257257461548,0.24407927691936493,0.30105236172676086,1.0,0.5171257257461548,0.30105236172676086,0.5116966962814331,0.19502732157707214,0.20544172823429108
small,0.2504110634326935,0.32085540890693665,0.18429724872112274,0.20376276969909668,0.2287827730178833,0.39655908942222595,0.30310121178627014,0.20499089360237122,0.3722202181816101,0.2918507158756256,0.25785136222839355,0.3722202181816101,0.39655908942222595,0.18177051842212677,0.2173941731452942,0.35207539796829224,0.39655908942222595,0.2173941731452942,0.353353351354599,0.15431194007396698,0.13914890587329865
crustaceans,0.19485706090927124,0.2440410703420639,0.12213876098394394,0.1780475378036499,0.21946407854557037,0.23209208250045776,0.34650614857673645,0.23392748832702637,0.19099275767803192,0.6048284769058228,0.373591810464859,0.19099275767803192,0.23209208250045776,0.2212943434715271,0.4489602744579315,0.27420347929000854,0.23209208250045776,0.4489602744579315,0.2203882485628128,0.26537129282951355,0.18080860376358032
that,0.6297725439071655,0.3995479643344879,0.33571118116378784,0.4137635827064514,0.3118148148059845,0.5473989248275757,0.26405665278434753,0.2943560481071472,0.435920387506485,0.26209649443626404,0.26328587532043457,0.435920387506485,0.5473989248275757,0.22347763180732727,0.2267688512802124,0.4731321930885315,0.5473989248275757,0.2267688512802124,0.41498205065727234,0.18954825401306152,0.32716336846351624
would,0.45766422152519226,0.33626067638397217,0.3060033917427063,0.39877474308013916,0.37422922253608704,0.4133751392364502,0.19371666014194489,0.3161391317844391,0.30461156368255615,0.17491090297698975,0.1411745697259903,0.30461156368255615,0.4133751392364502,0.1652536243200302,0.17596907913684845,0.34921059012413025,0.4133751392364502,0.17596907913684845,0.3353942930698395,0.11362100392580032,0.37178951501846313
otherwise,0.39239436388015747,0.3212507367134094,0.13978248834609985,0.3145095705986023,0.2861660420894623,0.2968122065067291,0.17141824960708618,0.26689988374710083,0.25651246309280396,0.21276640892028809,0.1549682319164276,0.25651246309280396,0.2968122065067291,0.16614605486392975,0.15130341053009033,0.26766112446784973,0.2968122065067291,0.15130341053009033,0.2133692502975464,0.17225660383701324,0.29367905855178833
feed,0.24202558398246765,0.18941432237625122,0.19939959049224854,0.20785245299339294,0.21729615330696106,0.2381063848733902,0.21542954444885254,0.2543323338031769,0.17841142416000366,0.37400323152542114,0.3407050669193268,0.17841142416000366,0.2381063848733902,0.13310128450393677,0.25015541911125183,0.21353454887866974,0.2381063848733902,0.25015541911125183,0.13772912323474884,0.20921240746974945,0.19348634779453278
the,0.42745697498321533,0.5823672413825989,0.2461363822221756,0.4739971458911896,0.2816545367240906,1.0,0.20238399505615234,0.2759656608104706,0.6662389636039734,0.23185352981090546,0.26279017329216003,0.6662389636039734,1.0,0.28466513752937317,0.30363768339157104,0.5171257257461548,1.0,0.30363768339157104,0.733189046382904,0.23515892028808594,0.22068053483963013
adult,0.2068360149860382,0.20107683539390564,0.11284499615430832,0.2190706878900528,0.14579641819000244,0.22542093694210052,0.21415838599205017,0.1998218148946762,0.2174263745546341,0.24949593842029572,0.12043941766023636,0.2174263745546341,0.22542093694210052,0.22049345076084137,0.21270297467708588,0.2955179810523987,0.22542093694210052,0.21270297467708588,0.2112857699394226,0.11913972347974777,0.14439715445041656
fish,0.18598103523254395,0.20566876232624054,0.16434672474861145,0.14880593121051788,0.20285126566886902,0.23185352981090546,0.2260696291923523,0.19302472472190857,0.21571144461631775,0.9999999403953552,0.35762181878089905,0.21571144461631775,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.2571234405040741,0.23185352981090546,0.3753899931907654,0.2105162888765335,0.21643052995204926,0.1945318728685379
.,0.3567904531955719,0.4569662809371948,0.21742595732212067,0.4726039469242096,0.23749417066574097,0.5934505462646484,0.22028927505016327,0.2864284813404083,0.5591574311256409,0.25675517320632935,0.2714695930480957,0.5591574311256409,0.5934505462646484,0.24577875435352325,0.2680719196796417,0.588965117931366,0.5934505462646484,0.2680719196796417,0.5352458953857422,0.24483506381511688,0.4130953550338745
