,in,what,year,did,abc,stop,using,it,'s,four-note,jingle,for,promotion,?
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.19045390188694,0.17284001410007477,0.2085333913564682,0.5786119699478149,0.03202139586210251,0.3280002474784851,0.1449742168188095,0.2992613911628723,0.20438705384731293,0.15103481709957123
1998–2002,-0.07661516964435577,0.12498139590024948,-0.04231768101453781,0.13775555789470673,-0.07430054992437363,0.019263455644249916,-0.055573880672454834,-0.020428044721484184,-0.03193065896630287,-0.11053579300642014,-0.096425861120224,0.06547732651233673,0.10787051171064377,0.05603903904557228
four-note,0.3152153789997101,0.27524635195732117,0.24329297244548798,0.23224209249019623,0.23158463835716248,0.22777080535888672,0.3955647647380829,0.3442910313606262,0.07735397666692734,1.0,0.263755738735199,0.3134363293647766,0.23982776701450348,0.33317825198173523
jingles,0.21023264527320862,0.25238925218582153,0.15631622076034546,0.22349366545677185,0.19190242886543274,0.22648081183433533,0.2504333555698395,0.18051986396312714,0.019871870055794716,0.20582270622253418,0.7232901453971863,0.24350298941135406,0.23254261910915375,0.25435879826545715
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.22510288655757904,0.29848188161849976,0.3806014060974121,0.32171204686164856,-0.07241261005401611,0.3134363293647766,0.2493467628955841,0.9999999403953552,0.2860254645347595,0.264628142118454
promotions,0.1997411847114563,0.19845254719257355,0.20895139873027802,0.24347122013568878,0.22880257666110992,0.18291828036308289,0.10761840641498566,0.20197053253650665,-0.020309166982769966,0.2177424430847168,0.2778646647930145,0.2772783041000366,0.9059024453163147,0.23684287071228027
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.2426174432039261,0.33157408237457275,0.40957894921302795,0.06895173341035843,0.3212175667285919,0.2447553277015686,0.5064792633056641,0.19635143876075745,0.20544172823429108
production,0.22079120576381683,0.16636081039905548,0.14960145950317383,0.1752309501171112,0.23261262476444244,0.1728159487247467,0.22814711928367615,0.27170199155807495,0.01652577519416809,0.24691982567310333,0.25854289531707764,0.26936712861061096,0.26226142048835754,0.19318072497844696
company,0.22141718864440918,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.16210390627384186,0.22069373726844788,0.2200711965560913,0.3082790970802307,0.003266559913754463,0.16226522624492645,0.21268194913864136,0.25874319672584534,0.2799762189388275,0.12195809185504913
vanity,0.19513188302516937,0.28317052125930786,0.10874275118112564,0.12278275936841965,0.21469132602214813,0.09341513365507126,0.1502385288476944,0.24761351943016052,0.02033824659883976,0.21138940751552582,0.25481176376342773,0.17008234560489655,0.1924058198928833,0.3026973605155945
cards,0.13365840911865234,0.20729917287826538,0.14429903030395508,0.17372262477874756,0.1566557139158249,0.1566944271326065,0.1927303969860077,0.1401081383228302,0.08884712308645248,0.33994877338409424,0.2763589322566986,0.2450939565896988,0.1424551010131836,0.18556815385818481
following,0.355264812707901,0.2506418824195862,0.2646180987358093,0.28040066361427307,0.1467348337173462,0.1777513176202774,0.21648624539375305,0.29255929589271545,-0.005975736305117607,0.3402203917503357,0.11151532083749771,0.2965082824230194,0.14876689016819,0.1555173695087433
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.25771772861480713,0.28364112973213196,0.6251175999641418,-0.01540423184633255,0.41836729645729065,0.2605932354927063,0.4739971458911896,0.2371896505355835,0.22068053483963013
closing,0.2585218548774719,0.30367225408554077,0.20030853152275085,0.2093646377325058,0.11665040254592896,0.28191569447517395,0.25102919340133667,0.3038504421710968,0.027921859174966812,0.29782819747924805,0.2739718556404114,0.2750873267650604,0.2796245515346527,0.20759470760822296
credits,0.06298324465751648,0.22962838411331177,0.27109453082084656,0.2646787464618683,0.24095773696899414,0.14467303454875946,0.1432647705078125,0.11879819631576538,0.1401589959859848,0.28398552536964417,0.2394018918275833,0.2572024464607239,0.2186472862958908,0.14918746054172516
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.2052845060825348,0.24298200011253357,0.38761502504348755,-0.03817026689648628,0.3959604799747467,0.20029208064079285,0.4185989499092102,0.1600600630044937,0.1826142966747284
most,0.41416558623313904,0.3219912350177765,0.26422736048698425,0.2822507321834564,0.12975531816482544,0.17932221293449402,0.25117412209510803,0.4001435935497284,0.024445664137601852,0.305217444896698,0.20335745811462402,0.3906237483024597,0.15968947112560272,0.2107497900724411
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.2052845060825348,0.24298200011253357,0.38761502504348755,-0.03817026689648628,0.3959604799747467,0.20029208064079285,0.4185989499092102,0.1600600630044937,0.1826142966747284
its,0.3793783485889435,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.19045390188694,0.17284001410007477,0.2085333913564682,0.5786119699478149,0.03202139586210251,0.3280002474784851,0.1449742168188095,0.2992613911628723,0.20438705384731293,0.15103481709957123
programs,0.2276356965303421,0.23178155720233917,0.1516295224428177,0.2038959413766861,0.3454950749874115,0.19613127410411835,0.2807689607143402,0.23197083175182343,0.06997905671596527,0.27475491166114807,0.27016010880470276,0.3644469678401947,0.24928748607635498,0.16452431678771973
over,0.3605569899082184,0.28007611632347107,0.2620522379875183,0.2535076439380646,0.13036851584911346,0.2567477226257324,0.2554243505001068,0.3669605255126953,0.016215575858950615,0.28547149896621704,0.16504791378974915,0.3419422209262848,0.13077044486999512,0.25742942094802856
seventeen,0.37242624163627625,0.16593120992183685,0.31280937790870667,0.21144741773605347,0.2008516937494278,0.12262497842311859,0.1923288255929947,0.2580243647098541,0.08179838955402374,0.3910921812057495,0.18014198541641235,0.29253870248794556,0.09844870120286942,0.1913602352142334
years,0.33554986119270325,0.1981470286846161,0.5195499062538147,0.2695724070072174,0.2423967868089676,0.12898042798042297,0.12770265340805054,0.21688692271709442,0.05563735216856003,0.2422431856393814,0.13178831338882446,0.2878222167491913,0.11789090186357498,0.1914375126361847
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,0.24759207665920258,0.27050045132637024,0.48329564929008484,-0.0016132977325469255,0.3779522776603699,0.270126074552536,0.4464869201183319,0.25748300552368164,0.31091248989105225
now,0.3619694113731384,0.4903225302696228,0.1497349739074707,0.2646316885948181,0.16726352274417877,0.2587849199771881,0.20785295963287354,0.4382702112197876,-0.05292840301990509,0.23345255851745605,0.2044137567281723,0.3636377453804016,0.22949953377246857,0.29641881585121155
it,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.17324577271938324,0.23807676136493683,0.28191491961479187,0.9999999403953552,0.06608816236257553,0.3442910313606262,0.22853584587574005,0.32171204686164856,0.23388612270355225,0.25732165575027466
have,0.36843645572662354,0.39808809757232666,0.23220738768577576,0.3783526122570038,0.1884228140115738,0.2797282636165619,0.3861018717288971,0.40974161028862,-0.02807004563510418,0.36726802587509155,0.18359674513339996,0.41175219416618347,0.19650804996490479,0.32991164922714233
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21331243216991425,0.21033835411071777,0.32226553559303284,0.5452592968940735,0.04866964742541313,0.391356498003006,0.27296602725982666,0.44038116931915283,0.22937411069869995,0.23916715383529663
different,0.29409363865852356,0.39262300729751587,0.1450134813785553,0.2713320553302765,0.17467725276947021,0.23912818729877472,0.3709940016269684,0.30863916873931885,0.05519130453467369,0.361738383769989,0.22333693504333496,0.34825223684310913,0.11084579676389694,0.24476227164268494
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.2426174432039261,0.33157408237457275,0.40957894921302795,0.06895173341035843,0.3212175667285919,0.2447553277015686,0.5064792633056641,0.19635143876075745,0.20544172823429108
adventure-type,0.2121797502040863,0.24447737634181976,0.23548823595046997,0.15211844444274902,0.27583667635917664,0.11756188422441483,0.2047448307275772,0.23432183265686035,-0.02133878506720066,0.2569623291492462,0.2900317311286926,0.2178495228290558,0.12753911316394806,0.23258374631404877
music,0.22969312965869904,0.23070453107357025,0.2705836892127991,0.21389511227607727,0.2344057261943817,0.14976122975349426,0.16621160507202148,0.26726582646369934,0.09120280295610428,0.30278709530830383,0.2839895188808441,0.2626277506351471,0.2234373390674591,0.18264494836330414
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.183883935213089,0.1330289989709854,0.1647263914346695,0.2745298147201538,0.0012731997994706035,0.3530951142311096,0.18745514750480652,0.3357032239437103,0.22679373621940613,0.40561532974243164
with,0.4080928862094879,0.2464839518070221,0.3220449686050415,0.25472134351730347,0.17432008683681488,0.2378961592912674,0.3917884826660156,0.3369046747684479,-0.04624466598033905,0.3379456698894501,0.26886841654777527,0.39140474796295166,0.18880349397659302,0.2433311939239502
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.25771772861480713,0.28364112973213196,0.6251175999641418,-0.01540423184633255,0.41836729645729065,0.2605932354927063,0.4739971458911896,0.2371896505355835,0.22068053483963013
drums,0.1255388706922531,0.16791605949401855,0.09972759336233139,0.1840628981590271,0.19116561114788055,0.07277370989322662,0.12134005129337311,0.12055859714746475,0.054825957864522934,0.20863516628742218,0.2690252363681793,0.09900062531232834,0.08902830630540848,0.18669115006923676
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,0.2052845060825348,0.24298200011253357,0.38761502504348755,-0.03817026689648628,0.3959604799747467,0.20029208064079285,0.4185989499092102,0.1600600630044937,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.25771772861480713,0.28364112973213196,0.6251175999641418,-0.01540423184633255,0.41836729645729065,0.2605932354927063,0.4739971458911896,0.2371896505355835,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.4295894205570221,0.19730517268180847,0.25959068536758423,0.27817267179489136,0.07819218933582306,0.297859787940979,0.16604946553707123,0.253274142742157,0.18891817331314087,0.17853789031505585
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.06670809537172318,-0.0715416669845581,-0.029558077454566956,0.06608816236257553,0.9999999403953552,0.07735397666692734,0.019466472789645195,-0.07241261005401611,-0.03278197720646858,-0.023395681753754616
four-note,0.3152153789997101,0.27524635195732117,0.24329297244548798,0.23224209249019623,0.23158463835716248,0.22777080535888672,0.3955647647380829,0.3442910313606262,0.07735397666692734,1.0,0.263755738735199,0.3134363293647766,0.23982776701450348,0.33317825198173523
signature,0.07454866915941238,0.13816918432712555,0.10904502868652344,0.16461022198200226,0.1813885122537613,0.1426069587469101,0.20946156978607178,0.15982414782047272,-0.0014721819898113608,0.2706775367259979,0.1492607593536377,0.11488562822341919,0.060130342841148376,0.16868096590042114
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,0.20196323096752167,0.2717311978340149,0.5130809545516968,-0.037580832839012146,0.3152153789997101,0.22652524709701538,0.4322226941585541,0.18484127521514893,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,0.25771772861480713,0.28364112973213196,0.6251175999641418,-0.01540423184633255,0.41836729645729065,0.2605932354927063,0.4739971458911896,0.2371896505355835,0.22068053483963013
ending,0.3119421899318695,0.18526051938533783,0.3346041738986969,0.18466147780418396,0.21731898188591003,0.2960149645805359,0.2293054610490799,0.2712710499763489,0.010338542982935905,0.3198072612285614,0.29752033948898315,0.2565373480319977,0.1647663414478302,0.14182089269161224
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.18381085991859436,0.12898240983486176,0.19352808594703674,0.28560304641723633,0.021107977256178856,0.3828153908252716,0.1840086132287979,0.3639558255672455,0.23319394886493683,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,0.27782511711120605,0.3629456162452698,0.5593622326850891,-0.003708066651597619,0.3729911148548126,0.24309298396110535,0.4726039469242096,0.2664998769760132,0.4130953550338745
