,why,is,the,collection,dominated,by,fashionable,clothes,made,for,special,occasions,?
by,0.19170543551445007,0.3899846076965332,0.4408751428127289,0.2678082287311554,0.25790226459503174,1.0000001192092896,0.1754944622516632,0.16435301303863525,0.34175434708595276,0.3248702883720398,0.2578898072242737,0.21255247294902802,0.17966607213020325
the,0.30742117762565613,0.5823672413825989,1.0,0.25281965732574463,0.33543094992637634,0.4408751428127289,0.25121283531188965,0.21223723888397217,0.3885267674922943,0.4739971458911896,0.3027077615261078,0.25815996527671814,0.22068053483963013
word,0.24560163915157318,0.29004693031311035,0.2835540175437927,0.13642415404319763,0.16551411151885986,0.10335100442171097,0.17648552358150482,0.16190071403980255,0.16287486255168915,0.28341928124427795,0.1464138627052307,0.15242899954319,0.19046713411808014
and,0.27806392312049866,0.3859752118587494,0.5171257257461548,0.2379438579082489,0.324688583612442,0.4289871156215668,0.3522982597351074,0.24643054604530334,0.34954607486724854,0.5064792633056641,0.22352655231952667,0.36835727095603943,0.20544172823429108
image,0.1538308709859848,0.2304195761680603,0.24039390683174133,0.12937045097351074,0.08399008214473724,0.13177452981472015,0.11938977986574173,0.13552895188331604,0.13068492710590363,0.13058708608150482,0.14176759123802185,0.1363568902015686,0.14968013763427734
department,0.16708168387413025,0.22835731506347656,0.32582083344459534,0.23408176004886627,0.16584090888500214,0.20612254738807678,0.18029047548770905,0.1596415638923645,0.13858860731124878,0.19361813366413116,0.18887947499752045,0.04347894340753555,0.1343645304441452
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.2516246736049652,0.20676423609256744,0.3936232924461365,0.2001175880432129,0.19792665541172028,0.4032190144062042,0.4726039469242096,0.26337340474128723,0.23404856026172638,0.4130953550338745
,why,is,the,collection,dominated,by,fashionable,clothes,made,for,special,occasions,?
because,0.5926418900489807,0.4047735333442688,0.44596394896507263,0.13370712101459503,0.24152740836143494,0.3562704622745514,0.24392078816890717,0.31679320335388184,0.3560832440853119,0.4676002562046051,0.2519397735595703,0.27571943402290344,0.2528740465641022
everyday,0.2809666097164154,0.20871149003505707,0.21434803307056427,0.282228946685791,0.15890884399414062,0.09962644428014755,0.35634803771972656,0.301544189453125,0.18021997809410095,0.2824843227863312,0.2660473883152008,0.23235584795475006,0.1742577999830246
clothing,0.21594952046871185,0.15752862393856049,0.2492084950208664,0.19312280416488647,0.14672866463661194,0.1808144599199295,0.4913669228553772,0.7767381072044373,0.2174755185842514,0.2317313700914383,0.22505317628383636,0.2215716391801834,0.15363194048404694
from,0.2592364251613617,0.27355384826660156,0.40150508284568787,0.2754948139190674,0.15079690515995026,0.3373257517814636,0.15704059600830078,0.18715102970600128,0.23003742098808289,0.314039945602417,0.17036697268486023,0.15244460105895996,0.19969791173934937
previous,0.22113482654094696,0.18159280717372894,0.34706559777259827,0.11546630412340164,0.1644265204668045,0.25115057826042175,0.1599302887916565,0.08209338784217834,0.2359631210565567,0.27794817090034485,0.1805673986673355,0.22315675020217896,0.16724538803100586
eras,0.17311057448387146,0.1799144148826599,0.29352980852127075,0.21304534375667572,0.2443525344133377,0.17101576924324036,0.19864405691623688,0.16884025931358337,0.2139800488948822,0.2440154105424881,0.14853036403656006,0.2225484400987625,0.1885325312614441
has,0.24175488948822021,0.5668748617172241,0.4177538752555847,0.1728775054216385,0.26168885827064514,0.3254803419113159,0.2717094123363495,0.16501618921756744,0.27942559123039246,0.450642853975296,0.2109246850013733,0.31406721472740173,0.15994466841220856
not,0.5504072904586792,0.3776007890701294,0.4310511648654938,0.1327776312828064,0.18507374823093414,0.291808545589447,0.19593031704425812,0.26201918721199036,0.35529249906539917,0.39280617237091064,0.2417413294315338,0.2687160074710846,0.41942933201789856
generally,0.3794300854206085,0.4094115197658539,0.41466525197029114,0.16133750975131989,0.27590110898017883,0.2987501621246338,0.3178642690181732,0.2582661807537079,0.2631014585494995,0.35338807106018066,0.2709667682647705,0.32270509004592896,0.23411904275417328
survived,0.17311346530914307,0.1599849909543991,0.22965030372142792,0.16981546580791473,0.2639828324317932,0.15751014649868011,0.17060136795043945,0.16241171956062317,0.17484553158283234,0.19683757424354553,0.12341782450675964,0.2591477036476135,0.16461066901683807
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.2277175933122635,0.27990370988845825,0.3680937886238098,0.28227895498275757,0.2366921454668045,0.32507219910621643,0.4464869201183319,0.23880577087402344,0.3133699893951416,0.31091248989105225
the,0.30742117762565613,0.5823672413825989,1.0,0.25281965732574463,0.33543094992637634,0.4408751428127289,0.25121283531188965,0.21223723888397217,0.3885267674922943,0.4739971458911896,0.3027077615261078,0.25815996527671814,0.22068053483963013
collection,0.15891404449939728,0.21135231852531433,0.25281965732574463,0.9999998807907104,0.15222902595996857,0.2678082287311554,0.18815156817436218,0.17709851264953613,0.20294539630413055,0.22454001009464264,0.19980910420417786,0.1872701346874237,0.20069393515586853
is,0.26410171389579773,1.0,0.5823672413825989,0.21135231852531433,0.18273897469043732,0.3899846076965332,0.19727277755737305,0.15544980764389038,0.29543453454971313,0.43268078565597534,0.24467575550079346,0.16357433795928955,0.22961433231830597
dominated,0.12699587643146515,0.18273897469043732,0.33543094992637634,0.15222902595996857,1.0,0.25790226459503174,0.32802021503448486,0.08701173216104507,0.2070629894733429,0.24956439435482025,0.07121765613555908,0.18011419475078583,0.04715321213006973
by,0.19170543551445007,0.3899846076965332,0.4408751428127289,0.2678082287311554,0.25790226459503174,1.0000001192092896,0.1754944622516632,0.16435301303863525,0.34175434708595276,0.3248702883720398,0.2578898072242737,0.21255247294902802,0.17966607213020325
fashionable,0.17622634768486023,0.19727277755737305,0.25121283531188965,0.18815156817436218,0.32802021503448486,0.1754944622516632,0.9999999403953552,0.4972878694534302,0.20807963609695435,0.2627578377723694,0.15963798761367798,0.2359536737203598,0.11593394726514816
clothes,0.2202710211277008,0.15544980764389038,0.21223723888397217,0.17709851264953613,0.08701173216104507,0.16435301303863525,0.4972878694534302,0.9999999403953552,0.25618186593055725,0.24096009135246277,0.2368241548538208,0.25597503781318665,0.17785820364952087
made,0.259998619556427,0.29543453454971313,0.3885267674922943,0.20294539630413055,0.2070629894733429,0.34175434708595276,0.20807963609695435,0.25618186593055725,1.0,0.3147922456264496,0.23850682377815247,0.22540432214736938,0.17218779027462006
for,0.3869043290615082,0.43268078565597534,0.4739971458911896,0.22454001009464264,0.24956439435482025,0.3248702883720398,0.2627578377723694,0.24096009135246277,0.3147922456264496,0.9999999403953552,0.311454176902771,0.34622207283973694,0.264628142118454
special,0.23100803792476654,0.24467575550079346,0.3027077615261078,0.19980910420417786,0.07121765613555908,0.2578898072242737,0.15963798761367798,0.2368241548538208,0.23850682377815247,0.311454176902771,1.0000001192092896,0.28216028213500977,0.29623302817344666
occasions,0.20694777369499207,0.16357433795928955,0.25815996527671814,0.1872701346874237,0.18011419475078583,0.21255247294902802,0.2359536737203598,0.25597503781318665,0.22540432214736938,0.34622207283973694,0.28216028213500977,1.0000001192092896,0.1868991255760193
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.2516246736049652,0.20676423609256744,0.3936232924461365,0.2001175880432129,0.19792665541172028,0.4032190144062042,0.4726039469242096,0.26337340474128723,0.23404856026172638,0.4130953550338745
