,what,diagrams,are,used,to,simplify,particle,interactions,on,a,fundamental,level,?
way,0.4835909903049469,0.3366244435310364,0.3754369020462036,0.3924310803413391,0.4772548973560333,0.3563622534275055,0.29376304149627686,0.37603533267974854,0.2997978627681732,0.3330821096897125,0.3070223927497864,0.2362319529056549,0.31575819849967957
to,0.455847829580307,0.24060916900634766,0.3504326641559601,0.40058770775794983,1.0,0.37769126892089844,0.24255536496639252,0.24682006239891052,0.41031414270401,0.45503583550453186,0.25741058588027954,0.2976585030555725,0.29463258385658264
describe,0.3217031955718994,0.32647705078125,0.29026734828948975,0.49394431710243225,0.3167092204093933,0.31023117899894714,0.29210981726646423,0.2779603898525238,0.14475375413894653,0.3062607944011688,0.29167672991752625,0.16328202188014984,0.15151022374629974
such,0.23989605903625488,0.25302422046661377,0.4654397666454315,0.4262988865375519,0.2871878743171692,0.23745197057724,0.22341419756412506,0.3082989454269409,0.3181164264678955,0.2706976532936096,0.29198724031448364,0.1792222410440445,0.17851735651493073
interactions,0.32324331998825073,0.4116407036781311,0.34146612882614136,0.21889302134513855,0.24682006239891052,0.26552000641822815,0.42804521322250366,1.0000001192092896,0.272503137588501,0.2656041085720062,0.38317248225212097,0.2718231678009033,0.21664206683635712
through,0.23167094588279724,0.1968512237071991,0.2637137472629547,0.20277023315429688,0.4062686562538147,0.20530998706817627,0.23491649329662323,0.27417758107185364,0.32785001397132874,0.3399752974510193,0.20151323080062866,0.2274300754070282,0.16913433372974396
the,0.42745697498321533,0.24253316223621368,0.40399202704429626,0.3718377649784088,0.535392165184021,0.21066032350063324,0.2507205605506897,0.24155202507972717,0.5107308030128479,0.5829201340675354,0.3078918755054474,0.31442487239837646,0.22068053483963013
use,0.3453877568244934,0.3278295695781708,0.4174068570137024,0.7127541303634644,0.47261837124824524,0.39816123247146606,0.23111221194267273,0.3127315640449524,0.2776605486869812,0.30793872475624084,0.24155603349208832,0.22761127352714539,0.32795652747154236
of,0.33290785551071167,0.21258902549743652,0.39081433415412903,0.3075267970561981,0.41548454761505127,0.1869407743215561,0.2452378273010254,0.24081720411777496,0.3966929316520691,0.5052502155303955,0.35164782404899597,0.23504668474197388,0.1826142966747284
feynman,0.28888946771621704,0.47613775730133057,0.21098989248275757,0.16503146290779114,0.25929391384124756,0.33987241983413696,0.5040615200996399,0.3607698976993561,0.28379103541374207,0.2915046513080597,0.3856698274612427,0.16351281106472015,0.3079073429107666
diagrams,0.30162671208381653,1.0000001192092896,0.3521857261657715,0.3080226182937622,0.24060916900634766,0.31956198811531067,0.35223954916000366,0.4116407036781311,0.2721995413303375,0.2177402824163437,0.30154454708099365,0.23205983638763428,0.19820593297481537
.,0.3567904531955719,0.23194368183612823,0.3452940285205841,0.33111312985420227,0.4645031690597534,0.20621676743030548,0.23767323791980743,0.23886001110076904,0.49257001280784607,0.50484299659729,0.2681550085544586,0.26056769490242004,0.4130953550338745
