,a,multi-tape,turing,machine,requires,what,type,of,time,for,a,solution,?
turing,0.25234705209732056,0.34675097465515137,1.0000001192092896,0.4048772156238556,0.2229427844285965,0.2806522250175476,0.044547878205776215,0.2670239806175232,0.3296571373939514,0.2892029285430908,0.25234705209732056,0.30948448181152344,0.1460462063550949
machine,0.24983544647693634,0.38208553194999695,0.4048772156238556,1.0,0.25788235664367676,0.23075932264328003,0.21776969730854034,0.15468473732471466,0.25790056586265564,0.25323837995529175,0.24983544647693634,0.17518576979637146,0.17587624490261078
",",0.427140474319458,0.23842878639698029,0.2807261645793915,0.21841607987880707,0.199883371591568,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3029961884021759,0.4464869201183319,0.427140474319458,0.2270459234714508,0.31091248989105225
but,0.44750767946243286,0.26046058535575867,0.23138876259326935,0.210704043507576,0.32176825404167175,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.4371204376220703,0.45162561535835266,0.44750767946243286,0.28400442004203796,0.27921953797340393
necessarily,0.2749404311180115,0.3040129840373993,0.24264323711395264,0.2242206633090973,0.43402689695358276,0.4277169704437256,0.19836001098155975,0.21284587681293488,0.27427226305007935,0.3120391368865967,0.2749404311180115,0.30836397409439087,0.32468926906585693
requires,0.322436660528183,0.3512900471687317,0.2229427844285965,0.25788235664367676,1.0,0.24784088134765625,0.261353075504303,0.29617026448249817,0.26243963837623596,0.3619304895401001,0.322436660528183,0.3010130822658539,0.26020103693008423
quadratic,0.28062862157821655,0.2848178744316101,0.3271917700767517,0.25962498784065247,0.28460046648979187,0.217502161860466,0.19623880088329315,0.26294127106666565,0.19349753856658936,0.1951127052307129,0.28062862157821655,0.34239181876182556,0.1588403880596161
time,0.3292340338230133,0.21841734647750854,0.3296571373939514,0.25790056586265564,0.26243963837623596,0.36319252848625183,0.1723036915063858,0.35127586126327515,0.9999998807907104,0.3992156386375427,0.3292340338230133,0.2341277003288269,0.27391523122787476
in,0.539380669593811,0.18986725807189941,0.26572495698928833,0.16716814041137695,0.16126661002635956,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.3431483507156372,0.4322226941585541,0.539380669593811,0.19538016617298126,0.20430970191955566
the,0.5829201340675354,0.2036377340555191,0.2644472122192383,0.22788187861442566,0.2693159878253937,0.42745697498321533,0.21819381415843964,0.733189046382904,0.43061500787734985,0.4739971458911896,0.5829201340675354,0.20422548055648804,0.22068053483963013
model,0.29218459129333496,0.17484447360038757,0.20603887736797333,0.18472762405872345,0.14505015313625336,0.2303347885608673,0.19148899614810944,0.18271391093730927,0.1744140237569809,0.17261183261871338,0.29218459129333496,0.17936155200004578,0.14843042194843292
of,0.5052502155303955,0.2221662551164627,0.2670239806175232,0.15468473732471466,0.29617026448249817,0.33290785551071167,0.18112817406654358,1.0,0.35127586126327515,0.4185989499092102,0.5052502155303955,0.18098624050617218,0.1826142966747284
single-tape,0.3560878038406372,0.5199707746505737,0.20454663038253784,0.24374829232692719,0.28340214490890503,0.2888573408126831,0.23773741722106934,0.21030579507350922,0.22633691132068634,0.24347200989723206,0.3560878038406372,0.15116986632347107,0.27248287200927734
turing,0.25234705209732056,0.34675097465515137,1.0000001192092896,0.4048772156238556,0.2229427844285965,0.2806522250175476,0.044547878205776215,0.2670239806175232,0.3296571373939514,0.2892029285430908,0.25234705209732056,0.30948448181152344,0.1460462063550949
machines,0.21060632169246674,0.4550323784351349,0.4426501989364624,0.7925316095352173,0.29290416836738586,0.25512105226516724,0.19346262514591217,0.18757474422454834,0.2947674095630646,0.2706963121891022,0.21060632169246674,0.2358631044626236,0.17646311223506927
.,0.50484299659729,0.21548394858837128,0.19254323840141296,0.20798662304878235,0.22641335427761078,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.371569961309433,0.4726039469242096,0.50484299659729,0.24768643081188202,0.4130953550338745
