,what,degree,did,martin,luther,receive,on,19,october,",",1512,?
and,0.31309178471565247,0.2947183847427368,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.27304521203041077,0.4077630043029785,-0.17724736034870148,0.2883152663707733,0.6633074283599854,0.3435060679912567,0.20544172823429108
",",0.3087472915649414,0.1912073791027069,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.26574233174324036,0.49057599902153015,-0.22645433247089386,0.4369233250617981,1.0000001192092896,0.3751487731933594,0.31091248989105225
on,0.34226128458976746,0.16243389248847961,0.2670976221561432,0.212642639875412,0.19090485572814941,0.2056528776884079,0.9999999403953552,-0.15028570592403412,0.3742676079273224,0.49057599902153015,0.29458752274513245,0.2714994251728058
21,-0.09070611000061035,0.02489042840898037,-0.051883723586797714,0.03803841024637222,0.017629003152251244,-0.11460215598344803,-0.02347504533827305,-0.2508266866207123,0.13292330503463745,0.08448485285043716,0.14058910310268402,-0.01186173316091299
october,0.24927909672260284,0.1222691535949707,0.2746104896068573,0.1869964599609375,0.1806728094816208,0.18322424590587616,0.3742676079273224,-0.1910763829946518,1.0,0.4369233250617981,0.1965777575969696,0.29706719517707825
1512,0.2471795529127121,0.1456356942653656,0.15409989655017853,0.13845156133174896,0.0697980523109436,0.17145021259784698,0.29458752274513245,-0.3469817638397217,0.1965777575969696,0.3751487731933594,1.0000001192092896,0.1460285484790802
",",0.3087472915649414,0.1912073791027069,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.26574233174324036,0.49057599902153015,-0.22645433247089386,0.4369233250617981,1.0000001192092896,0.3751487731933594,0.31091248989105225
was,0.22111038863658905,0.17939329147338867,0.41399896144866943,0.2089129239320755,0.19185513257980347,0.210550457239151,0.3909217119216919,-0.16212789714336395,0.4627581834793091,0.45456063747406006,0.2797023057937622,0.18412111699581146
received,0.1010502278804779,0.30802205204963684,0.3125181496143341,0.17191408574581146,0.1771141141653061,0.7047652006149292,0.2403624951839447,-0.06195434555411339,0.22698144614696503,0.2926693558692932,0.16296356916427612,0.11905962228775024
into,0.2180619090795517,0.154631108045578,0.14888085424900055,0.08317147195339203,0.12939998507499695,0.18234646320343018,0.30585673451423645,-0.11041147261857986,0.10170821845531464,0.2826121151447296,0.19340582191944122,0.15662476420402527
the,0.42745697498321533,0.20765221118927002,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2726488411426544,0.5107308030128479,-0.17766842246055603,0.2621108889579773,0.4933079481124878,0.4898953437805176,0.22068053483963013
senate,0.1894174963235855,0.16088080406188965,0.11589532345533371,0.16392487287521362,0.20684945583343506,0.18702326714992523,0.17351797223091125,-0.10707829147577286,0.17948977649211884,0.22473450005054474,0.1291370391845703,0.18454359471797943
of,0.33290785551071167,0.22760991752147675,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.3966929316520691,-0.18954584002494812,0.20846129953861237,0.4946078956127167,0.4531100392341614,0.1826142966747284
the,0.42745697498321533,0.20765221118927002,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2726488411426544,0.5107308030128479,-0.17766842246055603,0.2621108889579773,0.4933079481124878,0.4898953437805176,0.22068053483963013
theological,0.3036796450614929,0.3391335606575012,0.1656060516834259,0.2560940980911255,0.38423416018486023,0.1292329877614975,0.17246727645397186,-0.03170706331729889,0.20306070148944855,0.24116185307502747,0.11920155584812164,0.13711953163146973
faculty,0.17261409759521484,0.4497881233692169,0.08883927762508392,0.21915902197360992,0.1986842155456543,0.13901688158512115,0.1844133585691452,-0.028025930747389793,0.14555327594280243,0.24666790664196014,0.1444445252418518,0.04951627925038338
of,0.33290785551071167,0.22760991752147675,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.3966929316520691,-0.18954584002494812,0.20846129953861237,0.4946078956127167,0.4531100392341614,0.1826142966747284
the,0.42745697498321533,0.20765221118927002,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2726488411426544,0.5107308030128479,-0.17766842246055603,0.2621108889579773,0.4933079481124878,0.4898953437805176,0.22068053483963013
university,0.20256435871124268,0.5435908436775208,0.15114416182041168,0.16174355149269104,0.2046351283788681,0.1433974951505661,0.18291500210762024,-0.13556797802448273,0.2243635505437851,0.3017033040523529,0.22699715197086334,0.11887256056070328
of,0.33290785551071167,0.22760991752147675,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.3966929316520691,-0.18954584002494812,0.20846129953861237,0.4946078956127167,0.4531100392341614,0.1826142966747284
wittenberg,0.15816158056259155,0.15143480896949768,0.15746602416038513,0.3139331638813019,0.42518264055252075,0.1146535873413086,0.19844768941402435,-0.0699567124247551,0.16249266266822815,0.23876431584358215,0.22378869354724884,0.15716047585010529
",",0.3087472915649414,0.1912073791027069,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.26574233174324036,0.49057599902153015,-0.22645433247089386,0.4369233250617981,1.0000001192092896,0.3751487731933594,0.31091248989105225
having,0.34064167737960815,0.21860484778881073,0.3157401978969574,0.05591341480612755,0.1127433255314827,0.26867127418518066,0.312691330909729,-0.06977558135986328,0.2062048614025116,0.3154076039791107,0.22162246704101562,0.22418256103992462
been,0.2567804455757141,0.14458897709846497,0.2835664749145508,0.15679793059825897,0.14683249592781067,0.1983972191810608,0.29937630891799927,-0.08781746029853821,0.2374824583530426,0.34873589873313904,0.29828450083732605,0.24354910850524902
called,0.3235960602760315,0.20133928954601288,0.277748167514801,0.14748524129390717,0.09754475206136703,0.2061004638671875,0.25462663173675537,-0.07715580612421036,0.09169458597898483,0.26549121737480164,0.2831762135028839,0.18963319063186646
to,0.455847829580307,0.23240768909454346,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.3372296690940857,0.41031414270401,-0.09078327566385269,0.23106063902378082,0.44245919585227966,0.3362838625907898,0.29463258385658264
the,0.42745697498321533,0.20765221118927002,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.2726488411426544,0.5107308030128479,-0.17766842246055603,0.2621108889579773,0.4933079481124878,0.4898953437805176,0.22068053483963013
position,0.22031237185001373,0.182342991232872,0.2170831561088562,0.11376482993364334,0.15110158920288086,0.13739757239818573,0.22749492526054382,0.005670631304383278,0.18141251802444458,0.1771278828382492,0.20229391753673553,0.15529610216617584
of,0.33290785551071167,0.22760991752147675,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.25992685556411743,0.3966929316520691,-0.18954584002494812,0.20846129953861237,0.4946078956127167,0.4531100392341614,0.1826142966747284
doctor,0.20870667695999146,0.3454716205596924,0.18673314154148102,0.2084195911884308,0.22596125304698944,0.21992804110050201,0.1636410653591156,-0.08801789581775665,0.20583423972129822,0.20407600700855255,0.06483855843544006,0.1462511420249939
in,0.30808621644973755,0.28089648485183716,0.2593238651752472,0.22752496600151062,0.20523880422115326,0.19334688782691956,0.46853652596473694,-0.1978580802679062,0.27560389041900635,0.5201468467712402,0.3976302444934845,0.20430970191955566
bible,0.33710888028144836,0.07909218966960907,0.24923516809940338,0.2085125744342804,0.3825412392616272,0.17807498574256897,0.149000883102417,0.007750545162707567,0.14885585010051727,0.18640878796577454,0.11894623935222626,0.22667601704597473
.,0.3567904531955719,0.20956046879291534,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.24563279747962952,0.49257001280784607,-0.14419695734977722,0.36217865347862244,0.6812511086463928,0.3668472468852997,0.4130953550338745
