,who,was,first,appointed,at,the,anchor,of,20/20,?
the,0.3733934462070465,0.48711544275283813,0.49448907375335693,0.2626524269580841,0.457212895154953,1.0,0.21501964330673218,0.733189046382904,0.10782012343406677,0.22068053483963013
program,0.2097788155078888,0.1849333792924881,0.2659492492675781,0.14344049990177155,0.20947590470314026,0.22986935079097748,0.2648901641368866,0.17376001179218292,0.0314958393573761,0.1440187245607376
–,0.2920783460140228,0.30754852294921875,0.35467371344566345,0.26939260959625244,0.24524202942848206,0.2607575058937073,0.12371481209993362,0.2799985408782959,0.10293041169643402,0.2714554965496063
which,0.3688730001449585,0.2830964922904968,0.3828166127204895,0.08181466907262802,0.3286694884300232,0.6521818041801453,0.20975476503372192,0.5011631846427917,0.04377086088061333,0.25814583897590637
debuted,0.10703007131814957,0.3357197344303131,0.35306718945503235,0.2528337836265564,0.25055310130119324,0.28418588638305664,0.14057357609272003,0.18094587326049805,0.11049316078424454,0.12089905142784119
as,0.3923053741455078,0.3677520453929901,0.33842000365257263,0.2932926416397095,0.28092536330223083,0.48381632566452026,0.22086967527866364,0.3886612355709076,0.013620398007333279,0.27043893933296204
a,0.36608949303627014,0.4508470594882965,0.4287874400615692,0.18327824771404266,0.3095070421695709,0.5829201340675354,0.19997262954711914,0.5052502155303955,0.032233305275440216,0.23916715383529663
summer,0.1388430893421173,0.22632931172847748,0.23611345887184143,0.11734991520643234,0.31800585985183716,0.2685571610927582,0.16260595619678497,0.2329561412334442,0.07902707159519196,0.11625723540782928
series,0.21484537422657013,0.2261398285627365,0.3264976441860199,0.11738062649965286,0.1310107558965683,0.31376904249191284,0.15953467786312103,0.22268271446228027,-0.0268961600959301,0.1709602326154709
",",0.3365725874900818,0.45456063747406006,0.34503069519996643,0.27665549516677856,0.38314947485923767,0.4933079481124878,0.22460860013961792,0.4946078956127167,0.11310062557458878,0.31091248989105225
before,0.31244513392448425,0.38607707619667053,0.46023231744766235,0.20297871530056,0.36107107996940613,0.45900648832321167,0.14634458720684052,0.3282964527606964,-0.0007669880869798362,0.2507109045982361
becoming,0.3131919205188751,0.39893877506256104,0.3537147641181946,0.29383212327957153,0.19560034573078156,0.333665668964386,0.08289740234613419,0.3014795780181885,-0.026332486420869827,0.17354105412960052
a,0.36608949303627014,0.4508470594882965,0.4287874400615692,0.18327824771404266,0.3095070421695709,0.5829201340675354,0.19997262954711914,0.5052502155303955,0.032233305275440216,0.23916715383529663
year-round,0.21357989311218262,0.27792492508888245,0.34986767172813416,0.19932031631469727,0.3359365165233612,0.35636159777641296,0.21752874553203583,0.2898360788822174,0.23281852900981903,0.30329644680023193
program,0.2097788155078888,0.1849333792924881,0.2659492492675781,0.14344049990177155,0.20947590470314026,0.22986935079097748,0.2648901641368866,0.17376001179218292,0.0314958393573761,0.1440187245607376
in,0.2792111933231354,0.45514053106307983,0.4127444326877594,0.23088723421096802,0.4374977946281433,0.6662389636039734,0.15393804013729095,0.5696388483047485,0.04978962242603302,0.20430970191955566
1979,0.215601846575737,0.1920030564069748,0.1524573117494583,0.11413926631212234,0.09286528825759888,0.3323744237422943,0.10924537479877472,0.2645907700061798,0.3055086135864258,0.09159877151250839
–,0.2920783460140228,0.30754852294921875,0.35467371344566345,0.26939260959625244,0.24524202942848206,0.2607575058937073,0.12371481209993362,0.2799985408782959,0.10293041169643402,0.2714554965496063
was,0.3318818509578705,1.0000001192092896,0.5022147297859192,0.33569878339767456,0.36707764863967896,0.48711544275283813,0.1356995701789856,0.4069072902202606,0.008665344677865505,0.18412111699581146
immediately,0.3016015589237213,0.28622254729270935,0.3052530288696289,0.2282758355140686,0.2816741466522217,0.39876270294189453,0.1571766436100006,0.27121785283088684,-0.06266436725854874,0.21004259586334229
revamped,0.20540878176689148,0.3307194709777832,0.27205386757850647,0.17704127728939056,0.31008318066596985,0.3294838070869446,0.11424655467271805,0.2588852345943451,0.004539893474429846,0.2505996525287628
to,0.42656609416007996,0.3636345863342285,0.3792489171028137,0.21184861660003662,0.36524343490600586,0.535392165184021,0.2083270102739334,0.41548454761505127,0.03522279113531113,0.29463258385658264
feature,0.20225825905799866,0.2405846118927002,0.22024497389793396,0.09110628068447113,0.20065684616565704,0.3053930699825287,0.2595623731613159,0.2117752879858017,0.1125546395778656,0.2893312871456146
a,0.36608949303627014,0.4508470594882965,0.4287874400615692,0.18327824771404266,0.3095070421695709,0.5829201340675354,0.19997262954711914,0.5052502155303955,0.032233305275440216,0.23916715383529663
mix,0.1613759547472,0.13280797004699707,0.13731272518634796,0.03800578415393829,0.10158056765794754,0.15310801565647125,0.04972448572516441,0.10747335106134415,0.11783339083194733,0.11501310765743256
of,0.2827862501144409,0.4069072902202606,0.3536086082458496,0.3280673027038574,0.42558613419532776,0.733189046382904,0.1308683305978775,1.0,0.11460263282060623,0.1826142966747284
in-depth,0.10612580180168152,0.11023875325918198,0.12545764446258545,-0.02239038236439228,0.19719518721103668,0.22993062436580658,0.23357270658016205,0.21281008422374725,0.004624037072062492,0.2095649689435959
stories,0.3021683990955353,0.20611076056957245,0.2370806485414505,0.16428005695343018,0.14238010346889496,0.2397296130657196,0.20877724885940552,0.2577437460422516,0.140555277466774,0.20536305010318756
and,0.41279885172843933,0.3740963041782379,0.3167642652988434,0.2608291208744049,0.3571503460407257,0.5171257257461548,0.1994468867778778,0.5116966962814331,0.036012202501297,0.20544172823429108
interviews,0.28707852959632874,0.19121584296226501,0.17189247906208038,0.26816022396087646,0.20727796852588654,0.14292944967746735,0.1691611409187317,0.14456059038639069,0.0034621169324964285,0.1978021264076233
",",0.3365725874900818,0.45456063747406006,0.34503069519996643,0.27665549516677856,0.38314947485923767,0.4933079481124878,0.22460860013961792,0.4946078956127167,0.11310062557458878,0.31091248989105225
with,0.3282766342163086,0.27411898970603943,0.2691199779510498,0.13655053079128265,0.29126521944999695,0.4223487675189972,0.15982146561145782,0.41827285289764404,0.03371058404445648,0.2433311939239502
hugh,0.24496686458587646,0.2388894110918045,0.200292706489563,0.2600167989730835,0.1874130815267563,0.24369864165782928,0.14081472158432007,0.23160827159881592,0.005182014778256416,0.12381613999605179
downs,0.1902078241109848,0.18749697506427765,0.1313508152961731,0.0979795828461647,0.24700883030891418,0.2521526515483856,0.11527609080076218,0.21881243586540222,0.15445071458816528,0.13175012171268463
appointed,0.3215055465698242,0.33569878339767456,0.2839486598968506,1.0,0.2408374696969986,0.2626524269580841,0.09179813414812088,0.3280673027038574,0.09689723700284958,0.13895352184772491
as,0.3923053741455078,0.3677520453929901,0.33842000365257263,0.2932926416397095,0.28092536330223083,0.48381632566452026,0.22086967527866364,0.3886612355709076,0.013620398007333279,0.27043893933296204
its,0.1326070874929428,0.3518870174884796,0.26377397775650024,0.10788494348526001,0.2685394287109375,0.559237003326416,0.20364241302013397,0.48690423369407654,0.0031918606255203485,0.15103481709957123
anchor,0.060071513056755066,0.1356995701789856,0.12777338922023773,0.09179813414812088,0.14999864995479584,0.21501964330673218,1.0000001192092896,0.1308683305978775,0.057467661798000336,0.12241752445697784
(,0.2443375140428543,0.2980341613292694,0.2450505793094635,0.21919341385364532,0.23315078020095825,0.33289089798927307,0.16623811423778534,0.35032153129577637,0.1548171490430832,0.40561532974243164
later,0.35185644030570984,0.5684447288513184,0.48412203788757324,0.29382193088531494,0.3238905966281891,0.4060266613960266,0.17659085988998413,0.3458743393421173,-0.022321971133351326,0.1417175978422165
paired,0.2213495522737503,0.12579165399074554,0.24302203953266144,0.16722136735916138,0.12563151121139526,0.26406329870224,0.2687876522541046,0.17767414450645447,0.014913427643477917,0.08378737419843674
alongside,0.20592084527015686,0.186976358294487,0.22780176997184753,0.17256981134414673,0.22026056051254272,0.2475084811449051,0.20709213614463806,0.23186348378658295,0.021338757127523422,0.20579710602760315
his,0.44966956973075867,0.4405253231525421,0.3241460621356964,0.32482656836509705,0.27659502625465393,0.4394008219242096,0.11329669505357742,0.38364991545677185,-0.1143527403473854,0.18075084686279297
former,0.25351381301879883,0.2544213533401489,0.19098392128944397,0.34021124243736267,0.14496824145317078,0.2251449078321457,0.1573200225830078,0.30415382981300354,0.12708809971809387,0.10570605844259262
today,0.28769350051879883,0.3137040436267853,0.287946879863739,0.08026774972677231,0.20083099603652954,0.35740926861763,0.19146613776683807,0.3291318118572235,0.1196354478597641,0.17338968813419342
colleague,0.2972080111503601,0.2992372214794159,0.21812960505485535,0.29858577251434326,0.21466319262981415,0.20048752427101135,0.07618309557437897,0.21700510382652283,-0.08883319795131683,0.1546282321214676
barbara,0.15739917755126953,0.26702234148979187,0.222612664103508,0.21505208313465118,0.1794324517250061,0.17965389788150787,0.14986971020698547,0.17332223057746887,0.09216088056564331,0.15980994701385498
walters,0.26835545897483826,0.26959294080734253,0.23132479190826416,0.21148642897605896,0.21596769988536835,0.19897876679897308,0.2004120796918869,0.17220276594161987,-0.028926491737365723,0.20491035282611847
),0.2457384318113327,0.3267642855644226,0.27228695154190063,0.21555007994174957,0.23338089883327484,0.3456730246543884,0.16517075896263123,0.3680361211299896,0.1489553451538086,0.42300865054130554
.,0.3541337847709656,0.40146201848983765,0.4345304071903229,0.23383042216300964,0.4549728035926819,0.5934505462646484,0.17134621739387512,0.5352458953857422,0.08967238664627075,0.4130953550338745
