,where,in,las,vegas,did,a,famous,protest,take,place,?
",",0.3149496018886566,0.5201468467712402,0.23400533199310303,0.23027394711971283,0.3015086054801941,0.427140474319458,0.2816491723060608,0.2963520884513855,0.2881867289543152,0.34068408608436584,0.31091248989105225
at,0.4402937591075897,0.4374977946281433,0.2213706374168396,0.25564634799957275,0.28390252590179443,0.3095070421695709,0.20113851130008698,0.21989403665065765,0.27566230297088623,0.3307865858078003,0.21978627145290375
the,0.5003893971443176,0.6662389636039734,0.1904275119304657,0.17570072412490845,0.34736719727516174,0.5829201340675354,0.28616565465927124,0.25126034021377563,0.31620436906814575,0.4179787337779999,0.22068053483963013
camp,0.22024929523468018,0.22828038036823273,0.14147837460041046,0.16357433795928955,0.2010606974363327,0.1808789074420929,0.09600739926099777,0.21136361360549927,0.1357455849647522,0.1921522617340088,0.13359582424163818
mercury,0.15099036693572998,0.18165083229541779,0.1864432692527771,0.19802285730838776,0.1685487926006317,0.25249192118644714,0.12608641386032104,0.08053716272115707,0.146093487739563,0.13062600791454315,0.10977116972208023
nuclear,0.18137170374393463,0.2580479681491852,0.08271913975477219,0.14005962014198303,0.1408974975347519,0.20050431787967682,0.14753182232379913,0.34669825434684753,0.185501366853714,0.16491369903087616,0.1865687519311905
test,0.20391574501991272,0.1630522608757019,0.10788959264755249,0.13348349928855896,0.1707909107208252,0.2521366477012634,0.11821501702070236,0.21616433560848236,0.22456754744052887,0.1517171710729599,0.19832737743854523
site,0.24231134355068207,0.20704983174800873,0.15736401081085205,0.16154195368289948,0.11670486629009247,0.21085289120674133,0.15628696978092194,0.13595819473266602,0.14080536365509033,0.30749550461769104,0.2014765441417694
near,0.4188554286956787,0.40211278200149536,0.1823708713054657,0.15703247487545013,0.08748484402894974,0.25033900141716003,0.20011673867702484,0.15946054458618164,0.15689784288406372,0.3341076672077179,0.10734958201646805
las,0.1886405348777771,0.21276721358299255,1.0000001192092896,0.8184407949447632,0.13925759494304657,0.16708779335021973,0.2266523241996765,0.12896353006362915,0.16156484186649323,0.15944837033748627,0.14319516718387604
vegas,0.14980179071426392,0.19815394282341003,0.8184407949447632,1.0000001192092896,0.15760543942451477,0.16023637354373932,0.153745636343956,0.18064869940280914,0.13399368524551392,0.14676925539970398,0.16835808753967285
",",0.3149496018886566,0.5201468467712402,0.23400533199310303,0.23027394711971283,0.3015086054801941,0.427140474319458,0.2816491723060608,0.2963520884513855,0.2881867289543152,0.34068408608436584,0.31091248989105225
nevada,0.18621201813220978,0.2868436872959137,0.543182373046875,0.5639894008636475,0.112089604139328,0.21538768708705902,0.14727990329265594,0.2510852515697479,0.10379236936569214,0.1956501603126526,0.14885103702545166
",",0.3149496018886566,0.5201468467712402,0.23400533199310303,0.23027394711971283,0.3015086054801941,0.427140474319458,0.2816491723060608,0.2963520884513855,0.2881867289543152,0.34068408608436584,0.31091248989105225
13,0.0805765837430954,0.02730540931224823,0.0537320114672184,0.018542326986789703,0.02672848105430603,0.01653565652668476,0.04910913109779358,0.03058515302836895,0.015522409230470657,0.05526113882660866,-0.11384815722703934
of,0.38066378235816956,0.5696388483047485,0.17134152352809906,0.13028457760810852,0.2513895630836487,0.5052502155303955,0.3074295222759247,0.24564224481582642,0.29282352328300476,0.2685627043247223,0.1826142966747284
the,0.5003893971443176,0.6662389636039734,0.1904275119304657,0.17570072412490845,0.34736719727516174,0.5829201340675354,0.28616565465927124,0.25126034021377563,0.31620436906814575,0.4179787337779999,0.22068053483963013
protesters,0.2022201418876648,0.28835320472717285,0.1596372425556183,0.2027963250875473,0.23518623411655426,0.2221592664718628,0.18925142288208008,0.8282500505447388,0.2436135858297348,0.18328872323036194,0.16273485124111176
attempted,0.17273682355880737,0.22081954777240753,0.08998754620552063,0.11092386394739151,0.3748961389064789,0.25313758850097656,0.15333780646324158,0.22192901372909546,0.23004624247550964,0.1616542488336563,0.11123745888471603
to,0.47735077142715454,0.45010748505592346,0.23225125670433044,0.2638454735279083,0.4452643394470215,0.45503583550453186,0.12665097415447235,0.22359536588191986,0.4075521230697632,0.3346366882324219,0.29463258385658264
enter,0.3523462116718292,0.2540470063686371,0.0852489173412323,0.10108157992362976,0.22387851774692535,0.2502499222755432,0.11748186498880386,0.14475394785404205,0.32211562991142273,0.24183525145053864,0.11047764122486115
the,0.5003893971443176,0.6662389636039734,0.1904275119304657,0.17570072412490845,0.34736719727516174,0.5829201340675354,0.28616565465927124,0.25126034021377563,0.31620436906814575,0.4179787337779999,0.22068053483963013
test,0.20391574501991272,0.1630522608757019,0.10788959264755249,0.13348349928855896,0.1707909107208252,0.2521366477012634,0.11821501702070236,0.21616433560848236,0.22456754744052887,0.1517171710729599,0.19832737743854523
site,0.24231134355068207,0.20704983174800873,0.15736401081085205,0.16154195368289948,0.11670486629009247,0.21085289120674133,0.15628696978092194,0.13595819473266602,0.14080536365509033,0.30749550461769104,0.2014765441417694
knowing,0.37101197242736816,0.19123521447181702,0.10348910838365555,0.1664939820766449,0.37559080123901367,0.30464988946914673,0.11906760931015015,0.20424962043762207,0.35576608777046204,0.295965313911438,0.3560667932033539
that,0.4876193106174469,0.435920387506485,0.12871836125850677,0.17124786972999573,0.47518548369407654,0.47537946701049805,0.1761402189731598,0.2501324415206909,0.3651382029056549,0.32320237159729004,0.32716336846351624
they,0.43078136444091797,0.4330179989337921,0.14742285013198853,0.17661800980567932,0.4879390597343445,0.3528250455856323,0.19014933705329895,0.23475071787834167,0.3386363983154297,0.3419739007949829,0.2753053903579712
faced,0.17584988474845886,0.20601411163806915,0.08887490630149841,0.12435230612754822,0.2337440401315689,0.22509683668613434,0.16117630898952484,0.2397122085094452,0.16953402757644653,0.10641790181398392,0.12312540411949158
arrest,0.2316104769706726,0.2568385899066925,0.2076152265071869,0.23368778824806213,0.19705908000469208,0.2083061933517456,0.19758087396621704,0.38139599561691284,0.19741027057170868,0.22005695104599,0.1830197125673294
.,0.41390106081962585,0.5591574311256409,0.1803118884563446,0.19240951538085938,0.35288307070732117,0.50484299659729,0.2322506159543991,0.2598128020763397,0.3045158088207245,0.2844318151473999,0.4130953550338745
