,what,percent,live,below,the,povertly,line,?
line,0.2245367169380188,0.11914306879043579,0.14005257189273834,0.2321578860282898,0.29789501428604126,0.23163051903247833,1.0000001192092896,0.16271452605724335
),0.26259949803352356,0.10651931166648865,0.20233401656150818,0.2348279356956482,0.3456730246543884,0.12217441946268082,0.21055854856967926,0.42300865054130554
",",0.3087472915649414,0.19088563323020935,0.29754534363746643,0.29792070388793945,0.4933079481124878,0.2770173251628876,0.22637072205543518,0.31091248989105225
a,0.3320399522781372,0.2187717854976654,0.21948647499084473,0.19127120077610016,0.5829201340675354,0.22997857630252838,0.23499317467212677,0.23916715383529663
significant,0.24268144369125366,0.24790112674236298,0.08338284492492676,0.18202413618564606,0.35524800419807434,0.27996596693992615,0.10312747955322266,0.18679562211036682
portion,0.287394255399704,0.2977299988269806,0.22490571439266205,0.2037440538406372,0.42017096281051636,0.21679548919200897,0.24395427107810974,0.11719609797000885
of,0.33290785551071167,0.3004763424396515,0.27734068036079407,0.23283669352531433,0.733189046382904,0.2800585925579071,0.23765452206134796,0.1826142966747284
the,0.42745697498321533,0.277066707611084,0.2995128035545349,0.2930138111114502,1.0,0.2626287043094635,0.29789501428604126,0.22068053483963013
population,0.2000674307346344,0.4591834247112274,0.27512872219085693,0.18838956952095032,0.32044094800949097,0.3348265290260315,0.16761861741542816,0.14449454843997955
regularly,0.23673877120018005,0.1278482973575592,0.2429371327161789,0.21097232401371002,0.2797985076904297,0.23511432111263275,0.15104907751083374,0.24666962027549744
starves,0.2050172984600067,0.2573215067386627,0.22586391866207123,0.13890545070171356,0.2851186692714691,0.27440837025642395,0.12752410769462585,0.1776682436466217
and,0.31309178471565247,0.250046968460083,0.29040172696113586,0.2736442983150482,0.5171257257461548,0.27371683716773987,0.24584348499774933,0.20544172823429108
is,0.28837618231773376,0.24196593463420868,0.2694047689437866,0.24241961538791656,0.5823672413825989,0.1732826828956604,0.19879867136478424,0.22961433231830597
heavily,0.22760839760303497,0.25947305560112,0.13885731995105743,0.14927327632904053,0.2549211382865906,0.29247045516967773,0.13020363450050354,0.1724066138267517
dependent,0.2771287262439728,0.2688818871974945,0.16560685634613037,0.08490049093961716,0.23169851303100586,0.18897074460983276,0.17501366138458252,0.1324409693479538
on,0.34226128458976746,0.1766231805086136,0.24591919779777527,0.242792010307312,0.5107308030128479,0.20125113427639008,0.2094266265630722,0.2714994251728058
food,0.23540689051151276,0.18619206547737122,0.2209346443414688,0.12843194603919983,0.3025728166103363,0.24034129083156586,0.10198996961116791,0.15376032888889313
aid,0.1778782606124878,0.14509359002113342,0.15096938610076904,0.17849402129650116,0.21952909231185913,0.2575928568840027,0.12588299810886383,0.08358026295900345
.,0.3567904531955719,0.2556350827217102,0.32964062690734863,0.2445746809244156,0.5934505462646484,0.2084546983242035,0.25851553678512573,0.4130953550338745
