,who,did,dinwiddie,order,to,address,french,in,virginia,territory,?
investor,0.22501710057258606,0.19714614748954773,0.3183879554271698,0.1035764291882515,0.2057569921016693,0.19980895519256592,0.15458910167217255,0.18909695744514465,0.133315309882164,0.13706110417842865,0.16433392465114594
),0.2457384318113327,0.18584993481636047,0.2271697223186493,0.2052282840013504,0.31236231327056885,0.23191793262958527,0.21857915818691254,0.3326910734176636,0.20052051544189453,0.16071593761444092,0.42300865054130554
of,0.2827862501144409,0.2513895630836487,0.30485424399375916,0.31287699937820435,0.41548454761505127,0.23196934163570404,0.19450366497039795,0.5696388483047485,0.2102794647216797,0.27564212679862976,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.3434600830078125,0.3284194767475128,0.535392165184021,0.24438561499118805,0.2555147111415863,0.6662389636039734,0.21601803600788116,0.3000710904598236,0.22068053483963013
virginia,0.1459708958864212,0.1734718233346939,0.4463852345943451,0.10874919593334198,0.2041209489107132,0.11236758530139923,0.14786480367183685,0.2449580281972885,1.0000001192092896,0.2408205270767212,0.18036006391048431
regiment,0.23354007303714752,0.13129931688308716,0.3258073925971985,0.19700798392295837,0.20139238238334656,0.12452363967895508,0.21380017697811127,0.2505554258823395,0.3090748190879822,0.2682044208049774,0.12373682856559753
to,0.42656609416007996,0.4452643394470215,0.2388167828321457,0.35544881224632263,1.0,0.29989638924598694,0.1713797152042389,0.45010748505592346,0.2041209489107132,0.2642725706100464,0.29463258385658264
warn,0.2255067229270935,0.24931545555591583,0.19786527752876282,0.16886931657791138,0.2977105379104614,0.2666705846786499,0.14486625790596008,0.07640353590250015,0.20148038864135742,0.1076851561665535,0.27641502022743225
the,0.3733934462070465,0.34736719727516174,0.3434600830078125,0.3284194767475128,0.535392165184021,0.24438561499118805,0.2555147111415863,0.6662389636039734,0.21601803600788116,0.3000710904598236,0.22068053483963013
french,0.2756427824497223,0.1584041714668274,0.23536810278892517,0.09878264367580414,0.1713797152042389,0.06480564922094345,1.0000001192092896,0.22093388438224792,0.14786480367183685,0.1300993412733078,0.1386883556842804
to,0.42656609416007996,0.4452643394470215,0.2388167828321457,0.35544881224632263,1.0,0.29989638924598694,0.1713797152042389,0.45010748505592346,0.2041209489107132,0.2642725706100464,0.29463258385658264
leave,0.27963167428970337,0.3432042896747589,0.21489115059375763,0.1086944118142128,0.408642441034317,0.17875194549560547,0.1256115436553955,0.24126532673835754,0.1271178424358368,0.22191686928272247,0.23890845477581024
virginia,0.1459708958864212,0.1734718233346939,0.4463852345943451,0.10874919593334198,0.2041209489107132,0.11236758530139923,0.14786480367183685,0.2449580281972885,1.0000001192092896,0.2408205270767212,0.18036006391048431
territory,0.247842475771904,0.14672954380512238,0.19192016124725342,0.12550361454486847,0.2642725706100464,0.1637970209121704,0.1300993412733078,0.2756796181201935,0.2408205270767212,1.0,0.09435105323791504
.,0.3541337847709656,0.35288307070732117,0.352607786655426,0.20712141692638397,0.4645031690597534,0.2468368262052536,0.2480926215648651,0.5591574311256409,0.2474265843629837,0.2527329623699188,0.4130953550338745
