,when,did,luther,publish,on,the,bondage,of,the,will,?
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.1611112356185913,0.5107308030128479,1.0,0.1913725733757019,0.733189046382904,1.0,0.3635469079017639,0.22068053483963013
bondage,0.17773115634918213,0.2533521056175232,0.20901623368263245,0.1255175620317459,0.17329418659210205,0.1913725733757019,1.0,0.2042742222547531,0.1913725733757019,0.18090683221817017,0.1839076280593872
of,0.3757161796092987,0.2513895630836487,0.1719115972518921,0.12460750341415405,0.3966929316520691,0.733189046382904,0.2042742222547531,1.0,0.733189046382904,0.2473582625389099,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.1759674996137619,0.1611112356185913,0.5107308030128479,1.0,0.1913725733757019,0.733189046382904,1.0,0.3635469079017639,0.22068053483963013
will,0.42625120282173157,0.40638336539268494,0.12248248606920242,0.21657006442546844,0.3240351676940918,0.3635469079017639,0.18090683221817017,0.2473582625389099,0.3635469079017639,1.0,0.35046905279159546
",",0.36674630641937256,0.3015086054801941,0.23255878686904907,0.25024911761283875,0.49057599902153015,0.4933079481124878,0.23749704658985138,0.4946078956127167,0.4933079481124878,0.29706671833992004,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.17501473426818848,0.1858435571193695,0.4245251417160034,0.6521818041801453,0.22207605838775635,0.5011631846427917,0.6521818041801453,0.3827246427536011,0.25814583897590637
was,0.37326499819755554,0.41399896144866943,0.19185513257980347,0.16938649117946625,0.3909217119216919,0.48711544275283813,0.19865082204341888,0.4069072902202606,0.48711544275283813,0.22588570415973663,0.18412111699581146
written,0.1974014937877655,0.2051348239183426,0.202183336019516,0.2824877202510834,0.19147278368473053,0.2582438886165619,0.18276438117027283,0.20874574780464172,0.2582438886165619,0.16657264530658722,0.21451954543590546
in,0.4431333839893341,0.2593238651752472,0.20523880422115326,0.17019827663898468,0.46853652596473694,0.6662389636039734,0.20109613239765167,0.5696388483047485,0.6662389636039734,0.2580665349960327,0.20430970191955566
response,0.35236990451812744,0.23455248773097992,0.21941745281219482,0.16691401600837708,0.20197884738445282,0.28909924626350403,0.14503897726535797,0.21864040195941925,0.28909924626350403,0.24686980247497559,0.2007838636636734
to,0.5423505902290344,0.4452643394470215,0.18029534816741943,0.29983964562416077,0.41031414270401,0.535392165184021,0.23080803453922272,0.41548454761505127,0.535392165184021,0.5091033577919006,0.29463258385658264
on,0.37706470489501953,0.2670976221561432,0.19090485572814941,0.2230350375175476,0.9999999403953552,0.5107308030128479,0.17329418659210205,0.3966929316520691,0.5107308030128479,0.3240351676940918,0.2714994251728058
free,0.25120967626571655,0.1839899867773056,0.21303489804267883,0.15536928176879883,0.20887258648872375,0.22231732308864594,0.21197424829006195,0.2430545836687088,0.22231732308864594,0.20816873013973236,0.1278279572725296
will,0.42625120282173157,0.40638336539268494,0.12248248606920242,0.21657006442546844,0.3240351676940918,0.3635469079017639,0.18090683221817017,0.2473582625389099,0.3635469079017639,1.0,0.35046905279159546
by,0.4376842677593231,0.18574509024620056,0.15382802486419678,0.21025247871875763,0.33887791633605957,0.4408751428127289,0.13564470410346985,0.3646814823150635,0.4408751428127289,0.2520078420639038,0.17966607213020325
desiderius,0.16587819159030914,0.20069263875484467,0.2928759753704071,0.21748870611190796,0.19119957089424133,0.22521106898784637,0.17273972928524017,0.20879815518856049,0.22521106898784637,0.16679923236370087,0.19766904413700104
erasmus,0.11287567764520645,0.16809047758579254,0.35154402256011963,0.20853765308856964,0.14606527984142303,0.212213933467865,0.1796853393316269,0.23410311341285706,0.212213933467865,0.19079601764678955,0.16030266880989075
(,0.2459595799446106,0.18979617953300476,0.1677781045436859,0.13715749979019165,0.28656116127967834,0.33289089798927307,0.162705659866333,0.35032153129577637,0.33289089798927307,0.26469120383262634,0.40561532974243164
1524,-0.0363839715719223,0.07726114243268967,0.07155809551477432,-0.07140673696994781,-0.015250178053975105,-0.09282234311103821,-0.01580240949988365,-0.12981654703617096,-0.09282234311103821,-0.010267105884850025,0.10532363504171371
),0.2538422644138336,0.18584993481636047,0.18587662279605865,0.11827100813388824,0.29937487840652466,0.3456730246543884,0.17895489931106567,0.3680361211299896,0.3456730246543884,0.24492529034614563,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.24907569587230682,0.19971393048763275,0.49257001280784607,0.5934505462646484,0.2477165013551712,0.5352458953857422,0.5934505462646484,0.33682769536972046,0.4130953550338745
