,how,did,natives,in,logstown,take,celeron,'s,information,?
in,0.2601168751716614,0.2593238651752472,0.1702413111925125,1.0,0.2698831558227539,0.21975718438625336,0.22404925525188446,-0.037580832839012146,0.20385970175266266,0.20430970191955566
the,0.33890387415885925,0.34736719727516174,0.2204582393169403,0.6662389636039734,0.2556471526622772,0.31620436906814575,0.2833483815193176,-0.01540423184633255,0.3143121302127838,0.22068053483963013
area,0.17030490934848785,0.14067986607551575,0.2533993721008301,0.33632898330688477,0.3199809193611145,0.1462567150592804,0.13575494289398193,-0.002423585159704089,0.2225254774093628,0.12640461325645447
informed,0.2918766736984253,0.3019046187400818,0.173905149102211,0.15488801896572113,0.13779927790164948,0.2823336124420166,0.05071621760725975,0.04657036066055298,0.5757644772529602,0.24280300736427307
céloron,0.17692279815673828,0.14053545892238617,0.15392762422561646,0.23000739514827728,0.2592068612575531,0.15945015847682953,0.4971884787082672,0.03577094525098801,0.17697153985500336,0.21622054278850555
that,0.557814359664917,0.47518548369407654,0.21576261520385742,0.435920387506485,0.17828410863876343,0.3651382029056549,0.2469819337129593,0.04397977516055107,0.3410947024822235,0.32716336846351624
they,0.43247655034065247,0.4879390597343445,0.35824888944625854,0.4330179989337921,0.1323845386505127,0.3386363983154297,0.24408598244190216,0.03738465905189514,0.27755895256996155,0.2753053903579712
owned,0.10617922991514206,0.20064307749271393,0.1565731167793274,0.22438469529151917,0.2913925051689148,0.1514156460762024,0.23467037081718445,0.051142726093530655,0.0953693687915802,0.1288648396730423
the,0.33890387415885925,0.34736719727516174,0.2204582393169403,0.6662389636039734,0.2556471526622772,0.31620436906814575,0.2833483815193176,-0.01540423184633255,0.3143121302127838,0.22068053483963013
ohio,0.11605536192655563,0.11018496751785278,0.15826821327209473,0.2508675754070282,0.45122194290161133,0.1289963722229004,0.16339963674545288,0.02506769821047783,0.10808593779802322,0.10064033418893814
country,0.17206698656082153,0.24348343908786774,0.28916552662849426,0.3040012717247009,0.21673472225666046,0.21343351900577545,0.09659630060195923,0.0747150406241417,0.145692378282547,0.12647280097007751
and,0.33647966384887695,0.34479495882987976,0.23238559067249298,0.4954058527946472,0.26477086544036865,0.296702116727829,0.29231131076812744,0.06895173341035843,0.28268665075302124,0.20544172823429108
that,0.557814359664917,0.47518548369407654,0.21576261520385742,0.435920387506485,0.17828410863876343,0.3651382029056549,0.2469819337129593,0.04397977516055107,0.3410947024822235,0.32716336846351624
they,0.43247655034065247,0.4879390597343445,0.35824888944625854,0.4330179989337921,0.1323845386505127,0.3386363983154297,0.24408598244190216,0.03738465905189514,0.27755895256996155,0.2753053903579712
would,0.43239715695381165,0.6268245577812195,0.2710513472557068,0.30461156368255615,0.15561868250370026,0.36894938349723816,0.13524650037288666,0.036968596279621124,0.28031855821609497,0.37178951501846313
trade,0.22247354686260223,0.16199031472206116,0.21342357993125916,0.23862801492214203,0.21420951187610626,0.2005523294210434,0.10463004559278488,0.08304908871650696,0.24899040162563324,0.09336511790752411
with,0.3525622487068176,0.25472134351730347,0.16612087190151215,0.4080928862094879,0.15206089615821838,0.21222369372844696,0.2736569046974182,-0.04624466598033905,0.21308501064777374,0.2433311939239502
the,0.33890387415885925,0.34736719727516174,0.2204582393169403,0.6662389636039734,0.2556471526622772,0.31620436906814575,0.2833483815193176,-0.01540423184633255,0.3143121302127838,0.22068053483963013
british,0.17564475536346436,0.2039594054222107,0.20336763560771942,0.23084034025669098,0.2545379400253296,0.11226198822259903,0.10152936726808548,0.06352180242538452,0.1290474832057953,0.09711728990077972
regardless,0.3497747778892517,0.21907876431941986,0.11318705230951309,0.2787688076496124,0.18131433427333832,0.3027086853981018,0.12079275399446487,-0.022247405722737312,0.340844988822937,0.33928561210632324
of,0.2480744868516922,0.2513895630836487,0.17872627079486847,0.5696388483047485,0.2479945719242096,0.29282352328300476,0.24308432638645172,-0.03817026689648628,0.2860049605369568,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.2204582393169403,0.6662389636039734,0.2556471526622772,0.31620436906814575,0.2833483815193176,-0.01540423184633255,0.3143121302127838,0.22068053483963013
french,0.14884154498577118,0.1584041714668274,0.19159094989299774,0.22093388438224792,0.2225266546010971,0.10373790562152863,0.2268296331167221,0.0634014755487442,0.11182022094726562,0.1386883556842804
.,0.3287222981452942,0.35288307070732117,0.22202226519584656,0.5591574311256409,0.3221128284931183,0.3045158088207245,0.23717518150806427,-0.003708066651597619,0.2787359356880188,0.4130953550338745
