,what,is,the,term,for,an,indian,private,school,?
aid,0.1778782606124878,0.10512593388557434,0.21952909231185913,0.13471847772598267,0.28007441759109497,0.16630467772483826,0.18629851937294006,0.2063334733247757,0.11534401029348373,0.08358026295900345
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.25269290804862976,0.314039945602417,0.20876385271549225,0.17991270124912262,0.18150165677070618,0.1915854513645172,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,0.4207492768764496,0.23407642543315887,0.18291357159614563,0.22953221201896667,0.22068053483963013
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.17906759679317474,0.23902073502540588,0.15164874494075775,0.19716276228427887,0.3261575996875763,0.24537934362888336,0.18851417303085327
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.21599270403385162,0.4464869201183319,0.3581022024154663,0.2407594621181488,0.1899166703224182,0.27141863107681274,0.31091248989105225
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.24376648664474487,0.32171204686164856,0.39472338557243347,0.16747386753559113,0.17335385084152222,0.22964634001255035,0.25732165575027466
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.23030756413936615,0.35690054297447205,0.23671309649944305,0.15538620948791504,0.15051504969596863,0.09772772341966629,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.2703228294849396,0.3801851272583008,0.33041056990623474,0.1645631045103073,0.1834806501865387,0.16095811128616333,0.3324260413646698
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.16153281927108765,0.3236706852912903,1.0,0.21517272293567657,0.14829891920089722,0.17441901564598083,0.19793890416622162
aided,0.11643363535404205,0.14248278737068176,0.2719253599643707,0.23170386254787445,0.20559169352054596,0.18233047425746918,0.1826832890510559,0.1910717785358429,0.17518992722034454,0.0017562833381816745
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.34949591755867004,0.4111599624156952,0.3096676766872406,0.2237740308046341,0.21888144314289093,0.12007436156272888,0.32389625906944275
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.16153281927108765,0.3236706852912903,1.0,0.21517272293567657,0.14829891920089722,0.17441901564598083,0.19793890416622162
unaided,0.2599742114543915,0.25516462326049805,0.3689059019088745,0.22465384006500244,0.24189160764217377,0.2458370327949524,0.19399146735668182,0.17096881568431854,0.1420685350894928,0.15710873901844025
school,0.18774057924747467,0.19488026201725006,0.22953221201896667,0.15244218707084656,0.18618352711200714,0.17441901564598083,0.1192028596997261,0.3584248125553131,1.0,0.15091250836849213
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.4726039469242096,0.3581749200820923,0.2388933300971985,0.2534593939781189,0.24214158952236176,0.4130953550338745
