,how,long,was,each,doctor,who,episode,in,the,2005,revival,series,(,including,ads,),?
series,0.17967022955417633,0.16544155776500702,0.2261398285627365,0.19914524257183075,0.2712797522544861,0.21484537422657013,0.4687832295894623,0.2914260923862457,0.31376904249191284,0.04714697599411011,0.22159305214881897,1.0000001192092896,0.21145714819431305,0.2768470048904419,0.259013295173645,0.20434704422950745,0.1709602326154709
usually,0.36801108717918396,0.3277394473552704,0.213388592004776,0.5051930546760559,0.13327519595623016,0.35319453477859497,0.20468561351299286,0.28848564624786377,0.36782920360565186,-0.0977228432893753,0.13523516058921814,0.1723145991563797,0.19256804883480072,0.2806571424007416,0.21291688084602356,0.21711577475070953,0.19435347616672516
consisting,0.12645268440246582,0.17371778190135956,0.22652006149291992,0.3682107925415039,-0.015276345424354076,0.12026083469390869,0.11798948794603348,0.2985212802886963,0.33371514081954956,-0.02554146572947502,0.1896345317363739,0.18509308993816376,0.20455282926559448,0.33122268319129944,0.12849180400371552,0.20089630782604218,0.006223649252206087
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.38460010290145874,0.16895952820777893,0.2827862501144409,0.17369085550308228,0.5696388483047485,0.733189046382904,0.017815761268138885,0.2109367549419403,0.22268271446228027,0.35032153129577637,0.44195112586021423,0.10616565495729446,0.3680361211299896,0.1826142966747284
13,-0.02601788192987442,0.00953664630651474,0.020193999633193016,-0.07241751253604889,-0.006165226921439171,0.09338453412055969,0.023985210806131363,0.02730540931224823,-0.007407139986753464,-0.06226208433508873,-0.030607184395194054,0.04291941598057747,0.027452724054455757,0.01237484160810709,-0.08008884638547897,0.024714315310120583,-0.11384815722703934
45-minute,0.26190540194511414,0.3769696056842804,0.22736530005931854,0.21909023821353912,0.2654983103275299,0.23017555475234985,0.28366193175315857,0.2503625452518463,0.249179407954216,0.043786097317934036,0.15873581171035767,0.20942628383636475,0.22221505641937256,0.1430455595254898,0.19734857976436615,0.23742325603961945,0.16811853647232056
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.207483172416687,0.20407600700855255,0.3365725874900818,0.18198037147521973,0.5201468467712402,0.4933079481124878,0.11050146818161011,0.2530691921710968,0.24060699343681335,0.6363511681556702,0.4127510190010071,0.20520423352718353,0.63033527135849,0.31091248989105225
self-contained,0.223017156124115,0.1915905475616455,0.31077316403388977,0.27809199690818787,0.08040229231119156,0.07656179368495941,0.20906852185726166,0.3517456352710724,0.3253867030143738,-0.06175961345434189,0.1708855926990509,0.24282138049602509,0.24403521418571472,0.3126843273639679,0.25384262204170227,0.24531616270542145,0.23264376819133759
episodes,0.16633862257003784,0.22244980931282043,0.157072052359581,0.23675084114074707,0.2920081615447998,0.20461446046829224,0.8163357973098755,0.17357411980628967,0.1889590173959732,0.03594137355685234,0.1972525715827942,0.5597400069236755,0.17736345529556274,0.20003919303417206,0.3236416280269623,0.1691657453775406,0.21740183234214783
(,0.1676948219537735,0.2487790733575821,0.2980341613292694,0.17427405714988708,0.1570640504360199,0.2443375140428543,0.19250941276550293,0.3087427020072937,0.33289089798927307,0.11327322572469711,0.16181129217147827,0.21145714819431305,0.9999999403953552,0.2448870837688446,0.15768496692180634,0.9561100602149963,0.40561532974243164
60,0.12259688228368759,-0.0006507569341920316,-0.003859133692458272,-0.030032923445105553,-0.020087122917175293,0.041363123804330826,-0.055880483239889145,0.008437495678663254,0.04635925963521004,0.012643295340240002,0.05016250163316727,-0.11062952876091003,-0.05989205837249756,-0.007736211642622948,-0.0863075852394104,-0.05698961019515991,0.06999651342630386
minutes,0.2050236165523529,0.3457551598548889,0.18689095973968506,0.2058175504207611,0.16872528195381165,0.153090700507164,0.2481667697429657,0.18828919529914856,0.20313966274261475,-0.03900235891342163,0.13339033722877502,0.18069061636924744,0.1748296469449997,0.13061140477657318,0.2687827944755554,0.1860070675611496,0.14419560134410858
with,0.3525622487068176,0.289187490940094,0.27411898970603943,0.4100050628185272,0.17277967929840088,0.3282766342163086,0.2304430603981018,0.4080928862094879,0.4223487675189972,-0.0030237799510359764,0.1361679881811142,0.17767351865768433,0.29503780603408813,0.37174999713897705,0.19044262170791626,0.3069596290588379,0.2433311939239502
adverts,0.2009601593017578,0.11285533010959625,0.18606896698474884,0.17277516424655914,0.14259538054466248,0.18181803822517395,0.19364628195762634,0.1468467265367508,0.20535361766815186,-0.03830215334892273,0.11783623695373535,0.2379448562860489,0.13607223331928253,0.24002473056316376,0.5979551076889038,0.13108085095882416,0.1930147111415863
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.207483172416687,0.20407600700855255,0.3365725874900818,0.18198037147521973,0.5201468467712402,0.4933079481124878,0.11050146818161011,0.2530691921710968,0.24060699343681335,0.6363511681556702,0.4127510190010071,0.20520423352718353,0.63033527135849,0.31091248989105225
on,0.32655060291290283,0.3373977243900299,0.3909217119216919,0.30782750248908997,0.1636410653591156,0.2340552806854248,0.28993746638298035,0.46853652596473694,0.5107308030128479,0.018048860132694244,0.20619231462478638,0.23828625679016113,0.28656116127967834,0.324923574924469,0.27270299196243286,0.29937487840652466,0.2714994251728058
overseas,0.14035725593566895,0.16068190336227417,0.1727699339389801,0.21342314779758453,0.145939439535141,0.19191975891590118,0.17979209125041962,0.2688230276107788,0.246591255068779,0.018124155700206757,0.18725496530532837,0.13829419016838074,0.17233465611934662,0.2938476502895355,0.20392894744873047,0.18304325640201569,0.15502241253852844
commercial,0.11456913501024246,0.12421756982803345,0.22333669662475586,0.10536179691553116,0.1067987009882927,0.05230569466948509,0.20486409962177277,0.2615188956260681,0.23051398992538452,-0.09535419940948486,0.18793773651123047,0.24247996509075165,0.08645959943532944,0.276927649974823,0.2917666733264923,0.10655071586370468,0.04216946288943291
channels,0.19186846911907196,0.17411430180072784,0.11888814717531204,0.23467661440372467,0.138950377702713,0.13797876238822937,0.22249452769756317,0.19040870666503906,0.27277594804763794,-0.042393315583467484,0.14413350820541382,0.29040786623954773,0.19554564356803894,0.19470426440238953,0.32274940609931946,0.209791898727417,0.19657258689403534
),0.17939934134483337,0.23425164818763733,0.3267642855644226,0.18692907691001892,0.1509941965341568,0.2457384318113327,0.1890215277671814,0.3326910734176636,0.3456730246543884,0.12896914780139923,0.15965843200683594,0.20434704422950745,0.9561100602149963,0.23582744598388672,0.13249656558036804,1.0,0.42300865054130554
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.207483172416687,0.20407600700855255,0.3365725874900818,0.18198037147521973,0.5201468467712402,0.4933079481124878,0.11050146818161011,0.2530691921710968,0.24060699343681335,0.6363511681556702,0.4127510190010071,0.20520423352718353,0.63033527135849,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.3740963041782379,0.2984027564525604,0.21673844754695892,0.41279885172843933,0.2091434895992279,0.4954058527946472,0.5171257257461548,0.05766887590289116,0.2417616993188858,0.26972857117652893,0.4862271547317505,0.5144438743591309,0.20379316806793213,0.4961937665939331,0.20544172823429108
an,0.2520636022090912,0.22368325293064117,0.3694365322589874,0.20307137072086334,0.1790127456188202,0.2848317325115204,0.14956113696098328,0.2605783939361572,0.4207492768764496,0.013713877648115158,0.2065889537334442,0.16255386173725128,0.286407470703125,0.13861823081970215,0.11775484681129456,0.2873353958129883,0.19793890416622162
extended,0.1505790501832962,0.2646813690662384,0.23736250400543213,0.2466380000114441,0.08848986029624939,0.09214743971824646,0.12787093222141266,0.22257764637470245,0.3160722553730011,0.033088602125644684,0.22269780933856964,0.11568979918956757,0.2243831753730774,0.1849311739206314,0.11266554147005081,0.2578025162220001,0.17568568885326385
episode,0.20521073043346405,0.1578792929649353,0.1706574261188507,0.27611973881721497,0.2940889000892639,0.2015407234430313,1.0,0.19184806942939758,0.25342556834220886,0.04103194922208786,0.21943247318267822,0.4687832295894623,0.19250941276550293,0.15041084587574005,0.2621910274028778,0.1890215277671814,0.23978739976882935
broadcast,0.17885947227478027,0.16061462461948395,0.24068336188793182,0.20813259482383728,0.18613839149475098,0.18632595241069794,0.3553028106689453,0.26723843812942505,0.2713715434074402,0.05471181869506836,0.22269420325756073,0.4289170503616333,0.26369622349739075,0.1873610019683838,0.31179970502853394,0.2233462631702423,0.15760008990764618
on,0.32655060291290283,0.3373977243900299,0.3909217119216919,0.30782750248908997,0.1636410653591156,0.2340552806854248,0.28993746638298035,0.46853652596473694,0.5107308030128479,0.018048860132694244,0.20619231462478638,0.23828625679016113,0.28656116127967834,0.324923574924469,0.27270299196243286,0.29937487840652466,0.2714994251728058
christmas,0.2125333994626999,0.1449844390153885,0.16941027343273163,0.1615224927663803,0.1539488285779953,0.19243934750556946,0.3011001646518707,0.17820265889167786,0.2044597715139389,0.14348074793815613,0.19124801456928253,0.18122392892837524,0.20888812839984894,0.22230933606624603,0.15690100193023682,0.21935993432998657,0.23817040026187897
day,0.20268619060516357,0.1641828566789627,0.24314451217651367,0.21733710169792175,0.1563597172498703,0.2447325587272644,0.22638504207134247,0.2671984136104584,0.3062323033809662,0.08089190721511841,0.1908176839351654,0.16648201644420624,0.22952881455421448,0.24436281621456146,0.19877992570400238,0.2379259318113327,0.2141837179660797
.,0.3287222981452942,0.3247973620891571,0.40146201848983765,0.31204065680503845,0.22361043095588684,0.3541337847709656,0.23102888464927673,0.5591574311256409,0.5934505462646484,0.0678042471408844,0.1816873699426651,0.3121925890445709,0.5072786808013916,0.32645219564437866,0.23121747374534607,0.5363735556602478,0.4130953550338745
