,what,studio,does,abc,own,at,1500,broadway,in,nyc,?
land,0.23411516845226288,0.100224569439888,0.20495885610580444,0.11165688931941986,0.2225065380334854,0.15723508596420288,-0.10976868867874146,0.1657520979642868,0.22871792316436768,0.09893570840358734,0.1432059109210968
in,0.30808621644973755,0.22340084612369537,0.214483380317688,0.1697147786617279,0.31893372535705566,0.4374977946281433,-0.03018064983189106,0.20252221822738647,1.0,0.15456315875053406,0.20430970191955566
times,0.21414996683597565,0.09335514158010483,0.23567602038383484,0.1631121188402176,0.1928550899028778,0.26909148693084717,-0.06540314108133316,0.19597947597503662,0.2427823841571808,0.24972033500671387,0.18880689144134521
square,0.12660330533981323,0.10429690778255463,0.14797891676425934,0.09751051664352417,0.06636983901262283,0.21245744824409485,-0.09628670662641525,0.2287626415491104,0.2193731665611267,0.269603431224823,0.1201515942811966
owned,0.12432919442653656,0.22473926842212677,0.12177995592355728,0.2405787706375122,0.3358837366104126,0.1694471538066864,-0.07100328803062439,0.12619194388389587,0.22438469529151917,0.136274516582489,0.1288648396730423
by,0.2455483376979828,0.26709386706352234,0.143477201461792,0.17600902915000916,0.2755888104438782,0.2368064820766449,-0.08045586943626404,0.15020105242729187,0.370934396982193,0.08756779134273529,0.17966607213020325
a,0.3320399522781372,0.2171696275472641,0.38201746344566345,0.21331243216991425,0.3093770742416382,0.3095070421695709,-0.019087297841906548,0.1529034525156021,0.539380669593811,0.1782352179288864,0.23916715383529663
development,0.19014155864715576,0.20786546170711517,0.19386763870716095,0.12770791351795197,0.20423544943332672,0.12591972947120667,0.05917249992489815,0.15868279337882996,0.2550492286682129,0.1050737127661705,0.1211358830332756
fund,0.14864346385002136,0.12301163375377655,0.13254745304584503,0.2062237560749054,0.16570442914962769,0.20117217302322388,-0.02386178821325302,0.23602676391601562,0.2148904800415039,0.16446691751480103,0.1883198469877243
for,0.3017193675041199,0.19432707130908966,0.35159170627593994,0.22510288655757904,0.30703625082969666,0.34237727522850037,-0.015217471867799759,0.21107125282287598,0.4322226941585541,0.11395923793315887,0.264628142118454
the,0.42745697498321533,0.24831420183181763,0.35928019881248474,0.2068762183189392,0.334675133228302,0.457212895154953,-0.03235486149787903,0.18395566940307617,0.6662389636039734,0.19083283841609955,0.22068053483963013
42nd,0.2670643925666809,0.0850830078125,0.2245568335056305,0.03739224746823311,0.198142409324646,0.16184774041175842,0.009961982257664204,0.13145898282527924,0.24799247086048126,0.06673745065927505,0.281293123960495
street,0.14271703362464905,0.16190895438194275,0.1326543539762497,0.1996762454509735,0.13777326047420502,0.17524904012680054,-0.007991615682840347,0.39439597725868225,0.2281111478805542,0.268851637840271,0.07315441966056824
project,0.27033838629722595,0.22386761009693146,0.19799275696277618,0.12072815746068954,0.22775901854038239,0.2461380660533905,-0.03297707810997963,0.20917902886867523,0.16277937591075897,0.14593979716300964,0.30569031834602356
;,0.10986888408660889,0.06631458550691605,0.0650511160492897,-0.0012340332614257932,0.07317133247852325,0.00622112350538373,-0.07919788360595703,0.02847297675907612,0.092739537358284,0.03679957240819931,0.10349778085947037
opened,0.14500318467617035,0.22865736484527588,0.08185227960348129,0.2054978907108307,0.16821178793907166,0.30489158630371094,0.05827612057328224,0.3005531132221222,0.2972770035266876,0.2339300513267517,0.1934700310230255
in,0.30808621644973755,0.22340084612369537,0.214483380317688,0.1697147786617279,0.31893372535705566,0.4374977946281433,-0.03018064983189106,0.20252221822738647,1.0,0.15456315875053406,0.20430970191955566
1999,0.09112130105495453,-0.04865449294447899,-0.043145570904016495,-0.024477526545524597,-0.06701746582984924,0.09205476939678192,-0.11866173148155212,-0.08118487894535065,-0.0026030326262116432,0.014772970229387283,0.05416720360517502
",",0.3087472915649414,0.24372334778308868,0.28617382049560547,0.2097204476594925,0.2796398997306824,0.38314947485923767,0.04648949205875397,0.2468005269765854,0.5201468467712402,0.22481241822242737,0.31091248989105225
good,0.3916934132575989,0.17803168296813965,0.33198118209838867,0.1982276886701584,0.28143393993377686,0.2845047116279602,-0.03837937116622925,0.13443462550640106,0.2152448445558548,0.16282834112644196,0.3187684714794159
morning,0.24708515405654907,0.26094159483909607,0.16000695526599884,0.3129312992095947,0.18395841121673584,0.28032591938972473,-0.05412060394883156,0.1900743842124939,0.23238615691661835,0.14057978987693787,0.17971698939800262
america,0.2517423629760742,0.16668377816677094,0.13335242867469788,0.24776576459407806,0.16754664480686188,0.1539384126663208,-0.05075351148843765,0.19330108165740967,0.3098583221435547,0.23548346757888794,0.19333907961845398
and,0.31309178471565247,0.27148571610450745,0.3461615741252899,0.16453155875205994,0.3142828047275543,0.3571503460407257,0.006659659557044506,0.21581530570983887,0.4954058527946472,0.1824457347393036,0.20544172823429108
nightline,0.2340221107006073,0.29582810401916504,0.14917075634002686,0.3773581087589264,0.17768840491771698,0.29587724804878235,-0.032656826078891754,0.2795162498950958,0.2771608531475067,0.25458449125289917,0.18700595200061798
are,0.29724663496017456,0.16268430650234222,0.3126322329044342,0.06184951588511467,0.29801490902900696,0.2074895054101944,0.03255774453282356,0.0984814465045929,0.3841303884983063,0.09276856482028961,0.24591213464736938
broadcast,0.17857211828231812,0.3069444000720978,0.1793109029531479,0.4876510202884674,0.20901532471179962,0.2025444209575653,-0.08196170628070831,0.2556634247303009,0.26723843812942505,0.16910962760448456,0.15760008990764618
from,0.2737620174884796,0.19336633384227753,0.1777622550725937,0.12159302085638046,0.23242637515068054,0.3447161316871643,-0.06471225619316101,0.10366813093423843,0.4274188280105591,0.1498577892780304,0.19969791173934937
this,0.5489566326141357,0.20390893518924713,0.4166489243507385,0.16107726097106934,0.3482317626476288,0.32544323801994324,0.010474888607859612,0.1633094698190689,0.45205554366111755,0.16210831701755524,0.3155723512172699
particular,0.4548671245574951,0.15071605145931244,0.3592778146266937,0.12990683317184448,0.3548860251903534,0.22621183097362518,0.025626903399825096,0.16870079934597015,0.3090636432170868,0.11926620453596115,0.2741454839706421
facility,0.13735945522785187,0.16944676637649536,0.13139493763446808,0.14401791989803314,0.16350671648979187,0.2692711055278778,0.01390929613262415,0.16476459801197052,0.23319417238235474,0.26176896691322327,0.12783357501029968
.,0.3567904531955719,0.25156542658805847,0.3022993505001068,0.2567209303379059,0.3061371147632599,0.4549728035926819,0.0046972124837338924,0.2044190615415573,0.5591574311256409,0.23401416838169098,0.4130953550338745
