,what,role,in,economics,did,the,university,play,a,major,part,in,?
the,0.42745697498321533,0.26607486605644226,0.6662389636039734,0.17465341091156006,0.34736719727516174,1.0,0.263973206281662,0.24793598055839539,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.22068053483963013
free,0.22754132747650146,0.11231385171413422,0.25575435161590576,0.16060630977153778,0.1839899867773056,0.22231732308864594,0.1765480935573578,0.13396254181861877,0.23877057433128357,0.054276008158922195,0.18005555868148804,0.25575435161590576,0.1278279572725296
market,0.12116116285324097,0.1458468735218048,0.27003997564315796,0.3415622413158417,0.12897977232933044,0.2041238248348236,0.1091575175523758,0.21812772750854492,0.2680419683456421,0.18579676747322083,0.14720477163791656,0.27003997564315796,0.12805593013763428
and,0.31309178471565247,0.2629789710044861,0.4954058527946472,0.1880827248096466,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.25634777545928955,0.3739250600337982,0.29795366525650024,0.35301485657691956,0.4954058527946472,0.20544172823429108
is,0.28837618231773376,0.20847192406654358,0.5394441485404968,0.19443869590759277,0.19247472286224365,0.5823672413825989,0.20346471667289734,0.2174319475889206,0.658733606338501,0.19079607725143433,0.4582172930240631,0.5394441485404968,0.22961433231830597
the,0.42745697498321533,0.26607486605644226,0.6662389636039734,0.17465341091156006,0.34736719727516174,1.0,0.263973206281662,0.24793598055839539,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.22068053483963013
namesake,0.14092430472373962,0.19509682059288025,0.28584688901901245,0.1985572874546051,0.15124019980430603,0.28544923663139343,0.34369659423828125,0.162265807390213,0.2596215307712555,0.2306193709373474,0.17802375555038452,0.28584688901901245,0.14372511208057404
of,0.33290785551071167,0.1797693818807602,0.5696388483047485,0.2429119050502777,0.2513895630836487,0.733189046382904,0.30646374821662903,0.15350224077701569,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.1826142966747284
the,0.42745697498321533,0.26607486605644226,0.6662389636039734,0.17465341091156006,0.34736719727516174,1.0,0.263973206281662,0.24793598055839539,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.22068053483963013
chicago,0.1521448791027069,0.14234796166419983,0.23921214044094086,0.22661654651165009,0.1900576800107956,0.27360326051712036,0.29005804657936096,0.2157338410615921,0.17899899184703827,0.2002526819705963,0.12448146194219589,0.23921214044094086,0.16446958482265472
school,0.18774057924747467,0.13374219834804535,0.26157811284065247,0.29864802956581116,0.19696208834648132,0.22953221201896667,0.48676231503486633,0.15398570895195007,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.15091250836849213
of,0.33290785551071167,0.1797693818807602,0.5696388483047485,0.2429119050502777,0.2513895630836487,0.733189046382904,0.30646374821662903,0.15350224077701569,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.1826142966747284
economics,0.21107932925224304,0.1530091017484665,0.19117838144302368,0.9999999403953552,0.15973663330078125,0.17465341091156006,0.40750834345817566,0.15492834150791168,0.2117287665605545,0.19136087596416473,0.1484246850013733,0.19117838144302368,0.15849412977695465
",",0.3087472915649414,0.199491485953331,0.5201468467712402,0.25434449315071106,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.2231253683567047,0.427140474319458,0.29355156421661377,0.3376222252845764,0.5201468467712402,0.31091248989105225
the,0.42745697498321533,0.26607486605644226,0.6662389636039734,0.17465341091156006,0.34736719727516174,1.0,0.263973206281662,0.24793598055839539,0.5829201340675354,0.31775903701782227,0.527681291103363,0.6662389636039734,0.22068053483963013
school,0.18774057924747467,0.13374219834804535,0.26157811284065247,0.29864802956581116,0.19696208834648132,0.22953221201896667,0.48676231503486633,0.15398570895195007,0.2245093584060669,0.1472879946231842,0.21720749139785767,0.26157811284065247,0.15091250836849213
of,0.33290785551071167,0.1797693818807602,0.5696388483047485,0.2429119050502777,0.2513895630836487,0.733189046382904,0.30646374821662903,0.15350224077701569,0.5052502155303955,0.2641255557537079,0.452393114566803,0.5696388483047485,0.1826142966747284
economic,0.18082544207572937,0.21029847860336304,0.22027181088924408,0.7812634110450745,0.14787930250167847,0.282455176115036,0.24439695477485657,0.11176935583353043,0.2234611213207245,0.23579595983028412,0.18628732860088348,0.22027181088924408,0.1206481084227562
thought,0.4469435214996338,0.25978249311447144,0.24524326622486115,0.19417789578437805,0.482954740524292,0.3509289622306824,0.19652298092842102,0.200993150472641,0.3342154324054718,0.19978420436382294,0.27187779545783997,0.24524326622486115,0.2600135803222656
supported,0.16402992606163025,0.17989923059940338,0.22075232863426208,0.15059593319892883,0.3048703968524933,0.27276676893234253,0.18762506544589996,0.12358718365430832,0.21957339346408844,0.1833483725786209,0.22890937328338623,0.22075232863426208,0.11593948304653168
by,0.2455483376979828,0.20783835649490356,0.370934396982193,0.08690246939659119,0.18574509024620056,0.4408751428127289,0.1929011344909668,0.20151817798614502,0.32094135880470276,0.19764594733715057,0.28271573781967163,0.370934396982193,0.17966607213020325
milton,0.19606824219226837,0.11565010249614716,0.16490355134010315,0.25876912474632263,0.16680729389190674,0.20148779451847076,0.24029110372066498,0.2997308671474457,0.22242267429828644,0.18282607197761536,0.06146583706140518,0.16490355134010315,0.1688244491815567
friedman,0.22975663840770721,0.18488876521587372,0.1983247548341751,0.4129509925842285,0.17165426909923553,0.1496504694223404,0.3124261796474457,0.18791785836219788,0.19635529816150665,0.22245897352695465,0.060199491679668427,0.1983247548341751,0.26901862025260925
and,0.31309178471565247,0.2629789710044861,0.4954058527946472,0.1880827248096466,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.25634777545928955,0.3739250600337982,0.29795366525650024,0.35301485657691956,0.4954058527946472,0.20544172823429108
other,0.341873437166214,0.1534264087677002,0.39989137649536133,0.13411186635494232,0.31707024574279785,0.44152235984802246,0.1804676055908203,0.20327143371105194,0.2806335389614105,0.3157308101654053,0.25873222947120667,0.39989137649536133,0.24682199954986572
economists,0.26094529032707214,0.11482587456703186,0.16536827385425568,0.7482215762138367,0.25857892632484436,0.20146530866622925,0.24109816551208496,0.1390344500541687,0.19890359044075012,0.18536505103111267,0.07669123262166977,0.16536827385425568,0.1671878695487976
.,0.3567904531955719,0.22067026793956757,0.5591574311256409,0.21271969377994537,0.35288307070732117,0.5934505462646484,0.290679007768631,0.25552695989608765,0.50484299659729,0.3054012954235077,0.32817673683166504,0.5591574311256409,0.4130953550338745
