,how,much,did,san,francisco,get,for,providing,services,for,the,super,bowl,?
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.21651452779769897,0.21318043768405914,0.4388369917869568,0.4451248347759247,0.3326144516468048,0.27867045998573303,0.4451248347759247,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
reimburse,0.24037322402000427,0.2563382089138031,0.22998552024364471,0.2514359951019287,0.2181222289800644,0.2819090187549591,0.24835233390331268,0.23319388926029205,0.30732107162475586,0.24835233390331268,0.33250248432159424,0.18195989727973938,0.1625376045703888,0.26732808351516724
san,0.11613621562719345,0.0992736965417862,0.1785750538110733,0.9999999403953552,0.8108479976654053,0.1305130273103714,0.21004900336265564,0.18726354837417603,0.16080959141254425,0.21004900336265564,0.2858080565929413,0.15279507637023926,0.18508543074131012,0.10952327400445938
francisco,0.13850292563438416,0.11665723472833633,0.1959451586008072,0.8108479976654053,1.0,0.13235948979854584,0.2142373025417328,0.1582295298576355,0.1488845944404602,0.2142373025417328,0.25086042284965515,0.1658499836921692,0.20152677595615387,0.1020219698548317
for,0.3308170735836029,0.2994346022605896,0.318512886762619,0.21004900336265564,0.2142373025417328,0.342695415019989,0.9999999403953552,0.44196924567222595,0.36779820919036865,0.9999999403953552,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
city,0.12024712562561035,0.16522060334682465,0.12266099452972412,0.32193511724472046,0.26995041966438293,0.1543910801410675,0.18687109649181366,0.08934315294027328,0.18645629286766052,0.18687109649181366,0.35769423842430115,0.14329007267951965,0.18699099123477936,0.13423943519592285
services,0.18439824879169464,0.20830637216567993,0.14472568035125732,0.16080959141254425,0.1488845944404602,0.22917556762695312,0.36779820919036865,0.4329245686531067,1.0,0.36779820919036865,0.2381475418806076,0.06267005205154419,0.057191286236047745,0.1328447163105011
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.2617562413215637,0.21278683841228485,0.24899829924106598,0.4322226941585541,0.19932186603546143,0.22287973761558533,0.4322226941585541,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.2858080565929413,0.25086042284965515,0.29667025804519653,0.4739971458911896,0.29839932918548584,0.2381475418806076,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
amount,0.37087762355804443,0.4935210943222046,0.19932299852371216,0.10690554976463318,0.04795834794640541,0.3425537347793579,0.3007623255252838,0.31332942843437195,0.16455578804016113,0.3007623255252838,0.3336862325668335,0.11669366806745529,0.15366321802139282,0.17984020709991455
of,0.2480744868516922,0.2671096920967102,0.2513895630836487,0.25237205624580383,0.19117538630962372,0.26628199219703674,0.4185989499092102,0.24403119087219238,0.23787347972393036,0.4185989499092102,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
$,0.18718640506267548,0.205519899725914,0.23203131556510925,0.16023726761341095,0.1288125067949295,0.26937809586524963,0.22711659967899323,0.19164715707302094,0.1763630360364914,0.22711659967899323,0.23367542028427124,0.14851532876491547,0.24415016174316406,0.2786129117012024
5,0.03444203734397888,0.03798956796526909,0.08429081737995148,0.10429979860782623,0.07901156693696976,-0.0015133770648390055,0.06971735507249832,0.0765593871474266,0.016990235075354576,0.06971735507249832,0.09255307912826538,0.024198191240429878,0.052770476788282394,0.06222071498632431
million,0.21114659309387207,0.2792966067790985,0.1815238744020462,0.12274323403835297,0.08557038009166718,0.18462038040161133,0.18660776317119598,0.18923822045326233,0.20715507864952087,0.18660776317119598,0.277012437582016,0.15958677232265472,0.18768401443958282,0.23092924058437347
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.24563752114772797,0.2233876734972,0.39392393827438354,0.4726039469242096,0.23218698799610138,0.2179025262594223,0.4726039469242096,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,how,much,did,san,francisco,get,for,providing,services,for,the,super,bowl,?
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.2617562413215637,0.21278683841228485,0.24899829924106598,0.4322226941585541,0.19932186603546143,0.22287973761558533,0.4322226941585541,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
addition,0.24312371015548706,0.26854225993156433,0.24481791257858276,0.15303508937358856,0.1227385550737381,0.258577823638916,0.39286839962005615,0.4485381841659546,0.2946458160877228,0.39286839962005615,0.32955414056777954,0.11136776208877563,0.1572340577840805,0.19187232851982117
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.2926318049430847,0.4464869201183319,0.26877787709236145,0.24788528680801392,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
``,-0.01591024175286293,0.02682921104133129,-0.029888948425650597,-0.013664762489497662,-0.016306333243846893,0.035047225654125214,0.01270448137074709,-0.008708976209163666,-0.019812092185020447,0.01270448137074709,0.029072100296616554,0.012585706077516079,-0.004176590591669083,0.0685480609536171
super,0.11920704692602158,0.17592276632785797,0.16038043797016144,0.15279507637023926,0.1658499836921692,0.14719554781913757,0.22938419878482819,0.11792075634002686,0.06267005205154419,0.22938419878482819,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.13628067076206207,0.18569406867027283,0.18508543074131012,0.20152677595615387,0.17289145290851593,0.24430087208747864,0.10233265906572342,0.057191286236047745,0.24430087208747864,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
city,0.12024712562561035,0.16522060334682465,0.12266099452972412,0.32193511724472046,0.26995041966438293,0.1543910801410675,0.18687109649181366,0.08934315294027328,0.18645629286766052,0.18687109649181366,0.35769423842430115,0.14329007267951965,0.18699099123477936,0.13423943519592285
'',-0.0029843549709767103,-0.014185515232384205,0.01978493109345436,0.10309749841690063,0.04776419699192047,-0.03981677442789078,-0.04479556903243065,-0.033388227224349976,-0.08203540742397308,-0.04479556903243065,0.041273195296525955,-0.02655862085521221,-0.008809788152575493,0.018684765323996544
opened,0.12807206809520721,0.12400025874376297,0.2014526128768921,0.15308097004890442,0.16768698394298553,0.13423997163772583,0.16583703458309174,0.11535827815532684,0.2548040449619293,0.16583703458309174,0.28544309735298157,0.12151654809713364,0.16360460221767426,0.1934700310230255
on,0.32655060291290283,0.2834896147251129,0.2670976221561432,0.20166277885437012,0.18844157457351685,0.2705233693122864,0.36199691891670227,0.23362857103347778,0.22515536844730377,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2714994251728058
january,0.11096196621656418,0.12328718602657318,0.23508968949317932,0.22567340731620789,0.19146795570850372,0.1662743091583252,0.27304044365882874,0.11384780704975128,0.16274450719356537,0.27304044365882874,0.2467057853937149,0.08795880526304245,0.13797584176063538,0.28608936071395874
30,-0.0035910264123231173,0.06179108843207359,-0.015366257168352604,0.046433161944150925,0.03539815545082092,0.006748705171048641,0.005358967464417219,-0.050808344036340714,-0.03849151358008385,0.005358967464417219,0.0730796679854393,0.02300216630101204,-0.030675051733851433,-0.08261742442846298
at,0.2154216170310974,0.23158283531665802,0.28390252590179443,0.21309925615787506,0.19574089348316193,0.24260355532169342,0.34237727522850037,0.18549348413944244,0.2512115240097046,0.34237727522850037,0.457212895154953,0.11449114978313446,0.2709662914276123,0.21978627145290375
justin,0.10126311331987381,0.07534073293209076,0.1406216323375702,0.26158392429351807,0.2619988024234772,0.08077385276556015,0.17554327845573425,0.19109666347503662,0.10884552448987961,0.17554327845573425,0.17751482129096985,0.18469490110874176,0.11253492534160614,0.17168305814266205
herman,0.21801693737506866,0.15857763588428497,0.14571444690227509,0.16758456826210022,0.15749554336071014,0.16175477206707,0.13345380127429962,0.1697109043598175,0.10602064430713654,0.13345380127429962,0.19971449673175812,0.10644732415676117,0.06547024846076965,0.15866468846797943
plaza,0.06710678339004517,0.10924134403467178,0.16507317125797272,0.2761184573173523,0.2749307453632355,0.1584494709968567,0.17524680495262146,0.13235600292682648,0.1503949761390686,0.17524680495262146,0.2343834489583969,0.11758657544851303,0.15374425053596497,0.14521731436252594
on,0.32655060291290283,0.2834896147251129,0.2670976221561432,0.20166277885437012,0.18844157457351685,0.2705233693122864,0.36199691891670227,0.23362857103347778,0.22515536844730377,0.36199691891670227,0.5107308030128479,0.1569211632013321,0.1334993690252304,0.2714994251728058
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.2858080565929413,0.25086042284965515,0.29667025804519653,0.4739971458911896,0.29839932918548584,0.2381475418806076,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
embarcadero,0.18027722835540771,0.22198735177516937,0.25373393297195435,0.38019677996635437,0.3857369124889374,0.16157793998718262,0.2317391186952591,0.23766323924064636,0.175172358751297,0.2317391186952591,0.2974037826061249,0.2069183737039566,0.15625977516174316,0.2404213696718216
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.2926318049430847,0.4464869201183319,0.26877787709236145,0.24788528680801392,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
featuring,0.16178856790065765,0.15041497349739075,0.18581709265708923,0.14557883143424988,0.1979936808347702,0.15961936116218567,0.18349294364452362,0.20665308833122253,0.10571563988924026,0.18349294364452362,0.21340800821781158,0.21352623403072357,0.13381469249725342,0.24838131666183472
games,0.10814857482910156,0.17849120497703552,0.18056219816207886,0.1719755381345749,0.13591961562633514,0.16184605658054352,0.2952845096588135,0.14885249733924866,0.16358892619609833,0.2952845096588135,0.2676136791706085,0.3565964996814728,0.2931278944015503,0.1360001415014267
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.23541347682476044,0.2290353924036026,0.37609121203422546,0.5064792633056641,0.381117045879364,0.30811867117881775,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
activities,0.24978172779083252,0.23757196962833405,0.20119842886924744,0.17888620495796204,0.1475234031677246,0.17163445055484772,0.34456658363342285,0.3377602994441986,0.3759467303752899,0.34456658363342285,0.2626894414424896,0.06047104299068451,0.045015789568424225,0.11289679259061813
that,0.557814359664917,0.4869440197944641,0.47518548369407654,0.19199305772781372,0.1985872983932495,0.3748580515384674,0.4137635827064514,0.30122050642967224,0.2574901282787323,0.4137635827064514,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32716336846351624
will,0.41543328762054443,0.33636274933815,0.40638336539268494,0.12740331888198853,0.14120645821094513,0.4547402858734131,0.3647450804710388,0.291897714138031,0.29899826645851135,0.3647450804710388,0.3635469079017639,0.1544499397277832,0.1507955938577652,0.35046905279159546
highlight,0.22682225704193115,0.19204431772232056,0.1855459064245224,0.17430581152439117,0.143487349152565,0.16151420772075653,0.28904542326927185,0.20873311161994934,0.13590024411678314,0.28904542326927185,0.26126983761787415,0.13485531508922577,0.16177430748939514,0.19680358469486237
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,0.2858080565929413,0.25086042284965515,0.29667025804519653,0.4739971458911896,0.29839932918548584,0.2381475418806076,0.4739971458911896,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
bay,0.06300077587366104,0.14002099633216858,0.05503932014107704,0.38444605469703674,0.3707815408706665,0.12620866298675537,0.16755102574825287,0.1935817450284958,0.17007336020469666,0.16755102574825287,0.2441686987876892,0.12241406738758087,0.1972428411245346,0.10773546993732452
area,0.17030490934848785,0.23905497789382935,0.14067986607551575,0.22260162234306335,0.2213580310344696,0.19424545764923096,0.20941852033138275,0.19231724739074707,0.18274740874767303,0.20941852033138275,0.37834644317626953,0.09147491306066513,0.19680163264274597,0.12640461325645447
's,-0.026164190843701363,0.06731651723384857,0.05069678649306297,-0.022058377042412758,0.024126283824443817,-0.031001994386315346,-0.07241261005401611,-0.042589202523231506,0.0342075377702713,-0.07241261005401611,-0.01540423184633255,0.09726737439632416,-0.02838491089642048,-0.023395681753754616
technology,0.20081453025341034,0.26015716791152954,0.11363749206066132,0.16823601722717285,0.13854317367076874,0.18659843504428864,0.24007871747016907,0.24865013360977173,0.3177862763404846,0.24007871747016907,0.21669498085975647,0.18677611649036407,0.1380506306886673,0.11564995348453522
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.2926318049430847,0.4464869201183319,0.26877787709236145,0.24788528680801392,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
culinary,0.19583635032176971,0.1600896567106247,0.07927026599645615,0.1893085539340973,0.16366127133369446,0.1510089784860611,0.2589704692363739,0.21875643730163574,0.2666846513748169,0.2589704692363739,0.22274447977542877,0.19299204647541046,0.24483205378055573,0.14946907758712769
creations,0.2999957203865051,0.23797942698001862,0.2248830497264862,0.13948887586593628,0.13651935756206512,0.1723405122756958,0.30833059549331665,0.3505856692790985,0.28822392225265503,0.30833059549331665,0.2928679883480072,0.10236039012670517,0.11187858879566193,0.2910361588001251
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.25561806559562683,0.22144022583961487,0.2926318049430847,0.4464869201183319,0.26877787709236145,0.24788528680801392,0.4464869201183319,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.34479495882987976,0.23541347682476044,0.2290353924036026,0.37609121203422546,0.5064792633056641,0.381117045879364,0.30811867117881775,0.5064792633056641,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
cultural,0.17982208728790283,0.1460951566696167,0.08231881260871887,0.15771576762199402,0.13967399299144745,0.07458838075399399,0.25172704458236694,0.19622552394866943,0.2149425894021988,0.25172704458236694,0.23337452113628387,0.10971857607364655,0.10419153422117233,0.09798457473516464
diversity,0.18609920144081116,0.2951553761959076,0.12871938943862915,0.12214890122413635,0.13103033602237701,0.12092198431491852,0.14503894746303558,0.21990713477134705,0.2184300422668457,0.14503894746303558,0.27198487520217896,0.10455544292926788,0.11009127646684647,0.057167764753103256
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.24563752114772797,0.2233876734972,0.39392393827438354,0.4726039469242096,0.23218698799610138,0.2179025262594223,0.4726039469242096,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
