,what,is,one,of,the,largest,music,schools,in,europe,?
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
warsaw,0.10373849421739578,0.09741193056106567,0.13329707086086273,0.19253842532634735,0.23137180507183075,0.15168581902980804,0.17352351546287537,0.13564395904541016,0.22642600536346436,0.2790890336036682,0.09769917279481888
school,0.18774057924747467,0.19488026201725006,0.20067162811756134,0.2391800880432129,0.22953221201896667,0.11632684618234634,0.22483199834823608,0.7602541446685791,0.26157811284065247,0.07671187818050385,0.15091250836849213
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.25892743468284607,0.265506386756897,0.5696388483047485,0.29299741983413696,0.1826142966747284
economics,0.21107932925224304,0.19443869590759277,0.15317367017269135,0.2429119050502777,0.17465341091156006,0.17444635927677155,0.21684621274471283,0.2561277747154236,0.19117838144302368,0.16477349400520325,0.15849412977695465
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.38706573843955994,0.33351290225982666,0.30836519598960876,0.47138267755508423,0.14021754264831543,0.18972089886665344,0.33251360058784485,0.262989342212677,0.14864160120487213
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2946314513683319,0.29319998621940613,0.4954058527946472,0.3463572859764099,0.20544172823429108
most,0.3219912350177765,0.41165053844451904,0.5404669642448425,0.4178851246833801,0.47635307908058167,0.3954915702342987,0.2003718614578247,0.19526082277297974,0.41416558623313904,0.33005326986312866,0.2107497900724411
renowned,0.030006814748048782,0.20744624733924866,0.250344842672348,0.2392464578151703,0.21293851733207703,0.1949605792760849,0.2203916609287262,0.3015829622745514,0.24497079849243164,0.176640123128891,0.08647420257329941
economic,0.18082544207572937,0.21102669835090637,0.17755547165870667,0.3030148148536682,0.282455176115036,0.2520320415496826,0.14824511110782623,0.19236113131046295,0.22027181088924408,0.25738903880119324,0.1206481084227562
university,0.20256435871124268,0.20346471667289734,0.2106119841337204,0.30646374821662903,0.263973206281662,0.25739672780036926,0.2219531238079071,0.4070035517215729,0.3201795518398285,0.14922571182250977,0.11887256056070328
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.22969312965869904,0.2632134258747101,1.0,0.33061710000038147,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
country,0.22705033421516418,0.24409033358097076,0.26064035296440125,0.28866857290267944,0.30432501435279846,0.20205822587013245,0.31502702832221985,0.21351854503154755,0.3040012717247009,0.3741563558578491,0.12647280097007751
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.30347302556037903,0.2760516405105591,0.5201468467712402,0.2542513906955719,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.42438167333602905,0.5116966962814331,0.5171257257461548,0.24602696299552917,0.2946314513683319,0.29319998621940613,0.4954058527946472,0.3463572859764099,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
warsaw,0.10373849421739578,0.09741193056106567,0.13329707086086273,0.19253842532634735,0.23137180507183075,0.15168581902980804,0.17352351546287537,0.13564395904541016,0.22642600536346436,0.2790890336036682,0.09769917279481888
university,0.20256435871124268,0.20346471667289734,0.2106119841337204,0.30646374821662903,0.263973206281662,0.25739672780036926,0.2219531238079071,0.4070035517215729,0.3201795518398285,0.14922571182250977,0.11887256056070328
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,1.0,0.733189046382904,0.36650770902633667,0.25892743468284607,0.265506386756897,0.5696388483047485,0.29299741983413696,0.1826142966747284
life,0.24693015217781067,0.2110576033592224,0.21805667877197266,0.2788603901863098,0.23528170585632324,0.08992718160152435,0.21784009039402008,0.10521456599235535,0.27054134011268616,0.1622345745563507,0.21677987277507782
sciences,0.19191189110279083,0.2507065534591675,0.15092098712921143,0.31529930233955383,0.2625935673713684,0.19286295771598816,0.23493631184101105,0.32705411314964294,0.28206580877304077,0.1760627031326294,0.15002119541168213
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.733189046382904,1.0,0.3757036626338959,0.2714049816131592,0.22905772924423218,0.6662389636039734,0.34463706612586975,0.22068053483963013
largest,0.13463157415390015,0.3413417339324951,0.3001094460487366,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.13560092449188232,0.19201259315013885,0.3017216920852661,0.2597532272338867,0.12401245534420013
agricultural,0.17047324776649475,0.20706014335155487,0.14666850864887238,0.3318701386451721,0.2716485559940338,0.2461795210838318,0.15570136904716492,0.3119063973426819,0.2751860022544861,0.1614428460597992,0.0713675245642662
university,0.20256435871124268,0.20346471667289734,0.2106119841337204,0.30646374821662903,0.263973206281662,0.25739672780036926,0.2219531238079071,0.4070035517215729,0.3201795518398285,0.14922571182250977,0.11887256056070328
founded,0.1163782924413681,0.21368175745010376,0.18381564319133759,0.24571022391319275,0.2840350568294525,0.37851324677467346,0.20700722932815552,0.23429879546165466,0.24877111613750458,0.1787056177854538,0.09119737893342972
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.22969312965869904,0.2632134258747101,1.0,0.33061710000038147,0.20430970191955566
1818,0.0012335313949733973,-0.01948223076760769,0.05154380947351456,0.06975448876619339,0.04804527759552002,0.0779811292886734,-0.038591835647821426,-0.022506918758153915,0.05711894482374191,0.12467669695615768,-0.00923982821404934
.,0.3567904531955719,0.4569662809371948,0.4123194217681885,0.5352458953857422,0.5934505462646484,0.18871670961380005,0.3013017475605011,0.2752705216407776,0.5591574311256409,0.31984585523605347,0.4130953550338745
