,what,did,tesla,call,his,electrical,effects,in,1893,?
high-voltage,0.2539892792701721,0.17168061435222626,0.38331884145736694,0.15363074839115143,0.18607503175735474,0.5953742265701294,0.28825560212135315,0.2587648034095764,0.00934570748358965,0.23572029173374176
",",0.3087472915649414,0.3015086054801941,0.20599327981472015,0.2670435905456543,0.3378419280052185,0.24516360461711884,0.23115523159503937,0.5201468467712402,0.06818228960037231,0.31091248989105225
high-frequency,0.3146239221096039,0.15809187293052673,0.26202645897865295,0.20879293978214264,0.19204778969287872,0.41502928733825684,0.31719130277633667,0.24659109115600586,0.03688348829746246,0.22459599375724792
alternating,0.10095972567796707,0.023347359150648117,0.20965251326560974,0.11762415617704391,0.140254408121109,0.40451180934906006,0.23590081930160522,0.24697254598140717,-0.01879468560218811,0.13878576457500458
current,0.18294453620910645,0.07635620981454849,0.19374153017997742,0.07875534892082214,0.1555706262588501,0.3573765456676483,0.10903065651655197,0.1955713927745819,0.02789844386279583,0.12074550241231918
to,0.455847829580307,0.4452643394470215,0.17548894882202148,0.27641981840133667,0.3715193271636963,0.2649001479148865,0.2419324368238449,0.45010748505592346,0.03315379098057747,0.29463258385658264
light,0.22953972220420837,0.18105649948120117,0.15772268176078796,0.1338711827993393,0.16368821263313293,0.32205161452293396,0.2735639810562134,0.1819845736026764,0.07731426507234573,0.17429810762405396
a,0.3320399522781372,0.2552328109741211,0.2211925983428955,0.2774817645549774,0.3497250974178314,0.2779098153114319,0.20917339622974396,0.539380669593811,0.11840973794460297,0.23916715383529663
wireless,0.18138271570205688,0.11166471242904663,0.3652113080024719,0.19829878211021423,0.10785644501447678,0.46585527062416077,0.1611471325159073,0.22999337315559387,0.0657375231385231,0.08461163192987442
gas-discharge,0.17893420159816742,0.08583679050207138,0.24527885019779205,0.08107709884643555,0.25497639179229736,0.4433567225933075,0.2551347017288208,0.23966918885707855,-0.0064545669592916965,0.15892037749290466
lamp,0.2133314460515976,0.13440008461475372,0.24805296957492828,0.05553706735372543,0.23192079365253448,0.36908015608787537,0.16730114817619324,0.1266995370388031,0.07783191651105881,0.129902645945549
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,0.2601918876171112,0.3119256794452667,0.2174808531999588,0.21454407274723053,0.5591574311256409,0.11349997669458389,0.4130953550338745
