,a,complete,loss,of,rainforest,cover,may,be,caused,by,what,type,of,emissions,?
amazon,0.1865728348493576,0.10570907592773438,0.057539403438568115,0.20143137872219086,0.48046615719795227,0.21230551600456238,0.09747496247291565,0.17553792893886566,0.09666959196329117,0.16320857405662537,0.16355936229228973,0.11425158381462097,0.20143137872219086,0.1476656198501587,0.18144656717777252
rainforest,0.2497720569372177,0.15570703148841858,0.19879452884197235,0.22522282600402832,1.0,0.24127532541751862,0.0928340032696724,0.16418099403381348,0.2313433289527893,0.16387821733951569,0.22127854824066162,0.12119791656732559,0.22522282600402832,0.28217390179634094,0.1917492002248764
could,0.3736826181411743,0.20519472658634186,0.2578759789466858,0.29043012857437134,0.16585701704025269,0.238516166806221,0.41583991050720215,0.4791525900363922,0.3342629373073578,0.26333630084991455,0.4188697934150696,0.16242407262325287,0.29043012857437134,0.2727680802345276,0.3411986827850342
become,0.3215816617012024,0.23161935806274414,0.2085440754890442,0.31678006052970886,0.13359947502613068,0.14757230877876282,0.20094400644302368,0.4037199020385742,0.23972439765930176,0.1663227528333664,0.27134042978286743,0.09935444593429565,0.31678006052970886,0.2108018398284912,0.19511328637599945
unsustainable,0.28525611758232117,0.24902687966823578,0.27565789222717285,0.2565132975578308,0.3330962657928467,0.26615431904792786,0.23195810616016388,0.2974030375480652,0.16946277022361755,0.19549047946929932,0.27682602405548096,0.14819441735744476,0.2565132975578308,0.367980033159256,0.2751912474632263
under,0.18317826092243195,0.2052428275346756,0.13246029615402222,0.32766106724739075,0.0785641223192215,0.25150302052497864,0.17191942036151886,0.23514987528324127,0.14939139783382416,0.3161602020263672,0.20154598355293274,0.15308783948421478,0.32766106724739075,0.16196507215499878,0.18233340978622437
conditions,0.24847128987312317,0.2462083250284195,0.2631872296333313,0.2074868083000183,0.28958481550216675,0.18626700341701508,0.24720945954322815,0.328298419713974,0.3437596559524536,0.18849025666713715,0.27960067987442017,0.26341912150382996,0.2074868083000183,0.37877005338668823,0.17021824419498444
of,0.5052502155303955,0.3009350895881653,0.26357072591781616,1.0,0.22522282600402832,0.26416900753974915,0.26447007060050964,0.33904364705085754,0.29665443301200867,0.3646814823150635,0.33290785551071167,0.18112817406654358,1.0,0.240469291806221,0.1826142966747284
severely,0.23183150589466095,0.203839972615242,0.3523094654083252,0.22498036921024323,0.1569151133298874,0.23087197542190552,0.17575214803218842,0.2223135083913803,0.34747207164764404,0.2958325743675232,0.19176317751407623,0.1698613166809082,0.22498036921024323,0.20418483018875122,0.165714293718338
reduced,0.2214837223291397,0.19994688034057617,0.4024806320667267,0.30275818705558777,0.15299464762210846,0.16209660470485687,0.21526257693767548,0.2843341529369354,0.3421819508075714,0.2828289866447449,0.11519023776054382,0.1576489806175232,0.30275818705558777,0.28317463397979736,0.10234767943620682
rainfall,0.19354234635829926,0.12580415606498718,0.24584075808525085,0.2068331092596054,0.5444077253341675,0.22466042637825012,0.10309077799320221,0.18828336894512177,0.36839768290519714,0.2067926675081253,0.1762358695268631,0.12022307515144348,0.2068331092596054,0.2749691903591156,0.17489276826381683
and,0.3739250600337982,0.20886704325675964,0.20191490650177002,0.5116966962814331,0.26834338903427124,0.27793973684310913,0.34598252177238464,0.41766801476478577,0.2892237603664398,0.4289871156215668,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2566651999950409,0.20544172823429108
increased,0.22370080649852753,0.14860720932483673,0.3588038682937622,0.3371390700340271,0.09957119822502136,0.15959899127483368,0.19825246930122375,0.2497546523809433,0.3925010561943054,0.23756875097751617,0.1599731743335724,0.17842847108840942,0.3371390700340271,0.29473140835762024,0.09587585180997849
temperatures,0.23293450474739075,0.10588551312685013,0.21821004152297974,0.2011728584766388,0.35528233647346497,0.17425744235515594,0.2106262743473053,0.3087483048439026,0.27153387665748596,0.16856102645397186,0.2523624897003174,0.19048833847045898,0.2011728584766388,0.4676416516304016,0.1895846426486969
",",0.427140474319458,0.23945219814777374,0.23328691720962524,0.4946078956127167,0.2737860679626465,0.24982257187366486,0.5007920861244202,0.39254459738731384,0.2600580155849457,0.3680937886238098,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23150672018527985,0.31091248989105225
leading,0.26281067728996277,0.1517421007156372,0.21496838331222534,0.29180192947387695,0.13140635192394257,0.11071417480707169,0.21491189301013947,0.19235369563102722,0.27252086997032166,0.2575812041759491,0.197072371840477,0.07635458558797836,0.29180192947387695,0.19763290882110596,0.1360926628112793
to,0.45503583550453186,0.26479288935661316,0.2457711398601532,0.41548454761505127,0.23412610590457916,0.2887181341648102,0.391582727432251,0.4972836375236511,0.2414499819278717,0.33534231781959534,0.455847829580307,0.19930607080459595,0.41548454761505127,0.28014418482780457,0.29463258385658264
an,0.44552403688430786,0.2157072126865387,0.1333940327167511,0.32280945777893066,0.15750433504581451,0.2192966639995575,0.30457955598831177,0.33041056990623474,0.2219875156879425,0.2719563841819763,0.2821882665157318,0.21485474705696106,0.32280945777893066,0.189787819981575,0.19793890416622162
almost,0.28146228194236755,0.27547675371170044,0.1989046037197113,0.3144364058971405,0.26116421818733215,0.25791695713996887,0.13746190071105957,0.30299675464630127,0.28060096502304077,0.2574256360530853,0.2467888444662094,0.18003590404987335,0.3144364058971405,0.205845907330513,0.1372147500514984
complete,0.29913821816444397,1.0,0.19739428162574768,0.3009350895881653,0.15570703148841858,0.2605254352092743,0.1763201802968979,0.22863243520259857,0.09028663486242294,0.16281484067440033,0.29213884472846985,0.2394901067018509,0.3009350895881653,0.21955658495426178,0.11962060630321503
loss,0.20714472234249115,0.19739428162574768,0.9999999403953552,0.26357072591781616,0.19879452884197235,0.13929446041584015,0.20131517946720123,0.18728984892368317,0.3778317868709564,0.19461268186569214,0.21803489327430725,0.2158658355474472,0.26357072591781616,0.2303657978773117,0.1312553584575653
of,0.5052502155303955,0.3009350895881653,0.26357072591781616,1.0,0.22522282600402832,0.26416900753974915,0.26447007060050964,0.33904364705085754,0.29665443301200867,0.3646814823150635,0.33290785551071167,0.18112817406654358,1.0,0.240469291806221,0.1826142966747284
rainforest,0.2497720569372177,0.15570703148841858,0.19879452884197235,0.22522282600402832,1.0,0.24127532541751862,0.0928340032696724,0.16418099403381348,0.2313433289527893,0.16387821733951569,0.22127854824066162,0.12119791656732559,0.22522282600402832,0.28217390179634094,0.1917492002248764
cover,0.23858952522277832,0.2605254352092743,0.13929446041584015,0.26416900753974915,0.24127532541751862,0.9999998807907104,0.14831902086734772,0.23995321989059448,0.13391442596912384,0.20553752779960632,0.19970405101776123,0.19923144578933716,0.26416900753974915,0.1563311070203781,0.18414615094661713
in,0.539380669593811,0.2201821506023407,0.21028298139572144,0.5696388483047485,0.2207682877779007,0.19227565824985504,0.3424151837825775,0.3481820821762085,0.2494886964559555,0.370934396982193,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.23821502923965454,0.20430970191955566
the,0.5829201340675354,0.277624249458313,0.27898719906806946,0.733189046382904,0.2571161389350891,0.26727065443992615,0.2694292366504669,0.4248143136501312,0.24990202486515045,0.4408751428127289,0.42745697498321533,0.21819381415843964,0.733189046382904,0.24195483326911926,0.22068053483963013
basin,0.21655717492103577,0.08731484413146973,0.1334829032421112,0.2557278275489807,0.4187982678413391,0.16352319717407227,0.10432489961385727,0.17112696170806885,0.19061477482318878,0.19840280711650848,0.1565224826335907,0.15952251851558685,0.2557278275489807,0.19431334733963013,0.14685653150081635
by,0.32094135880470276,0.16281484067440033,0.19461268186569214,0.3646814823150635,0.16387821733951569,0.20553752779960632,0.1970296949148178,0.43158695101737976,0.30491310358047485,1.0000001192092896,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.2316247671842575,0.17966607213020325
2100,0.18962320685386658,0.11671565473079681,0.1221807524561882,0.1935916692018509,0.09124162048101425,0.08377937227487564,0.15970772504806519,0.18216674029827118,0.1337798684835434,0.11636041849851608,0.10736340284347534,0.08653447031974792,0.1935916692018509,0.07924244552850723,0.14122723042964935
.,0.50484299659729,0.2471141666173935,0.21266451478004456,0.5352458953857422,0.25713270902633667,0.22325164079666138,0.35826805233955383,0.4383580684661865,0.2413787543773651,0.3936232924461365,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.25347235798835754,0.4130953550338745
