,how,long,was,the,broadcast,delay,the,first,time,the,series,premiered,?
coverage,0.21681980788707733,0.21322943270206451,0.21300753951072693,0.2704935073852539,0.3938756287097931,0.27627649903297424,0.2704935073852539,0.23245075345039368,0.2493697851896286,0.2704935073852539,0.2194235473871231,0.2083909660577774,0.2543165385723114
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.20155203342437744,0.19660267233848572,0.733189046382904,0.3536086082458496,0.35127586126327515,0.733189046382904,0.22268271446228027,0.17575117945671082,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.2713715434074402,0.2607918381690979,1.0,0.49448907375335693,0.43061500787734985,1.0,0.31376904249191284,0.2763466238975525,0.22068053483963013
assassination,0.10428088903427124,0.09093988686800003,0.2552372217178345,0.2033206969499588,0.21952444314956665,0.2190731316804886,0.2033206969499588,0.24696820974349976,0.1628013253211975,0.2033206969499588,0.16433513164520264,0.18809999525547028,0.21308238804340363
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.20155203342437744,0.19660267233848572,0.733189046382904,0.3536086082458496,0.35127586126327515,0.733189046382904,0.22268271446228027,0.17575117945671082,0.1826142966747284
us,0.2815901041030884,0.13146193325519562,0.19898231327533722,0.25727739930152893,0.159767746925354,0.20114144682884216,0.25727739930152893,0.18757691979408264,0.19773826003074646,0.25727739930152893,0.1240435540676117,0.1270861029624939,0.2742428481578827
president,0.1342112123966217,0.1521872729063034,0.2505730390548706,0.24330610036849976,0.23064760863780975,0.18896891176700592,0.24330610036849976,0.2690713107585907,0.1640392541885376,0.24330610036849976,0.11126776784658432,0.1933979094028473,0.14148259162902832
john,0.16882067918777466,0.08112875372171402,0.2875721752643585,0.2230520099401474,0.16860350966453552,0.16521815955638885,0.2230520099401474,0.2870165705680847,0.15634942054748535,0.2230520099401474,0.1876005083322525,0.1683516800403595,0.13162356615066528
f.,0.06734219938516617,0.024306269362568855,0.17113131284713745,0.18440215289592743,0.10351623594760895,0.0899379774928093,0.18440215289592743,0.13310599327087402,0.05109346657991409,0.18440215289592743,0.002728592837229371,0.10670243948698044,0.11007396876811981
kennedy,0.14617691934108734,0.14813020825386047,0.1929353028535843,0.20303435623645782,0.2249230444431305,0.2222902923822403,0.20303435623645782,0.22211624681949615,0.22208230197429657,0.20303435623645782,0.1311400979757309,0.19135722517967224,0.21965277194976807
the,0.33890387415885925,0.3075225353240967,0.48711544275283813,1.0,0.2713715434074402,0.2607918381690979,1.0,0.49448907375335693,0.43061500787734985,1.0,0.31376904249191284,0.2763466238975525,0.22068053483963013
previous,0.22081239521503448,0.18800146877765656,0.2747909128665924,0.34706559777259827,0.12883314490318298,0.28968122601509094,0.34706559777259827,0.36322978138923645,0.28986039757728577,0.34706559777259827,0.21477587521076202,0.17824988067150116,0.16724538803100586
day,0.20268619060516357,0.1641828566789627,0.24314451217651367,0.3062323033809662,0.2131737768650055,0.1767793893814087,0.3062323033809662,0.28378555178642273,0.32810065150260925,0.3062323033809662,0.16648201644420624,0.2292407602071762,0.2141837179660797
;,0.07230665534734726,0.08035528659820557,0.0754367932677269,0.09152708947658539,0.009912485256791115,-0.08827228844165802,0.09152708947658539,0.07760433852672577,0.07762139290571213,0.09152708947658539,0.029867203906178474,0.08120591193437576,0.10349778085947037
whereas,0.37210509181022644,0.21191249787807465,0.14947260916233063,0.3696324825286865,0.16191470623016357,0.20319437980651855,0.3696324825286865,0.18847766518592834,0.2167884111404419,0.3696324825286865,0.16215527057647705,0.1538284718990326,0.1950923502445221
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.26723843812942505,0.17042721807956696,0.6662389636039734,0.4127444326877594,0.3431483507156372,0.6662389636039734,0.2914260923862457,0.2717820405960083,0.20430970191955566
fact,0.35078367590904236,0.2806353271007538,0.24826835095882416,0.32878658175468445,0.1610681116580963,0.259280264377594,0.32878658175468445,0.22990179061889648,0.28743359446525574,0.32878658175468445,0.19460000097751617,0.18906351923942566,0.2798655927181244
it,0.36714982986450195,0.34568047523498535,0.4577186405658722,0.6251175999641418,0.24714356660842896,0.2143334448337555,0.6251175999641418,0.3491429388523102,0.3375589847564697,0.6251175999641418,0.20531252026557922,0.27528926730155945,0.25732165575027466
went,0.18771818280220032,0.13451255857944489,0.49310487508773804,0.3345835506916046,0.2010679692029953,0.14318615198135376,0.3345835506916046,0.3095473051071167,0.2936919629573822,0.3345835506916046,0.10963287204504013,0.24083814024925232,0.12109432369470596
out,0.3963836133480072,0.21854935586452484,0.28168347477912903,0.39404502511024475,0.17068032920360565,0.25187936425209045,0.39404502511024475,0.26133912801742554,0.25965559482574463,0.39404502511024475,0.20687595009803772,0.17459844052791595,0.22020699083805084
after,0.23871733248233795,0.25804978609085083,0.49306565523147583,0.4565047025680542,0.18175733089447021,0.2779812514781952,0.4565047025680542,0.42302387952804565,0.40345117449760437,0.4565047025680542,0.22890618443489075,0.20362669229507446,0.16608688235282898
a,0.29312583804130554,0.3795371353626251,0.4508470594882965,0.5829201340675354,0.2046348601579666,0.2138662338256836,0.5829201340675354,0.4287874400615692,0.3292340338230133,0.5829201340675354,0.23966510593891144,0.14552542567253113,0.23916715383529663
delay,0.26275187730789185,0.28136250376701355,0.22715745866298676,0.2607918381690979,0.26629742980003357,1.0000001192092896,0.2607918381690979,0.22215960919857025,0.3233153223991394,0.2607918381690979,0.1769055277109146,0.18227866291999817,0.15084078907966614
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.20155203342437744,0.19660267233848572,0.733189046382904,0.3536086082458496,0.35127586126327515,0.733189046382904,0.22268271446228027,0.17575117945671082,0.1826142966747284
eighty,0.21621492505073547,0.26665952801704407,0.2896067202091217,0.3045130968093872,0.20597681403160095,0.18005505204200745,0.3045130968093872,0.24509021639823914,0.2738155722618103,0.3045130968093872,0.2540827691555023,0.22522173821926117,0.10121089965105057
seconds,0.20343491435050964,0.3287029564380646,0.1993371546268463,0.1997634470462799,0.24458639323711395,0.31517186760902405,0.1997634470462799,0.30911749601364136,0.39999985694885254,0.1997634470462799,0.20600271224975586,0.1991357058286667,0.20335537195205688
.,0.3287222981452942,0.3247973620891571,0.40146201848983765,0.5934505462646484,0.2280997633934021,0.1950424760580063,0.5934505462646484,0.4345304071903229,0.371569961309433,0.5934505462646484,0.3121925890445709,0.2447557896375656,0.4130953550338745
