,what,is,the,eukaryotic,parasite,responsible,for,malaria,known,as,?
falciparum,0.2987809181213379,0.25243282318115234,0.275052547454834,0.4642714560031891,0.6263367533683777,0.24713362753391266,0.2515953779220581,0.6308637857437134,0.2878432273864746,0.26379337906837463,0.25974851846694946
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17834629118442535,0.12730859220027924,0.1484149545431137,0.3639558255672455,0.18612487614154816,0.297453910112381,0.32161882519721985,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23479881882667542,0.21324129402637482,0.29945531487464905,0.5064792633056641,0.21336786448955536,0.3468935489654541,0.49487000703811646,0.20544172823429108
leishmaniasis,0.30933332443237305,0.28331828117370605,0.27599480748176575,0.4734303951263428,0.6207181811332703,0.24282144010066986,0.26848694682121277,0.6117093563079834,0.18229137361049652,0.2323516309261322,0.2698650360107422
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18827217817306519,0.16076160967350006,0.1511021852493286,0.3357032239437103,0.17539799213409424,0.2843264043331146,0.32029855251312256,0.40561532974243164
leishmania,0.24660922586917877,0.2373458743095398,0.2524183392524719,0.431213915348053,0.5150026082992554,0.18026836216449738,0.2476550191640854,0.5308728218078613,0.14938990771770477,0.20358610153198242,0.19196563959121704
spp,0.08053943514823914,0.20135831832885742,0.20853544771671295,0.3445362448692322,0.3637395203113556,0.1955319344997406,0.13708074390888214,0.24658682942390442,0.2167411744594574,0.17544788122177124,0.09964082390069962
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23945842683315277,0.1942584216594696,0.2309054434299469,0.4726039469242096,0.28691521286964417,0.283290296792984,0.515582263469696,0.4130953550338745
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17834629118442535,0.12730859220027924,0.1484149545431137,0.3639558255672455,0.18612487614154816,0.297453910112381,0.32161882519721985,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23945842683315277,0.1942584216594696,0.2309054434299469,0.4726039469242096,0.28691521286964417,0.283290296792984,0.515582263469696,0.4130953550338745
